"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFCD3MCX","QFCD_MCX"
"20161","03326541",21,0,"1",18,"D"
"20161","03326551",32,0,"1",.,"A"
"20161","03326611",13,0,"1",.,"A"
"20161","03326641",28,0,"1",.,"A"
"20161","03326654",38,0,"1",.,"A"
"20161","03326664",14,0,"1",.,"A"
"20161","03326674",59,0,"1",.,"A"
"20161","03326681",28,0,"1",0,"D"
"20161","03326691",17,0,"1",.,"A"
"20161","03326701",15,0,"1",.,"A"
"20161","03326711",44,0,"1",.,"A"
"20161","03326721",32,0,"1",.,"A"
"20161","03326741",20,0,"1",.,"A"
"20161","03326751",52,0,"1",.,"A"
"20161","03326761",7,0,"1",.,"A"
"20161","03326771",48,0,"1",.,"A"
"20161","03326781",20,0,"1",.,"A"
"20161","03326791",27,0,"1",.,"A"
"20161","03326801",29,0,"1",.,"A"
"20161","03326811",38,0,"1",.,"A"
"20161","03326822",29,0,"1",.,"A"
"20161","03326841",68,0,"1",.,"A"
"20161","03326871",23,0,"1",.,"A"
"20161","03326881",31,0,"1",.,"A"
"20161","03326891",15,0,"1",.,"A"
"20161","03326931",41,0,"1",.,"A"
"20161","03326941",23,0,"1",.,"A"
"20161","03326963",18,0,"1",.,"A"
"20161","03326971",5,0,"1",.,"A"
"20161","03326991",23,0,"1",.,"A"
"20161","03327001",20,0,"1",.,"A"
"20161","03327021",5,0,"1",.,"A"
"20161","03327031",23,0,"1",.,"A"
"20161","03327051",22,0,"1",.,"A"
"20161","03327061",6,0,"1",.,"A"
"20161","03327071",6,0,"1",.,"A"
"20161","03327081",27,0,"1",.,"A"
"20161","03327111",29,0,"1",.,"A"
"20161","03327121",47,0,"1",.,"A"
"20161","03327141",24,0,"1",.,"A"
"20161","03327151",20,0,"1",.,"A"
"20161","03327161",4,0,"1",.,"A"
"20161","03327171",79,0,"1",.,"A"
"20161","03327211",31,0,"1",.,"A"
"20161","03327221",29,0,"1",.,"A"
"20161","03327241",17,0,"1",.,"A"
"20161","03327251",20,0,"1",.,"A"
"20161","03327271",8,0,"1",.,"A"
"20161","03327281",35,0,"1",.,"A"
"20161","03327301",27,0,"1",.,"A"
"20161","03327311",41,0,"1",.,"A"
"20161","03327321",57,0,"1",.,"A"
"20161","03327331",55,0,"1",.,"A"
"20161","03327361",17,0,"1",.,"A"
"20161","03327381",9,0,"1",.,"A"
"20161","03327391",20,0,"1",.,"A"
"20161","03327401",27,0,"1",.,"A"
"20161","03327441",22,0,"1",.,"A"
"20161","03327451",50,0,"1",.,"A"
"20161","03327471",21,0,"1",60,"D"
"20161","03327481",27,0,"1",.,"A"
"20161","03327501",48,0,"1",.,"A"
"20161","03327511",16,0,"1",.,"A"
"20161","03327531",44,0,"1",.,"A"
"20161","03327561",50,0,"1",.,"A"
"20161","03327571",12,0,"1",.,"A"
"20161","03327611",11,0,"1",.,"A"
"20161","03327621",39,0,"1",.,"A"
"20161","03327631",17,0,"1",.,"A"
"20161","03327651",17,0,"1",.,"A"
"20161","03327661",46,0,"1",.,"A"
"20161","03327671",70,0,"1",.,"A"
"20161","03327681",16,0,"1",100,"D"
"20161","03327691",15,0,"1",.,"A"
"20161","03327701",19,0,"1",.,"A"
"20161","03327724",23,0,"1",.,"A"
"20161","03327751",15,0,"1",.,"A"
"20161","03327761",24,0,"1",.,"A"
"20161","03327801",17,0,"1",.,"A"
"20161","03327811",32,0,"1",.,"A"
"20161","03327821",12,0,"1",.,"A"
"20161","03327833",7,0,"1",.,"A"
"20161","03327871",30,0,"1",.,"A"
"20161","03327881",28,0,"1",.,"A"
"20161","03327891",36,0,"1",.,"A"
"20161","03327901",53,0,"1",.,"A"
"20161","03327921",16,0,"1",.,"A"
"20161","03327951",28,0,"1",.,"A"
"20161","03327972",48,0,"1",.,"A"
"20161","03327981",25,0,"1",.,"A"
"20161","03328011",17,0,"1",.,"A"
"20161","03328021",19,0,"1",.,"A"
"20161","03328061",23,0,"1",.,"A"
"20161","03328101",43,0,"1",.,"A"
"20161","03328121",7,0,"1",.,"A"
"20161","03328131",47,0,"1",.,"A"
"20161","03328141",20,0,"1",.,"A"
"20161","03328151",51,0,"1",.,"A"
"20161","03328161",13,0,"1",.,"A"
"20161","03328171",18,0,"1",.,"A"
"20161","03328201",32,0,"1",.,"A"
"20161","03328211",13,0,"1",.,"A"
"20161","03328261",33,0,"1",.,"A"
"20161","03328271",47,0,"1",.,"A"
"20161","03328291",23,0,"1",.,"A"
"20161","03328301",45,0,"1",.,"A"
"20161","03328321",7,0,"1",.,"A"
"20161","03328341",12,0,"1",.,"A"
"20161","03328361",19,0,"1",.,"A"
"20161","03328403",15,0,"1",.,"A"
"20161","03328412",29,0,"1",.,"A"
"20161","03328461",42,0,"1",.,"A"
"20161","03328481",20,0,"1",.,"A"
"20161","03328511",22,0,"1",.,"A"
"20161","03328571",31,0,"1",.,"A"
"20161","03328591",13,0,"1",.,"A"
"20161","03328611",7,0,"1",.,"A"
"20161","03328651",18,0,"1",.,"A"
"20161","03328661",14,0,"1",.,"A"
"20161","03328671",56,0,"1",.,"A"
"20161","03328701",19,0,"1",.,"A"
"20161","03328711",25,0,"1",.,"A"
"20161","03328721",11,0,"1",.,"A"
"20161","03328731",22,0,"1",.,"A"
"20161","03328741",13,0,"1",.,"A"
"20161","03328771",13,0,"1",.,"A"
"20161","03328781",23,0,"1",20,"D"
"20161","03328791",17,0,"1",.,"A"
"20161","03328801",18,0,"1",.,"A"
"20161","03328811",27,0,"1",.,"A"
"20161","03328821",38,0,"1",.,"A"
"20161","03328831",27,0,"1",.,"A"
"20161","03328871",40,0,"1",.,"A"
"20161","03328891",24,0,"1",.,"A"
"20161","03328901",42,0,"1",.,"A"
"20161","03328911",33,0,"1",.,"A"
"20161","03328921",35,0,"1",.,"A"
"20161","03328931",11,0,"1",.,"A"
"20161","03328941",21,0,"1",.,"A"
"20161","03328951",22,0,"1",.,"A"
"20161","03328971",19,0,"1",.,"A"
"20161","03328981",20,0,"1",0,"D"
"20161","03328993",18,0,"1",.,"A"
"20161","03329011",43,0,"1",.,"A"
"20161","03329024",18,0,"1",.,"A"
"20161","03329031",31,0,"1",.,"A"
"20161","03329061",21,0,"1",52,"F"
"20161","03329081",20,0,"1",.,"A"
"20161","03329091",17,0,"1",.,"A"
"20161","03329101",28,0,"1",.,"A"
"20161","03329121",21,0,"1",.,"A"
"20161","03329131",18,0,"1",.,"A"
"20161","03329151",13,0,"1",.,"A"
"20161","03329171",20,0,"1",.,"A"
"20161","03329181",45,0,"1",.,"A"
"20161","03329191",34,0,"1",.,"A"
"20161","03329201",53,0,"1",.,"A"
"20161","03329211",31,0,"1",.,"A"
"20161","03329221",25,0,"1",.,"A"
"20161","03329231",7,0,"1",.,"A"
"20161","03329241",16,0,"1",.,"A"
"20161","03329281",15,0,"1",.,"A"
"20161","03329304",36,0,"1",.,"A"
"20161","03329341",18,0,"1",.,"A"
"20161","03329361",21,0,"1",.,"A"
"20161","03329391",24,0,"1",.,"A"
"20161","03329401",32,0,"1",.,"A"
"20161","03329421",13,0,"1",.,"A"
"20161","03329431",30,0,"1",.,"A"
"20161","03329451",56,0,"1",.,"A"
"20161","03329461",6,0,"1",.,"A"
"20161","03329481",23,0,"1",0,"D"
"20161","03329491",20,0,"1",.,"A"
"20161","03329501",16,0,"1",.,"A"
"20161","03329511",6,0,"1",.,"A"
"20161","03329541",33,0,"1",.,"A"
"20161","03329551",16,0,"1",.,"A"
"20161","03329601",3,0,"1",.,"A"
"20161","03329622",21,0,"1",.,"A"
"20161","03329633",71,0,"1",.,"A"
"20161","03329661",64,0,"1",.,"A"
"20161","03329671",51,0,"1",.,"A"
"20161","03329721",40,0,"1",.,"A"
"20161","03329731",7,0,"1",.,"A"
"20161","03329761",7,0,"1",10,"D"
"20161","03329781",21,0,"1",.,"A"
"20161","03329791",10,0,"1",.,"A"
"20161","03329811",21,0,"1",.,"A"
"20161","03329821",4,0,"1",.,"A"
"20161","03329831",12,0,"1",.,"A"
"20161","03329841",37,0,"1",.,"A"
"20161","03329851",12,0,"1",.,"A"
"20161","03329864",18,0,"1",.,"A"
"20161","03329871",31,0,"1",.,"A"
"20161","03329881",20,0,"1",.,"A"
"20161","03329901",16,0,"1",.,"A"
"20161","03329911",25,0,"1",.,"A"
"20161","03329991",4,0,"1",.,"A"
"20161","03330001",17,0,"1",.,"A"
"20161","03330021",18,0,"1",.,"A"
"20161","03330031",53,0,"1",.,"A"
"20161","03330041",10,0,"1",.,"A"
"20161","03330081",10,0,"1",.,"A"
"20161","03330121",34,0,"1",.,"A"
"20161","03330131",12,0,"1",.,"A"
"20161","03330151",8,0,"1",.,"A"
"20161","03330161",20,0,"1",.,"A"
"20161","03330191",17,0,"1",.,"A"
"20161","03330201",23,0,"1",.,"A"
"20161","03330211",45,0,"1",.,"A"
"20161","03330221",24,0,"1",.,"A"
"20161","03330241",46,0,"1",.,"A"
"20161","03330261",22,0,"1",.,"A"
"20161","03330281",18,0,"1",.,"A"
"20161","03330291",9,0,"1",.,"A"
"20161","03330301",25,0,"1",.,"A"
"20161","03330311",10,0,"1",.,"A"
"20161","03330323",63,0,"1",.,"A"
"20161","03330331",22,0,"1",.,"A"
"20161","03330361",13,0,"1",.,"A"
"20161","03330391",17,0,"1",.,"A"
"20161","03330401",8,0,"1",.,"A"
"20161","03330421",20,0,"1",.,"A"
"20161","03330431",30,0,"1",20,"D"
"20161","03330441",4,0,"1",.,"A"
"20161","03330481",14,0,"1",.,"A"
"20161","03330491",35,0,"1",.,"A"
"20161","03330551",17,0,"1",.,"A"
"20161","03330561",25,0,"1",.,"A"
"20161","03330571",50,0,"1",.,"A"
"20161","03330581",30,0,"1",30,"D"
"20161","03330601",21,0,"1",.,"A"
"20161","03330611",22,0,"1",.,"A"
"20161","03330631",37,0,"1",.,"A"
"20161","03330641",44,0,"1",.,"A"
"20161","03330651",44,0,"1",.,"A"
"20161","03330661",29,0,"1",60,"D"
"20161","03330671",29,0,"1",.,"A"
"20161","03330701",25,0,"1",.,"A"
"20161","03330714",33,0,"1",.,"A"
"20161","03330721",28,0,"1",.,"A"
"20161","03330741",26,0,"1",.,"A"
"20161","03330761",14,0,"1",.,"A"
"20161","03330771",35,0,"1",.,"A"
"20161","03330801",24,0,"1",.,"A"
"20161","03330821",55,0,"1",.,"A"
"20161","03330861",31,0,"1",.,"A"
"20161","03330871",19,0,"1",.,"A"
"20161","03330881",17,0,"1",.,"A"
"20161","03330891",14,0,"1",0,"D"
"20161","03330901",11,0,"1",.,"A"
"20161","03330911",17,0,"1",.,"A"
"20161","03330931",10,0,"1",.,"A"
"20161","03330961",27,0,"1",.,"A"
"20161","03330971",20,0,"1",.,"A"
"20161","03330981",46,0,"1",.,"A"
"20161","03330991",44,0,"1",.,"A"
"20161","03331031",25,0,"1",.,"A"
"20161","03331041",51,0,"1",.,"A"
"20161","03331051",15,0,"1",.,"A"
"20161","03331061",18,0,"1",.,"A"
"20161","03331081",20,0,"1",.,"A"
"20161","03331091",19,0,"1",.,"A"
"20161","03331111",12,0,"1",.,"A"
"20161","03331121",18,0,"1",.,"A"
"20161","03331141",28,0,"1",.,"A"
"20161","03331151",45,0,"1",.,"A"
"20161","03331161",27,0,"1",.,"A"
"20161","03331171",28,0,"1",.,"A"
"20161","03331211",24,0,"1",.,"A"
"20161","03331251",27,0,"1",.,"A"
"20161","03331291",20,0,"1",.,"A"
"20161","03331311",29,0,"1",.,"A"
"20161","03331321",48,0,"1",.,"A"
"20161","03331381",50,0,"1",.,"A"
"20161","03331391",31,0,"1",120,"D"
"20161","03331411",9,0,"1",.,"A"
"20161","03331473",8,0,"1",.,"A"
"20161","03331481",8,0,"1",.,"A"
"20161","03331491",40,0,"1",.,"A"
"20161","03331511",33,0,"1",.,"A"
"20161","03331521",43,0,"1",.,"A"
"20161","03331541",102,0,"1",.,"A"
"20161","03331561",18,0,"1",25,"D"
"20161","03331641",8,0,"1",.,"A"
"20161","03331661",10,0,"1",.,"A"
"20161","03331671",35,0,"1",.,"A"
"20161","03331683",37,0,"1",.,"A"
"20161","03331701",11,0,"1",.,"A"
"20161","03331721",35,0,"1",.,"A"
"20161","03331731",32,0,"1",15,"D"
"20161","03331741",83,0,"1",.,"A"
"20161","03331761",24,0,"1",.,"A"
"20161","03331791",26,0,"1",.,"A"
"20161","03331801",24,0,"1",.,"A"
"20161","03331811",34,0,"1",.,"A"
"20161","03331821",19,0,"1",.,"A"
"20161","03331881",22,0,"1",.,"A"
"20161","03331891",31,0,"1",30,"D"
"20161","03331911",17,0,"1",.,"A"
"20161","03331921",9,0,"1",.,"A"
"20161","03331931",15,0,"1",.,"A"
"20161","03331941",17,0,"1",.,"A"
"20161","03331951",71,0,"1",.,"A"
"20161","03332021",24,0,"1",.,"A"
"20161","03332031",18,0,"1",.,"A"
"20161","03332041",53,0,"1",.,"A"
"20161","03332061",17,0,"1",.,"A"
"20161","03332071",20,0,"1",.,"A"
"20161","03332111",16,0,"1",.,"A"
"20161","03332151",13,0,"1",.,"A"
"20161","03332161",32,0,"1",.,"A"
"20161","03332171",25,0,"1",.,"A"
"20161","03332251",18,0,"1",.,"A"
"20161","03332261",12,0,"1",.,"A"
"20161","03332281",19,0,"1",.,"A"
"20161","03332291",27,0,"1",.,"A"
"20161","03332331",18,0,"1",.,"A"
"20161","03332341",7,0,"1",.,"A"
"20161","03332351",48,0,"1",.,"A"
"20161","03332361",47,0,"1",.,"A"
"20161","03332371",9,0,"1",.,"A"
"20161","03332381",45,0,"1",.,"A"
"20161","03332421",56,0,"1",.,"A"
"20161","03332431",28,0,"1",.,"A"
"20161","03332441",37,0,"1",.,"A"
"20161","03332451",32,0,"1",.,"A"
"20161","03332481",14,0,"1",.,"A"
"20161","03332501",11,0,"1",.,"A"
"20161","03332511",23,0,"1",.,"A"
"20161","03332531",37,0,"1",.,"A"
"20161","03332541",22,0,"1",.,"A"
"20161","03332561",23,0,"1",.,"A"
"20161","03332571",60,0,"1",.,"A"
"20161","03332591",11,0,"1",.,"A"
"20161","03332611",30,0,"1",.,"A"
"20161","03332621",16,0,"1",.,"A"
"20161","03332651",21,0,"1",.,"A"
"20161","03332661",70,0,"1",.,"A"
"20161","03332671",24,0,"1",.,"A"
"20161","03332681",48,0,"1",.,"A"
"20161","03332691",46,0,"1",.,"A"
"20161","03332711",32,0,"1",.,"A"
"20161","03332731",47,0,"1",.,"A"
"20161","03332741",30,0,"1",.,"A"
"20161","03332751",17,0,"1",.,"A"
"20161","03332781",38,0,"1",.,"A"
"20161","03332802",37,0,"1",.,"A"
"20161","03332821",41,0,"1",.,"A"
"20161","03332851",30,0,"1",.,"A"
"20161","03332871",31,0,"1",.,"A"
"20161","03332891",26,0,"1",.,"A"
"20161","03332901",30,0,"1",.,"A"
"20161","03332921",42,0,"1",.,"A"
"20161","03332931",12,0,"1",.,"A"
"20161","03332941",24,0,"1",.,"A"
"20161","03332951",6,0,"1",120,"D"
"20161","03332963",10,0,"1",.,"A"
"20161","03333001",44,0,"1",.,"A"
"20161","03333011",25,0,"1",.,"A"
"20161","03333022",13,0,"1",60,"D"
"20161","03333031",22,0,"1",.,"A"
"20161","03333051",38,0,"1",.,"A"
"20161","03333081",14,0,"1",.,"A"
"20161","03333101",31,0,"1",.,"A"
"20161","03333161",26,0,"1",.,"A"
"20161","03333171",21,0,"1",.,"A"
"20161","03333181",14,0,"1",.,"A"
"20161","03333241",49,0,"1",.,"A"
"20161","03333251",23,0,"1",50,"D"
"20161","03333263",9,0,"1",.,"A"
"20161","03333271",57,0,"1",.,"A"
"20161","03333281",5,0,"1",.,"A"
"20161","03333291",23,0,"1",.,"A"
"20161","03333301",28,0,"1",.,"A"
"20161","03333311",31,0,"1",.,"A"
"20161","03333321",24,0,"1",20,"D"
"20161","03333361",24,0,"1",.,"A"
"20161","03333371",22,0,"1",.,"A"
"20161","03333381",17,0,"1",.,"A"
"20161","03333394",13,0,"1",.,"A"
"20161","03333451",75,0,"1",.,"A"
"20161","03333463",40,0,"1",.,"A"
"20161","03333491",33,0,"1",.,"A"
"20161","03333501",12,0,"1",.,"A"
"20161","03333511",30,0,"1",.,"A"
"20161","03333531",24,0,"1",.,"A"
"20161","03333561",17,0,"1",.,"A"
"20161","03333571",17,0,"1",.,"A"
"20161","03333601",36,0,"1",.,"A"
"20161","03333651",19,0,"1",.,"A"
"20161","03333704",36,0,"1",.,"A"
"20161","03333752",15,0,"1",.,"A"
"20161","03333771",32,0,"1",.,"A"
"20161","03333791",34,0,"1",.,"A"
"20161","03333801",11,0,"1",.,"A"
"20161","03333814",7,0,"1",.,"A"
"20161","03333824",3,0,"1",.,"A"
"20161","03333831",10,0,"1",.,"A"
"20161","03333844",12,0,"1",.,"A"
"20161","03333871",15,0,"1",.,"A"
"20161","03333881",25,0,"1",.,"A"
"20161","03333891",15,0,"1",.,"A"
"20161","03333981",38,0,"1",.,"A"
"20161","03333991",14,0,"1",.,"A"
"20161","03334021",23,0,"1",.,"A"
"20161","03334031",37,0,"1",.,"A"
"20161","03334061",31,0,"1",.,"A"
"20161","03334071",20,0,"1",.,"A"
"20161","03334081",10,0,"1",.,"A"
"20161","03334101",23,0,"1",.,"A"
"20161","03334111",28,0,"1",.,"A"
"20161","03334131",27,0,"1",.,"A"
"20161","03334171",22,0,"1",16,"D"
"20161","03334191",26,0,"1",.,"A"
"20161","03334201",49,0,"1",.,"A"
"20161","03334241",31,0,"1",.,"A"
"20161","03334261",26,0,"1",.,"A"
"20161","03334271",11,0,"1",.,"A"
"20161","03334281",18,0,"1",.,"A"
"20161","03334291",27,0,"1",.,"A"
"20161","03334321",33,0,"1",50,"D"
"20161","03334341",8,0,"1",.,"A"
"20161","03334361",48,0,"1",.,"A"
"20161","03334371",13,0,"1",.,"A"
"20161","03334381",15,0,"1",.,"A"
"20161","03334401",20,0,"1",.,"A"
"20161","03334474",43,0,"1",.,"A"
"20161","03334481",25,0,"1",.,"A"
"20161","03334491",18,0,"1",.,"A"
"20161","03334511",40,0,"1",.,"A"
"20161","03334521",3,0,"1",.,"A"
"20161","03334531",48,0,"1",.,"A"
"20161","03334551",41,0,"1",.,"A"
"20161","03334561",45,0,"1",.,"A"
"20161","03334571",20,0,"1",.,"A"
"20161","03334583",8,0,"1",.,"A"
"20161","03334601",10,0,"1",.,"A"
"20161","03334611",21,0,"1",.,"A"
"20161","03334631",15,0,"1",.,"A"
"20161","03334641",52,0,"1",.,"A"
"20161","03334651",18,0,"1",.,"A"
"20161","03334671",12,0,"1",.,"A"
"20161","03334681",28,0,"1",300,"D"
"20161","03334711",20,0,"1",.,"A"
"20161","03334731",31,0,"1",.,"A"
"20161","03334761",29,0,"1",.,"A"
"20161","03334791",9,0,"1",.,"A"
"20161","03334821",44,0,"1",.,"A"
"20161","03334831",19,0,"1",.,"A"
"20161","03334861",17,0,"1",.,"A"
"20161","03334881",36,0,"1",.,"A"
"20161","03334891",15,0,"1",.,"A"
"20161","03334901",14,0,"1",.,"A"
"20161","03334911",13,0,"1",20,"D"
"20161","03334921",41,0,"1",.,"A"
"20161","03334951",36,0,"1",.,"A"
"20161","03334961",31,0,"1",.,"A"
"20161","03334981",43,0,"1",.,"A"
"20161","03335023",17,0,"1",.,"A"
"20161","03335043",41,0,"1",.,"A"
"20161","03335051",16,0,"1",.,"A"
"20161","03335061",36,0,"1",.,"A"
"20161","03335081",46,0,"1",.,"A"
"20161","03335121",26,0,"1",.,"A"
"20161","03335151",28,0,"1",.,"A"
"20161","03335161",11,0,"1",.,"A"
"20161","03335171",22,0,"1",.,"A"
"20161","03335191",20,0,"1",.,"A"
"20161","03335201",36,0,"1",.,"A"
"20161","03335211",18,0,"1",.,"A"
"20161","03335221",18,0,"1",.,"A"
"20161","03335231",37,0,"1",.,"A"
"20161","03335241",26,0,"1",.,"A"
"20161","03335271",7,0,"1",.,"A"
"20161","03335311",30,0,"1",20,"D"
"20161","03335321",14,0,"1",.,"A"
"20161","03335331",13,0,"1",.,"A"
"20161","03335341",53,0,"1",.,"A"
"20161","03335351",22,0,"1",.,"A"
"20161","03335361",20,0,"1",.,"A"
"20161","03335371",17,0,"1",.,"A"
"20161","03335391",22,0,"1",.,"A"
"20161","03335411",22,0,"1",.,"A"
"20161","03335431",47,0,"1",.,"A"
"20161","03335441",37,0,"1",.,"A"
"20161","03335451",19,0,"1",.,"A"
"20161","03335491",19,0,"1",.,"A"
"20161","03335511",21,0,"1",.,"A"
"20161","03335531",42,0,"1",.,"A"
"20161","03335541",37,0,"1",.,"A"
"20161","03335561",7,0,"1",.,"A"
"20161","03335591",70,0,"1",.,"A"
"20161","03335621",24,0,"1",.,"A"
"20161","03335631",35,0,"1",.,"A"
"20161","03335641",10,0,"1",.,"A"
"20161","03335671",53,0,"1",.,"A"
"20161","03335681",34,0,"1",.,"A"
"20161","03335691",72,0,"1",30,"D"
"20161","03335701",21,0,"1",.,"A"
"20161","03335711",11,0,"1",.,"A"
"20161","03335731",35,0,"1",.,"A"
"20161","03335751",55,0,"1",.,"A"
"20161","03335761",40,0,"1",.,"A"
"20161","03335771",27,0,"1",.,"A"
"20161","03335781",32,0,"1",.,"A"
"20161","03335801",34,0,"1",.,"A"
"20161","03335811",6,0,"1",.,"A"
"20161","03335831",21,0,"1",.,"A"
"20161","03335841",13,0,"1",.,"A"
"20161","03335861",17,0,"1",.,"A"
"20161","03335871",14,0,"1",.,"A"
"20161","03335891",31,0,"1",.,"A"
"20161","03335931",30,0,"1",.,"A"
"20161","03335951",22,0,"1",.,"A"
"20161","03335961",45,0,"1",.,"A"
"20161","03335971",21,0,"1",.,"A"
"20161","03335981",16,0,"1",.,"A"
"20161","03336031",29,0,"1",.,"A"
"20161","03336041",23,0,"1",.,"A"
"20161","03336051",30,0,"1",69,"D"
"20161","03336091",33,0,"1",.,"A"
"20161","03336102",14,0,"1",.,"A"
"20161","03336111",22,0,"1",.,"A"
"20161","03336161",16,0,"1",0,"D"
"20161","03336171",12,0,"1",.,"A"
"20161","03336181",23,0,"1",.,"A"
"20161","03336191",46,0,"1",.,"A"
"20161","03336211",19,0,"1",.,"A"
"20161","03336221",27,0,"1",.,"A"
"20161","03336271",32,0,"1",.,"A"
"20161","03336281",19,0,"1",.,"A"
"20161","03336291",20,0,"1",.,"A"
"20161","03336301",21,0,"1",.,"A"
"20161","03336311",27,0,"1",.,"A"
"20161","03336363",40,0,"1",.,"A"
"20161","03336411",20,0,"1",.,"A"
"20161","03336421",17,0,"1",.,"A"
"20161","03336431",15,0,"1",.,"A"
"20161","03336451",23,0,"1",.,"A"
"20161","03336471",29,0,"1",.,"A"
"20161","03336481",32,0,"1",.,"A"
"20161","03336501",19,0,"1",.,"A"
"20161","03336511",18,0,"1",.,"A"
"20161","03336531",54,0,"1",.,"A"
"20161","03336561",18,0,"1",.,"A"
"20161","03336571",9,0,"1",.,"A"
"20161","03336591",17,0,"1",.,"A"
"20161","03336611",17,0,"1",.,"A"
"20161","03336651",29,0,"1",.,"A"
"20161","03336661",17,0,"1",.,"A"
"20161","03336671",21,0,"1",.,"A"
"20161","03336701",47,0,"1",.,"A"
"20161","03336711",54,0,"1",.,"A"
"20161","03336761",79,0,"1",.,"A"
"20161","03336771",32,0,"1",.,"A"
"20161","03336784",12,0,"1",.,"A"
"20161","03336791",35,0,"1",.,"A"
"20161","03336824",52,0,"1",.,"A"
"20161","03336831",13,0,"1",.,"A"
"20161","03336851",16,0,"1",.,"A"
"20161","03336861",22,0,"1",.,"A"
"20161","03336881",12,0,"1",.,"A"
"20161","03336901",42,0,"1",.,"A"
"20161","03336941",17,0,"1",.,"A"
"20161","03336951",34,0,"1",.,"A"
"20161","03336974",31,0,"1",.,"A"
"20161","03336981",20,0,"1",.,"A"
"20161","03336991",38,0,"1",.,"A"
"20161","03337001",65,0,"1",.,"A"
"20161","03337024",27,0,"1",.,"A"
"20161","03337031",15,0,"1",.,"A"
"20161","03337051",18,0,"1",.,"A"
"20161","03337081",13,0,"1",.,"A"
"20161","03337091",9,0,"1",.,"A"
"20161","03337121",52,0,"1",.,"A"
"20161","03337131",11,0,"1",.,"A"
"20161","03337171",25,0,"1",.,"A"
"20161","03337181",29,0,"1",.,"A"
"20161","03337201",20,0,"1",66,"F"
"20161","03337211",25,0,"1",.,"A"
"20161","03337241",60,0,"1",.,"A"
"20161","03337271",17,0,"1",.,"A"
"20161","03337291",27,0,"1",.,"A"
"20161","03337311",20,0,"1",.,"A"
"20161","03337321",27,0,"1",.,"A"
"20161","03337351",39,0,"1",.,"A"
"20161","03337361",47,0,"1",.,"A"
"20161","03337411",20,0,"1",.,"A"
"20161","03337421",8,0,"1",.,"A"
"20161","03337441",52,0,"1",.,"A"
"20161","03337481",57,0,"1",.,"A"
"20161","03337511",36,0,"1",0,"D"
"20161","03337531",5,0,"1",.,"A"
"20161","03337551",11,0,"1",.,"A"
"20161","03337571",21,0,"1",.,"A"
"20161","03337581",26,0,"1",.,"A"
"20161","03337591",32,0,"1",.,"A"
"20161","03337631",27,0,"1",.,"A"
"20161","03337681",10,0,"1",.,"A"
"20161","03337711",34,0,"1",.,"A"
"20161","03337731",15,0,"1",.,"A"
"20161","03337751",16,0,"1",.,"A"
"20161","03337761",33,0,"1",.,"A"
"20161","03337781",30,0,"1",.,"A"
"20161","03337791",12,0,"1",.,"A"
"20161","03337801",11,0,"1",.,"A"
"20161","03337811",4,0,"1",.,"A"
"20161","03337851",21,0,"1",.,"A"
"20161","03337861",9,0,"1",.,"A"
"20161","03337881",25,0,"1",.,"A"
"20161","03337891",9,0,"1",.,"A"
"20161","03337921",36,0,"1",.,"A"
"20161","03337931",15,0,"1",.,"A"
"20161","03337941",17,0,"1",.,"A"
"20161","03337951",26,0,"1",.,"A"
"20161","03338004",20,0,"1",.,"A"
"20161","03338011",11,0,"1",.,"A"
"20161","03338021",25,0,"1",.,"A"
"20161","03338041",17,0,"1",.,"A"
"20161","03338051",27,0,"1",.,"A"
"20161","03338061",19,0,"1",.,"A"
"20161","03338101",28,0,"1",.,"A"
"20161","03338111",9,0,"1",.,"A"
"20161","03338141",14,0,"1",.,"A"
"20161","03338151",41,0,"1",.,"A"
"20161","03338161",50,0,"1",.,"A"
"20161","03338194",28,0,"1",40,"D"
"20161","03338221",13,0,"1",.,"A"
"20161","03338231",54,0,"1",.,"A"
"20161","03338241",14,0,"1",.,"A"
"20161","03338264",93,0,"1",.,"A"
"20161","03338291",57,0,"1",.,"A"
"20161","03338301",56,0,"1",.,"A"
"20161","03338313",15,0,"1",.,"A"
"20161","03338371",40,0,"1",.,"A"
"20161","03338381",16,0,"1",.,"A"
"20161","03338391",21,0,"1",.,"A"
"20161","03338401",27,0,"1",.,"A"
"20161","03338411",11,0,"1",.,"A"
"20161","03338421",72,0,"1",.,"A"
"20161","03338451",28,0,"1",.,"A"
"20161","03338531",55,0,"1",.,"A"
"20161","03338541",19,0,"1",.,"A"
"20161","03338571",15,0,"1",.,"A"
"20161","03338621",13,0,"1",.,"A"
"20161","03338631",51,0,"1",.,"A"
"20161","03338661",18,0,"1",10,"D"
"20161","03338723",37,0,"1",.,"A"
"20161","03338731",45,0,"1",.,"A"
"20161","03338741",22,0,"1",.,"A"
"20161","03338751",11,0,"1",.,"A"
"20161","03338771",18,0,"1",.,"A"
"20161","03338801",30,0,"1",.,"A"
"20161","03338811",8,0,"1",.,"A"
"20161","03338831",55,0,"1",.,"A"
"20161","03338851",21,0,"1",.,"A"
"20161","03338861",50,0,"1",.,"A"
"20161","03338901",19,0,"1",.,"A"
"20161","03338921",15,0,"1",.,"A"
"20161","03338931",12,0,"1",.,"A"
"20161","03338941",18,0,"1",.,"A"
"20161","03338961",49,0,"1",40,"D"
"20161","03338971",43,0,"1",.,"A"
