"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFCD3MCX","QFCD_MCX"
"20164","03326514",14,0,"1",.,"A"
"20164","03326554",64,0,"1",.,"A"
"20164","03326564",37,0,"1",.,"A"
"20164","03326614",15,0,"1",.,"A"
"20164","03326634",17,0,"1",.,"A"
"20164","03326684",32,0,"1",.,"A"
"20164","03326694",27,0,"1",.,"A"
"20164","03326724",19,0,"1",.,"A"
"20164","03326744",27,0,"1",.,"A"
"20164","03326754",54,0,"1",.,"A"
"20164","03326774",84,0,"1",.,"A"
"20164","03326784",28,0,"1",.,"A"
"20164","03326794",33,0,"1",.,"A"
"20164","03326844",70,0,"1",.,"A"
"20164","03326884",48,0,"1",.,"A"
"20164","03326894",30,0,"1",.,"A"
"20164","03326904",25,0,"1",.,"A"
"20164","03326934",50,0,"1",.,"A"
"20164","03326944",27,0,"1",.,"A"
"20164","03326974",6,0,"1",.,"A"
"20164","03326994",24,0,"1",.,"A"
"20164","03327034",38,0,"1",.,"A"
"20164","03327044",21,0,"1",.,"A"
"20164","03327054",41,0,"1",.,"A"
"20164","03327074",46,0,"1",.,"A"
"20164","03327124",42,0,"1",.,"A"
"20164","03327144",22,0,"1",.,"A"
"20164","03327154",30,0,"1",.,"A"
"20164","03327174",78,0,"1",.,"A"
"20164","03327214",42,0,"1",.,"A"
"20164","03327224",26,0,"1",.,"A"
"20164","03327234",53,0,"1",.,"A"
"20164","03327244",16,0,"1",.,"A"
"20164","03327264",17,0,"1",.,"A"
"20164","03327274",19,0,"1",.,"A"
"20164","03327284",40,0,"1",.,"A"
"20164","03327314",55,0,"1",.,"A"
"20164","03327324",70,0,"1",.,"A"
"20164","03327334",61,0,"1",.,"A"
"20164","03327364",22,0,"1",.,"A"
"20164","03327384",13,0,"1",.,"A"
"20164","03327394",27,0,"1",.,"A"
"20164","03327414",28,0,"1",.,"A"
"20164","03327444",23,0,"1",.,"A"
"20164","03327454",30,0,"1",.,"A"
"20164","03327504",24,0,"1",.,"A"
"20164","03327514",29,0,"1",.,"A"
"20164","03327534",60,0,"1",.,"A"
"20164","03327564",73,0,"1",.,"A"
"20164","03327624",71,0,"1",.,"A"
"20164","03327634",21,0,"1",.,"A"
"20164","03327664",52,0,"1",.,"A"
"20164","03327674",61,0,"1",.,"A"
"20164","03327684",16,0,"1",.,"A"
"20164","03327714",18,0,"1",.,"A"
"20164","03327744",32,0,"1",.,"A"
"20164","03327764",71,0,"1",300,"D"
"20164","03327804",32,0,"1",.,"A"
"20164","03327864",26,0,"1",.,"A"
"20164","03327874",38,0,"1",.,"A"
"20164","03327884",33,0,"1",.,"A"
"20164","03327894",47,0,"1",.,"A"
"20164","03327904",82,0,"1",.,"A"
"20164","03327924",29,0,"1",.,"A"
"20164","03327954",21,0,"1",.,"A"
"20164","03327984",35,0,"1",.,"A"
"20164","03328014",17,0,"1",.,"A"
"20164","03328094",7,0,"1",.,"A"
"20164","03328104",29,0,"1",.,"A"
"20164","03328124",10,0,"1",.,"A"
"20164","03328134",49,0,"1",.,"A"
"20164","03328144",31,0,"1",15,"D"
"20164","03328164",14,0,"1",.,"A"
"20164","03328174",21,0,"1",.,"A"
"20164","03328194",13,0,"1",.,"A"
"20164","03328204",36,0,"1",.,"A"
"20164","03328224",30,0,"1",90,"D"
"20164","03328254",13,0,"1",.,"A"
"20164","03328264",36,0,"1",.,"A"
"20164","03328274",55,0,"1",.,"A"
"20164","03328294",27,0,"1",.,"A"
"20164","03328304",55,0,"1",.,"A"
"20164","03328324",8,0,"1",.,"A"
"20164","03328334",15,0,"1",.,"A"
"20164","03328364",22,0,"1",.,"A"
"20164","03328464",50,0,"1",.,"A"
"20164","03328484",39,0,"1",.,"A"
"20164","03328514",41,0,"1",.,"A"
"20164","03328544",12,0,"1",.,"A"
"20164","03328574",52,0,"1",.,"A"
"20164","03328634",6,0,"1",.,"A"
"20164","03328654",19,0,"1",.,"A"
"20164","03328664",23,0,"1",.,"A"
"20164","03328704",23,0,"1",.,"A"
"20164","03328714",18,0,"1",.,"A"
"20164","03328724",16,0,"1",.,"A"
"20164","03328734",25,0,"1",.,"A"
"20164","03328744",20,0,"1",.,"A"
"20164","03328754",20,0,"1",.,"A"
"20164","03328804",17,0,"1",.,"A"
"20164","03328814",46,0,"1",.,"A"
"20164","03328824",62,0,"1",.,"A"
"20164","03328834",29,0,"1",.,"A"
"20164","03328854",24,0,"1",.,"A"
"20164","03328864",35,0,"1",.,"A"
"20164","03328894",27,0,"1",.,"A"
"20164","03328924",53,0,"1",.,"A"
"20164","03328934",15,0,"1",.,"A"
"20164","03328944",16,0,"1",.,"A"
"20164","03328954",27,0,"1",.,"A"
"20164","03328984",37,0,"1",.,"A"
"20164","03329034",34,0,"1",.,"A"
"20164","03329044",32,0,"1",.,"A"
"20164","03329054",27,0,"1",.,"A"
"20164","03329064",17,0,"1",.,"A"
"20164","03329104",43,0,"1",.,"A"
"20164","03329114",19,0,"1",.,"A"
"20164","03329124",27,0,"1",.,"A"
"20164","03329134",35,0,"1",.,"A"
"20164","03329174",29,0,"1",.,"A"
"20164","03329184",47,0,"1",.,"A"
"20164","03329194",45,0,"1",.,"A"
"20164","03329204",65,0,"1",.,"A"
"20164","03329224",34,0,"1",.,"A"
"20164","03329244",15,0,"1",.,"A"
"20164","03329284",17,0,"1",.,"A"
"20164","03329314",32,0,"1",.,"A"
"20164","03329324",10,0,"1",.,"A"
"20164","03329344",22,0,"1",.,"A"
"20164","03329374",23,0,"1",.,"A"
"20164","03329394",23,0,"1",.,"A"
"20164","03329404",35,0,"1",.,"A"
"20164","03329424",19,0,"1",.,"A"
"20164","03329434",30,0,"1",.,"A"
"20164","03329454",49,0,"1",.,"A"
"20164","03329464",6,0,"1",.,"A"
"20164","03329474",38,0,"1",.,"A"
"20164","03329484",34,0,"1",.,"A"
"20164","03329504",23,0,"1",.,"A"
"20164","03329514",9,0,"1",.,"A"
"20164","03329524",54,0,"1",.,"A"
"20164","03329534",12,0,"1",.,"A"
"20164","03329544",32,0,"1",.,"A"
"20164","03329554",15,0,"1",.,"A"
"20164","03329574",44,0,"1",.,"A"
"20164","03329604",6,0,"1",.,"A"
"20164","03329664",58,0,"1",.,"A"
"20164","03329674",50,0,"1",.,"A"
"20164","03329694",23,0,"1",60,"D"
"20164","03329724",54,0,"1",.,"A"
"20164","03329784",24,0,"1",.,"A"
"20164","03329794",14,0,"1",.,"A"
"20164","03329804",14,0,"1",.,"A"
"20164","03329814",32,0,"1",.,"A"
"20164","03329834",17,0,"1",.,"A"
"20164","03329844",42,0,"1",.,"A"
"20164","03329854",24,0,"1",.,"A"
"20164","03329874",39,0,"1",.,"A"
"20164","03329884",36,0,"1",.,"A"
"20164","03329894",32,0,"1",.,"A"
"20164","03329904",19,0,"1",.,"A"
"20164","03329914",32,0,"1",.,"A"
"20164","03330004",21,0,"1",.,"A"
"20164","03330034",49,0,"1",.,"A"
"20164","03330044",16,0,"1",.,"A"
"20164","03330064",20,0,"1",.,"A"
"20164","03330124",31,0,"1",.,"A"
"20164","03330134",17,0,"1",.,"A"
"20164","03330204",40,0,"1",.,"A"
"20164","03330214",38,0,"1",.,"A"
"20164","03330224",34,0,"1",.,"A"
"20164","03330244",131,0,"1",.,"A"
"20164","03330264",34,0,"1",.,"A"
"20164","03330284",22,0,"1",.,"A"
"20164","03330294",15,0,"1",.,"A"
"20164","03330304",38,0,"1",.,"A"
"20164","03330314",10,0,"1",.,"A"
"20164","03330334",17,0,"1",.,"A"
"20164","03330434",40,0,"1",.,"A"
"20164","03330464",27,0,"1",.,"A"
"20164","03330484",24,0,"1",.,"A"
"20164","03330494",59,0,"1",.,"A"
"20164","03330574",48,0,"1",.,"A"
"20164","03330584",40,0,"1",30,"D"
"20164","03330604",28,0,"1",.,"A"
"20164","03330634",42,0,"1",.,"A"
"20164","03330644",48,0,"1",.,"A"
"20164","03330654",39,0,"1",.,"A"
"20164","03330664",31,0,"1",.,"A"
"20164","03330674",43,0,"1",.,"A"
"20164","03330724",33,0,"1",.,"A"
"20164","03330754",11,0,"1",.,"A"
"20164","03330764",16,0,"1",.,"A"
"20164","03330774",48,0,"1",.,"A"
"20164","03330804",34,0,"1",.,"A"
"20164","03330874",17,0,"1",.,"A"
"20164","03330884",15,0,"1",.,"A"
"20164","03330894",14,0,"1",.,"A"
"20164","03330904",13,0,"1",.,"A"
"20164","03330974",31,0,"1",.,"A"
"20164","03330984",69,0,"1",.,"A"
"20164","03330994",58,0,"1",.,"A"
"20164","03331044",68,0,"1",.,"A"
"20164","03331054",14,0,"1",.,"A"
"20164","03331064",24,0,"1",.,"A"
"20164","03331094",19,0,"1",.,"A"
"20164","03331114",23,0,"1",.,"A"
"20164","03331124",21,0,"1",.,"A"
"20164","03331134",8,0,"1",.,"A"
"20164","03331144",30,0,"1",.,"A"
"20164","03331154",61,0,"1",.,"A"
"20164","03331174",33,0,"1",.,"A"
"20164","03331214",31,0,"1",.,"A"
"20164","03331254",31,0,"1",.,"A"
"20164","03331294",27,0,"1",.,"A"
"20164","03331304",32,0,"1",.,"A"
"20164","03331324",52,0,"1",.,"A"
"20164","03331384",49,0,"1",.,"A"
"20164","03331454",36,0,"1",.,"A"
"20164","03331514",48,0,"1",.,"A"
"20164","03331524",74,0,"1",.,"A"
"20164","03331544",73,0,"1",.,"A"
"20164","03331564",24,0,"1",.,"A"
"20164","03331584",13,0,"1",.,"A"
"20164","03331614",24,0,"1",.,"A"
"20164","03331644",15,0,"1",.,"A"
"20164","03331664",12,0,"1",.,"A"
"20164","03331674",44,0,"1",.,"A"
"20164","03331704",26,0,"1",.,"A"
"20164","03331724",39,0,"1",.,"A"
"20164","03331734",34,0,"1",10,"D"
"20164","03331744",97,0,"1",.,"A"
"20164","03331764",33,0,"1",.,"A"
"20164","03331774",18,0,"1",.,"A"
"20164","03331794",25,0,"1",.,"A"
"20164","03331804",25,0,"1",.,"A"
"20164","03331814",41,0,"1",.,"A"
"20164","03331824",36,0,"1",.,"A"
"20164","03331884",42,0,"1",.,"A"
"20164","03331894",40,0,"1",12,"D"
"20164","03331904",17,0,"1",.,"A"
"20164","03331914",21,0,"1",.,"A"
"20164","03331924",14,0,"1",.,"A"
"20164","03331934",17,0,"1",.,"A"
"20164","03331944",31,0,"1",.,"A"
"20164","03331954",68,0,"1",.,"A"
"20164","03332034",26,0,"1",.,"A"
"20164","03332044",43,0,"1",.,"A"
"20164","03332064",24,0,"1",.,"A"
"20164","03332074",36,0,"1",.,"A"
"20164","03332094",15,0,"1",.,"A"
"20164","03332114",31,0,"1",.,"A"
"20164","03332164",30,0,"1",.,"A"
"20164","03332174",26,0,"1",.,"A"
"20164","03332184",18,0,"1",.,"A"
"20164","03332264",15,0,"1",.,"A"
"20164","03332284",33,0,"1",.,"A"
"20164","03332324",44,0,"1",.,"A"
"20164","03332334",37,0,"1",.,"A"
"20164","03332344",13,0,"1",.,"A"
"20164","03332354",50,0,"1",.,"A"
"20164","03332364",52,0,"1",.,"A"
"20164","03332374",10,0,"1",.,"A"
"20164","03332384",36,0,"1",.,"A"
"20164","03332394",16,0,"1",.,"A"
"20164","03332424",73,0,"1",.,"A"
"20164","03332434",41,0,"1",.,"A"
"20164","03332444",35,0,"1",.,"A"
"20164","03332454",33,0,"1",.,"A"
"20164","03332464",41,0,"1",.,"A"
"20164","03332484",19,0,"1",.,"A"
"20164","03332514",27,0,"1",.,"A"
"20164","03332524",34,0,"1",.,"A"
"20164","03332534",65,0,"1",.,"A"
"20164","03332544",26,0,"1",.,"A"
"20164","03332554",20,0,"1",.,"A"
"20164","03332564",43,0,"1",.,"A"
"20164","03332574",32,0,"1",.,"A"
"20164","03332584",24,0,"1",.,"A"
"20164","03332594",9,0,"1",.,"A"
"20164","03332604",28,0,"1",.,"A"
"20164","03332614",40,0,"1",.,"A"
"20164","03332624",27,0,"1",.,"A"
"20164","03332654",34,0,"1",.,"A"
"20164","03332664",92,0,"1",.,"A"
"20164","03332674",30,0,"1",.,"A"
"20164","03332684",60,0,"1",.,"A"
"20164","03332714",43,0,"1",.,"A"
"20164","03332724",21,0,"1",.,"A"
"20164","03332734",81,0,"1",.,"A"
"20164","03332834",46,0,"1",.,"A"
"20164","03332854",48,0,"1",.,"A"
"20164","03332874",42,0,"1",.,"A"
"20164","03332894",16,0,"1",.,"A"
"20164","03332904",27,0,"1",.,"A"
"20164","03332924",44,0,"1",.,"A"
"20164","03332934",19,0,"1",.,"A"
"20164","03332944",41,0,"1",110,"D"
"20164","03332954",12,0,"1",.,"A"
"20164","03332974",19,0,"1",.,"A"
"20164","03332994",49,0,"1",.,"A"
"20164","03333004",57,0,"1",.,"A"
"20164","03333054",55,0,"1",.,"A"
"20164","03333084",26,0,"1",.,"A"
"20164","03333144",27,0,"1",.,"A"
"20164","03333164",22,0,"1",.,"A"
"20164","03333184",18,0,"1",.,"A"
"20164","03333274",48,0,"1",.,"A"
"20164","03333294",33,0,"1",.,"A"
"20164","03333314",37,0,"1",.,"A"
"20164","03333324",26,0,"1",22,"D"
"20164","03333334",16,0,"1",.,"A"
"20164","03333374",32,0,"1",.,"A"
"20164","03333384",32,0,"1",.,"A"
"20164","03333454",57,0,"1",.,"A"
"20164","03333474",20,0,"1",.,"A"
"20164","03333494",30,0,"1",.,"A"
"20164","03333504",14,0,"1",.,"A"
"20164","03333544",37,0,"1",.,"A"
"20164","03333564",19,0,"1",.,"A"
"20164","03333604",46,0,"1",.,"A"
"20164","03333614",25,0,"1",.,"A"
"20164","03333624",19,0,"1",.,"A"
"20164","03333654",17,0,"1",.,"A"
"20164","03333664",42,0,"1",.,"A"
"20164","03333684",34,0,"1",.,"A"
"20164","03333724",21,0,"1",.,"A"
"20164","03333774",48,0,"1",.,"A"
"20164","03333784",23,0,"1",.,"A"
"20164","03333794",64,0,"1",.,"A"
"20164","03333804",13,0,"1",.,"A"
"20164","03333834",8,0,"1",.,"A"
"20164","03333874",16,0,"1",67,"D"
"20164","03333884",41,0,"1",.,"A"
"20164","03333894",18,0,"1",.,"A"
"20164","03333954",54,0,"1",.,"A"
"20164","03333974",19,0,"1",.,"A"
"20164","03333984",53,0,"1",.,"A"
"20164","03333994",13,0,"1",.,"A"
"20164","03334024",35,0,"1",.,"A"
"20164","03334034",37,0,"1",.,"A"
"20164","03334044",16,0,"1",.,"A"
"20164","03334064",28,0,"1",.,"A"
"20164","03334104",37,0,"1",.,"A"
"20164","03334114",38,0,"1",.,"A"
"20164","03334134",25,0,"1",.,"A"
"20164","03334174",32,0,"1",.,"A"
"20164","03334194",32,0,"1",14,"D"
"20164","03334204",30,0,"1",.,"A"
"20164","03334214",17,0,"1",.,"A"
"20164","03334244",25,0,"1",.,"A"
"20164","03334264",54,0,"1",.,"A"
"20164","03334284",31,0,"1",.,"A"
"20164","03334324",45,0,"1",.,"A"
"20164","03334364",55,0,"1",.,"A"
"20164","03334384",16,0,"1",.,"A"
"20164","03334394",9,0,"1",.,"A"
"20164","03334484",34,0,"1",.,"A"
"20164","03334494",20,0,"1",.,"A"
"20164","03334554",48,0,"1",.,"A"
"20164","03334564",49,0,"1",.,"A"
"20164","03334574",18,0,"1",.,"A"
"20164","03334614",35,0,"1",.,"A"
"20164","03334664",9,0,"1",.,"A"
"20164","03334674",10,0,"1",.,"A"
"20164","03334684",26,0,"1",.,"A"
"20164","03334714",26,0,"1",.,"A"
"20164","03334734",36,0,"1",.,"A"
"20164","03334784",19,0,"1",.,"A"
"20164","03334794",11,0,"1",.,"A"
"20164","03334804",13,0,"1",.,"A"
"20164","03334814",22,0,"1",.,"A"
"20164","03334824",49,0,"1",.,"A"
"20164","03334834",25,0,"1",.,"A"
"20164","03334844",29,0,"1",.,"A"
"20164","03334884",32,0,"1",.,"A"
"20164","03334894",18,0,"1",.,"A"
"20164","03334904",23,0,"1",.,"A"
"20164","03334934",23,0,"1",.,"A"
"20164","03334954",34,0,"1",.,"A"
"20164","03335034",24,0,"1",.,"A"
"20164","03335074",20,0,"1",.,"A"
"20164","03335084",56,0,"1",.,"A"
"20164","03335094",57,0,"1",.,"A"
"20164","03335104",11,0,"1",.,"A"
"20164","03335124",45,0,"1",.,"A"
"20164","03335154",29,0,"1",.,"A"
"20164","03335164",9,0,"1",.,"A"
"20164","03335174",17,0,"1",.,"A"
"20164","03335184",16,0,"1",.,"A"
"20164","03335194",27,0,"1",.,"A"
"20164","03335204",30,0,"1",.,"A"
"20164","03335214",34,0,"1",.,"A"
"20164","03335224",17,0,"1",.,"A"
"20164","03335244",26,0,"1",.,"A"
"20164","03335264",10,0,"1",.,"A"
"20164","03335274",8,0,"1",.,"A"
"20164","03335294",17,0,"1",.,"A"
"20164","03335304",21,0,"1",.,"A"
"20164","03335314",41,0,"1",.,"A"
"20164","03335334",24,0,"1",.,"A"
"20164","03335344",41,0,"1",.,"A"
"20164","03335354",34,0,"1",.,"A"
"20164","03335374",25,0,"1",.,"A"
"20164","03335414",27,0,"1",.,"A"
"20164","03335454",26,0,"1",.,"A"
"20164","03335494",24,0,"1",.,"A"
"20164","03335514",24,0,"1",.,"A"
"20164","03335534",31,0,"1",.,"A"
"20164","03335544",26,0,"1",.,"A"
"20164","03335594",99,0,"1",.,"A"
"20164","03335624",32,0,"1",.,"A"
"20164","03335634",32,0,"1",.,"A"
"20164","03335644",31,0,"1",.,"A"
"20164","03335684",16,0,"1",.,"A"
"20164","03335694",78,0,"1",30,"D"
"20164","03335704",27,0,"1",.,"A"
"20164","03335734",44,0,"1",.,"A"
"20164","03335754",67,0,"1",.,"A"
"20164","03335764",45,0,"1",.,"A"
"20164","03335784",41,0,"1",.,"A"
"20164","03335804",34,0,"1",150,"D"
"20164","03335814",11,0,"1",.,"A"
"20164","03335854",38,0,"1",.,"A"
"20164","03335864",25,0,"1",.,"A"
"20164","03335894",27,0,"1",.,"A"
"20164","03335934",54,0,"1",.,"A"
"20164","03335954",18,0,"1",.,"A"
"20164","03335974",25,0,"1",.,"A"
"20164","03336044",39,0,"1",.,"A"
"20164","03336054",29,0,"1",.,"A"
"20164","03336094",29,0,"1",.,"A"
"20164","03336164",13,0,"1",.,"A"
"20164","03336174",11,0,"1",.,"A"
"20164","03336184",27,0,"1",.,"A"
"20164","03336194",63,0,"1",.,"A"
"20164","03336214",24,0,"1",.,"A"
"20164","03336274",66,0,"1",.,"A"
"20164","03336294",12,0,"1",.,"A"
"20164","03336324",33,0,"1",.,"A"
"20164","03336414",33,0,"1",.,"A"
"20164","03336424",30,0,"1",.,"A"
"20164","03336434",21,0,"1",.,"A"
"20164","03336464",43,0,"1",.,"A"
"20164","03336474",34,0,"1",.,"A"
"20164","03336484",41,0,"1",.,"A"
"20164","03336504",20,0,"1",.,"A"
"20164","03336514",30,0,"1",.,"A"
"20164","03336524",34,0,"1",.,"A"
"20164","03336534",36,0,"1",.,"A"
"20164","03336544",17,0,"1",0,"D"
"20164","03336564",23,0,"1",.,"A"
"20164","03336584",26,0,"1",.,"A"
"20164","03336594",26,0,"1",.,"A"
"20164","03336654",31,0,"1",.,"A"
"20164","03336714",51,0,"1",.,"A"
"20164","03336734",37,0,"1",.,"A"
"20164","03336764",75,0,"1",.,"A"
"20164","03336774",55,0,"1",.,"A"
"20164","03336794",39,0,"1",.,"A"
"20164","03336834",16,0,"1",.,"A"
"20164","03336854",25,0,"1",.,"A"
"20164","03336864",28,0,"1",.,"A"
"20164","03336884",15,0,"1",.,"A"
"20164","03336904",37,0,"1",.,"A"
"20164","03336914",5,0,"1",.,"A"
"20164","03336934",25,0,"1",.,"A"
"20164","03336954",37,0,"1",.,"A"
"20164","03336964",11,0,"1",.,"A"
"20164","03336984",37,0,"1",.,"A"
"20164","03336994",63,0,"1",.,"A"
"20164","03337014",16,0,"1",.,"A"
"20164","03337034",21,0,"1",.,"A"
"20164","03337054",43,0,"1",.,"A"
"20164","03337084",15,0,"1",.,"A"
"20164","03337094",10,0,"1",.,"A"
"20164","03337104",19,0,"1",.,"A"
"20164","03337114",19,0,"1",.,"A"
"20164","03337174",34,0,"1",.,"A"
"20164","03337204",26,0,"1",.,"A"
"20164","03337214",34,0,"1",.,"A"
"20164","03337244",90,0,"1",.,"A"
"20164","03337274",30,0,"1",.,"A"
"20164","03337284",15,0,"1",.,"A"
"20164","03337304",20,0,"1",.,"A"
"20164","03337354",49,0,"1",.,"A"
"20164","03337364",48,0,"1",.,"A"
"20164","03337384",36,0,"1",.,"A"
"20164","03337394",23,0,"1",.,"A"
"20164","03337404",71,0,"1",.,"A"
"20164","03337414",26,0,"1",.,"A"
"20164","03337424",12,0,"1",.,"A"
"20164","03337484",40,0,"1",.,"A"
"20164","03337514",28,0,"1",0,"D"
"20164","03337534",6,0,"1",.,"A"
"20164","03337554",24,0,"1",.,"A"
"20164","03337564",16,0,"1",.,"A"
"20164","03337574",19,0,"1",.,"A"
"20164","03337584",33,0,"1",.,"A"
"20164","03337594",25,0,"1",.,"A"
"20164","03337624",33,0,"1",.,"A"
"20164","03337634",26,0,"1",.,"A"
"20164","03337684",18,0,"1",.,"A"
"20164","03337704",53,0,"1",.,"A"
"20164","03337714",40,0,"1",.,"A"
"20164","03337734",19,0,"1",.,"A"
"20164","03337754",13,0,"1",.,"A"
"20164","03337764",41,0,"1",.,"A"
"20164","03337784",36,0,"1",.,"A"
"20164","03337794",27,0,"1",.,"A"
"20164","03337804",18,0,"1",.,"A"
"20164","03337814",8,0,"1",.,"A"
"20164","03337894",15,0,"1",.,"A"
"20164","03337944",25,0,"1",.,"A"
"20164","03338014",21,0,"1",.,"A"
"20164","03338044",32,0,"1",.,"A"
"20164","03338064",46,0,"1",.,"A"
"20164","03338104",35,0,"1",.,"A"
"20164","03338114",14,0,"1",.,"A"
"20164","03338144",20,0,"1",.,"A"
"20164","03338164",57,0,"1",.,"A"
"20164","03338174",27,0,"1",.,"A"
"20164","03338224",12,0,"1",.,"A"
"20164","03338234",59,0,"1",.,"A"
"20164","03338244",25,0,"1",.,"A"
"20164","03338344",47,0,"1",.,"A"
"20164","03338374",71,0,"1",.,"A"
"20164","03338384",27,0,"1",.,"A"
"20164","03338394",22,0,"1",.,"A"
"20164","03338424",44,0,"1",.,"A"
"20164","03338434",32,0,"1",.,"A"
"20164","03338444",21,0,"1",.,"A"
"20164","03338534",52,0,"1",.,"A"
"20164","03338544",21,0,"1",.,"A"
"20164","03338584",13,0,"1",.,"A"
"20164","03338624",12,0,"1",.,"A"
"20164","03338634",58,0,"1",.,"A"
"20164","03338664",22,0,"1",.,"A"
"20164","03338674",11,0,"1",.,"A"
"20164","03338694",18,0,"1",.,"A"
"20164","03338704",26,0,"1",.,"A"
"20164","03338734",53,0,"1",.,"A"
"20164","03338754",12,0,"1",.,"A"
"20164","03338774",18,0,"1",.,"A"
"20164","03338794",7,0,"1",.,"A"
"20164","03338804",35,0,"1",.,"A"
"20164","03338834",46,0,"1",.,"A"
"20164","03338854",31,0,"1",.,"A"
"20164","03338864",64,0,"1",.,"A"
"20164","03338884",47,0,"1",.,"A"
"20164","03338894",19,0,"1",.,"A"
"20164","03338904",25,0,"1",.,"A"
"20164","03338924",28,0,"1",.,"A"
"20164","03338944",39,0,"1",.,"A"
"20164","03338974",60,0,"1",.,"A"
"20164","03339054",63,0,"1",.,"A"
"20164","03339104",32,0,"1",.,"A"
"20164","03339114",20,0,"1",.,"A"
"20164","03339134",15,0,"1",.,"A"
"20164","03339164",15,0,"1",.,"A"
"20164","03339184",26,0,"1",.,"A"
"20164","03339204",26,0,"1",.,"A"
"20164","03339224",26,0,"1",.,"A"
"20164","03339234",13,0,"1",.,"A"
"20164","03339304",36,0,"1",.,"A"
"20164","03339354",52,0,"1",.,"A"
"20164","03339384",32,0,"1",.,"A"
"20164","03339404",17,0,"1",.,"A"
"20164","03339414",11,0,"1",.,"A"
"20164","03339424",35,0,"1",.,"A"
"20164","03339434",25,0,"1",.,"A"
"20164","03339444",21,0,"1",.,"A"
"20164","03339484",36,0,"1",0,"D"
"20164","03339504",24,0,"1",.,"A"
"20164","03339514",11,0,"1",.,"A"
"20164","03339534",18,0,"1",.,"A"
"20164","03339554",16,0,"1",.,"A"
"20164","03339584",18,0,"1",.,"A"
"20164","03339614",40,0,"1",.,"A"
"20164","03339634",41,0,"1",.,"A"
"20164","03339644",30,0,"1",.,"A"
"20164","03339654",31,0,"1",.,"A"
"20164","03339704",17,0,"1",.,"A"
"20164","03339724",89,0,"1",.,"A"
"20164","03339754",18,0,"1",.,"A"
"20164","03339774",8,0,"1",.,"A"
"20164","03339814",33,0,"1",.,"A"
"20164","03339884",10,0,"1",.,"A"
"20164","03339894",36,0,"1",.,"A"
"20164","03339904",35,0,"1",.,"A"
"20164","03339924",15,0,"1",.,"A"
"20164","03339964",32,0,"1",.,"A"
"20164","03339974",23,0,"1",24,"D"
"20164","03339984",26,0,"1",.,"A"
"20164","03340004",84,0,"1",.,"A"
"20164","03340014",32,0,"1",75,"D"
"20164","03340034",23,0,"1",.,"A"
"20164","03340044",75,0,"1",.,"A"
"20164","03340064",35,0,"1",.,"A"
"20164","03340094",39,0,"1",0,"D"
"20164","03340104",39,0,"1",.,"A"
"20164","03340124",18,0,"1",.,"A"
"20164","03340154",22,0,"1",.,"A"
"20164","03340174",51,0,"1",.,"A"
"20164","03340194",32,0,"1",.,"A"
"20164","03340204",33,0,"1",.,"A"
"20164","03340224",24,0,"1",.,"A"
"20164","03340244",19,0,"1",.,"A"
"20164","03340264",33,0,"1",.,"A"
"20164","03340284",58,0,"1",.,"A"
"20164","03340304",13,0,"1",.,"A"
"20164","03340334",5,0,"1",.,"A"
"20164","03340344",78,0,"1",.,"A"
"20164","03340364",49,0,"1",.,"A"
"20164","03340374",29,0,"1",.,"A"
"20164","03340384",45,0,"1",.,"A"
"20164","03340394",40,0,"1",.,"A"
"20164","03340414",50,0,"1",.,"A"
"20164","03340434",62,0,"1",.,"A"
"20164","03340454",50,0,"1",50,"D"
"20164","03340464",45,0,"1",.,"A"
"20164","03340484",47,0,"1",.,"A"
"20164","03340504",36,0,"1",.,"A"
"20164","03340544",17,0,"1",.,"A"
"20164","03340564",29,0,"1",.,"A"
"20164","03340574",33,0,"1",.,"A"
"20164","03340604",50,0,"1",.,"A"
"20164","03340634",31,0,"1",.,"A"
"20164","03340654",17,0,"1",.,"A"
"20164","03340664",12,0,"1",.,"A"
"20164","03340674",36,0,"1",.,"A"
"20164","03340684",22,0,"1",.,"A"
"20164","03340694",24,0,"1",.,"A"
"20164","03340704",41,0,"1",.,"A"
"20164","03340734",23,0,"1",.,"A"
"20164","03340754",23,0,"1",.,"A"
"20164","03340764",91,0,"1",.,"A"
"20164","03340784",53,0,"1",.,"A"
"20164","03340804",11,0,"1",.,"A"
"20164","03340824",24,0,"1",.,"A"
"20164","03340924",30,0,"1",.,"A"
"20164","03340964",56,0,"1",.,"A"
"20164","03340974",80,0,"1",.,"A"
"20164","03340984",31,0,"1",.,"A"
"20164","03341004",45,0,"1",.,"A"
"20164","03341044",29,0,"1",.,"A"
"20164","03341064",25,0,"1",20,"D"
"20164","03341094",17,0,"1",.,"A"
"20164","03341104",21,0,"1",.,"A"
"20164","03341114",37,0,"1",.,"A"
"20164","03341144",27,0,"1",.,"A"
"20164","03341194",17,0,"1",.,"A"
"20164","03341214",100,0,"1",.,"A"
"20164","03341224",27,0,"1",.,"A"
"20164","03341244",31,0,"1",.,"A"
"20164","03341404",80,0,"1",.,"A"
"20164","03341434",19,0,"1",.,"A"
"20164","03341454",26,0,"1",.,"A"
"20164","03341464",17,0,"1",.,"A"
"20164","03341474",25,0,"1",.,"A"
"20164","03341484",31,0,"1",.,"A"
"20164","03341494",41,0,"1",.,"A"
"20164","03341504",13,0,"1",.,"A"
"20164","03341514",28,0,"1",.,"A"
