"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","JMKPURQV","JMKP_RQV","JNONFDQV","JNON_DQV","JOTHSTQV","JOTH_TQV","JDINEOQV","JDIN_OQV","JALOUTQV","JALO_TQV","JMLPAYQV","JMLP_YQV","JSCHMLQV","JSCH_LQV","JMKGRCQV","JMKG_CQV","JALHOMQV","JALH_MQV","CIGARETX","CIGA_ETX","JCIGARQV","JCIG_RQV","JOTBACQV","JOTB_CQV","OTHTBACX","OTHT_ACX"
"20162","03292973",50,0,"1",1300,"D",650,"D",325,"D",1560,"D",0,"D",.,"A",.,"A",650,"D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03292993",35,0,"1",1560,"D",325,"D",.,"A",650,"D",0,"D",.,"A",.,"A",1235,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293003",65,0,"1",2275,"D",780,"D",.,"A",780,"D",0,"D",.,"A",.,"A",1495,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293033",40,0,"1",2275,"D",0,"D",.,"A",520,"D",0,"D",.,"A",.,"A",2275,"D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293144",43,0,"1",1560,"D",130,"D",.,"A",780,"D",0,"D",.,"A",.,"A",1430,"D",6,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293153",26,0,"1",390,"D",65,"D",.,"A",91,"D",0,"D",.,"A",.,"A",325,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293173",38,0,"1",1300,"D",130,"D",260,"D",0,"D",0,"D",.,"A",.,"A",1170,"D",360,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293193",49,0,"1",650,"D",169,"D",.,"A",65,"D",0,"D",.,"A",.,"A",481,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293223",34,0,"1",1300,"D",325,"D",.,"A",1300,"D",0,"D",.,"A",156,"D",975,"D",300,"D",30,"D",390,"D",.,"A",.,"A"
"20162","03293243",35,0,"1",780,"D",65,"D",.,"A",390,"D",60,"D",.,"A",.,"A",715,"D",60,"D",.,"C",459,"F",.,"A",.,"A"
"20162","03293273",22,0,"1",780,"D",195,"D",390,"D",520,"D",75,"D",.,"A",.,"A",585,"D",75,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293303",52,0,"1",3510,"D",195,"D",.,"A",455,"D",0,"D",.,"A",260,"D",3315,"D",45,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293313",24,0,"1",1040,"D",130,"D",.,"A",195,"D",0,"D",.,"A",.,"A",910,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293323",19,0,"1",910,"D",195,"D",.,"A",0,"D",0,"D",104,"D",.,"A",715,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293383",9,0,"1",0,"D",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293393",7,0,"1",195,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",195,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293413",34,0,"1",2600,"D",650,"D",.,"A",520,"D",0,"D",.,"A",.,"A",1950,"D",45,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293443",54,0,"1",1300,"D",260,"D",.,"A",1560,"D",48,"D",.,"A",.,"A",1040,"D",240,"D",10,"D",130,"D",.,"A",.,"A"
"20162","03293463",52,0,"1",1300,"D",325,"D",.,"A",1950,"D",150,"D",.,"A",.,"A",975,"D",240,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293473",12,0,"1",1300,"D",520,"D",.,"A",0,"D",0,"D",.,"A",.,"A",780,"D",0,"D",40,"D",520,"D",.,"A",.,"A"
"20162","03293493",51,0,"1",2600,"D",130,"D",65,"D",1300,"D",120,"D",.,"A",.,"A",2470,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293523",25,0,"1",910,"D",260,"D",.,"A",0,"D",0,"D",.,"A",.,"A",650,"D",0,"D",50,"D",650,"D",.,"A",.,"A"
"20162","03293533",13,0,"1",390,"D",195,"D",52,"D",65,"D",0,"D",.,"A",.,"A",195,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293583",47,0,"1",3900,"D",0,"D",.,"A",650,"D",0,"D",.,"A",.,"A",3900,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293603",77,0,"1",2080,"D",650,"D",.,"A",650,"D",0,"D",.,"A",.,"A",1430,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293613",53,0,"1",1950,"D",515,"F",.,"A",1950,"D",0,"D",.,"A",15,"D",2133,"F",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293673",28,0,"1",1560,"D",0,"D",.,"A",5200,"D",0,"D",.,"A",.,"A",1560,"D",75,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293683",59,0,"1",1495,"D",104,"D",.,"A",1625,"D",375,"D",.,"A",.,"A",1391,"D",300,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293693",23,0,"1",2600,"D",130,"D",.,"A",1625,"D",0,"D",.,"A",.,"A",2470,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293703",20,0,"1",1300,"D",385,"F",.,"A",0,"D",0,"D",.,"A",.,"A",1685,"F",60,"D",20,"D",260,"D",.,"A",.,"A"
"20162","03293713",14,0,"1",2600,"D",390,"D",.,"A",975,"D",0,"D",.,"A",.,"A",2210,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293733",39,0,"1",650,"D",195,"D",.,"A",1300,"D",120,"D",.,"A",.,"A",455,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293753",25,0,"1",1300,"D",260,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1040,"D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293783",16,0,"1",260,"D",65,"D",.,"A",0,"D",0,"D",.,"A",.,"A",195,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293803",45,0,"1",871,"D",91,"D",13,"D",195,"D",0,"D",.,"A",.,"A",780,"D",15,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293823",21,0,"1",910,"D",195,"D",.,"A",0,"D",0,"D",.,"A",.,"A",715,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293844",28,0,"1",2600,"D",520,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",2080,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293853",27,0,"1",6500,"D",390,"D",.,"A",0,"D",0,"D",.,"A",.,"A",6110,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293863",44,0,"1",1950,"D",325,"D",.,"A",260,"D",0,"D",.,"A",.,"A",1625,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293883",55,0,"1",2600,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",2470,"D",135,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293903",43,0,"1",2600,"D",260,"D",.,"A",780,"D",0,"D",.,"A",.,"A",2340,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03293933",22,0,"1",1040,"D",260,"D",.,"A",130,"D",0,"D",.,"A",.,"A",780,"D",0,"D",10,"D",130,"D",.,"A",.,"A"
"20162","03293993",25,0,"1",1300,"D",325,"D",.,"A",780,"D",120,"D",.,"A",.,"A",975,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294014",28,0,"1",455,"D",130,"D",.,"A",260,"D",0,"D",.,"A",.,"A",325,"D",75,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294023",21,0,"1",390,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",390,"D",0,"D",50,"D",650,"D",.,"A",.,"A"
"20162","03294033",53,0,"1",975,"D",390,"D",.,"A",65,"D",0,"D",.,"A",.,"A",585,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294053",32,0,"1",975,"D",260,"D",.,"A",0,"D",150,"D",.,"A",.,"A",715,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294073",45,0,"1",1040,"D",520,"D",.,"A",520,"D",120,"D",.,"A",.,"A",520,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294093",43,0,"1",1300,"D",130,"D",325,"D",1300,"D",600,"D",.,"A",.,"A",1170,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294143",27,0,"1",78,"D",26,"D",.,"A",0,"D",0,"D",.,"A",.,"A",52,"D",45,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294153",27,0,"1",650,"D",169,"D",.,"A",0,"D",0,"D",.,"A",.,"A",481,"D",36,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294163",23,0,"1",1040,"D",325,"D",.,"A",390,"D",0,"D",.,"A",.,"A",715,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294173",20,0,"1",390,"D",130,"D",.,"A",195,"D",0,"D",.,"A",.,"A",260,"D",120,"D",20,"D",260,"D",.,"A",.,"A"
"20162","03294203",95,0,"1",1950,"D",195,"D",.,"A",1300,"D",60,"D",325,"D",450,"D",1755,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294223",39,0,"1",2600,"D",325,"D",.,"A",780,"D",0,"D",.,"A",.,"A",2275,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294233",30,0,"1",1300,"D",650,"D",.,"A",390,"D",0,"D",.,"A",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294263",29,0,"1",1300,"D",520,"D",.,"A",520,"D",0,"D",.,"A",.,"A",780,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294283",23,0,"1",1950,"D",260,"D",.,"A",260,"D",45,"D",.,"A",.,"A",1690,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294323",30,0,"1",520,"D",65,"D",.,"A",65,"D",0,"D",.,"A",.,"A",455,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294333",13,0,"1",650,"D",52,"D",.,"A",260,"D",6,"D",.,"A",.,"A",598,"D",6,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294343",71,0,"1",1950,"D",650,"D",.,"A",1300,"D",300,"D",.,"A",.,"A",1300,"D",300,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294353",51,0,"1",3029,"D",975,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",2054,"D",60,"D",.,"A",.,"A",130,"D",10,"D"
"20162","03294403",25,0,"1",975,"D",65,"D",.,"A",260,"D",120,"D",.,"A",.,"A",910,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294433",25,0,"1",975,"D",130,"D",.,"A",520,"D",0,"D",.,"A",.,"A",845,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294443",19,0,"1",1625,"D",455,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1170,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294453",37,0,"1",1560,"D",650,"D",.,"A",390,"D",0,"D",.,"A",.,"A",910,"D",0,"D",25,"D",325,"D",.,"A",.,"A"
"20162","03294513",12,0,"1",650,"D",209,"F",.,"A",325,"D",0,"D",.,"A",.,"A",772,"F",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294533",44,0,"1",3250,"D",260,"D",.,"A",130,"D",0,"D",.,"A",.,"A",2990,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294543",15,0,"1",130,"D",65,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",65,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294553",49,0,"1",1300,"D",260,"D",.,"A",520,"D",0,"D",.,"A",.,"A",1040,"D",45,"D",35,"D",455,"D",.,"A",.,"A"
"20162","03294573",29,0,"1",1950,"D",0,"D",.,"A",910,"D",0,"D",131,"D",.,"A",1950,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294613",31,0,"1",650,"D",65,"D",234,"D",104,"D",75,"D",.,"A",.,"A",585,"D",225,"D",15,"D",195,"D",.,"A",.,"A"
"20162","03294633",29,0,"1",1560,"D",130,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",1430,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294653",40,0,"1",1040,"D",0,"D",.,"A",325,"D",0,"D",.,"A",.,"A",1040,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294663",18,0,"1",325,"D",39,"D",130,"D",65,"D",0,"D",.,"A",.,"A",286,"D",0,"D",25,"D",325,"D",.,"A",.,"A"
"20162","03294693",53,0,"1",1300,"D",195,"D",.,"A",91,"D",0,"D",.,"A",.,"A",1105,"D",0,"D",70,"D",910,"D",.,"A",.,"A"
"20162","03294753",51,0,"1",4550,"D",650,"D",.,"A",1170,"D",36,"D",.,"A",150,"D",3900,"D",225,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294813",65,0,"1",1170,"D",390,"D",.,"A",78,"D",0,"D",.,"A",.,"A",780,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294823",44,0,"1",2600,"D",650,"D",.,"A",1300,"D",300,"D",.,"A",.,"A",1950,"D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294863",43,0,"1",2600,"D",650,"D",.,"A",650,"D",0,"D",.,"A",45,"D",1950,"D",60,"D",.,"A",.,"A",546,"D",42,"D"
"20162","03294913",66,0,"1",1560,"D",260,"D",.,"A",195,"D",30,"D",.,"A",.,"A",1300,"D",600,"D",36,"D",468,"D",130,"D",10,"D"
"20162","03294933",29,0,"1",780,"D",0,"D",.,"A",520,"D",180,"D",.,"A",.,"A",780,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03294973",29,0,"1",1575,"F",.,"A",.,"A",776,"F",146,"F",.,"A",.,"A",1295,"F",225,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295073",12,0,"1",3250,"D",650,"D",.,"A",0,"D",0,"D",.,"A",.,"A",2600,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295093",46,0,"1",975,"D",130,"D",.,"A",195,"D",0,"D",.,"A",.,"A",845,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295103",61,0,"1",260,"D",130,"D",65,"D",130,"D",0,"D",.,"A",210,"D",130,"D",15,"D",.,"A",.,"A",65,"D",5,"D"
"20162","03295133",38,0,"1",1950,"D",260,"D",.,"A",650,"D",0,"D",.,"A",.,"A",1690,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295143",16,0,"1",2600,"D",260,"D",.,"A",1300,"D",30,"D",.,"A",.,"A",2340,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295153",18,0,"1",1690,"D",260,"D",.,"A",390,"D",0,"D",.,"A",.,"A",1430,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295163",21,0,"1",650,"D",260,"D",.,"A",260,"D",0,"D",.,"A",.,"A",390,"D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295173",47,0,"1",364,"D",39,"D",65,"D",520,"D",0,"D",.,"A",.,"A",325,"D",18,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295193",25,0,"1",1950,"D",650,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1300,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295203",12,0,"1",0,"D",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295243",40,0,"1",1950,"D",364,"F",390,"D",1690,"D",0,"D",.,"A",.,"A",1304,"F",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295273",12,0,"1",650,"D",260,"D",.,"A",195,"D",0,"D",.,"A",.,"A",390,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295283",39,0,"1",3900,"D",1950,"D",.,"A",3380,"D",0,"D",.,"A",120,"D",1950,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295293",21,0,"1",780,"D",195,"D",.,"A",260,"D",360,"D",.,"A",.,"A",585,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295323",15,0,"1",1950,"D",312,"D",.,"A",1560,"D",0,"D",.,"A",.,"A",1638,"D",0,"D",35,"D",455,"D",.,"A",.,"A"
"20162","03295333",15,0,"1",0,"D",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295363",55,0,"1",1300,"D",390,"D",650,"D",0,"D",0,"D",.,"A",.,"A",910,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295383",45,0,"1",650,"D",39,"D",.,"A",0,"D",0,"D",.,"A",.,"A",611,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295393",27,0,"1",650,"D",130,"D",.,"A",1300,"D",150,"D",.,"A",.,"A",520,"D",225,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295423",38,0,"1",3250,"D",325,"D",.,"A",0,"D",0,"D",.,"A",.,"A",2925,"D",0,"D",50,"D",650,"D",.,"A",.,"A"
"20162","03295433",20,0,"1",650,"D",130,"D",.,"A",260,"D",0,"D",.,"A",.,"A",520,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295463",15,0,"1",1300,"D",195,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1105,"D",0,"D",49,"D",637,"D",.,"A",.,"A"
"20162","03295483",8,0,"1",520,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",390,"D",0,"D",.,"A",.,"A",130,"D",10,"D"
"20162","03295493",69,0,"1",1300,"D",0,"D",390,"D",390,"D",0,"D",.,"A",.,"A",1300,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295513",42,0,"1",1300,"D",0,"D",.,"A",260,"D",0,"D",.,"A",.,"A",1300,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295524",11,0,"1",325,"D",0,"D",.,"A",260,"D",0,"D",.,"A",.,"A",325,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295553",28,0,"1",1950,"D",260,"D",.,"A",0,"D",150,"D",.,"A",.,"A",1690,"D",135,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295564",30,0,"1",1625,"D",780,"D",.,"A",1820,"D",0,"D",.,"A",.,"A",845,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295603",72,0,"1",2600,"D",260,"D",.,"A",845,"D",0,"D",.,"A",.,"A",2340,"D",150,"D",7,"D",91,"D",.,"A",.,"A"
"20162","03295623",39,0,"1",325,"D",0,"D",325,"D",260,"D",120,"D",.,"A",.,"A",325,"D",240,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295643",34,0,"1",2340,"D",520,"D",390,"D",325,"D",0,"D",.,"A",.,"A",1820,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295693",87,0,"1",1950,"D",195,"D",.,"A",2275,"D",156,"D",.,"A",.,"A",1755,"D",600,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295743",58,0,"1",975,"D",260,"D",.,"A",1820,"D",0,"D",.,"A",.,"A",715,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295753",25,0,"1",1105,"D",260,"D",.,"A",260,"D",0,"D",.,"A",.,"A",845,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295773",26,0,"1",351,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",351,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295783",28,0,"1",1300,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1300,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295813",24,0,"1",520,"D",201,"F",.,"A",0,"D",102,"F",.,"A",.,"A",769,"F",113,"F",.,"A",.,"A",.,"A",.,"A"
"20162","03295833",39,0,"1",2080,"D",520,"D",.,"A",260,"D",60,"D",.,"A",.,"A",1560,"D",60,"D",50,"D",650,"D",.,"A",.,"A"
"20162","03295844",20,0,"1",520,"D",65,"D",.,"A",156,"D",0,"D",.,"A",.,"A",455,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295873",13,0,"1",910,"D",260,"D",.,"A",260,"D",0,"D",.,"A",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295883",19,0,"1",780,"D",260,"D",.,"A",325,"D",150,"D",.,"A",.,"A",520,"D",600,"D",0,"D",0,"D",65,"D",5,"D"
"20162","03295903",16,0,"1",1625,"D",323,"F",.,"A",0,"D",0,"D",.,"A",.,"A",1295,"F",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295933",12,0,"1",650,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295953",22,0,"1",5200,"D",0,"D",.,"A",520,"D",0,"D",.,"A",140,"D",5200,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03295963",55,0,"1",650,"D",130,"D",.,"A",260,"D",150,"D",.,"A",.,"A",520,"D",120,"D",15,"D",195,"D",.,"A",.,"A"
"20162","03295973",11,0,"1",1950,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1820,"D",48,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296003",67,0,"1",1950,"D",260,"D",.,"A",975,"D",0,"D",.,"A",.,"A",1690,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296053",44,0,"1",3900,"D",455,"D",.,"A",1950,"D",750,"D",.,"A",.,"A",3445,"D",750,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296063",21,0,"1",650,"D",195,"D",.,"A",0,"D",0,"D",.,"A",.,"A",455,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296133",10,0,"1",325,"D",0,"D",325,"D",0,"D",0,"D",.,"A",.,"A",325,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296143",14,0,"1",1300,"D",390,"D",.,"A",0,"D",0,"D",.,"A",.,"A",910,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296183",14,0,"1",585,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",455,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296193",16,0,"1",2015,"D",455,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1560,"D",0,"D",10,"D",130,"D",.,"A",.,"A"
"20162","03296203",37,0,"1",1950,"D",195,"D",.,"A",325,"D",0,"D",.,"A",504,"D",1755,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296283",46,0,"1",1170,"D",325,"D",65,"D",390,"D",60,"D",.,"A",.,"A",845,"D",30,"D",20,"D",260,"D",.,"A",.,"A"
"20162","03296293",20,0,"1",1170,"D",130,"D",.,"A",260,"D",0,"D",.,"A",.,"A",1040,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296313",29,0,"1",520,"D",130,"D",.,"A",104,"D",0,"D",.,"A",.,"A",390,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296333",21,0,"1",325,"D",65,"D",130,"D",65,"D",0,"D",.,"A",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296353",59,0,"1",442,"D",65,"D",.,"A",455,"D",45,"D",.,"A",.,"A",377,"D",150,"D",10,"D",130,"D",.,"A",.,"A"
"20162","03296363",24,0,"1",390,"D",65,"D",.,"A",260,"D",0,"D",650,"D",.,"A",325,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296373",29,0,"1",845,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",845,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296383",29,0,"1",780,"D",390,"D",.,"A",65,"D",0,"D",.,"A",.,"A",390,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296393",17,0,"1",715,"D",130,"D",390,"D",390,"D",90,"D",.,"A",.,"A",585,"D",75,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296403",31,0,"1",1300,"D",260,"D",.,"A",650,"D",0,"D",.,"A",.,"A",1040,"D",24,"D",.,"C",479,"F",.,"A",.,"A"
"20162","03296413",22,0,"1",1170,"D",0,"D",.,"A",130,"D",0,"D",.,"A",.,"A",1170,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296443",26,0,"1",1950,"D",650,"D",325,"D",650,"D",0,"D",.,"A",.,"A",1300,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296453",35,0,"1",780,"D",390,"D",.,"A",390,"D",0,"D",.,"A",.,"A",390,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296473",11,0,"1",949,"F",.,"A",284,"F",489,"F",148,"F",.,"A",.,"A",772,"F",122,"F",.,"A",.,"A",.,"A",.,"A"
"20162","03296493",11,0,"1",650,"D",130,"D",325,"D",0,"D",0,"D",.,"A",.,"A",520,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296513",34,0,"1",1300,"D",130,"D",.,"A",780,"D",72,"D",.,"A",60,"D",1170,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296523",59,0,"1",3250,"D",650,"D",130,"D",1300,"D",195,"D",.,"A",.,"A",2600,"D",3,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296533",10,0,"1",949,"F",.,"A",284,"F",489,"F",0,"D",.,"A",.,"A",772,"F",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296553",11,0,"1",1300,"D",195,"D",.,"A",130,"D",0,"D",.,"A",.,"A",1105,"D",75,"D",10,"D",130,"D",.,"A",.,"A"
"20162","03296573",35,0,"1",3250,"D",650,"D",.,"A",861,"F",124,"F",.,"A",.,"A",2600,"D",164,"F",.,"C",459,"F",.,"A",.,"A"
"20162","03296583",44,0,"1",1118,"D",260,"D",520,"D",585,"D",0,"D",.,"A",.,"A",858,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296603",43,0,"1",1625,"D",130,"D",.,"A",130,"D",0,"D",65,"D",.,"A",1495,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296613",24,0,"1",1950,"D",260,"D",39,"D",0,"D",0,"D",.,"A",.,"A",1690,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296633",37,0,"1",650,"D",65,"D",.,"A",65,"D",6,"D",.,"A",.,"A",585,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296663",40,0,"1",1300,"D",130,"D",.,"A",1040,"D",0,"D",.,"A",.,"A",1170,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296673",23,0,"1",4420,"D",520,"D",.,"A",650,"D",60,"D",.,"A",.,"A",3900,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296683",30,0,"1",1300,"D",130,"D",.,"A",325,"D",0,"D",.,"A",.,"A",1170,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296703",38,0,"1",1300,"D",195,"D",.,"A",195,"D",0,"D",.,"A",.,"A",1105,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296713",46,0,"1",1300,"D",429,"D",.,"A",1300,"D",150,"D",.,"A",.,"A",871,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20162","03296733",33,0,"1",416,"D",65,"D",.,"A",130,"D",90,"D",.,"A",.,"A",351,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
