"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","JMKPURQV","JMKP_RQV","JNONFDQV","JNON_DQV","JOTHSTQV","JOTH_TQV","JDINEOQV","JDIN_OQV","JALOUTQV","JALO_TQV","JMLPAYQV","JMLP_YQV","JSCHMLQV","JSCH_LQV","JMKGRCQV","JMKG_CQV","JALHOMQV","JALH_MQV","CIGARETX","CIGA_ETX","JCIGARQV","JCIG_RQV","JOTBACQV","JOTB_CQV","OTHTBACX","OTHT_ACX"
"20163","03292924",39,0,"1",1625,"D",260,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1365,"D",0,"D",50,"D",650,"D",.,"A",.,"A"
"20163","03292944",25,0,"1",1300,"D",195,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",1105,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03292954",34,0,"1",3250,"D",650,"D",.,"A",390,"D",0,"D",.,"A",.,"A",2600,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03292974",44,0,"1",1170,"D",650,"D",.,"A",975,"D",0,"D",.,"A",.,"A",520,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03292994",39,0,"1",1300,"D",325,"D",.,"A",325,"D",150,"D",.,"A",.,"A",975,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293004",64,0,"1",2275,"D",390,"D",.,"A",1040,"D",0,"D",.,"A",.,"A",1885,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293034",38,0,"1",2600,"D",650,"D",1300,"D",0,"D",0,"D",.,"A",.,"A",1950,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293054",53,0,"1",2600,"D",1300,"D",.,"A",260,"D",0,"D",.,"A",.,"A",1300,"D",1500,"D",70,"D",910,"D",.,"A",.,"A"
"20163","03293084",17,0,"1",1950,"D",195,"D",.,"A",65,"D",0,"D",.,"A",.,"A",1755,"D",0,"D",5,"D",65,"D",.,"A",.,"A"
"20163","03293134",10,0,"1",0,"D",.,"A",.,"A",130,"D",0,"D",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293154",30,0,"1",455,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",455,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293164",21,0,"1",1105,"D",195,"D",.,"A",0,"D",0,"D",.,"A",.,"A",910,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293174",45,0,"1",1300,"D",260,"D",455,"D",975,"D",0,"D",.,"A",.,"A",1040,"D",225,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293184",23,0,"1",520,"D",65,"D",.,"A",325,"D",0,"D",.,"A",.,"A",455,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293194",53,0,"1",1300,"D",260,"D",.,"A",1040,"D",60,"D",.,"A",.,"A",1040,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293204",30,0,"1",1300,"D",260,"D",.,"A",1040,"D",0,"D",.,"A",.,"A",1040,"D",300,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293224",36,0,"1",910,"D",390,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",520,"D",150,"D",34,"D",442,"D",.,"A",.,"A"
"20163","03293234",24,0,"1",1950,"D",260,"D",.,"A",780,"D",0,"D",.,"A",.,"A",1690,"D",120,"D",70,"D",910,"D",.,"A",.,"A"
"20163","03293244",32,0,"1",1950,"D",130,"D",.,"A",520,"D",60,"D",.,"A",.,"A",1820,"D",150,"D",40,"D",520,"D",.,"A",.,"A"
"20163","03293284",16,0,"1",1625,"D",195,"D",.,"A",195,"D",0,"D",.,"A",.,"A",1430,"D",150,"D",28,"D",364,"D",.,"A",.,"A"
"20163","03293304",43,0,"1",2795,"D",650,"D",.,"A",650,"D",0,"D",.,"A",10,"D",2145,"D",36,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293314",31,0,"1",1820,"D",520,"D",.,"A",455,"D",0,"D",.,"A",.,"A",1300,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293324",19,0,"1",780,"D",0,"D",327,"F",0,"D",0,"D",.,"A",.,"A",780,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293344",22,0,"1",1300,"D",260,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1040,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293384",10,0,"1",0,"D",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293394",7,0,"1",0,"D",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293404",60,0,"1",3900,"D",221,"D",520,"D",520,"D",300,"D",.,"A",.,"A",3679,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293414",32,0,"1",1625,"D",520,"D",.,"A",650,"D",120,"D",.,"A",.,"A",1105,"D",180,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293464",47,0,"1",1105,"D",260,"D",.,"A",2600,"D",150,"D",.,"A",.,"A",845,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293474",13,0,"1",910,"D",325,"D",.,"A",0,"D",0,"D",.,"A",.,"A",585,"D",0,"D",20,"D",260,"D",.,"A",.,"A"
"20163","03293494",44,0,"1",1300,"D",130,"D",.,"A",650,"D",45,"D",.,"A",.,"A",1170,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293524",25,0,"1",975,"D",416,"D",.,"A",0,"D",0,"D",.,"A",.,"A",559,"D",0,"D",50,"D",650,"D",.,"A",.,"A"
"20163","03293534",17,0,"1",403,"D",39,"D",.,"A",260,"D",0,"D",.,"A",.,"A",364,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293554",32,0,"1",1235,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1235,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293584",57,0,"1",1820,"D",0,"D",.,"A",1300,"D",450,"D",.,"A",.,"A",1820,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293604",68,0,"1",1690,"D",520,"D",130,"D",130,"D",0,"D",.,"A",.,"A",1170,"D",75,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293624",25,0,"1",520,"D",260,"D",.,"A",520,"D",0,"D",.,"A",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293644",31,0,"1",650,"D",0,"D",.,"A",260,"D",0,"D",.,"A",180,"D",650,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293664",20,0,"1",1950,"D",650,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1300,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293674",37,0,"1",1950,"D",325,"D",.,"A",260,"D",0,"D",.,"A",.,"A",1625,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293684",55,0,"1",1170,"D",260,"D",260,"D",975,"D",240,"D",.,"A",.,"A",910,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293694",21,0,"1",4550,"D",1300,"D",.,"A",715,"D",0,"D",.,"A",.,"A",3250,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293704",19,0,"1",1300,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1300,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293714",24,0,"1",156,"D",156,"D",.,"A",975,"D",0,"D",.,"A",.,"A",0,"D",144,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293724",83,0,"1",1040,"D",390,"D",195,"D",520,"D",0,"D",.,"A",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293734",32,0,"1",1638,"D",260,"D",.,"A",351,"D",90,"D",.,"A",20,"D",1378,"D",240,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293754",22,0,"1",260,"D",26,"D",.,"A",0,"D",0,"D",.,"A",.,"A",234,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293784",16,0,"1",390,"D",65,"D",.,"A",0,"D",0,"D",.,"A",.,"A",325,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293804",48,0,"1",1300,"D",260,"D",91,"D",260,"D",0,"D",.,"A",.,"A",1040,"D",12,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293824",26,0,"1",1300,"D",260,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1040,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293854",32,0,"1",975,"D",130,"D",.,"A",325,"D",0,"D",.,"A",.,"A",845,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293864",45,0,"1",1560,"D",195,"D",.,"A",260,"D",0,"D",.,"A",.,"A",1365,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293884",51,0,"1",2145,"D",650,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1495,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293904",44,0,"1",1560,"D",0,"D",.,"A",1690,"D",0,"D",.,"A",.,"A",1560,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293934",38,0,"1",845,"D",325,"D",.,"A",195,"D",0,"D",.,"A",.,"A",520,"D",0,"D",10,"D",130,"D",.,"A",.,"A"
"20163","03293964",26,0,"1",1300,"D",260,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1040,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03293994",27,0,"1",2015,"D",195,"D",.,"A",390,"D",60,"D",.,"A",.,"A",1820,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294024",17,0,"1",1300,"D",325,"D",.,"A",0,"D",0,"D",.,"A",.,"A",975,"D",0,"D",50,"D",650,"D",.,"A",.,"A"
"20163","03294034",52,0,"1",910,"D",390,"D",.,"A",0,"D",0,"D",.,"A",.,"A",520,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294054",28,0,"1",1300,"D",390,"D",390,"D",390,"D",300,"D",.,"A",.,"A",910,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294064",17,0,"1",650,"D",130,"D",.,"A",325,"D",6,"D",.,"A",.,"A",520,"D",6,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294074",43,0,"1",520,"D",130,"D",130,"D",520,"D",120,"D",.,"A",.,"A",390,"D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294094",41,0,"1",1300,"D",130,"D",.,"A",1300,"D",450,"D",.,"A",.,"A",1170,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294144",25,0,"1",952,"F",.,"A",260,"D",702,"D",0,"D",.,"A",.,"A",774,"F",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294154",21,0,"1",1300,"D",130,"D",.,"A",195,"D",0,"D",.,"A",.,"A",1170,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294164",23,0,"1",1040,"D",260,"D",.,"A",260,"D",0,"D",.,"A",.,"A",780,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294174",19,0,"1",520,"D",65,"D",.,"A",0,"D",0,"D",.,"A",.,"A",455,"D",100,"F",35,"D",455,"D",.,"A",.,"A"
"20163","03294204",83,0,"1",2535,"D",500,"F",.,"A",1586,"D",0,"D",366,"F",.,"A",2198,"F",90,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294214",16,0,"1",1950,"D",260,"D",.,"A",715,"D",0,"D",.,"A",.,"A",1690,"D",0,"D",13,"D",169,"D",.,"A",.,"A"
"20163","03294224",40,0,"1",1300,"D",130,"D",.,"A",260,"D",0,"D",.,"A",.,"A",1170,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294234",31,0,"1",1300,"D",390,"D",65,"D",130,"D",0,"D",.,"A",.,"A",910,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294264",33,0,"1",1950,"D",845,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",1105,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294324",29,0,"1",650,"D",65,"D",.,"A",195,"D",0,"D",.,"A",.,"A",585,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294334",14,0,"1",1040,"D",130,"D",.,"A",260,"D",0,"D",.,"A",.,"A",910,"D",135,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294354",51,0,"1",2730,"D",910,"D",.,"A",1300,"D",300,"D",.,"A",.,"A",1820,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294404",28,0,"1",780,"D",130,"D",.,"A",780,"D",120,"D",.,"A",.,"A",650,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294434",33,0,"1",780,"D",130,"D",.,"A",156,"D",0,"D",.,"A",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294454",42,0,"1",1430,"D",325,"D",.,"A",455,"D",0,"D",.,"A",.,"A",1105,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294514",14,0,"1",650,"D",0,"D",239,"F",325,"D",0,"D",.,"A",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294534",46,0,"1",2275,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",2275,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294544",15,0,"1",130,"D",65,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",65,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294554",47,0,"1",1040,"D",65,"D",.,"A",1040,"D",60,"D",.,"A",.,"A",975,"D",30,"D",48,"D",624,"D",.,"A",.,"A"
"20163","03294614",29,0,"1",780,"D",260,"D",130,"D",0,"D",0,"D",.,"A",.,"A",520,"D",195,"D",21,"D",273,"D",.,"A",.,"A"
"20163","03294634",49,0,"1",2600,"D",650,"D",.,"A",0,"D",60,"D",.,"A",.,"A",1950,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294654",38,0,"1",780,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294754",70,0,"1",4940,"D",520,"D",.,"A",585,"D",60,"D",.,"A",.,"A",4420,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294814",57,0,"1",1430,"D",130,"D",.,"A",130,"D",0,"D",.,"A",.,"A",1300,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294824",47,0,"1",7800,"D",2600,"D",.,"A",1300,"D",75,"D",.,"A",.,"A",5200,"D",15,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294864",48,0,"1",2600,"D",390,"D",.,"A",0,"D",0,"D",.,"A",.,"A",2210,"D",30,"D",.,"A",.,"A",442,"D",34,"D"
"20163","03294914",66,0,"1",1300,"D",325,"D",104,"D",130,"D",0,"D",.,"A",.,"A",975,"D",600,"D",35,"D",455,"D",65,"D",5,"D"
"20163","03294934",34,0,"1",780,"D",283,"F",.,"A",780,"D",0,"D",.,"A",.,"A",1082,"F",120,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03294944",15,0,"1",1183,"D",26,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1157,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295074",10,0,"1",2600,"D",325,"D",.,"A",0,"D",0,"D",.,"A",.,"A",2275,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295094",54,0,"1",1300,"D",130,"D",.,"A",390,"D",0,"D",.,"A",.,"A",1170,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295104",53,0,"1",1040,"D",390,"D",.,"A",130,"D",15,"D",.,"A",40,"D",650,"D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295124",27,0,"1",260,"D",65,"D",.,"A",260,"D",0,"D",.,"A",.,"A",195,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295144",35,0,"1",975,"D",390,"D",.,"A",325,"D",0,"D",.,"A",.,"A",585,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295154",18,0,"1",2210,"D",325,"D",325,"D",780,"D",0,"D",.,"A",.,"A",1885,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295164",24,0,"1",650,"D",0,"D",.,"A",650,"D",60,"D",.,"A",.,"A",650,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295174",58,0,"1",325,"D",65,"D",65,"D",325,"D",0,"D",.,"A",.,"A",260,"D",15,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295194",25,0,"1",1950,"D",325,"D",.,"A",195,"D",0,"D",.,"A",.,"A",1625,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295204",15,0,"1",1300,"D",260,"D",195,"D",0,"D",0,"D",.,"A",.,"A",1040,"D",30,"D",5,"D",65,"D",.,"A",.,"A"
"20163","03295234",23,0,"1",390,"D",65,"D",.,"A",260,"D",0,"D",.,"A",.,"A",325,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295244",48,0,"1",1560,"D",325,"D",325,"D",2600,"D",0,"D",.,"A",.,"A",1235,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295274",11,0,"1",520,"D",65,"D",.,"A",0,"D",0,"D",.,"A",.,"A",455,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295334",15,0,"1",0,"D",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295364",58,0,"1",1950,"D",195,"D",325,"D",0,"D",0,"D",.,"A",.,"A",1755,"D",195,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295384",45,0,"1",1040,"D",390,"D",.,"A",0,"D",0,"D",.,"A",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295424",42,0,"1",910,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",780,"D",0,"D",50,"D",650,"D",.,"A",.,"A"
"20163","03295434",26,0,"1",975,"D",0,"D",.,"A",130,"D",0,"D",.,"A",.,"A",975,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295444",10,0,"1",260,"D",65,"D",.,"A",0,"D",0,"D",.,"A",.,"A",195,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295464",20,0,"1",1625,"D",325,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1300,"D",0,"D",45,"D",585,"D",.,"A",.,"A"
"20163","03295474",15,0,"1",975,"D",0,"D",.,"A",650,"D",30,"D",.,"A",.,"A",975,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295484",10,0,"1",650,"D",130,"D",130,"D",0,"D",0,"D",.,"A",.,"A",520,"D",0,"D",6,"D",78,"D",.,"A",.,"A"
"20163","03295494",54,0,"1",1300,"D",130,"D",650,"D",0,"D",0,"D",.,"A",.,"A",1170,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295514",43,0,"1",1560,"D",0,"D",.,"A",260,"D",0,"D",.,"A",.,"A",1560,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295554",27,0,"1",1625,"D",260,"D",325,"D",520,"D",150,"D",.,"A",.,"A",1365,"D",450,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295604",85,0,"1",1482,"D",299,"D",.,"A",741,"D",0,"D",.,"A",.,"A",1183,"D",60,"D",.,"A",.,"A",117,"D",9,"D"
"20163","03295624",31,0,"1",975,"D",325,"D",.,"A",325,"D",90,"D",.,"A",.,"A",650,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295644",37,0,"1",2600,"D",520,"D",650,"D",0,"D",0,"D",.,"A",.,"A",2080,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295654",34,0,"1",975,"D",260,"D",65,"D",260,"D",0,"D",.,"A",.,"A",715,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295694",98,0,"1",1950,"D",0,"D",780,"D",1040,"D",480,"D",.,"A",.,"A",1950,"D",240,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295734",48,0,"1",2600,"D",650,"D",.,"A",2600,"D",300,"D",.,"A",.,"A",1950,"D",720,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295744",50,0,"1",1222,"D",169,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",1053,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295754",25,0,"1",1577,"F",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",1255,"F",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295774",24,0,"1",299,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",299,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295784",29,0,"1",975,"D",195,"D",.,"A",0,"D",0,"D",.,"A",.,"A",780,"D",45,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295814",26,0,"1",520,"D",218,"F",212,"F",0,"D",147,"F",.,"A",.,"A",746,"F",103,"F",.,"A",.,"A",.,"A",.,"A"
"20163","03295834",62,0,"1",975,"D",325,"D",.,"A",65,"D",0,"D",.,"A",.,"A",650,"D",60,"D",20,"D",260,"D",.,"A",.,"A"
"20163","03295874",13,0,"1",1300,"D",390,"D",.,"A",260,"D",0,"D",.,"A",.,"A",910,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295884",23,0,"1",780,"D",195,"D",.,"A",650,"D",300,"D",.,"A",.,"A",585,"D",135,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295904",16,0,"1",1625,"D",333,"F",.,"A",0,"D",0,"D",.,"A",.,"A",1255,"F",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295924",41,0,"1",1300,"D",390,"D",.,"A",585,"D",0,"D",.,"A",.,"A",910,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295934",15,0,"1",650,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295954",29,0,"1",5200,"D",1300,"D",.,"A",1950,"D",0,"D",.,"A",.,"A",3900,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03295974",11,0,"1",2080,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1950,"D",45,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296004",70,0,"1",2210,"D",195,"D",.,"A",390,"D",0,"D",.,"A",.,"A",2015,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296054",43,0,"1",4550,"D",650,"D",.,"A",2600,"D",167,"F",.,"A",.,"A",3900,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296064",21,0,"1",650,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",520,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296114",37,0,"1",2600,"D",195,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",2405,"D",36,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296134",10,0,"1",195,"D",0,"D",.,"A",195,"D",105,"D",.,"A",.,"A",195,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296144",16,0,"1",975,"D",325,"D",.,"A",260,"D",0,"D",.,"A",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296184",16,0,"1",455,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",455,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296194",21,0,"1",1560,"D",455,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1105,"D",0,"D",10,"D",130,"D",.,"A",.,"A"
"20163","03296204",42,0,"1",910,"D",325,"D",130,"D",520,"D",0,"D",.,"A",60,"D",585,"D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296284",36,0,"1",845,"D",260,"D",.,"A",325,"D",45,"D",.,"A",.,"A",585,"D",60,"D",20,"D",260,"D",.,"A",.,"A"
"20163","03296294",21,0,"1",1300,"D",130,"D",.,"A",390,"D",0,"D",.,"A",.,"A",1170,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296314",23,0,"1",780,"D",182,"D",.,"A",130,"D",0,"D",.,"A",.,"A",598,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296354",55,0,"1",1950,"D",195,"D",.,"A",650,"D",300,"D",.,"A",.,"A",1755,"D",300,"D",5,"D",65,"D",.,"A",.,"A"
"20163","03296374",31,0,"1",650,"D",481,"D",.,"A",0,"D",0,"D",.,"A",.,"A",169,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296384",29,0,"1",1300,"D",260,"D",.,"A",130,"D",0,"D",.,"A",.,"A",1040,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296404",37,0,"1",1950,"D",650,"D",.,"A",650,"D",0,"D",.,"A",.,"A",1300,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296414",23,0,"1",1144,"D",169,"D",.,"A",390,"D",0,"D",.,"A",.,"A",975,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296444",32,0,"1",1950,"D",650,"D",.,"A",390,"D",255,"D",.,"A",.,"A",1300,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296474",11,0,"1",952,"F",.,"A",239,"F",506,"F",129,"F",.,"A",.,"A",774,"F",108,"F",.,"A",.,"A",.,"A",.,"A"
"20163","03296494",15,0,"1",1300,"D",325,"D",.,"A",0,"D",0,"D",.,"A",.,"A",975,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296514",35,0,"1",1014,"D",91,"D",.,"A",260,"D",0,"D",.,"A",.,"A",923,"D",54,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296524",39,0,"1",1430,"D",130,"D",.,"A",1040,"D",255,"D",.,"A",.,"A",1300,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296534",14,0,"1",975,"D",130,"D",.,"A",325,"D",0,"D",.,"A",.,"A",845,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296554",12,0,"1",650,"D",65,"D",.,"A",195,"D",0,"D",.,"A",.,"A",585,"D",30,"D",5,"D",65,"D",.,"A",.,"A"
"20163","03296574",26,0,"1",2265,"F",.,"A",.,"A",789,"F",108,"F",.,"A",.,"A",1942,"F",133,"F",.,"A",.,"A",.,"A",.,"A"
"20163","03296584",51,0,"1",2600,"D",520,"D",.,"A",130,"D",0,"D",.,"A",.,"A",2080,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296604",48,0,"1",1950,"D",260,"D",.,"A",130,"D",0,"D",.,"A",.,"A",1690,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296634",33,0,"1",1963,"D",260,"D",.,"A",390,"D",0,"D",.,"A",.,"A",1703,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296664",41,0,"1",1950,"D",650,"D",.,"A",130,"D",6,"D",.,"A",.,"A",1300,"D",6,"D",.,"A",.,"A",.,"A",.,"A"
"20163","03296674",29,0,"1",3770,"D",0,"D",.,"A",455,"D",30,"D",.,"A",.,"A",3770,"D",315,"D",.,"A",.,"A",.,"A",.,"A"
