"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","LSDNUM","LSDNUM_","LSDCODE","LSDCODE_","MODELYR","MODELYR_","PRCBSNSZ","PRCB_NSZ","NUMPAY","NUMPAY_","PMTMONTH","PMTM_NTH","PAYEXPX","PAYEXPX_","PAYTIME","PAYTIME_","EMPLYEXP","EMPL_EXP","TRADEEXP","TRAD_EXP","DOWNEXP","DOWNEXP_","DNEMPEXP","DNEM_EXP","LSDENDMO","LSDE_DMO","QADPMT1X","QADP_T1X","QADPMT2X","QADP_T2X","QADPMT3X","QADP_T3X","QEXTRA1X","QEXT_A1X","QEXTRA2X","QEXT_A2X","QEXTRA3X","QEXT_A3X","QADDOWNX","QADD_WNX","QADFEEX","QADFEEX_","LSD__AKE","LSDENDYR","LSDE_DYR","PMTYEAR","PMTYEAR_","LSD_MAKE"
"20162","03251853",9,0,"1","01","D","105","D","2016","D",.,"A",36,"D","01","D",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",282,"F",282,"F",282,"F",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2016","D","HON"
"20162","03251903",15,0,"5","01","D","105","D","2013","D",.,"A",36,"D","01","F",300,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","D","HYU"
"20162","03252953",12,0,"5","01","D","105","D","2013","D",.,"A",36,"D","04","D",255,"D","3","D",.,"A",.,"A",2000,"D",.,"A","01","F",255,"D",255,"D",255,"D",.,"A",.,"A",.,"A",2000,"D",250,"D","D",,"A","2013","D","HON"
"20162","03252953",13,0,"1","02","D","105","D","2016","D",.,"A",36,"D","04","D",360,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2000,"D",.,"A","D",,"A","2016","D","HON"
"20162","03253153",10,0,"5","01","D","105","D","2015","D",.,"A",36,"D","05","D",460,"D","3","D",.,"A",.,"C",.,"A",.,"A","01","D",460,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","FOR"
"20162","03253533",9,0,"5","01","D","105","D","2014","D",.,"A",36,"D","02","D",83,"D","3","D",.,"A",12000,"D",.,"A",.,"A",,"A",83,"D",83,"D",83,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","TOY"
"20162","03253993",9,0,"5","01","D","105","D","2014","D",.,"A",36,"D","05","D",232,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",232,"D",232,"D",232,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","CHE"
"20162","03254133",13,0,"5","01","D","105","D","2015","D",.,"A",.,"C","12","F",300,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","CHE"
"20162","03254273",17,0,"5","01","D","105","D","2015","D",.,"A",36,"D","06","D",700,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",700,"D",700,"D",700,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","MRB"
"20162","03254983",7,0,"5","01","D","105","D","2007","D",.,"A",36,"D","01","F",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",189,"F",189,"F",189,"F",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","HYU"
"20162","03255003",14,0,"5","01","D","105","D","2013","D",.,"A",36,"D","01","D",425,"D","3","D",.,"A",.,"C",.,"A",.,"A","02","D",425,"D",425,"D",.,"A",.,"A",.,"A",.,"A",.,"A",1300,"D","D",,"A","2013","D","BMW"
"20162","03255123",8,0,"5","01","D","105","D","2013","D",.,"A",.,"C","12","D",.,"C","3","D",.,"A",.,"A",.,"C",.,"A",,"A",16,"F",16,"F",16,"F",.,"A",.,"A",.,"A",.,"B",.,"A","D",,"A","2015","D","CHE"
"20162","03255253",7,0,"5","01","D","105","D","1993","D",.,"A",24,"D","08","F",350,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","F","CHR"
"20162","03255583",19,0,"5","01","D","105","D","2012","D",.,"A",36,"D","04","D",229,"D","3","D",.,"A",.,"A",.,"A",.,"A","03","D",229,"D",229,"D",229,"D",.,"A",.,"A",.,"A",.,"A",350,"D","D",,"A","2012","D","HON"
"20162","03255583",20,0,"1","02","D","105","D","2016","D",.,"A",36,"D","04","D",260,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1500,"D",.,"A","D",,"A","2016","D","HON"
"20162","03256143",23,0,"5","01","D","105","D","2014","D",.,"A",36,"D","10","D",565,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",565,"D",565,"D",565,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","BMW"
"20162","03256143",24,0,"5","02","D","105","D","2014","D",.,"A",36,"D","06","D",650,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",650,"D",650,"D",650,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","MRB"
"20162","03256153",10,0,"5","01","D","105","D","2015","D",.,"A",36,"D","02","D",330,"D","3","D",.,"A",10086,"D",.,"A",.,"A",,"A",330,"D",330,"D",330,"D",4,"D",4,"D",4,"D",.,"A",.,"A","D",,"A","2015","D","NIS"
"20162","03256503",26,0,"5","01","D","105","D","2016","D",.,"A",36,"D","01","D",330,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",330,"D",330,"D",330,"D",50,"D",50,"D",50,"D",1500,"D",.,"A","D",,"A","2016","D","FOR"
"20162","03256853",21,0,"5","01","D","105","D","2014","D",.,"A",36,"D","12","D",573,"D","3","D",.,"A",.,"A",.,"A",.,"A","03","D",573,"D",573,"D",573,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","D","CAD"
"20162","03256853",22,0,"5","02","D","105","D","2014","D",.,"A",36,"D","02","D",430,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",430,"D",430,"D",430,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","JEE"
"20162","03256853",23,0,"1","03","D","105","D","2016","D",.,"A",48,"D","04","D",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2016","D","CAD"
"20162","03258003",9,0,"5","01","D","105","D","2015","D",.,"A",36,"D","04","F",203,"D","3","D",.,"A",300,"D",1500,"D",.,"A",,"A",203,"D",203,"D",203,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","D",,"A","2014","D","FOR"
"20162","03258073",29,0,"1","01","D","105","D","2015","D",.,"A",24,"D","11","D",903,"D","3","D",.,"A",.,"A",4000,"D",.,"A",,"A",903,"D",903,"D",903,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","D",,"A","2015","D","DOD"
"20162","03258353",18,0,"5","01","D","105","D",,"C",0.5,"D",36,"D","11","D",.,"C","3","D",.,"A",.,"C",.,"C",.,"C","03","D",405,"F",405,"F",405,"F",.,"A",.,"A",.,"A",.,"B",.,"A","A",,"A","2015","D",
"20162","03258353",19,0,"5","02","D","105","D","2015","D",0.5,"D",36,"D","08","D",535,"D","3","D",.,"A",.,"A",2500,"D",.,"A",,"A",535,"D",535,"D",535,"D",.,"A",.,"A",.,"A",2500,"D",.,"A","D",,"A","2014","D","HYU"
"20162","03270113",22,0,"5","01","D","105","D","2014","D",.,"A",36,"D","11","D",262,"D","3","D",.,"A",4000,"D",.,"A",.,"A",,"A",262,"D",262,"D",262,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","HYU"
"20162","03270383",7,0,"1","01","D","105","D","2015","D",.,"A",36,"D","11","F",428,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",428,"D",428,"D",428,"D",.,"A",.,"A",.,"A",500,"D",.,"A","D",,"A","2015","D","TOY"
"20162","03270643",14,0,"5","01","D","105","D","2015","D",.,"A",36,"D","03","D",481,"D","3","D",.,"A",21000,"D",.,"A",.,"A",,"A",481,"D",481,"D",481,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","FOR"
"20162","03271433",16,0,"5","01","D","105","D",,"C",.,"A",.,"C","03","D",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",399,"F",399,"F",399,"F",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2016","D","NIS"
"20162","03271483",8,0,"1","01","D","105","D","2016","D",.,"A",36,"D","04","D",483,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",483,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2016","D","ACU"
"20162","03271693",27,0,"5","01","D","105","D","2013","D",.,"A",36,"D","10","D",257,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",257,"D",257,"D",257,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","D","HON"
"20162","03271753",16,0,"5","01","D","105","D","2014","D",.,"A",36,"D","01","D",325,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",325,"D",325,"D",325,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","HON"
"20162","03272013",14,0,"5","01","D","105","D","2014","D",.,"A",36,"D","11","D",450,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",450,"D",450,"D",450,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","FOR"
"20162","03272163",8,0,"5","01","D","105","D","2013","D",.,"A",48,"D","03","D",456,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",456,"D",456,"D",456,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","JEE"
"20162","03272163",9,0,"5","02","D","105","D","2010","D",.,"A",.,"C","03","D",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",490,"F",490,"F",490,"F",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2010","D","SUB"
"20162","03272653",13,0,"1","01","D","105","D","2016","D",.,"A",24,"D","04","D",196,"D","3","D",.,"A",500,"D",200,"D",.,"A",,"A",.,"A",.,"A",196,"D",.,"A",.,"A",.,"A",200,"D",.,"A","D",,"A","2016","D","CHE"
"20162","03272703",13,0,"5","01","D","105","D","2016","D",.,"A",36,"D","11","D",177,"D","3","D",.,"A",.,"A",2500,"D",.,"A",,"A",177,"D",177,"D",177,"D",.,"A",.,"A",.,"A",2500,"D",.,"A","D",,"A","2015","D","HYU"
"20162","03272703",14,0,"1","02","D","105","D","2016","D",.,"A",48,"D","03","D",.,"C","3","D",.,"A",1000,"F",.,"A",.,"A",,"A",121,"F",121,"F",121,"F",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2016","D","HYU"
"20162","03272823",16,0,"1","01","D","105","D","2005","D",.,"A",18,"D","01","D",1092,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",1092,"D",1092,"D",1092,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","XXX"
"20162","03273643",19,0,"5","01","D","105","D","2012","D",.,"A",36,"D","05","D",700,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",700,"D",700,"D",700,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","D",,"A","2013","D","INF"
"20162","03274003",19,0,"5","01","D","105","D","2016","D",.,"A",36,"D","09","D",299,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",299,"D",299,"D",299,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","NIS"
"20162","03274003",20,0,"5","02","D","105","D","2016","D",.,"A",36,"D","09","D",199,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",199,"D",199,"D",199,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","NIS"
"20162","03274083",12,0,"5","01","D","105","D","2007","D",.,"A",48,"D","01","D",418,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",418,"D",418,"D",418,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","CHR"
"20162","03274213",5,0,"1","01","D","105","D","2015","D",.,"A",36,"D","04","D",311,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",311,"D",311,"D",311,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","CHE"
"20162","03275023",18,0,"5","01","D","105","D","2015","D",.,"A",36,"D","08","D",575,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",575,"D",575,"D",575,"D",50,"D",50,"D",50,"D",.,"A",.,"A","D",,"A","2015","D","LIN"
"20162","03275393",19,0,"5","01","D","105","D","2014","D",.,"A",36,"D","10","D",430,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",430,"D",430,"D",430,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","HON"
"20162","03275753",26,0,"5","01","D","105","D","2015","D",.,"A",36,"D","08","D",512,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",512,"D",512,"D",512,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","GMC"
"20162","03275983",31,0,"5","01","D","105","D","2015","D",.,"A",36,"D","12","D",325,"D","3","D",.,"A",9000,"D",.,"A",.,"A",,"A",325,"D",325,"D",325,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","FOR"
"20162","03276413",15,0,"5","01","D","105","D","2014","D",.,"A",36,"D","09","D",247,"D","3","D",.,"A",4000,"D",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2016","D","HYU"
"20162","03277163",9,0,"5","01","D","105","D","2015","D",.,"A",24,"D","04","D",226,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",226,"D",226,"D",226,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","CHE"
"20162","03277593",14,0,"1","01","D","105","D","2016","D",.,"A",36,"D","04","D",441,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",.,"A",.,"A",441,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","D",,"A","2016","D","TOY"
"20162","03277633",14,0,"1","01","D","105","D","2015","D",.,"A",12,"D","02","D",275,"D","3","D",.,"A",3000,"F",.,"A",.,"A",,"A",275,"D",275,"D",275,"D",50,"D",50,"D",50,"D",.,"A",.,"A","D",,"A","2016","D","MRB"
"20162","03277713",24,0,"5","01","D","105","D","2008","D",.,"A",36,"D","12","F",16,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",16,"D",16,"D",16,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","D","JEE"
"20162","03278063",25,0,"5","01","D","105","D","2015","D",.,"A",36,"D","05","D",.,"C","3","D",.,"A",.,"A",.,"C",.,"A",,"A",300,"F",300,"F",300,"F",.,"A",.,"A",.,"A",.,"B",.,"A","D",,"A","2015","D","MAZ"
"20162","03278193",13,0,"5","01","D","105","D","2013","D",.,"A",35,"D","10","D",250,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","D",,"A","2013","D","NIS"
"20162","03278443",11,0,"5","01","D","105","D","2013","D",.,"A",60,"D","01","D",314,"D","3","D",.,"A",7000,"D",.,"A",.,"A",,"A",314,"D",314,"D",314,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","VOK"
"20162","03278713",17,0,"5","01","D","105","D","2015","D",.,"A",48,"D","11","D",490,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",490,"D",490,"D",490,"D",.,"A",.,"A",.,"A",500,"D",.,"A","D",,"A","2015","D","HYU"
"20162","03278713",18,0,"5","02","D","105","D","2016","D",.,"A",48,"D","09","D",277,"D","3","D",.,"A",.,"C",500,"D",.,"A",,"A",277,"D",277,"D",277,"D",12,"D",12,"D",12,"D",500,"D",.,"A","D",,"A","2015","D","HYU"
"20162","03278753",18,0,"5","01","D","105","D","2014","D",.,"A",36,"D","10","D",575,"D","3","D",350,"D",.,"A",.,"A",.,"A",,"A",225,"D",225,"D",225,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","BMW"
"20162","03278843",7,0,"5","01","D","105","D","2014","D",.,"A",36,"D","07","F",289,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",289,"D",289,"D",289,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","F","MAZ"
"20162","03279493",17,0,"5","01","D","105","D","2013","D",.,"A",36,"D","10","D",445,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",445,"D",445,"D",445,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","D","BMW"
"20162","03279583",12,0,"5","01","D","105","D","2014","D",.,"A",36,"D","07","D",359,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",359,"D",359,"D",359,"D",75,"D",75,"D",75,"D",.,"A",.,"A","D",,"A","2014","D","TOY"
"20162","03280153",4,0,"5","01","D","105","D","2014","D",.,"A",60,"D","04","D",347,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",347,"D",347,"D",347,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","HON"
"20162","03280203",13,0,"5","01","D","105","D","2013","D",.,"A",36,"D","08","D",252,"D","3","D",.,"A",.,"A",2000,"D",.,"A","04","D",252,"D",252,"D",252,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","D",,"A","2013","D","SUB"
"20162","03280203",14,0,"1","02","D","105","D","2016","D",.,"A",36,"D","05","D",208,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2016","D","HON"
"20162","03280693",7,0,"5","01","D","105","D","2015","D",.,"A",36,"D","10","D",380,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",380,"D",380,"D",380,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","D",,"A","2014","D","KIA"
"20162","03280853",10,0,"5","01","D","105","D","2013","D",.,"A",36,"D","04","D",586,"D","3","D",.,"A",4000,"D",.,"A",.,"A","04","D",586,"D",586,"D",586,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","D","LEX"
"20162","03281473",14,0,"5","01","D","105","D","2013","D",.,"A",48,"D","10","F",1000,"D","3","D",.,"A",.,"A",.,"A",.,"A","04","D",1000,"D",1000,"D",1000,"D",.,"A",.,"A",.,"A",.,"A",10000,"D","D",,"A","2013","D","MRB"
"20162","03292203",20,0,"5","01","D","105","D","2015","D",.,"A",36,"D","07","D",278,"D","3","D",.,"A",.,"A",13500,"D",.,"A","03","D",278,"D",.,"A",.,"A",.,"A",.,"A",.,"A",13500,"D",.,"A","D",,"A","2015","D","SUB"
"20162","03292353",12,0,"5","01","D","105","D","2015","D",.,"A",36,"D","09","D",400,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","HON"
"20162","03292653",15,0,"5","01","D","105","D","2004","D",.,"A",.,"C","09","F",.,"C",,"C",.,"A",.,"A",.,"A",.,"A",,"A",330,"F",330,"F",330,"F",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","F","CHE"
"20162","03292653",16,0,"5","02","D","105","D","2014","D",.,"A",.,"C","12","F",.,"C",,"C",.,"A",.,"A",.,"A",.,"A",,"A",203,"F",203,"F",203,"F",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","F","BMW"
"20162","03292653",17,0,"5","03","D","105","D","2002","D",.,"A",.,"C","11","F",.,"C",,"C",.,"A",.,"A",.,"A",.,"A",,"A",700,"F",700,"F",700,"F",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","F","CHE"
"20162","03293413",14,0,"5","01","D","105","D","2014","D",.,"A",36,"D","12","D",384,"D","3","D",.,"A",.,"A",.,"A",.,"A","03","F",384,"D",384,"D",384,"D",.,"A",.,"A",.,"A",.,"A",2220,"D","D",,"A","2013","D","GMC"
"20162","03293603",37,0,"5","01","D","105","D","2016","D",.,"A",12,"D","11","D",525,"D","3","D",.,"A",.,"A",.,"A",.,"A","03","D",525,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","AUD"
"20162","03293753",10,0,"5","01","D","105","D","2010","D",.,"A",60,"D","01","D",600,"D","3","D",.,"A",1000,"D",.,"A",.,"A",,"A",600,"D",600,"D",600,"D",600,"D",600,"D",600,"D",.,"A",.,"A","D",,"A","2016","D","CHR"
"20162","03294973",13,0,"5","01","D","105","D","2015","D",.,"A",48,"D","07","D",400,"D","3","D",.,"A",.,"A",.,"C",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"B",.,"A","D",,"A","2015","D","HON"
"20162","03295093",18,0,"1","01","D","105","D","2016","D",.,"A",36,"D","04","D",851,"D","3","D",.,"A",15000,"D",.,"A",.,"A",,"A",851,"D",851,"D",851,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2016","D","BMW"
"20162","03295433",9,0,"1","01","D","105","D","2015","D",.,"A",36,"D","06","D",147,"D","3","D",.,"A",4000,"D",.,"A",.,"A",,"A",147,"D",147,"D",147,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","KIA"
"20162","03295844",13,0,"5","01","D","105","D","2014","D",.,"A",39,"D","04","D",275,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",275,"D",275,"D",275,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","D",,"A","2014","D","BUI"
"20162","03296363",8,0,"5","01","D","105","D","2016","D",.,"A",36,"D","09","D",210,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",210,"D",210,"D",210,"D",.,"A",.,"A",.,"A",500,"D",.,"A","D",,"A","2015","D","FOR"
"20162","03296603",22,0,"5","01","D","105","D","2014","D",.,"A",36,"D","07","D",452,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",452,"D",452,"D",452,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","KIA"
"20162","03297803",15,0,"5","01","D","105","D","2015","D",.,"A",36,"D","02","D",335,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",335,"D",335,"D",335,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","INF"
"20162","03299003",11,0,"1","01","D","105","D","2016","D",.,"A",36,"D","02","D",360,"D","3","D",.,"A",1000,"D",.,"A",.,"A",,"A",360,"D",360,"D",360,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","KIA"
"20162","03299023",11,0,"5","01","D","105","D","2014","D",.,"A",36,"D","06","D",285,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",285,"D",285,"D",285,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","D",,"A","2014","D","KIA"
"20162","03299123",17,0,"5","01","D","105","D","2016","D",.,"A",36,"D","04","D",357,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",357,"D",357,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2016","D","NIS"
"20162","03299213",7,0,"5","01","D","105","D","2013","D",.,"A",72,"D","05","D",490,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",490,"D",490,"D",490,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","D","KIA"
"20162","03300923",22,0,"1","01","D","105","D","2016","D",.,"A",36,"D","05","D",274,"D","3","D",.,"A",2500,"D",.,"A",.,"A",,"A",.,"A",.,"A",274,"D",.,"A",.,"A",3,"D",.,"A",.,"A","D",,"A","2016","D","HON"
"20162","03301213",17,0,"5","01","D","105","D","2015","D",.,"A",36,"D","03","D",230,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",230,"D",230,"D",230,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","D",,"A","2014","D","HON"
"20162","03301753",6,0,"1","01","D","105","D","2005","D",.,"A",96,"D","08","D",246,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",246,"D",246,"D",246,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","D",,"A","2013","D","CHE"
"20162","03301813",15,0,"5","01","D","105","D","2015","D",.,"A",60,"D","08","D",1000,"D","3","D",.,"A",.,"A",25000,"D",.,"A",,"A",1000,"D",1000,"D",1000,"D",.,"A",.,"A",.,"A",25000,"D",.,"A","D",,"A","2014","D","LEX"
"20162","03302133",19,0,"5","01","D","105","D","2016","D",.,"A",36,"D","03","D",300,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","D",,"A","2016","D","FOR"
"20162","03302713",21,0,"5","01","D","105","D","2013","D",.,"A",36,"D","03","D",203,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",203,"D",203,"D",203,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","D","KIA"
"20162","03302903",18,0,"5","01","D","105","D","2015","D",.,"A",36,"D","03","D",149,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",149,"D",149,"D",149,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","D",,"A","2015","D","CHE"
"20162","03302913",30,0,"5","01","D","105","D","2016","D",.,"A",24,"D","01","D",412,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",412,"D",412,"D",412,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","D",,"A","2016","D","LEX"
"20162","03324242",14,0,"5","01","D","105","D","2014","D",.,"A",36,"D","08","D",555,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",555,"D",555,"D",555,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","D",,"A","2014","D","JEE"
"20162","03324632",13,0,"5","01","D","105","D","2015","D",.,"A",24,"D","05","D",400,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","GMC"
"20162","03324952",15,0,"1","01","D","105","D","2016","D",.,"A",36,"D","03","D",225,"D","3","D",.,"A",17225,"D",1000,"D",.,"A","03","D",.,"A",.,"A",225,"D",.,"A",.,"A",7,"D",1000,"D",.,"A","D","2016","D","2011","D","TOY"
"20162","03325392",19,0,"5","01","D","105","D",,"C",.,"A",.,"C","09","F",.,"C",,"C",.,"A",.,"A",.,"A",.,"A",,"A",400,"F",400,"F",400,"F",.,"A",.,"A",.,"A",.,"A",.,"A","A",,"A","2015","F",
"20162","03325392",20,0,"1","02","D","105","D","2014","D",.,"A",.,"C","07","D",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","F","MAZ"
"20162","03325392",21,0,"1","03","D","105","D","2015","D",.,"A",.,"C","01","F",.,"C",,"C",.,"A",.,"A",.,"A",.,"A",,"A",418,"F",418,"F",418,"F",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2016","D","NIS"
"20162","03326262",11,0,"5","01","D","105","D","2014","D",.,"A",36,"D","05","D",284,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",284,"D",284,"D",284,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","KIA"
