"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","LSDNUM","LSDNUM_","LSDCODE","LSDCODE_","MODELYR","MODELYR_","PRCBSNSZ","PRCB_NSZ","NUMPAY","NUMPAY_","PMTMONTH","PMTM_NTH","PAYEXPX","PAYEXPX_","PAYTIME","PAYTIME_","EMPLYEXP","EMPL_EXP","TRADEEXP","TRAD_EXP","DOWNEXP","DOWNEXP_","DNEMPEXP","DNEM_EXP","LSDENDMO","LSDE_DMO","QADPMT1X","QADP_T1X","QADPMT2X","QADP_T2X","QADPMT3X","QADP_T3X","QEXTRA1X","QEXT_A1X","QEXTRA2X","QEXT_A2X","QEXTRA3X","QEXT_A3X","QADDOWNX","QADD_WNX","QADFEEX","QADFEEX_","LSD__AKE","LSDENDYR","LSDE_DYR","PMTYEAR","PMTYEAR_","LSD_MAKE"
"20161","03089164",55,0,"5","01","D","105","D","2013","D",.,"A",36,"D","07","D",572,"D","3","D",.,"A",3000,"D",500,"D",.,"A","11","D",572,"D",572,"D",.,"A",.,"A",.,"A",.,"A",500,"D",.,"A","D",,"A","2013","D","LAN"
"20161","03089164",56,0,"1","02","D","105","D","2016","D",.,"A",48,"D","12","D",689,"D","3","D",.,"A",.,"A",1697,"D",.,"A",,"A",.,"A",.,"A",689,"D",.,"A",.,"A",.,"A",1697,"D",.,"A","D",,"A","2015","D","LAN"
"20161","03091054",12,0,"5","01","D","105","D","2012","D",.,"A",39,"D","11","D",367,"D","3","D",.,"A",.,"A",.,"A",.,"A","10","D",367,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","D","NIS"
"20161","03091054",13,0,"5","02","D","105","D","2015","D",.,"A",33,"D","08","D",565,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",565,"D",565,"D",565,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","LEX"
"20161","03093224",8,0,"5","01","D","105","D","2014","D",.,"A",39,"D","04","D",396,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",396,"D",396,"D",396,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","CHE"
"20161","03093284",8,0,"5","01","D","105","D","2014","D",.,"A",4,"D","01","D",294,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",294,"D",294,"D",294,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","D",,"A","2014","D","MAZ"
"20161","03093804",32,0,"5","02","D","105","D","2015","D",.,"A",24,"D","09","D",420,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",420,"D",420,"D",420,"D",30,"D",30,"D",30,"D",.,"A",.,"A","D",,"A","2015","D","FOR"
"20161","03094014",13,0,"5","01","D","105","D","2013","D",.,"A",60,"D","05","D",400,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","FOR"
"20161","03094014",14,0,"1","02","D","105","D","2015","D",.,"A",36,"D","12","D",428,"D","3","D",.,"A",.,"A",400,"D",.,"A",,"A",428,"D",428,"D",428,"D",.,"A",.,"A",.,"A",400,"D",.,"A","D",,"A","2014","D","NIS"
"20161","03095274",8,0,"4","01","D","105","D","2015","D",.,"A",36,"D","04","D",292,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",292,"D",292,"D",292,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","HON"
"20161","03095584",11,0,"1","01","D","105","D","2014","D",.,"A",36,"D","02","D",346,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",346,"D",346,"D",346,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","CHE"
"20161","03097534",18,0,"5","01","D","105","D","2014","D",.,"A",36,"D","05","F",249,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",249,"D",249,"D",249,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","CHE"
"20161","03098604",27,0,"5","01","D","105","D","2014","D",.,"A",36,"D","12","D",383,"D","3","D",.,"A",.,"A",800,"D",.,"A",,"A",383,"D",383,"D",383,"D",1,"D",1,"D",1,"D",800,"D",.,"A","D",,"A","2013","D","SUB"
"20161","03099044",21,0,"5","01","D","105","D","2006","D",.,"A",36,"D","08","D",180,"D","3","D",.,"A",.,"A",.,"A",.,"A","10","D",180,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2012","D","MEC"
"20161","03099074",13,0,"5","01","D","105","D","2014","D",.,"A",36,"D","01","D",587,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",587,"D",587,"D",587,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","HON"
"20161","03100254",15,0,"5","01","D","105","D","2014","D",.,"A",36,"D","02","D",324,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",324,"D",324,"D",324,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","D",,"A","2015","D","FOR"
"20161","03100874",18,0,"5","01","D","105","D","2014","D",.,"A",36,"D","05","D",342,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",342,"D",342,"D",342,"D",12,"D",12,"D",12,"D",.,"A",.,"A","D",,"A","2014","D","HON"
"20161","03101094",27,0,"5","01","D","105","D","2013","D",.,"A",36,"D","06","D",300,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","D","TOY"
"20161","03101244",47,0,"5","01","D","105","D","2015","D",.,"A",36,"D","08","D",412,"D","3","D",.,"A",5000,"D",2000,"D",.,"A",,"A",412,"D",412,"D",412,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","D",,"A","2015","D","CHE"
"20161","03102294",16,0,"5","01","D","105","D","2015","D",.,"A",36,"D","01","D",300,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","HON"
"20161","03103854",11,0,"5","01","D","105","D","2014","D",.,"A",24,"D","01","D",169,"D","3","D",.,"A",3000,"D",.,"A",.,"A",,"A",169,"D",169,"D",169,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","CHE"
"20161","03105134",15,0,"5","01","D","105","D","2014","D",.,"A",35,"D","08","D",276,"D","3","D",.,"A",.,"A",500,"D",.,"A","10","D",276,"D",.,"A",.,"A",.,"A",.,"A",.,"A",500,"D",.,"A","D",,"A","2013","D","SUB"
"20161","03105754",15,0,"5","02","D","105","D","2016","D",.,"A",36,"D","10","D",292,"D","3","D",.,"A",4000,"F",.,"A",.,"A",,"A",292,"D",292,"D",292,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","SUB"
"20161","03105764",15,0,"1","01","D","105","D","2016","D",.,"A",36,"D","11","D",350,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",.,"A",350,"D",350,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","D",,"A","2015","D","HYU"
"20161","03105764",16,0,"1","02","D","105","D","2014","D",.,"A",36,"D","06","D",200,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","D",,"A","2014","D","HYU"
"20161","03106664",45,0,"5","01","D","105","D","2015","D",.,"A",36,"D","09","D",238,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",238,"D",238,"D",238,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","TOY"
"20161","03110464",8,0,"1","01","D","105","D","2016","D",.,"A",36,"D","01","D",285,"D","3","D",.,"A",1000,"D",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2016","D","CHE"
"20161","03110984",8,0,"5","01","D","105","D","2013","D",.,"A",36,"D","04","D",600,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",600,"D",600,"D",600,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","D","BMW"
"20161","03110984",9,0,"5","02","D","105","D","2015","D",.,"A",36,"D","11","D",600,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",600,"D",600,"D",600,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","BMW"
"20161","03142354",9,0,"5","01","D","105","D","2014","D",.,"A",36,"D","10","D",424,"D","3","D",.,"A",8000,"D",.,"A",.,"A",,"A",424,"D",424,"D",424,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","D","AUD"
"20161","03142524",28,0,"5","01","D","105","D","2015","D",.,"A",36,"D","10","D",233,"D","3","D",.,"A",2500,"D",.,"A",.,"A",,"A",233,"D",233,"D",233,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","TOY"
"20161","03142604",20,0,"1","01","D","105","D","2015","D",.,"A",36,"D","11","D",200,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","DOD"
"20161","03143164",13,0,"5","02","D","105","D","2015","D",.,"A",24,"D","09","D",595,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",595,"D",595,"D",595,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","MAS"
"20161","03143534",61,0,"5","01","D","105","D","2010","D",.,"A",.,"C","03","D",342,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",342,"D",342,"D",342,"D",.,"A",.,"A",.,"A",500,"D",.,"A","D",,"A","2012","D","CHR"
"20161","03143754",9,0,"5","01","D","105","D","2011","D",.,"A",48,"D","06","F",600,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",600,"D",600,"D",600,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","F","BMW"
"20161","03144014",50,0,"5","01","D","105","D","2014","D",.,"A",30,"D","11","D",448,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",448,"D",448,"D",448,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","CHR"
"20161","03144014",51,0,"5","02","D","105","D","2013","D",.,"A",24,"D","09","D",156,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",156,"D",156,"D",156,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","D","CHE"
"20161","03144974",24,0,"5","01","D","105","D","2012","D",.,"A",48,"D","07","D",350,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","D",,"A","2014","D","HON"
"20161","03145264",20,0,"1","01","D","105","D","2016","D",.,"A",39,"D","02","D",359,"D","3","D",.,"A",10700,"D",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2016","D","GMC"
"20161","03145314",17,0,"5","01","D","105","D","2015","D",.,"A",36,"D","06","D",211,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",211,"D",211,"D",211,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","D",,"A","2015","D","HON"
"20161","03145384",15,0,"1","01","D","105","D","2013","D",.,"A",36,"D","03","D",260,"D","3","D",.,"A",.,"A",3500,"D",.,"A",,"A",260,"D",260,"D",260,"D",.,"A",.,"A",.,"A",3500,"D",.,"A","D",,"A","2013","D","JEE"
"20161","03146094",13,0,"5","01","D","105","D","2013","D",.,"A",60,"D","08","D",510,"D","3","D",.,"A",1000,"D",1000,"D",.,"A",,"A",510,"D",510,"D",510,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","D",,"A","2013","D","HYU"
"20161","03146124",7,0,"5","01","D","105","D","2015","D",.,"A",36,"D","06","D",204,"D","3","D",.,"A",.,"A",600,"D",.,"A",,"A",204,"D",204,"D",204,"D",.,"A",.,"A",.,"A",600,"D",.,"A","D",,"A","2014","D","HON"
"20161","03146124",8,0,"5","02","D","105","D","2015","D",.,"A",36,"D","06","D",204,"D","3","D",.,"A",.,"A",600,"D",.,"A","12","D",204,"D",204,"D",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A","D",,"A","2015","D","HON"
"20161","03146234",23,0,"5","01","D","105","D","2014","D",.,"A",36,"D","06","D",429,"D","3","D",.,"A",.,"A",1250,"D",.,"A",,"A",429,"D",429,"D",429,"D",152,"D",152,"D",152,"D",1250,"D",.,"A","D",,"A","2014","D","VOK"
"20161","03146234",24,0,"5","02","D","105","D","2015","D",.,"A",24,"D","03","D",580,"D","3","D",.,"A",.,"A",.,"A",.,"A","11","D",580,"D",.,"A",.,"A",164,"D",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","INF"
"20161","03146234",25,0,"1","03","D","105","D","2016","D",.,"A",12,"D","11","D",450,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",450,"D",450,"D",450,"D",128,"D",128,"D",128,"D",.,"A",.,"A","D",,"A","2015","D","BMW"
"20161","03146644",25,0,"5","01","D","105","D","2014","D",.,"A",36,"D","08","D",240,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",240,"D",240,"D",240,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","FOR"
"20161","03146694",17,0,"5","01","D","105","D","2014","D",.,"A",39,"D","05","D",399,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",399,"D",399,"D",399,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","FOR"
"20161","03146694",18,0,"5","02","D","105","D","2013","D",.,"A",39,"D","05","D",400,"D","3","D",400,"D",.,"A",.,"A",.,"A",,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","JEE"
"20161","03148384",6,0,"1","01","D","105","D","2015","D",.,"A",36,"D","02","D",429,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2016","D","FOR"
"20161","03148704",15,0,"5","02","D","105","D","2015","D",.,"A",36,"D","11","D",450,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",450,"D",450,"D",450,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","FOR"
"20161","03148704",16,0,"5","03","D","105","D","2016","D",.,"A",36,"D","11","D",300,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","FOR"
"20161","03148794",15,0,"5","01","D","105","D","2015","D",.,"A",38,"D","05","D",399,"D","3","D",.,"A",4500,"D",2000,"D",.,"A",,"A",399,"D",399,"D",399,"D",44,"D",44,"D",44,"D",2000,"D",.,"A","D",,"A","2015","D","JEE"
"20161","03149164",21,0,"5","01","D","105","D","2013","D",.,"A",24,"D","02","D",179,"D","3","D",.,"A",.,"A",.,"A",.,"A","12","D",179,"D",179,"D",.,"A",.,"A",.,"A",.,"A",.,"A",400,"D","D",,"A","2014","D","JEE"
"20161","03149434",10,0,"5","01","D","105","D","2013","D",.,"A",36,"D","07","D",370,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",370,"D",370,"D",370,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","D",,"A","2013","D","FOR"
"20161","03149824",28,0,"5","01","D","105","D","2015","D",.,"A",1,"D","02","D",1600,"D","7","D",.,"A",14000,"D",2000,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2000,"D",.,"A","D",,"A","2015","D","BUI"
"20161","03149954",11,0,"5","01","D","105","D","2015","D",.,"A",36,"D","12","D",267,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",267,"D",267,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","HON"
"20161","03150414",18,0,"5","01","D","105","D","2014","D",.,"A",24,"D","03","D",216,"D","3","D",.,"A",.,"A",1000,"D",.,"A","11","D",216,"D",.,"A",.,"A",.,"A",.,"A",.,"A",1000,"D",.,"A","D",,"A","2014","D","TOY"
"20161","03150414",19,0,"1","02","D","105","D","2015","D",.,"A",48,"D","11","D",251,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",251,"D",251,"D",251,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","KIA"
"20161","03151184",17,0,"5","01","D","105","D","2013","D",.,"A",36,"D","11","F",500,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",500,"D",500,"D",500,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","D","MRB"
"20161","03151264",12,0,"5","01","D","105","D","2014","D",.,"A",36,"D","06","D",180,"D","3","D",.,"A",.,"C",.,"C",.,"A",,"A",180,"D",180,"D",180,"D",.,"A",.,"A",.,"A",.,"B",.,"A","D",,"A","2013","D","JEE"
"20161","03151564",9,0,"1","01","D","105","D","2015","D",.,"A",24,"D","10","D",262,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",262,"D",262,"D",262,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","D",,"A","2015","D","DOD"
"20161","03152104",13,0,"5","01","D","105","D","2009","D",.,"A",60,"D","06","D",230,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",230,"D",230,"D",230,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","FOR"
"20161","03152104",14,0,"5","02","D","105","D","2005","D",.,"A",60,"D","01","D",255,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",255,"D",255,"D",255,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","D","NIS"
"20161","03163464",26,0,"5","01","D","105","D","2015","D",.,"A",24,"D","05","F",350,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","DOD"
"20161","03164104",10,0,"5","01","D","105","D","2014","D",.,"A",36,"D","02","D",238,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",238,"D",238,"D",238,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","FOR"
"20161","03164274",25,0,"5","01","D","105","D","2015","D",.,"A",36,"D","05","D",390,"D","3","D",.,"A",4000,"D",.,"A",.,"A",,"A",390,"D",390,"D",390,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","FOR"
"20161","03164274",27,0,"5","03","D","105","D","2016","D",.,"A",36,"D","11","D",235,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",235,"D",235,"D",235,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","FOR"
"20161","03164434",28,0,"5","01","D","105","D","2015","D",.,"A",24,"D","07","D",350,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","D",,"A","2015","D","CHE"
"20161","03164434",29,0,"5","02","D","105","D","2015","D",.,"A",36,"D","02","D",400,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","D",,"A","2015","D","CHE"
"20161","03164694",9,0,"5","01","D","105","D","2003","D",.,"A",60,"D","05","D",285,"D","3","D",.,"A",1000,"D",1500,"D",.,"A",,"A",285,"D",285,"D",285,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","D",,"A","2013","D","NIS"
"20161","03164874",26,0,"5","01","D","105","D","2014","D",.,"A",36,"D","08","D",.,"C","3","D",.,"A",.,"C",.,"A",.,"A",,"A",450,"F",450,"F",450,"F",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","HON"
"20161","03165104",11,0,"1","01","D","105","D","2016","D",.,"A",36,"D","01","D",224,"D","3","D",.,"A",1000,"F",200,"D",.,"A",,"A",.,"A",224,"D",224,"D",.,"A",.,"A",.,"A",200,"D",.,"A","D",,"A","2016","D","HYU"
"20161","03165714",8,0,"5","01","D","105","D","2013","D",.,"A",39,"D","02","D",478,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",478,"D",478,"D",478,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2013","D","BUI"
"20161","03166764",19,0,"5","01","D","105","D","2014","D",.,"A",36,"D","03","D",270,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",270,"D",270,"D",270,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","TOY"
"20161","03166764",20,0,"1","02","D","105","D","2015","D",.,"A",39,"D","01","D",255,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",255,"D",255,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2016","D","HON"
"20161","03167684",15,0,"5","01","D","105","D","2015","D",.,"A",36,"D","01","D",345,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",345,"D",345,"D",345,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","D",,"A","2015","D","VOK"
"20161","03167814",17,0,"5","01","D","105","D","2015","D",.,"A",36,"D","11","D",400,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","HON"
"20161","03168784",17,0,"5","01","D","105","D","2014","D",.,"A",36,"D","05","D",290,"D","3","D",.,"A",3000,"D",.,"A",.,"A",,"A",290,"D",290,"D",290,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","MAZ"
"20161","03169264",19,0,"5","01","D","105","D","2015","D",.,"A",36,"D","01","D",179,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",179,"D",179,"D",179,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","D",,"A","2015","D","GMC"
"20161","03169604",10,0,"5","02","D","105","D","2015","D",.,"A",36,"D","08","D",420,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",420,"D",420,"D",420,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","D",,"A","2015","D","CHE"
"20161","03170424",13,0,"5","02","D","105","D","2015","D",.,"A",36,"D","10","D",.,"C","3","D",.,"A",.,"A",.,"C",.,"A",,"A",575,"F",575,"F",575,"F",50,"F",50,"F",50,"F",.,"B",.,"A","D",,"A","2015","D","BUI"
"20161","03170434",27,0,"5","01","D","105","D","2014","D",.,"A",36,"D","11","D",479,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",479,"D",479,"D",479,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","CHE"
"20161","03171024",15,0,"5","01","D","105","D","2014","D",.,"A",36,"D","08","F",.,"C","3","D",.,"A",.,"A",.,"C",.,"A",,"A",279,"F",279,"F",279,"F",.,"A",.,"A",.,"A",.,"B",.,"A","D",,"A","2014","D","CHE"
"20161","03171104",11,0,"5","01","D","105","D","2015","D",.,"A",60,"D","09","D",550,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",550,"D",550,"D",550,"D",15,"D",15,"D",15,"D",3000,"D",.,"A","D",,"A","2015","D","TOY"
"20161","03171414",38,0,"5","01","D","105","D","2015","D",.,"A",36,"D","07","D",449,"D","3","D",.,"A",.,"A",4500,"D",.,"A",,"A",449,"D",449,"D",449,"D",.,"A",.,"A",.,"A",4500,"D",.,"A","D",,"A","2015","D","SUB"
"20161","03171564",14,0,"5","01","D","105","D","2013","D",.,"A",36,"D","12","D",345,"D","3","D",.,"A",5000,"D",.,"A",.,"A",,"A",345,"D",345,"D",345,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2012","D","SUB"
"20161","03171564",15,0,"5","02","D","105","D","2014","D",.,"A",36,"D","12","D",292,"D","3","D",.,"A",.,"A",2700,"D",.,"A",,"A",292,"D",292,"D",292,"D",.,"A",.,"A",.,"A",2700,"D",.,"A","D",,"A","2015","D","SUB"
"20161","03171564",16,0,"5","03","D","105","D","2015","D",.,"A",36,"D","11","D",.,"C","3","D",.,"A",.,"A",.,"C",.,"A",,"A",350,"F",350,"F",350,"F",.,"A",.,"A",.,"A",.,"B",.,"A","D",,"A","2014","D","AUD"
"20161","03171744",10,0,"5","01","D","105","D","2014","D",.,"A",36,"D","12","D",250,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","HON"
"20161","03172134",7,0,"5","01","D","105","D","1998","D",.,"A",.,"C","05","F",.,"C",,"C",.,"A",.,"A",.,"A",.,"A",,"A",420,"F",420,"F",420,"F",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","F","TOY"
"20161","03172824",11,0,"5","01","D","105","D","2015","D",.,"A",42,"D","05","F",338,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",338,"D",338,"D",338,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","D",,"A","2015","D","HYU"
"20161","03173124",18,0,"5","01","D","105","D","2014","D",.,"A",24,"D","04","D",475,"D","3","D",.,"A",.,"A",.,"A",.,"A","12","D",475,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","TOY"
"20161","03173124",19,0,"1","02","D","105","D","2016","D",.,"A",24,"D","03","D",474,"D","3","D",.,"A",400,"D",1800,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1800,"D",.,"A","D",,"A","2016","D","TOY"
"20161","03173224",11,0,"1","02","D","105","D","2005","D",.,"A",40,"D","02","D",300,"D","3","D",.,"A",.,"A",450,"D",.,"A",,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",450,"D",.,"A","D",,"A","2016","D","NIS"
"20161","03173364",13,0,"5","01","D","105","D","2015","D",.,"A",36,"D","09","D",129,"D","3","D",.,"A",12000,"D",.,"A",.,"A",,"A",129,"D",129,"D",129,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","TOY"
"20161","03173784",27,0,"5","01","D","105","D","2014","D",.,"A",36,"D","11","D",470,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",470,"D",470,"D",470,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","CAD"
"20161","03173974",16,0,"5","01","D","105","D","2015","D",.,"A",48,"D","04","D",470,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",470,"D",470,"D",470,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","KIA"
"20161","03184753",11,0,"5","01","D","105","D","2014","D",.,"A",24,"D","03","D",485,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",485,"D",485,"D",485,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","HON"
"20161","03184783",21,0,"5","01","D","105","D","2014","D",.,"A",36,"D","07","D",365,"D","3","D",.,"A",3000,"D",.,"A",.,"A",,"A",365,"D",365,"D",365,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2014","D","CHE"
"20161","03185133",15,0,"1","01","D","105","D","2016","D",.,"A",24,"D","12","D",121,"D","3","D",.,"A",1000,"D",.,"A",.,"A",,"A",.,"A",.,"A",121,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","CHE"
"20161","03185743",12,0,"5","01","D","105","D","2015","D",.,"A",36,"D","05","F",288,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",288,"D",288,"D",288,"D",.,"A",.,"A",.,"A",.,"A",.,"A","D",,"A","2015","D","VOK"
