"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CLOTHYA","CLOTHYA_","CLOTHMOA","CLOT_MOA","CLOTHXA","CLOTHXA_","AGE_SEXA","AGE__EXA","CLOGFTA","CLOGFTA_","CLOTHA1","CLOTHA1_","CLOTHA2","CLOTHA2_","CLOTHA3","CLOTHA3_","CLOTHA4","CLOTHA4_","CLOTHA5","CLOTHA5_","CLOTHA6","CLOTHA6_","CLOTHA7","CLOTHA7_","CLOTHA8","CLOTHA8_","CLOTHA9","CLOTHA9_","CLAPURCH"
"20163","03348463",4,2,"1","280","D","08","D",143,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348463",4,3,"1","230","D","08","D",34,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348463",4,4,"1","170","D","08","D",26,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348463",4,5,"1","145","D","08","D",132,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348503",3,0,"1","170","D","08","D",120,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348503",4,0,"1","280","D","08","D",5,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348543",2,0,"1","145","D","06","D",30,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348543",3,0,"1","150","D","06","D",40,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348543",4,0,"1","220","D","07","D",20,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348543",5,0,"1","240","D","06","D",40,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348543",6,0,"1","280","D","06","D",200,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348573",2,0,"1","145","D","08","D",17,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348673",3,0,"1","110","D","08","D",103,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348673",4,0,"1","275","D","08","D",.,"H","4","D","2","D","145","D","150","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348673",4,1,"1","145","D","08","D",56,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348673",4,2,"1","150","D","08","D",9,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348673",5,0,"1","280","D","08","D",.,"H",,"B","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348673",5,200,"1","280","D","08","D",24,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348673",5,400,"1","280","D","08","D",41,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348723",1,0,"2","145","D","06","D",27,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348743",1,0,"1","275","D","08","D",.,"H","3","D","2","D","150","D","145","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348743",1,1,"1","150","D","08","D",25,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348743",1,2,"1","145","D","08","D",29,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348743",2,0,"1","270","D","08","D",.,"H","3","D","2","D","200","D","150","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348743",2,1,"1","150","D","08","D",100,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348813",2,0,"1","900","D","07","D",.,"H","4","D","2","D","900","D","150","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348813",2,1,"1","145","D","07","D",99,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348813",2,2,"1","150","D","07","D",69,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348813",2,3,"1","180","D","07","D",99,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348813",2,4,"1","200","D","07","D",24,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348813",2,5,"1","230","D","07","D",99,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348813",2,6,"1","240","D","07","D",52,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348813",2,7,"1","250","D","07","D",206,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348813",2,8,"1","280","D","07","D",52,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348813",3,0,"1","900","D","07","D",.,"H","2","F","2","D","900","D","145","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348813",3,1,"1","145","D","07","D",95,"E","2","F","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348813",3,2,"1","200","D","07","D",61,"E","2","F","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348813",3,3,"1","280","D","07","D",94,"E","2","F","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348813",4,0,"1","280","D","08","D",250,"D","4","F","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348943",2,0,"1","145","D","06","D",60,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03348943",3,0,"1","280","D","06","D",50,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349003",2,0,"1","145","D","07","D",60,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349003",3,0,"1","145","D","07","D",250,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349003",4,0,"1","150","D","07","D",30,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349003",5,0,"1","280","D","07","D",60,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349003",6,0,"1","280","D","07","D",60,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349033",8,0,"1","900","D","07","D",.,"H","3","D","1","D","145","D","280","D","150","D",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349033",8,1,"1","145","D","07","D",36,"E","3","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349033",8,2,"1","280","D","07","D",365,"E","3","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349033",8,3,"1","150","D","07","D",1099,"E","3","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349033",9,0,"1","900","D","07","D",.,"H","4","D","1","D","280","D","170","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349033",9,1,"1","280","D","07","D",66,"E","4","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349033",9,2,"1","170","D","07","D",84,"E","4","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349033",10,0,"1","150","D","07","D",200,"D","4","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349033",11,0,"1","900","D","08","D",.,"H","3","D","1","D","145","D","280","D","150","D",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349033",11,1,"1","145","D","08","D",12,"E","3","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349033",11,2,"1","280","D","08","D",121,"E","3","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349033",11,3,"1","150","D","08","D",367,"E","3","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349033",12,0,"1","280","D","07","D",250,"D","2","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349033",13,0,"2","145","D","06","D",80,"D","2","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349033",14,0,"2","240","D","06","D",100,"D","4","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349053",1,0,"1","145","D","07","D",43,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349053",2,0,"1","230","D","08","D",43,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349073",1,0,"1","900","D","08","D",.,"H",,"B","2","D","145","D","200","D","210","D","280","D","150","D",,"A",,"A",,"A",,"A",
"20163","03349073",1,201,"1","145","D","08","D",45,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349073",1,202,"1","200","D","08","D",15,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349073",1,203,"1","210","D","08","D",9,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349073",1,204,"1","280","D","08","D",75,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349073",1,205,"1","150","D","08","D",75,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349073",1,401,"1","145","D","08","D",73,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349073",1,402,"1","280","D","08","D",43,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349073",1,403,"1","150","D","08","D",65,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349093",4,0,"1","180","D","08","D",16,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349093",5,0,"1","145","D","08","D",9,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349093",6,0,"1","145","D","08","D",9,"D","1","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349093",7,0,"1","150","D","08","D",9,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349093",8,0,"1","240","D","06","D",27,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349143",2,0,"1","145","D","08","D",16,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349153",2,0,"1","900","D","07","D",.,"H",,"B","2","D","200","D","170","D","145","D","280","D",,"A",,"A",,"A",,"A",,"A",
"20163","03349153",2,101,"1","200","D","07","D",24,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349153",2,102,"1","145","D","07","D",38,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349153",2,103,"1","280","D","07","D",39,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349153",2,201,"1","200","D","07","D",16,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349153",2,202,"1","170","D","07","D",27,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349153",2,203,"1","145","D","07","D",18,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349153",2,204,"1","280","D","07","D",36,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349153",2,301,"1","200","D","07","D",10,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349153",2,302,"1","145","D","07","D",6,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349153",2,303,"1","280","D","07","D",60,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349153",2,501,"1","145","D","07","D",51,"E","5","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349153",2,502,"1","280","D","07","D",25,"E","5","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349183",2,0,"1","280","D","08","D",.,"H",,"B","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349183",2,200,"1","280","D","08","D",181,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349183",2,400,"1","280","D","08","D",149,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349183",3,0,"2","150","D","06","D",96,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349183",4,0,"2","240","D","06","D",320,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349213",3,0,"1","145","D","08","D",150,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349213",4,0,"1","145","D","08","D",150,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349213",5,0,"1","150","D","08","D",200,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349213",6,0,"1","150","D","07","D",60,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349213",7,0,"1","280","D","08","D",80,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349243",1,0,"1","145","D","06","D",.,"H",,"B","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349243",1,100,"1","145","D","06","D",51,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349243",1,200,"1","145","D","06","D",49,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349243",2,0,"1","280","D","07","D",75,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349263",1,0,"1","210","D","08","D",11,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349263",2,0,"1","250","D","08","D",64,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349263",3,0,"1","280","D","08","D",32,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349263",4,0,"2","150","D","06","D",12,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349293",5,0,"1","145","D","08","D",15,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349323",2,0,"1","130","D","08","D",20,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349323",3,0,"1","145","D","08","D",20,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349323",4,0,"1","150","D","08","D",40,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349323",5,0,"1","200","D","08","D",45,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349323",6,0,"1","280","D","08","D",80,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349323",7,0,"1","280","D","08","D",119,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349323",8,0,"2","145","D","06","D",100,"D","1","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349323",9,0,"2","220","D","06","D",25,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349323",10,0,"2","150","D","06","D",20,"D","3","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349323",11,0,"2","145","D","06","D",10,"D","3","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349323",12,0,"2","145","D","06","D",50,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349323",13,0,"2","145","D","06","D",30,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349333",2,0,"1","145","D","07","D",17,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349333",3,0,"1","150","D","07","D",30,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349333",4,0,"1","150","D","07","D",28,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349333",5,0,"1","200","D","07","D",19,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349333",6,0,"1","200","D","07","D",13,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349333",7,0,"1","210","D","07","D",11,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349333",8,0,"1","250","D","08","D",64,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349333",9,0,"1","250","D","08","D",83,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349333",10,0,"1","250","D","08","D",14,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349333",11,0,"1","250","D","08","D",16,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349333",12,0,"1","280","D","08","D",107,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349383",2,0,"1","220","D","08","D",161,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349383",3,0,"1","230","D","08","D",32,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349383",4,0,"2","230","D","06","D",50,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349383",5,0,"2","230","D","06","D",21,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349393",2,0,"1","380","D","07","D",50,"D",,"B","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349403",3,0,"1","275","D","06","D",.,"H","2","D","2","D","150","D","145","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349403",3,1,"1","150","D","06","D",159,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349403",3,2,"1","145","D","06","D",91,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349403",4,0,"1","150","D","07","D",130,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349403",5,0,"1","280","D","07","D",130,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349423",1,0,"1","150","D","08","D",65,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349423",2,0,"1","145","D","08","D",22,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349423",3,0,"1","150","D","08","D",24,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349423",4,0,"1","145","D","08","D",16,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349423",5,0,"1","145","D","08","D",27,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349423",6,0,"1","210","D","08","D",.,"H",,"B","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349423",6,100,"1","210","D","08","D",6,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349423",6,400,"1","210","D","08","D",5,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349423",7,0,"1","280","D","08","D",.,"H",,"B","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349423",7,100,"1","280","D","08","D",58,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349423",7,400,"1","280","D","08","D",48,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349423",8,0,"2","150","D","06","D",.,"H",,"B","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349423",8,100,"2","150","D","06","D",149,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349423",8,400,"2","150","D","06","D",121,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349493",1,0,"1","170","D","08","D",80,"F","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349523",6,0,"1","275","D","08","D",.,"H","1","D","2","D","150","D","145","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349523",6,1,"1","150","D","08","D",17,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349523",6,2,"1","145","D","08","D",8,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349523",7,0,"1","250","D","08","D",20,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349583",1,0,"1","250","D","08","D",.,"H",,"B","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349583",1,300,"1","250","D","08","D",98,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349583",1,400,"1","250","D","08","D",102,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349603",2,0,"1","145","D","06","D",100,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349603",3,0,"1","150","D","06","D",60,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349603",4,0,"1","200","D","07","D",25,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349603",5,0,"1","240","D","06","D",30,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349633",1,0,"1","310","D","06","D",140,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349633",2,0,"1","310","D","07","D",140,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349633",3,0,"1","310","D","08","D",140,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349713",2,0,"1","900","D","08","D",.,"H","3","D","2","D","150","D","280","D","145","D",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349713",2,1,"1","150","D","08","D",55,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349713",2,2,"1","280","D","08","D",138,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349713",2,3,"1","145","D","08","D",74,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349713",3,0,"1","900","D","08","D",.,"H","2","D","2","D","150","D","200","D","280","D","145","D",,"A",,"A",,"A",,"A",,"A",
"20163","03349713",3,1,"1","150","D","08","D",99,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349713",3,2,"1","200","D","08","D",130,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349713",3,3,"1","280","D","08","D",125,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349713",3,4,"1","145","D","08","D",58,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349713",4,0,"1","900","D","08","D",.,"H","4","D","1","D","150","D","200","D","280","D","145","D",,"A",,"A",,"A",,"A",,"A",
"20163","03349713",4,1,"1","150","D","08","D",131,"E","4","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349713",4,2,"1","200","D","08","D",32,"E","4","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349713",4,3,"1","280","D","08","D",54,"E","4","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349713",4,4,"1","145","D","08","D",128,"E","4","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20163","03349723",1,0,"1","275","D","07","D",.,"H","4","D","2","D","150","D","145","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
