"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CLOTHYA","CLOTHYA_","CLOTHMOA","CLOT_MOA","CLOTHXA","CLOTHXA_","AGE_SEXA","AGE__EXA","CLOGFTA","CLOGFTA_","CLOTHA1","CLOTHA1_","CLOTHA2","CLOTHA2_","CLOTHA3","CLOTHA3_","CLOTHA4","CLOTHA4_","CLOTHA5","CLOTHA5_","CLOTHA6","CLOTHA6_","CLOTHA7","CLOTHA7_","CLOTHA8","CLOTHA8_","CLOTHA9","CLOTHA9_","CLAPURCH"
"20161","03088744",3,0,"1","100","D","11","D",74,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03088744",4,0,"1","145","D","11","D",64,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03088744",5,0,"1","260","D","10","D",11,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03088784",1,0,"1","275","D","12","D",.,"H","2","D","2","D","150","D","145","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03088784",1,1,"1","150","D","12","D",39,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03088784",1,2,"1","145","D","12","D",41,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03088894",3,0,"1","145","D","12","D",108,"D","3","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03088894",4,0,"1","280","D","12","D",30,"D","2","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03088894",5,0,"1","280","D","12","D",60,"D","2","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03088914",1,0,"1","100","D","12","D",89,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03088954",3,0,"1","150","D","11","D",100,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089104",1,0,"1","145","D","10","D",16,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089104",2,0,"1","280","D","11","D",35,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089124",1,0,"1","150","D","11","D",77,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089134",6,0,"1","145","D","11","D",9,"D","2","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089134",7,0,"1","240","D","12","D",20,"D","2","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089134",8,0,"1","240","D","12","D",42,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089134",9,0,"1","230","D","11","D",33,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089134",10,0,"1","280","D","10","D",50,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089134",11,0,"1","280","D","10","D",66,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089134",12,0,"1","280","D","10","D",80,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",5,0,"1","100","D","12","D",.,"H",,"B","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",5,300,"1","100","D","12","D",30,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",5,400,"1","100","D","12","D",30,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",6,0,"1","100","D","10","D",32,"D","3","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",7,0,"1","145","D","10","D",55,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",8,0,"1","270","D","12","D",.,"H",,"B","1","D","150","D","170","D","145","D",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",8,301,"1","150","D","12","D",15,"E","3","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",8,302,"1","145","D","12","D",45,"E","3","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",8,401,"1","150","D","12","D",8,"E","4","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",8,402,"1","170","D","12","D",33,"E","4","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",8,403,"1","145","D","12","D",19,"E","4","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",9,0,"1","145","D","11","D",75,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",10,0,"1","275","D","11","D",.,"H",,"B","2","D","150","D","145","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",10,301,"1","150","D","11","D",8,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",10,302,"1","145","D","11","D",27,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",10,401,"1","150","D","11","D",12,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",10,402,"1","145","D","11","D",23,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",11,0,"1","220","D","10","D",.,"H",,"B","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",11,300,"1","220","D","10","D",12,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",11,400,"1","220","D","10","D",13,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",12,0,"1","170","D","12","D",54,"D","2","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",13,0,"1","230","D","12","D",12,"D","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",14,0,"1","260","D","10","D",25,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",15,0,"1","260","D","10","D",15,"D","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",16,0,"1","260","D","11","D",100,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",17,0,"1","280","D","12","D",30,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",18,0,"1","380","D","11","D",120,"D",,"B","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",19,0,"2","100","D","10","D",53,"D","1","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089164",20,0,"2","150","D","10","D",42,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",10,0,"1","100","D","12","D",179,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",11,0,"1","100","D","12","D",200,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",12,0,"1","100","D","12","D",214,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",13,0,"1","145","D","12","D",13,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",14,0,"1","145","D","12","D",14,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",15,0,"1","145","D","12","D",14,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",16,0,"1","145","D","12","D",14,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",17,0,"1","145","D","12","D",12,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",18,0,"1","145","D","12","D",14,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",19,0,"1","145","D","12","D",14,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",20,0,"1","145","D","12","D",15,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",21,0,"1","145","D","12","D",19,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",22,0,"1","150","D","12","D",19,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",23,0,"1","150","D","12","D",19,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",24,0,"1","150","D","12","D",16,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",25,0,"1","145","D","12","D",20,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",26,0,"1","145","D","12","D",27,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",27,0,"1","145","D","12","D",20,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",28,0,"1","150","D","12","D",16,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",29,0,"1","100","D","12","D",179,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",30,0,"1","145","D","12","D",72,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",31,0,"1","145","D","12","D",47,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",32,0,"1","145","D","12","D",170,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",33,0,"1","145","D","12","D",60,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",34,0,"1","145","D","12","D",143,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",35,0,"1","150","D","12","D",52,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",36,0,"1","200","D","12","D",28,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",37,0,"1","200","D","12","D",20,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",38,0,"1","200","D","12","D",28,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",39,0,"1","210","D","12","D",48,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",40,0,"1","280","D","12","D",165,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",41,0,"1","280","D","12","D",93,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",42,0,"1","280","D","12","D",121,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",43,0,"1","230","D","12","D",130,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",44,0,"1","230","D","12","D",114,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",45,0,"1","230","D","12","D",63,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",46,0,"1","230","D","12","D",88,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089204",47,0,"1","230","D","12","D",99,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089224",2,0,"1","280","D","11","D",32,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089304",2,0,"1","900","D","12","D",.,"H","2","D","2","D","145","D","280","D","150","D",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089304",2,1,"1","145","D","12","D",39,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089304",2,2,"1","280","D","12","D",74,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089304",2,3,"1","150","D","12","D",46,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089394",1,0,"1","330","D","12","D",.,"H","2","F","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089394",1,1,"1","200","D","12","D",24,"E","2","F","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089394",1,2,"1","230","D","12","D",27,"E","2","F","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089394",1,3,"1","310","D","12","D",55,"E","2","F","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089444",3,0,"1","100","D","12","D",50,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089514",3,0,"1","900","D","12","D",.,"H",,"B","2","D","145","D","150","D","170","D","200","D","180","D","280","D","100","D",,"A",,"A",
"20161","03089514",3,101,"1","145","D","12","D",35,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089514",3,102,"1","150","D","12","D",46,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089514",3,103,"1","280","D","12","D",67,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089514",3,104,"1","100","D","12","D",44,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089514",3,201,"1","145","D","12","D",57,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089514",3,202,"1","150","D","12","D",86,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089514",3,203,"1","170","D","12","D",143,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089514",3,204,"1","200","D","12","D",60,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089514",3,205,"1","280","D","12","D",80,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089514",3,206,"1","100","D","12","D",136,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089514",3,401,"1","145","D","12","D",25,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089514",3,402,"1","150","D","12","D",18,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089514",3,403,"1","170","D","12","D",28,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089514",3,404,"1","200","D","12","D",9,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089514",3,405,"1","280","D","12","D",36,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089514",3,406,"1","100","D","12","D",30,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089614",1,0,"1","270","D","11","D",.,"H","2","D","2","D","145","D","150","D","200","D","220","D","100","D",,"A",,"A",,"A",,"A",
"20161","03089614",1,1,"1","145","D","11","D",9,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089614",1,2,"1","150","D","11","D",29,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089614",1,3,"1","200","D","11","D",72,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089614",1,4,"1","220","D","11","D",70,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089614",1,5,"1","100","D","11","D",70,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089614",2,0,"2","270","D","10","D",.,"H","2","D","2","D","250","D","100","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089614",2,1,"2","100","D","10","D",200,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089614",3,0,"2","170","D","10","D",150,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089654",5,0,"1","270","D","11","D",.,"H","3","D","2","D","150","D","210","D","200","D","100","D","220","D","145","D",,"A",,"A",,"A",
"20161","03089654",5,1,"1","150","D","11","D",74,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089654",5,2,"1","100","D","11","D",37,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089654",5,3,"1","220","D","11","D",15,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089654",5,4,"1","145","D","11","D",74,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089654",6,0,"1","270","D","11","D",.,"H","4","D","2","D","150","D","210","D","200","D","100","D","220","D","145","D",,"A",,"A",,"A",
"20161","03089654",6,1,"1","150","D","11","D",114,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089654",6,2,"1","100","D","11","D",32,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089654",6,3,"1","145","D","11","D",54,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089654",7,0,"1","280","D","10","D",.,"H",,"B","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089654",7,300,"1","280","D","10","D",23,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089654",7,400,"1","280","D","10","D",22,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089654",8,0,"2","260","D","10","D",.,"H",,"B","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089654",8,300,"2","260","D","10","D",15,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089654",8,400,"2","260","D","10","D",15,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089794",1,0,"1","145","D","12","D",50,"D","1","F","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089814",1,0,"1","275","D","12","D",.,"H","1","D","2","D","150","D","145","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089814",1,1,"1","150","D","12","D",172,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03089814",1,2,"1","145","D","12","D",28,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090084",1,0,"1","310","D","13","D",40,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090094",2,0,"1","100","D","11","D",50,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090094",3,0,"1","200","D","11","D",7,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090094",4,0,"1","220","D","12","D",30,"D","5","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090134",1,0,"1","900","D","11","D",.,"H","1","D","2","D","280","D","150","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090134",1,1,"1","280","D","11","D",13,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090134",1,2,"1","150","D","11","D",9,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090224",3,0,"1","220","D","11","D",80,"D","4","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090224",4,0,"2","900","D","10","D",.,"H","1","D","2","D","150","D","280","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090224",4,1,"2","150","D","10","D",113,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090224",4,2,"2","280","D","10","D",112,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090224",5,0,"2","310","D","10","D",12,"D","5","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090224",6,0,"2","260","D","10","D",20,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090234",1,0,"1","270","D","12","D",.,"H","1","D","2","D","145","D","100","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090234",1,1,"1","145","D","12","D",1200,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090244",12,0,"1","210","D","12","D",.,"H",,"B","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090244",12,100,"1","210","D","12","D",16,"E","1","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090244",12,200,"1","210","D","12","D",17,"E","2","D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090244",13,0,"1","220","D","11","D",21,"D","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090244",14,0,"1","145","D","11","D",16,"D","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090244",15,0,"1","150","D","11","D",16,"D","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090244",16,0,"1","145","D","11","D",18,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090244",17,0,"1","150","D","11","D",29,"D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090244",18,0,"1","280","D","10","D",37,"D","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090274",1,0,"1","270","D","12","D",.,"H",,"B","2","D","145","D","200","D","210","D","150","D",,"A",,"A",,"A",,"A",,"A",
"20161","03090274",1,101,"1","145","D","12","D",14,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090274",1,102,"1","200","D","12","D",6,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090274",1,103,"1","210","D","12","D",7,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090274",1,104,"1","150","D","12","D",10,"E","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090274",1,201,"1","145","D","12","D",12,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090274",1,202,"1","200","D","12","D",10,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090274",1,203,"1","210","D","12","D",2,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090274",1,204,"1","150","D","12","D",13,"E","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090284",5,0,"1","380","D","11","D",371,"D",,"B","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090294",2,0,"1","145","D","12","D",60,"F","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090314",2,0,"1","145","D","12","D",38,"D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090394",1,0,"1","100","D","11","D",15,"D","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090394",2,0,"1","145","D","12","D",.,"H",,"B","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090394",2,300,"1","145","D","12","D",36,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090394",2,400,"1","145","D","12","D",72,"E","4","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090394",3,0,"1","900","D","11","D",.,"H","3","D","2","D","280","D","220","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090394",3,301,"1","110","D","11","D",15,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090394",3,302,"1","150","D","11","D",10,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
"20161","03090394",3,303,"1","200","D","11","D",4,"E","3","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
