"NEWID","REFMO","REFYR","UCC","PUBFLAG","VALUE","VALUE_","IMPNUM"
"02876234","01","2015","900180","2",20.8333,,"5"
"02876234","02","2015","900180","2",20.8333,,"1"
"02876234","02","2015","900180","2",20.8333,,"2"
"02876234","02","2015","900180","2",20.8333,,"3"
"02876234","02","2015","900180","2",20.8333,,"4"
"02876234","02","2015","900180","2",20.8333,,"5"
"02876234","12","2014","980000","2",6434.6667,,"1"
"02876234","12","2014","980000","2",6434.6667,,"2"
"02876234","12","2014","980000","2",6434.6667,,"3"
"02876234","12","2014","980000","2",6434.6667,,"4"
"02876234","12","2014","980000","2",6434.6667,,"5"
"02876234","01","2015","980000","2",6434.6667,,"1"
"02876234","01","2015","980000","2",6434.6667,,"2"
"02876234","01","2015","980000","2",6434.6667,,"3"
"02876234","01","2015","980000","2",6434.6667,,"4"
"02876234","01","2015","980000","2",6434.6667,,"5"
"02876234","02","2015","980000","2",6434.6667,,"1"
"02876234","02","2015","980000","2",6434.6667,,"2"
"02876234","02","2015","980000","2",6434.6667,,"3"
"02876234","02","2015","980000","2",6434.6667,,"4"
"02876234","02","2015","980000","2",6434.6667,,"5"
"02876234","12","2014","980071","2",6386.0833,,"1"
"02876234","12","2014","980071","2",6386.0833,,"2"
"02876234","12","2014","980071","2",6386.0833,,"3"
"02876234","12","2014","980071","2",6386.0833,,"4"
"02876234","12","2014","980071","2",6386.0833,,"5"
"02876234","01","2015","980071","2",6386.0833,,"1"
"02876234","01","2015","980071","2",6386.0833,,"2"
"02876234","01","2015","980071","2",6386.0833,,"3"
"02876234","01","2015","980071","2",6386.0833,,"4"
"02876234","01","2015","980071","2",6386.0833,,"5"
"02876234","02","2015","980071","2",6386.0833,,"1"
"02876234","02","2015","980071","2",6386.0833,,"2"
"02876234","02","2015","980071","2",6386.0833,,"3"
"02876234","02","2015","980071","2",6386.0833,,"4"
"02876234","02","2015","980071","2",6386.0833,,"5"
"02876264","12","2014","800940","2",351.1667,,"1"
"02876264","12","2014","800940","2",866,,"2"
"02876264","12","2014","800940","2",341.5,,"3"
"02876264","12","2014","800940","2",630.0833,,"4"
"02876264","12","2014","800940","2",399.5,,"5"
"02876264","01","2015","800940","2",351.1667,,"1"
"02876264","01","2015","800940","2",866,,"2"
"02876264","01","2015","800940","2",341.5,,"3"
"02876264","01","2015","800940","2",630.0833,,"4"
"02876264","01","2015","800940","2",399.5,,"5"
"02876264","02","2015","800940","2",351.1667,,"1"
"02876264","02","2015","800940","2",866,,"2"
"02876264","02","2015","800940","2",341.5,,"3"
"02876264","02","2015","800940","2",630.0833,,"4"
"02876264","02","2015","800940","2",399.5,,"5"
"02876264","12","2014","900000","2",4590.8333,,"1"
"02876264","12","2014","900000","2",11321.0833,,"2"
"02876264","12","2014","900000","2",4463.25,,"3"
"02876264","12","2014","900000","2",8236.6667,,"4"
"02876264","12","2014","900000","2",5222.4167,,"5"
"02876264","01","2015","900000","2",4590.8333,,"1"
"02876264","01","2015","900000","2",11321.0833,,"2"
"02876264","01","2015","900000","2",4463.25,,"3"
"02876264","01","2015","900000","2",8236.6667,,"4"
"02876264","01","2015","900000","2",5222.4167,,"5"
"02876264","02","2015","900000","2",4590.8333,,"1"
"02876264","02","2015","900000","2",11321.0833,,"2"
"02876264","02","2015","900000","2",4463.25,,"3"
"02876264","02","2015","900000","2",8236.6667,,"4"
"02876264","02","2015","900000","2",5222.4167,,"5"
"02876264","12","2014","980000","2",4590.8333,,"1"
"02876264","12","2014","980000","2",11321.0833,,"2"
"02876264","12","2014","980000","2",4463.25,,"3"
"02876264","12","2014","980000","2",8236.6667,,"4"
"02876264","12","2014","980000","2",5222.4167,,"5"
"02876264","01","2015","980000","2",4590.8333,,"1"
"02876264","01","2015","980000","2",11321.0833,,"2"
"02876264","01","2015","980000","2",4463.25,,"3"
"02876264","01","2015","980000","2",8236.6667,,"4"
"02876264","01","2015","980000","2",5222.4167,,"5"
"02876264","02","2015","980000","2",4590.8333,,"1"
"02876264","02","2015","980000","2",11321.0833,,"2"
"02876264","02","2015","980000","2",4463.25,,"3"
"02876264","02","2015","980000","2",8236.6667,,"4"
"02876264","02","2015","980000","2",5222.4167,,"5"
"02876264","12","2014","980071","2",4045.25,,"1"
"02876264","12","2014","980071","2",10775.5,,"2"
"02876264","12","2014","980071","2",3917.6667,,"3"
"02876264","12","2014","980071","2",7691.0833,,"4"
"02876264","12","2014","980071","2",4676.8333,,"5"
"02876264","01","2015","980071","2",4045.25,,"1"
"02876264","01","2015","980071","2",10775.5,,"2"
"02876264","01","2015","980071","2",3917.6667,,"3"
"02876264","01","2015","980071","2",7691.0833,,"4"
"02876264","01","2015","980071","2",4676.8333,,"5"
"02876264","02","2015","980071","2",4045.25,,"1"
"02876264","02","2015","980071","2",10775.5,,"2"
"02876264","02","2015","980071","2",3917.6667,,"3"
"02876264","02","2015","980071","2",7691.0833,,"4"
"02876264","02","2015","980071","2",4676.8333,,"5"
"02876284","12","2014","800940","2",255,,"1"
"02876284","12","2014","800940","2",255,,"2"
"02876284","12","2014","800940","2",255,,"3"
"02876284","12","2014","800940","2",255,,"4"
"02876284","12","2014","800940","2",255,,"5"
"02876284","01","2015","800940","2",255,,"1"
"02876284","01","2015","800940","2",255,,"2"
"02876284","01","2015","800940","2",255,,"3"
"02876284","01","2015","800940","2",255,,"4"
"02876284","01","2015","800940","2",255,,"5"
"02876284","02","2015","800940","2",255,,"1"
"02876284","02","2015","800940","2",255,,"2"
"02876284","02","2015","800940","2",255,,"3"
"02876284","02","2015","800940","2",255,,"4"
"02876284","02","2015","800940","2",255,,"5"
"02876284","12","2014","900000","2",3333.3333,,"1"
"02876284","12","2014","900000","2",3333.3333,,"2"
"02876284","12","2014","900000","2",3333.3333,,"3"
"02876284","12","2014","900000","2",3333.3333,,"4"
"02876284","12","2014","900000","2",3333.3333,,"5"
"02876284","01","2015","900000","2",3333.3333,,"1"
"02876284","01","2015","900000","2",3333.3333,,"2"
"02876284","01","2015","900000","2",3333.3333,,"3"
"02876284","01","2015","900000","2",3333.3333,,"4"
"02876284","01","2015","900000","2",3333.3333,,"5"
"02876284","02","2015","900000","2",3333.3333,,"1"
"02876284","02","2015","900000","2",3333.3333,,"2"
"02876284","02","2015","900000","2",3333.3333,,"3"
"02876284","02","2015","900000","2",3333.3333,,"4"
"02876284","02","2015","900000","2",3333.3333,,"5"
"02876284","12","2014","980000","2",3333.3333,,"1"
"02876284","12","2014","980000","2",3333.3333,,"2"
"02876284","12","2014","980000","2",3333.3333,,"3"
"02876284","12","2014","980000","2",3333.3333,,"4"
"02876284","12","2014","980000","2",3333.3333,,"5"
"02876284","01","2015","980000","2",3333.3333,,"1"
"02876284","01","2015","980000","2",3333.3333,,"2"
"02876284","01","2015","980000","2",3333.3333,,"3"
"02876284","01","2015","980000","2",3333.3333,,"4"
"02876284","01","2015","980000","2",3333.3333,,"5"
"02876284","02","2015","980000","2",3333.3333,,"1"
"02876284","02","2015","980000","2",3333.3333,,"2"
"02876284","02","2015","980000","2",3333.3333,,"3"
"02876284","02","2015","980000","2",3333.3333,,"4"
"02876284","02","2015","980000","2",3333.3333,,"5"
"02876284","12","2014","980071","2",2912.0833,,"1"
"02876284","12","2014","980071","2",2912.0833,,"2"
"02876284","12","2014","980071","2",2912.0833,,"3"
"02876284","12","2014","980071","2",2912.0833,,"4"
"02876284","12","2014","980071","2",2912.0833,,"5"
"02876284","01","2015","980071","2",2912.0833,,"1"
"02876284","01","2015","980071","2",2912.0833,,"2"
"02876284","01","2015","980071","2",2912.0833,,"3"
"02876284","01","2015","980071","2",2912.0833,,"4"
"02876284","01","2015","980071","2",2912.0833,,"5"
"02876284","02","2015","980071","2",2912.0833,,"1"
"02876284","02","2015","980071","2",2912.0833,,"2"
"02876284","02","2015","980071","2",2912.0833,,"3"
"02876284","02","2015","980071","2",2912.0833,,"4"
"02876284","02","2015","980071","2",2912.0833,,"5"
"02876294","12","2014","800940","2",966.6995,"T","1"
"02876294","12","2014","800940","2",966.6995,"T","2"
"02876294","12","2014","800940","2",966.6995,"T","3"
"02876294","12","2014","800940","2",966.6995,"T","4"
"02876294","12","2014","800940","2",966.6995,"T","5"
"02876294","01","2015","800940","2",966.6995,"T","1"
"02876294","01","2015","800940","2",966.6995,"T","2"
"02876294","01","2015","800940","2",966.6995,"T","3"
"02876294","01","2015","800940","2",966.6995,"T","4"
"02876294","01","2015","800940","2",966.6995,"T","5"
"02876294","02","2015","800940","2",966.6995,"T","1"
"02876294","02","2015","800940","2",966.6995,"T","2"
"02876294","02","2015","800940","2",966.6995,"T","3"
"02876294","02","2015","800940","2",966.6995,"T","4"
"02876294","02","2015","800940","2",966.6995,"T","5"
"02876294","12","2014","900160","2",13760.0348,"T","1"
"02876294","12","2014","900160","2",13760.0348,"T","2"
"02876294","12","2014","900160","2",13760.0348,"T","3"
"02876294","12","2014","900160","2",13760.0348,"T","4"
"02876294","12","2014","900160","2",13760.0348,"T","5"
"02876294","01","2015","900160","2",13760.0348,"T","1"
"02876294","01","2015","900160","2",13760.0348,"T","2"
"02876294","01","2015","900160","2",13760.0348,"T","3"
"02876294","01","2015","900160","2",13760.0348,"T","4"
"02876294","01","2015","900160","2",13760.0348,"T","5"
"02876294","02","2015","900160","2",13760.0348,"T","1"
"02876294","02","2015","900160","2",13760.0348,"T","2"
"02876294","02","2015","900160","2",13760.0348,"T","3"
"02876294","02","2015","900160","2",13760.0348,"T","4"
"02876294","02","2015","900160","2",13760.0348,"T","5"
"02876294","12","2014","900180","2",299.5,,"1"
"02876294","12","2014","900180","2",0.5,,"2"
"02876294","12","2014","900180","2",1243,,"3"
"02876294","12","2014","900180","2",84,,"4"
"02876294","12","2014","900180","2",1242.4167,,"5"
"02876294","01","2015","900180","2",299.5,,"1"
"02876294","01","2015","900180","2",0.5,,"2"
"02876294","01","2015","900180","2",1243,,"3"
"02876294","01","2015","900180","2",84,,"4"
"02876294","01","2015","900180","2",1242.4167,,"5"
"02876294","02","2015","900180","2",299.5,,"1"
"02876294","02","2015","900180","2",0.5,,"2"
"02876294","02","2015","900180","2",1243,,"3"
"02876294","02","2015","900180","2",84,,"4"
"02876294","02","2015","900180","2",1242.4167,,"5"
"02876294","12","2014","980000","2",14333.9181,"T","1"
"02876294","12","2014","980000","2",14333.9181,"T","2"
"02876294","12","2014","980000","2",14333.9181,"T","3"
"02876294","12","2014","980000","2",14333.9181,"T","4"
"02876294","12","2014","980000","2",14333.9181,"T","5"
"02876294","01","2015","980000","2",14333.9181,"T","1"
"02876294","01","2015","980000","2",14333.9181,"T","2"
"02876294","01","2015","980000","2",14333.9181,"T","3"
"02876294","01","2015","980000","2",14333.9181,"T","4"
"02876294","01","2015","980000","2",14333.9181,"T","5"
"02876294","02","2015","980000","2",14333.9181,"T","1"
"02876294","02","2015","980000","2",14333.9181,"T","2"
"02876294","02","2015","980000","2",14333.9181,"T","3"
"02876294","02","2015","980000","2",14333.9181,"T","4"
"02876294","02","2015","980000","2",14333.9181,"T","5"
"02876294","12","2014","980071","2",13200.5014,"T","1"
"02876294","12","2014","980071","2",13200.5014,"T","2"
"02876294","12","2014","980071","2",13200.5014,"T","3"
"02876294","12","2014","980071","2",13200.5014,"T","4"
"02876294","12","2014","980071","2",13200.5014,"T","5"
"02876294","01","2015","980071","2",13200.5014,"T","1"
"02876294","01","2015","980071","2",13200.5014,"T","2"
"02876294","01","2015","980071","2",13200.5014,"T","3"
"02876294","01","2015","980071","2",13200.5014,"T","4"
"02876294","01","2015","980071","2",13200.5014,"T","5"
"02876294","02","2015","980071","2",13200.5014,"T","1"
"02876294","02","2015","980071","2",13200.5014,"T","2"
"02876294","02","2015","980071","2",13200.5014,"T","3"
"02876294","02","2015","980071","2",13200.5014,"T","4"
"02876294","02","2015","980071","2",13200.5014,"T","5"
"02876304","12","2014","800940","2",507.5833,,"1"
"02876304","12","2014","800940","2",730,,"2"
"02876304","12","2014","800940","2",336.4167,,"3"
"02876304","12","2014","800940","2",700.9167,,"4"
"02876304","12","2014","800940","2",398.25,,"5"
"02876304","01","2015","800940","2",507.5833,,"1"
"02876304","01","2015","800940","2",730,,"2"
"02876304","01","2015","800940","2",336.4167,,"3"
"02876304","01","2015","800940","2",700.9167,,"4"
"02876304","01","2015","800940","2",398.25,,"5"
"02876304","02","2015","800940","2",507.5833,,"1"
"02876304","02","2015","800940","2",730,,"2"
"02876304","02","2015","800940","2",336.4167,,"3"
"02876304","02","2015","800940","2",700.9167,,"4"
"02876304","02","2015","800940","2",398.25,,"5"
"02876304","12","2014","900000","2",4166.6667,,"1"
"02876304","12","2014","900000","2",4166.6667,,"2"
"02876304","12","2014","900000","2",4166.6667,,"3"
"02876304","12","2014","900000","2",4166.6667,,"4"
"02876304","12","2014","900000","2",4166.6667,,"5"
"02876304","01","2015","900000","2",4166.6667,,"1"
"02876304","01","2015","900000","2",4166.6667,,"2"
"02876304","01","2015","900000","2",4166.6667,,"3"
"02876304","01","2015","900000","2",4166.6667,,"4"
"02876304","01","2015","900000","2",4166.6667,,"5"
"02876304","02","2015","900000","2",4166.6667,,"1"
"02876304","02","2015","900000","2",4166.6667,,"2"
"02876304","02","2015","900000","2",4166.6667,,"3"
"02876304","02","2015","900000","2",4166.6667,,"4"
"02876304","02","2015","900000","2",4166.6667,,"5"
"02876304","12","2014","900160","2",1234.25,,"1"
"02876304","12","2014","900160","2",2688.0833,,"2"
"02876304","12","2014","900160","2",115.5833,,"3"
"02876304","12","2014","900160","2",2498.0833,,"4"
"02876304","12","2014","900160","2",519.5,,"5"
"02876304","01","2015","900160","2",1234.25,,"1"
"02876304","01","2015","900160","2",2688.0833,,"2"
"02876304","01","2015","900160","2",115.5833,,"3"
"02876304","01","2015","900160","2",2498.0833,,"4"
"02876304","01","2015","900160","2",519.5,,"5"
"02876304","02","2015","900160","2",1234.25,,"1"
"02876304","02","2015","900160","2",2688.0833,,"2"
"02876304","02","2015","900160","2",115.5833,,"3"
"02876304","02","2015","900160","2",2498.0833,,"4"
"02876304","02","2015","900160","2",519.5,,"5"
"02876304","12","2014","980000","2",5400.9167,,"1"
"02876304","12","2014","980000","2",6854.75,,"2"
"02876304","12","2014","980000","2",4282.25,,"3"
"02876304","12","2014","980000","2",6664.75,,"4"
"02876304","12","2014","980000","2",4686.1667,,"5"
"02876304","01","2015","980000","2",5400.9167,,"1"
"02876304","01","2015","980000","2",6854.75,,"2"
"02876304","01","2015","980000","2",4282.25,,"3"
"02876304","01","2015","980000","2",6664.75,,"4"
"02876304","01","2015","980000","2",4686.1667,,"5"
"02876304","02","2015","980000","2",5400.9167,,"1"
"02876304","02","2015","980000","2",6854.75,,"2"
"02876304","02","2015","980000","2",4282.25,,"3"
"02876304","02","2015","980000","2",6664.75,,"4"
"02876304","02","2015","980000","2",4686.1667,,"5"
"02876304","12","2014","980071","2",4716.9167,,"1"
"02876304","12","2014","980071","2",6170.75,,"2"
"02876304","12","2014","980071","2",3598.25,,"3"
"02876304","12","2014","980071","2",5980.75,,"4"
"02876304","12","2014","980071","2",4002.1667,,"5"
"02876304","01","2015","980071","2",4716.9167,,"1"
"02876304","01","2015","980071","2",6170.75,,"2"
"02876304","01","2015","980071","2",3598.25,,"3"
"02876304","01","2015","980071","2",5980.75,,"4"
"02876304","01","2015","980071","2",4002.1667,,"5"
"02876304","02","2015","980071","2",4716.9167,,"1"
"02876304","02","2015","980071","2",6170.75,,"2"
"02876304","02","2015","980071","2",3598.25,,"3"
"02876304","02","2015","980071","2",5980.75,,"4"
"02876304","02","2015","980071","2",4002.1667,,"5"
"02876424","12","2014","900030","2",1466.8333,,"1"
"02876424","12","2014","900030","2",1496.8333,,"2"
"02876424","12","2014","900030","2",2812.8333,,"3"
"02876424","12","2014","900030","2",2009.8333,,"4"
"02876424","12","2014","900030","2",1806.8333,,"5"
"02876424","01","2015","900030","2",1466.8333,,"1"
"02876424","01","2015","900030","2",1496.8333,,"2"
"02876424","01","2015","900030","2",2812.8333,,"3"
"02876424","01","2015","900030","2",2009.8333,,"4"
"02876424","01","2015","900030","2",1806.8333,,"5"
"02876424","02","2015","900030","2",1466.8333,,"1"
"02876424","02","2015","900030","2",1496.8333,,"2"
"02876424","02","2015","900030","2",2812.8333,,"3"
"02876424","02","2015","900030","2",2009.8333,,"4"
"02876424","02","2015","900030","2",1806.8333,,"5"
"02876424","12","2014","980000","2",1466.8333,,"1"
"02876424","12","2014","980000","2",1496.8333,,"2"
"02876424","12","2014","980000","2",2812.8333,,"3"
"02876424","12","2014","980000","2",2009.8333,,"4"
"02876424","12","2014","980000","2",1806.8333,,"5"
"02876424","01","2015","980000","2",1466.8333,,"1"
"02876424","01","2015","980000","2",1496.8333,,"2"
"02876424","01","2015","980000","2",2812.8333,,"3"
"02876424","01","2015","980000","2",2009.8333,,"4"
"02876424","01","2015","980000","2",1806.8333,,"5"
"02876424","02","2015","980000","2",1466.8333,,"1"
"02876424","02","2015","980000","2",1496.8333,,"2"
"02876424","02","2015","980000","2",2812.8333,,"3"
"02876424","02","2015","980000","2",2009.8333,,"4"
"02876424","02","2015","980000","2",1806.8333,,"5"
"02876424","12","2014","980071","2",1466.8333,,"1"
"02876424","12","2014","980071","2",1496.8333,,"2"
"02876424","12","2014","980071","2",2812.8333,,"3"
"02876424","12","2014","980071","2",2009.8333,,"4"
"02876424","12","2014","980071","2",1806.8333,,"5"
"02876424","01","2015","980071","2",1466.8333,,"1"
"02876424","01","2015","980071","2",1496.8333,,"2"
"02876424","01","2015","980071","2",2812.8333,,"3"
"02876424","01","2015","980071","2",2009.8333,,"4"
"02876424","01","2015","980071","2",1806.8333,,"5"
"02876424","02","2015","980071","2",1466.8333,,"1"
"02876424","02","2015","980071","2",1496.8333,,"2"
"02876424","02","2015","980071","2",2812.8333,,"3"
"02876424","02","2015","980071","2",2009.8333,,"4"
"02876424","02","2015","980071","2",1806.8333,,"5"
"02876444","12","2014","800940","2",168.9167,,"1"
"02876444","12","2014","800940","2",168.9167,,"2"
"02876444","12","2014","800940","2",168.9167,,"3"
"02876444","12","2014","800940","2",168.9167,,"4"
"02876444","12","2014","800940","2",168.9167,,"5"
"02876444","01","2015","800940","2",168.9167,,"1"
"02876444","01","2015","800940","2",168.9167,,"2"
"02876444","01","2015","800940","2",168.9167,,"3"
"02876444","01","2015","800940","2",168.9167,,"4"
"02876444","01","2015","800940","2",168.9167,,"5"
"02876444","02","2015","800940","2",168.9167,,"1"
"02876444","02","2015","800940","2",168.9167,,"2"
"02876444","02","2015","800940","2",168.9167,,"3"
"02876444","02","2015","800940","2",168.9167,,"4"
"02876444","02","2015","800940","2",168.9167,,"5"
"02876444","12","2014","900000","2",2208.3333,,"1"
"02876444","12","2014","900000","2",2208.3333,,"2"
"02876444","12","2014","900000","2",2208.3333,,"3"
"02876444","12","2014","900000","2",2208.3333,,"4"
"02876444","12","2014","900000","2",2208.3333,,"5"
"02876444","01","2015","900000","2",2208.3333,,"1"
"02876444","01","2015","900000","2",2208.3333,,"2"
"02876444","01","2015","900000","2",2208.3333,,"3"
"02876444","01","2015","900000","2",2208.3333,,"4"
"02876444","01","2015","900000","2",2208.3333,,"5"
"02876444","02","2015","900000","2",2208.3333,,"1"
"02876444","02","2015","900000","2",2208.3333,,"2"
"02876444","02","2015","900000","2",2208.3333,,"3"
"02876444","02","2015","900000","2",2208.3333,,"4"
"02876444","02","2015","900000","2",2208.3333,,"5"
"02876444","12","2014","980000","2",2208.3333,,"1"
"02876444","12","2014","980000","2",2208.3333,,"2"
"02876444","12","2014","980000","2",2208.3333,,"3"
"02876444","12","2014","980000","2",2208.3333,,"4"
"02876444","12","2014","980000","2",2208.3333,,"5"
"02876444","01","2015","980000","2",2208.3333,,"1"
"02876444","01","2015","980000","2",2208.3333,,"2"
"02876444","01","2015","980000","2",2208.3333,,"3"
"02876444","01","2015","980000","2",2208.3333,,"4"
"02876444","01","2015","980000","2",2208.3333,,"5"
"02876444","02","2015","980000","2",2208.3333,,"1"
"02876444","02","2015","980000","2",2208.3333,,"2"
"02876444","02","2015","980000","2",2208.3333,,"3"
"02876444","02","2015","980000","2",2208.3333,,"4"
"02876444","02","2015","980000","2",2208.3333,,"5"
"02876444","12","2014","980071","2",2869.3333,,"1"
"02876444","12","2014","980071","2",2869.3333,,"2"
"02876444","12","2014","980071","2",2869.3333,,"3"
"02876444","12","2014","980071","2",2869.3333,,"4"
"02876444","12","2014","980071","2",2869.3333,,"5"
"02876444","01","2015","980071","2",2869.3333,,"1"
"02876444","01","2015","980071","2",2869.3333,,"2"
"02876444","01","2015","980071","2",2869.3333,,"3"
"02876444","01","2015","980071","2",2869.3333,,"4"
"02876444","01","2015","980071","2",2869.3333,,"5"
"02876444","02","2015","980071","2",2869.3333,,"1"
"02876444","02","2015","980071","2",2869.3333,,"2"
"02876444","02","2015","980071","2",2869.3333,,"3"
"02876444","02","2015","980071","2",2869.3333,,"4"
"02876444","02","2015","980071","2",2869.3333,,"5"
"02876484","12","2014","800940","2",263.5833,,"1"
"02876484","12","2014","800940","2",238.0833,,"2"
"02876484","12","2014","800940","2",247.75,,"3"
"02876484","12","2014","800940","2",263.25,,"4"
"02876484","12","2014","800940","2",258.8333,,"5"
"02876484","01","2015","800940","2",263.5833,,"1"
"02876484","01","2015","800940","2",238.0833,,"2"
"02876484","01","2015","800940","2",247.75,,"3"
"02876484","01","2015","800940","2",263.25,,"4"
"02876484","01","2015","800940","2",258.8333,,"5"
"02876484","02","2015","800940","2",263.5833,,"1"
"02876484","02","2015","800940","2",238.0833,,"2"
"02876484","02","2015","800940","2",247.75,,"3"
"02876484","02","2015","800940","2",263.25,,"4"
"02876484","02","2015","800940","2",258.8333,,"5"
"02876484","12","2014","900000","2",3445.4167,,"1"
"02876484","12","2014","900000","2",3111.1667,,"2"
"02876484","12","2014","900000","2",3237.5833,,"3"
"02876484","12","2014","900000","2",3441,,"4"
"02876484","12","2014","900000","2",3382.5833,,"5"
"02876484","01","2015","900000","2",3445.4167,,"1"
"02876484","01","2015","900000","2",3111.1667,,"2"
"02876484","01","2015","900000","2",3237.5833,,"3"
"02876484","01","2015","900000","2",3441,,"4"
"02876484","01","2015","900000","2",3382.5833,,"5"
"02876484","02","2015","900000","2",3445.4167,,"1"
"02876484","02","2015","900000","2",3111.1667,,"2"
"02876484","02","2015","900000","2",3237.5833,,"3"
"02876484","02","2015","900000","2",3441,,"4"
"02876484","02","2015","900000","2",3382.5833,,"5"
"02876484","12","2014","900150","2",90,,"1"
"02876484","12","2014","900150","2",90,,"2"
"02876484","12","2014","900150","2",90,,"3"
"02876484","12","2014","900150","2",90,,"4"
"02876484","12","2014","900150","2",90,,"5"
"02876484","01","2015","900150","2",90,,"1"
"02876484","01","2015","900150","2",90,,"2"
"02876484","01","2015","900150","2",90,,"3"
"02876484","01","2015","900150","2",90,,"4"
"02876484","01","2015","900150","2",90,,"5"
"02876484","02","2015","900150","2",90,,"1"
"02876484","02","2015","900150","2",90,,"2"
"02876484","02","2015","900150","2",90,,"3"
"02876484","02","2015","900150","2",90,,"4"
"02876484","02","2015","900150","2",90,,"5"
"02876484","12","2014","980000","2",3535.4167,,"1"
"02876484","12","2014","980000","2",3201.1667,,"2"
"02876484","12","2014","980000","2",3327.5833,,"3"
"02876484","12","2014","980000","2",3531,,"4"
"02876484","12","2014","980000","2",3472.5833,,"5"
"02876484","01","2015","980000","2",3535.4167,,"1"
"02876484","01","2015","980000","2",3201.1667,,"2"
"02876484","01","2015","980000","2",3327.5833,,"3"
"02876484","01","2015","980000","2",3531,,"4"
"02876484","01","2015","980000","2",3472.5833,,"5"
"02876484","02","2015","980000","2",3535.4167,,"1"
"02876484","02","2015","980000","2",3201.1667,,"2"
"02876484","02","2015","980000","2",3327.5833,,"3"
"02876484","02","2015","980000","2",3531,,"4"
"02876484","02","2015","980000","2",3472.5833,,"5"
"02876484","12","2014","980071","2",3674.4167,,"1"
"02876484","12","2014","980071","2",3340.1667,,"2"
"02876484","12","2014","980071","2",3466.5833,,"3"
"02876484","12","2014","980071","2",3670,,"4"
"02876484","12","2014","980071","2",3611.5833,,"5"
"02876484","01","2015","980071","2",3674.4167,,"1"
"02876484","01","2015","980071","2",3340.1667,,"2"
"02876484","01","2015","980071","2",3466.5833,,"3"
"02876484","01","2015","980071","2",3670,,"4"
"02876484","01","2015","980071","2",3611.5833,,"5"
"02876484","02","2015","980071","2",3674.4167,,"1"
"02876484","02","2015","980071","2",3340.1667,,"2"
"02876484","02","2015","980071","2",3466.5833,,"3"
"02876484","02","2015","980071","2",3670,,"4"
"02876484","02","2015","980071","2",3611.5833,,"5"
"02876564","12","2014","800940","2",82.9167,,"1"
"02876564","12","2014","800940","2",82.9167,,"2"
"02876564","12","2014","800940","2",82.9167,,"3"
"02876564","12","2014","800940","2",82.9167,,"4"
"02876564","12","2014","800940","2",82.9167,,"5"
"02876564","01","2015","800940","2",82.9167,,"1"
"02876564","01","2015","800940","2",82.9167,,"2"
"02876564","01","2015","800940","2",82.9167,,"3"
"02876564","01","2015","800940","2",82.9167,,"4"
"02876564","01","2015","800940","2",82.9167,,"5"
"02876564","02","2015","800940","2",82.9167,,"1"
"02876564","02","2015","800940","2",82.9167,,"2"
"02876564","02","2015","800940","2",82.9167,,"3"
"02876564","02","2015","800940","2",82.9167,,"4"
"02876564","02","2015","800940","2",82.9167,,"5"
"02876564","12","2014","900000","2",1083.3333,,"1"
"02876564","12","2014","900000","2",1083.3333,,"2"
"02876564","12","2014","900000","2",1083.3333,,"3"
"02876564","12","2014","900000","2",1083.3333,,"4"
"02876564","12","2014","900000","2",1083.3333,,"5"
"02876564","01","2015","900000","2",1083.3333,,"1"
"02876564","01","2015","900000","2",1083.3333,,"2"
"02876564","01","2015","900000","2",1083.3333,,"3"
"02876564","01","2015","900000","2",1083.3333,,"4"
"02876564","01","2015","900000","2",1083.3333,,"5"
"02876564","02","2015","900000","2",1083.3333,,"1"
"02876564","02","2015","900000","2",1083.3333,,"2"
"02876564","02","2015","900000","2",1083.3333,,"3"
"02876564","02","2015","900000","2",1083.3333,,"4"
"02876564","02","2015","900000","2",1083.3333,,"5"
"02876564","12","2014","900030","2",1704.9167,,"1"
"02876564","12","2014","900030","2",1704.9167,,"2"
"02876564","12","2014","900030","2",1704.9167,,"3"
"02876564","12","2014","900030","2",1704.9167,,"4"
"02876564","12","2014","900030","2",1704.9167,,"5"
"02876564","01","2015","900030","2",1704.9167,,"1"
"02876564","01","2015","900030","2",1704.9167,,"2"
"02876564","01","2015","900030","2",1704.9167,,"3"
"02876564","01","2015","900030","2",1704.9167,,"4"
"02876564","01","2015","900030","2",1704.9167,,"5"
"02876564","02","2015","900030","2",1704.9167,,"1"
"02876564","02","2015","900030","2",1704.9167,,"2"
"02876564","02","2015","900030","2",1704.9167,,"3"
"02876564","02","2015","900030","2",1704.9167,,"4"
"02876564","02","2015","900030","2",1704.9167,,"5"
"02876564","12","2014","980000","2",2788.25,,"1"
"02876564","12","2014","980000","2",2788.25,,"2"
"02876564","12","2014","980000","2",2788.25,,"3"
"02876564","12","2014","980000","2",2788.25,,"4"
"02876564","12","2014","980000","2",2788.25,,"5"
"02876564","01","2015","980000","2",2788.25,,"1"
"02876564","01","2015","980000","2",2788.25,,"2"
"02876564","01","2015","980000","2",2788.25,,"3"
"02876564","01","2015","980000","2",2788.25,,"4"
"02876564","01","2015","980000","2",2788.25,,"5"
"02876564","02","2015","980000","2",2788.25,,"1"
"02876564","02","2015","980000","2",2788.25,,"2"
"02876564","02","2015","980000","2",2788.25,,"3"
"02876564","02","2015","980000","2",2788.25,,"4"
"02876564","02","2015","980000","2",2788.25,,"5"
"02876564","12","2014","980071","2",2828,,"1"
"02876564","12","2014","980071","2",2828,,"2"
