"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","TELBSNZ","TELBSNZ_","TELRESD","TELRESD_","TELCELL","TELCELL_","TINTNET","TINTNET_","TCABLE","TCABLE_","BILPERD","BILPERD_","QADINE1X","QADI_E1X","QADINE2X","QADI_E2X","QADINE3X","QADI_E3X","QADCAB1X","QADC_B1X","QADCAB2X","QADC_B2X","QADCAB3X","QADC_B3X","TELRES1X","TELR_S1X","TELRES2X","TELR_S2X","TELRES3X","TELR_S3X","TELCEL1X","TELC_L1X","TELCEL2X","TELC_L2X","TELCEL3X","TELC_L3X","QADAPG1X","QADA_G1X","QADAPG2X","QADA_G2X","QADAPG3X","QADA_G3X"
"20151",3008012,60,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",60,"F",50,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",190,"F",200,"F",210,"F",.,"A",.,"A",.,"A"
"20151",3008042,10,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",150,"D",150,"D",.,"A",.,"A",.,"A"
"20151",3008052,31,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A"
"20151",3008052,32,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A"
"20151",3008062,23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A"
"20151",3008062,24,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",90,"D",90,"D",.,"A",.,"A",.,"A"
"20151",3008072,88,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",60,"F",45,"F",15,"F",.,"A",.,"A",.,"A",65,"F",80,"F",110,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008102,29,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"F",30,"F",38,"F",60,"F",90,"F",45,"F",20,"F",.,"A",37,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008122,23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",63,"D",63,"D",63,"D",.,"A",.,"A",.,"A"
"20151",3008172,6,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A"
"20151",3008182,43,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008182,44,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",220,"D",220,"D",220,"D",.,"A",.,"A",.,"A"
"20151",3008252,22,0,"1",.,"A","1","D","2","D","1","D","1","D",,"A",45,"F",45,"F",45,"F",106,"F",106,"F",106,"F",93,"G",94,"G",91,"G",106,"G",105,"G",108,"G",.,"A",.,"A",.,"A"
"20151",3008292,14,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",55,"D",55,"D",55,"D",.,"A",.,"A",.,"A"
"20151",3008302,38,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",47,"F",47,"F",47,"F",47,"F",47,"F",47,"F",48,"F",48,"F",48,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008302,39,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",50,"F",35,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",70,"F",20,"F",35,"F",.,"A",.,"A",.,"A"
"20151",3008322,22,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",76,"D",76,"D",76,"D",.,"A",.,"A",.,"A"
"20151",3008322,23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",80,"D",80,"D",.,"A",.,"A",.,"A"
"20151",3008332,54,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",80,"D",80,"D",.,"A",.,"A",.,"A"
"20151",3008332,55,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",80,"D",80,"D",.,"A",.,"A",.,"A"
"20151",3008362,32,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008362,33,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",162,"D",162,"D",162,"D",.,"A",.,"A",.,"A"
"20151",3008372,64,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"F",40,"F",47,"F",70,"F",75,"F",47,"F",50,"F",45,"F",48,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008372,65,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",255,"D",255,"D",255,"D",.,"A",.,"A",.,"A"
"20151",3008392,93,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",103,"D",103,"D",103,"D",.,"A",.,"A",.,"A"
"20151",3008392,94,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",43,"D",43,"D",43,"D",.,"A",.,"A",.,"A"
"20151",3008422,28,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",165,"D",165,"D",165,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008432,29,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",0,"F",50,"F",0,"F",0,"F",75,"F",0,"F",199,"F",74,"F",199,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008442,48,0,"1",0.5,"D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",75,"D",75,"D",.,"A",.,"A",.,"A"
"20151",3008452,25,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008462,32,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",102,"D",102,"D",102,"D",.,"A",.,"A",.,"A"
"20151",3008502,45,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",188,"D",188,"D",233,"D",.,"A",.,"A",.,"A"
"20151",3008502,46,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",50,"F",0,"F",39,"F",120,"F",0,"F",89,"F",30,"F",200,"F",72,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008512,60,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",48,"F",48,"F",60,"F",40,"F",40,"F",110,"F",98,"F",98,"F",16,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008512,61,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",220,"D",220,"D",200,"D",.,"A",.,"A",.,"A"
"20151",3008532,14,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A"
"20151",3008542,43,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"F",33,"F",40,"F",80,"F",33,"F",80,"F",4,"F",58,"F",4,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008542,44,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",89,"D",79,"D",79,"D",.,"A",.,"A",.,"A"
"20151",3008542,45,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A"
"20151",3008562,38,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",27,"D",27,"D",27,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008562,39,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",0,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"F",10,"F",10,"F",0,"F",0,"F",0,"F"
"20151",3008572,20,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",41,"D",41,"D",41,"D",77,"D",77,"D",77,"D",45,"F",45,"F",45,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008572,21,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",20,"D",20,"D",.,"A",.,"A",.,"A"
"20151",3008612,54,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",115,"D",115,"D",115,"D",.,"A",.,"A",.,"A"
"20151",3008632,34,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",110,"D",110,"D",110,"D",.,"A",.,"A",.,"A"
"20151",3008642,14,0,"1",.,"A","1","D",,"A","2","D","1","D",,"A",.,"A",.,"A",.,"A",80,"F",90,"F",100,"F",50,"F",40,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008652,34,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",60,"D",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008652,35,0,"1",.,"A",,"A","2","D","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"F",60,"F",60,"F",.,"A",.,"A",.,"A"
"20151",3008732,24,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",25,"F",20,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",26,"F",31,"F",31,"F",.,"A",.,"A",.,"A"
"20151",3008742,6,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",136,"D",136,"D",136,"D",.,"A",.,"A",.,"A"
"20151",3008762,23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",108,"D",108,"D",108,"D",.,"A",.,"A",.,"A"
"20151",3008852,15,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",40,"F",40,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",125,"F",125,"F",125,"F",.,"A",.,"A",.,"A"
"20151",3008862,32,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",30,"F",30,"F",35,"F",.,"A",.,"A",.,"A",48,"F",44,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008862,33,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",24,"D",24,"D",24,"D",.,"A",.,"A",.,"A"
"20151",3008872,15,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A"
"20151",3008872,16,0,"1",.,"A","1","D",,"A","2","D","2","D","4","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008882,17,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",0,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",130,"F",130,"F",130,"F",0,"F",0,"F",0,"F"
"20151",3008882,18,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008902,41,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",80,"D",80,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008902,42,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A"
"20151",3008912,17,0,"1",0.5,"D",,"A","2","D","1","D","2","D","3","D",45,"F",35,"F",35,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",33,"F",43,"F",43,"F",.,"A",.,"A",.,"A"
"20151",3008932,35,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",52,"D",52,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008932,36,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",20,"D",20,"D",.,"A",.,"A",.,"A"
"20151",3008942,31,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"D",45,"D",45,"D",.,"A",.,"A",.,"A"
"20151",3008962,28,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",0,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"F",45,"F",20,"F",.,"A",.,"A",.,"A"
"20151",3008962,29,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",30,"F",45,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"F",15,"F",60,"F",.,"A",.,"A",.,"A"
"20151",3008972,24,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",74,"D",74,"D",74,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3008972,25,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",310,"D",310,"D",310,"D",.,"A",.,"A",.,"A"
"20151",3008993,4,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",20,"D",20,"D",.,"A",.,"A",.,"A"
"20151",3009022,28,0,"1",.,"A","1","D","2","D","1","D","1","D",,"A",30,"F",65,"F",65,"F",100,"F",110,"F",120,"F",39,"G",19,"G",16,"G",51,"G",26,"G",19,"G",.,"A",.,"A",.,"A"
"20151",3009052,21,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",89,"D",89,"D",89,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009072,32,0,"1",.,"A",,"A","2","D","1","D","1","D",,"A",80,"F",80,"F",80,"F",150,"F",150,"F",150,"F",.,"A",.,"A",.,"A",350,"F",350,"F",350,"F",20,"F",20,"F",20,"F"
"20151",3009102,28,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",82,"D",82,"D",82,"D",.,"A",.,"A",.,"A"
"20151",3009112,15,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",52,"F",15,"F",52,"F",.,"A",.,"A",.,"A",37,"F",74,"F",37,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009112,16,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",60,"F",60,"F",60,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"F",150,"F",150,"F",.,"A",.,"A",.,"A"
"20151",3009132,33,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",130,"F",40,"F",130,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",14,"F",104,"F",14,"F",.,"A",.,"A",.,"A"
"20151",3009142,12,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",52,"F",20,"F",52,"F",.,"A",.,"A",.,"A",37,"F",69,"F",37,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009162,9,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",50,"F",50,"F",166,"V",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"F",120,"F",.,"A",.,"A",.,"A",.,"A"
"20151",3009172,24,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A"
"20151",3009202,4,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A"
"20151",3009252,36,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",33,"D",33,"D",33,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009252,37,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",60,"D",60,"D",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",101,"F",101,"F",101,"F",.,"A",.,"A",.,"A"
"20151",3009262,24,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",62,"F",0,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",18,"F",120,"F",90,"F",.,"A",.,"A",.,"A"
"20151",3009285,11,0,"1",.,"A","1","D",,"A","2","D","1","D",,"A",.,"A",.,"A",.,"A",50,"F",50,"F",50,"F",48,"F",48,"F",48,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009302,18,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",45,"F",166,"V",50,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"F",.,"A",120,"F",.,"A",.,"A",.,"A"
"20151",3009312,18,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",74,"D",78,"D",78,"D",.,"A",.,"A",.,"A"
"20151",3009352,36,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",150,"D",91,"D",.,"A",.,"A",.,"A"
"20151",3009362,23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A"
"20151",3009372,50,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",35,"D",35,"D",32,"F",50,"D",50,"D",83,"F",86,"F",86,"F",56,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009372,51,0,"1",.,"A",,"A","2","D","2","D","2","D","4","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009385,40,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009385,41,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",49,"F",60,"F",49,"F",89,"F",60,"F",89,"F",42,"F",60,"F",42,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009392,14,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",280,"D",195,"D",185,"D",.,"A",.,"A",.,"A"
"20151",3009442,23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",120,"D",120,"D",.,"A",.,"A",.,"A"
"20151",3009462,39,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A"
"20151",3009472,23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",120,"D",120,"D",.,"A",.,"A",.,"A"
"20151",3009522,32,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",30,"F",30,"F",30,"F",232,"V",231,"V",232,"V",28,"F",28,"F",28,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009532,21,0,"1",.,"A","1","D","2","D","1","D","1","D",,"A",30,"F",30,"F",30,"F",232,"V",231,"V",232,"V",9,"G",9,"G",9,"G",15,"G",15,"G",15,"G",.,"A",.,"A",.,"A"
"20151",3009542,16,0,"1",.,"A","1","D",,"A","2","F","2","F",,"A",29,"F",.,"A",.,"A",.,"A",.,"A",.,"A",46,"F",63,"F",80,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009572,30,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A"
"20151",3009572,31,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",220,"D",220,"D",220,"D",.,"A",.,"A",.,"A"
"20151",3009572,32,0,"1",.,"A","1","D",,"A","1","D","1","D","1","D",3,"F",3,"F",38,"F",2,"F",2,"F",45,"F",.,"A",.,"A",37,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009572,33,0,"1",.,"A","1","D",,"A","1","D","1","D","1","D",35,"F",51,"F",3,"F",40,"F",172,"F",2,"F",148,"F",25,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009592,43,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",89,"D",89,"D",89,"D",.,"A",.,"A",.,"A"
"20151",3009682,11,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",335,"D",335,"D",335,"D",.,"A",.,"A",.,"A"
"20151",3009692,24,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",186,"D",186,"D",186,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009692,25,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A"
"20151",3009692,26,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A"
"20151",3009762,40,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",105,"D",104,"D",83,"D",.,"A",.,"A",.,"A"
"20151",3009762,41,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",80,"F",35,"F",50,"F",60,"F",98,"F",90,"F",21,"F",28,"F",21,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009772,24,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A"
"20151",3009772,25,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"F",50,"F",40,"F",135,"F",120,"F",120,"F",25,"F",30,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009782,46,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",59,"F",32,"F",59,"F",59,"F",55,"F",59,"F",9,"F",40,"F",9,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20151",3009782,47,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",71,"D",101,"D",101,"D",.,"A",.,"A",.,"A"
"20151",3009822,42,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",250,"D",250,"D",527,"T",.,"A",.,"A",.,"A"
"20151",3009822,43,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",20,"D",20,"D",.,"A",.,"A",.,"A"
"20151",3009822,44,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",75,"D",75,"D",75,"D",122,"D",122,"D",122,"D",20,"F",20,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
