NEWID,REFMO,REFYR,UCC,PUBFLAG,VALUE_,IMPNUM,VALUE
03440134,01,2017,800940,2,,5,251.75
03440134,02,2017,800940,2,,1,268.4167
03440134,02,2017,800940,2,,2,280.4167
03440134,02,2017,800940,2,,3,306.5
03440134,02,2017,800940,2,,4,304.5833
03440134,02,2017,800940,2,,5,251.75
03440134,03,2017,800940,2,,1,268.4167
03440134,03,2017,800940,2,,2,280.4167
03440134,03,2017,800940,2,,3,306.5
03440134,03,2017,800940,2,,4,304.5833
03440134,03,2017,800940,2,,5,251.75
03440134,01,2017,900000,2,,1,3651
03440134,01,2017,900000,2,,2,3807.8333
03440134,01,2017,900000,2,,3,4148.3333
03440134,01,2017,900000,2,,4,4123.8333
03440134,01,2017,900000,2,,5,3432.5833
03440134,02,2017,900000,2,,1,3651
03440134,02,2017,900000,2,,2,3807.8333
03440134,02,2017,900000,2,,3,4148.3333
03440134,02,2017,900000,2,,4,4123.8333
03440134,02,2017,900000,2,,5,3432.5833
03440134,03,2017,900000,2,,1,3651
03440134,03,2017,900000,2,,2,3807.8333
03440134,03,2017,900000,2,,3,4148.3333
03440134,03,2017,900000,2,,4,4123.8333
03440134,03,2017,900000,2,,5,3432.5833
03440134,01,2017,900160,2,,1,-70.8333
03440134,01,2017,900160,2,,2,-70.8333
03440134,01,2017,900160,2,,3,-70.8333
03440134,01,2017,900160,2,,4,-70.8333
03440134,01,2017,900160,2,,5,-70.8333
03440134,02,2017,900160,2,,1,-70.8333
03440134,02,2017,900160,2,,2,-70.8333
03440134,02,2017,900160,2,,3,-70.8333
03440134,02,2017,900160,2,,4,-70.8333
03440134,02,2017,900160,2,,5,-70.8333
03440134,03,2017,900160,2,,1,-70.8333
03440134,03,2017,900160,2,,2,-70.8333
03440134,03,2017,900160,2,,3,-70.8333
03440134,03,2017,900160,2,,4,-70.8333
03440134,03,2017,900160,2,,5,-70.8333
03440134,01,2017,900210,2,,1,53.3333
03440134,01,2017,900210,2,,2,53.3333
03440134,01,2017,900210,2,,3,53.3333
03440134,01,2017,900210,2,,4,53.3333
03440134,01,2017,900210,2,,5,53.3333
03440134,02,2017,900210,2,,1,53.3333
03440134,02,2017,900210,2,,2,53.3333
03440134,02,2017,900210,2,,3,53.3333
03440134,02,2017,900210,2,,4,53.3333
03440134,02,2017,900210,2,,5,53.3333
03440134,03,2017,900210,2,,1,53.3333
03440134,03,2017,900210,2,,2,53.3333
03440134,03,2017,900210,2,,3,53.3333
03440134,03,2017,900210,2,,4,53.3333
03440134,03,2017,900210,2,,5,53.3333
03440134,01,2017,980000,2,,1,3633.5
03440134,01,2017,980000,2,,2,3790.3333
03440134,01,2017,980000,2,,3,4130.8333
03440134,01,2017,980000,2,,4,4106.3333
03440134,01,2017,980000,2,,5,3415.0833
03440134,02,2017,980000,2,,1,3633.5
03440134,02,2017,980000,2,,2,3790.3333
03440134,02,2017,980000,2,,3,4130.8333
03440134,02,2017,980000,2,,4,4106.3333
03440134,02,2017,980000,2,,5,3415.0833
03440134,03,2017,980000,2,,1,3633.5
03440134,03,2017,980000,2,,2,3790.3333
03440134,03,2017,980000,2,,3,4130.8333
03440134,03,2017,980000,2,,4,4106.3333
03440134,03,2017,980000,2,,5,3415.0833
03440144,01,2017,800940,2,,1,395.1667
03440144,01,2017,800940,2,,2,408.4167
03440144,01,2017,800940,2,,3,148.9167
03440144,01,2017,800940,2,,4,296.9167
03440144,01,2017,800940,2,,5,559.4167
03440144,02,2017,800940,2,,1,395.1667
03440144,02,2017,800940,2,,2,408.4167
03440144,02,2017,800940,2,,3,148.9167
03440144,02,2017,800940,2,,4,296.9167
03440144,02,2017,800940,2,,5,559.4167
03440144,03,2017,800940,2,,1,395.1667
03440144,03,2017,800940,2,,2,408.4167
03440144,03,2017,800940,2,,3,148.9167
03440144,03,2017,800940,2,,4,296.9167
03440144,03,2017,800940,2,,5,559.4167
03440144,01,2017,900000,2,,1,5165.0833
03440144,01,2017,900000,2,,2,5339.25
03440144,01,2017,900000,2,,3,1946.25
