QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CLOTHYA,CLOTHYA_,CLOTHMOA,CLOT_MOA,CLOTHXA,CLOTHXA_,AGE_SEXA,AGE__EXA,CLOGFTA,CLOGFTA_,CLOTHA1,CLOTHA1_,CLOTHA2,CLOTHA2_,CLOTHA3,CLOTHA3_,CLOTHA4,CLOTHA4_,CLOTHA5,CLOTHA5_,CLOTHA6,CLOTHA6_,CLOTHA7,CLOTHA7_,CLOTHA8,CLOTHA8_,CLOTHA9,CLAPURCH,CLOTHA9_,AGESEX1,AGESEX1_,AGESEX2,AGESEX2_,AGESEX3,AGESEX3_,AGESEX4,AGESEX4_,AGESEX5,AGESEX5_,AGESEX6,AGESEX6_
20171,03595761,17,0,1,200,D,12,D,50,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595761,18,0,1,230,D,12,D,15,D,4,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595761,19,0,1,280,D,11,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595761,20,0,1,280,D,12,D,,H,,B,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595761,20,200,1,280,D,12,D,97,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595761,20,400,1,280,D,12,D,153,E,4,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595771,1,0,1,145,D,12,D,50,D,4,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595771,2,0,1,150,D,12,D,,H,,B,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595771,2,100,1,150,D,12,D,41,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595771,2,400,1,150,D,12,D,59,E,4,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595771,3,0,1,170,D,12,D,,H,,B,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595771,3,200,1,170,D,12,D,15,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595771,3,400,1,170,D,12,D,22,E,4,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595771,4,0,1,200,D,12,D,,H,,B,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595771,4,100,1,200,D,12,D,22,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595771,4,200,1,200,D,12,D,21,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595771,4,400,1,200,D,12,D,32,E,4,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595771,5,0,1,220,D,12,D,50,D,4,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595771,6,0,1,380,D,11,D,15,D,,B,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595801,1,0,1,310,D,13,D,30,D,5,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595801,2,0,1,310,D,13,D,30,D,5,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595831,1,0,1,900,D,11,D,,H,2,D,2,D,280,D,145,D,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595831,1,1,1,280,D,11,D,27,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595831,1,2,1,145,D,11,D,27,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595881,1,0,1,270,D,12,D,,H,2,D,2,D,170,D,145,D,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595881,1,1,1,170,D,12,D,328,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595881,1,2,1,145,D,12,D,72,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595891,1,0,1,275,D,12,D,,H,1,D,2,D,150,D,145,D,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595891,1,1,1,150,D,12,D,38,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595891,1,2,1,145,D,12,D,22,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595911,3,0,1,100,D,12,D,20,D,4,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595911,4,0,1,150,D,12,D,75,D,4,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595941,1,0,1,280,D,11,D,30,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595951,2,0,1,145,D,11,D,78,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595951,3,0,1,150,D,11,D,40,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595951,4,0,1,240,D,01,D,65,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595951,5,0,1,280,D,01,D,250,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595951,6,0,1,280,D,01,D,105,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595961,2,0,1,145,D,11,D,50,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595961,3,0,1,150,D,11,D,50,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595961,4,0,1,210,D,11,D,9,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595961,5,0,1,110,D,11,D,109,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595961,6,0,1,170,D,01,D,50,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595961,7,0,1,220,D,01,D,50,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595961,8,0,1,280,D,12,D,127,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595961,9,0,1,280,D,01,D,105,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595994,5,0,1,145,D,12,D,32,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595994,6,0,1,150,D,12,D,85,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595994,7,0,1,200,D,12,D,16,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595994,8,0,1,230,D,12,D,32,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03595994,9,0,1,280,D,01,D,53,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596001,2,0,1,145,D,01,D,18,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596001,3,0,1,230,D,01,D,13,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596011,2,0,1,270,D,11,D,,H,2,D,2,D,145,D,110,D,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596011,2,1,1,145,D,11,D,200,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596011,3,0,1,150,D,11,D,70,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596041,4,0,1,145,D,11,D,,H,,B,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596041,4,200,1,145,D,11,D,179,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596041,4,400,1,145,D,11,D,142,E,4,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596041,5,0,1,280,D,12,D,48,D,4,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596041,6,0,1,310,D,13,D,37,D,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596131,1,0,1,150,D,11,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596131,2,0,1,280,D,12,D,50,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,3,0,1,145,D,11,D,150,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,4,0,1,270,D,11,D,,H,2,D,2,D,150,D,170,D,230,D,240,D,145,D,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,4,1,1,150,D,11,D,156,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,4,2,1,170,D,11,D,156,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,4,3,1,230,D,11,D,120,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,4,4,1,145,D,11,D,268,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,5,0,1,270,D,11,D,,H,1,D,2,D,145,D,100,D,210,D,150,D,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,5,1,1,145,D,11,D,102,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,5,2,1,100,D,11,D,137,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,5,3,1,210,D,11,D,28,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,5,4,1,150,D,11,D,83,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,6,0,1,270,D,11,D,,H,1,D,2,D,145,D,100,D,210,D,150,D,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,6,1,1,145,D,11,D,102,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,6,2,1,100,D,11,D,137,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,6,3,1,210,D,11,D,25,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,6,4,1,150,D,11,D,86,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,7,0,1,145,D,12,D,100,D,3,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596251,8,0,1,280,D,12,D,260,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596271,1,0,1,275,D,11,D,,H,2,D,2,D,150,D,145,D,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596271,1,1,1,150,D,11,D,91,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596271,1,2,1,145,D,11,D,9,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596271,2,0,1,280,D,11,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596431,7,0,1,145,D,01,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596431,8,0,1,145,D,11,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596431,9,0,1,150,D,01,D,300,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596431,10,0,1,210,D,01,D,60,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596491,4,0,1,280,D,12,D,30,D,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596491,5,0,1,280,D,12,D,90,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596491,6,0,1,310,D,13,D,80,D,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596503,3,0,1,145,D,01,D,45,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596503,4,0,1,280,D,01,D,65,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596511,4,0,1,100,D,11,D,,H,,B,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596511,4,300,1,100,D,11,D,30,E,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596511,4,500,1,100,D,11,D,25,E,5,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596511,5,0,1,145,D,12,D,,H,,B,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596511,5,100,1,145,D,12,D,90,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596511,5,200,1,145,D,12,D,83,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596511,5,300,1,145,D,12,D,70,E,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596511,5,500,1,145,D,12,D,57,E,5,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596511,6,0,1,170,D,01,D,65,D,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596511,7,0,1,280,D,12,D,,H,,B,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596511,7,300,1,280,D,12,D,49,E,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596511,7,500,1,280,D,12,D,38,E,5,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596511,8,0,1,280,D,01,D,40,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,7,0,1,100,D,01,D,218,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,0,1,270,D,12,D,,H,,B,2,D,150,D,170,D,200,D,210,D,220,D,145,D,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,101,1,150,D,12,D,44,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,102,1,170,D,12,D,85,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,103,1,200,D,12,D,11,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,104,1,210,D,12,D,35,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,105,1,220,D,12,D,10,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,106,1,145,D,12,D,47,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,201,1,150,D,12,D,61,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,202,1,170,D,12,D,32,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,203,1,200,D,12,D,35,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,204,1,210,D,12,D,12,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,205,1,220,D,12,D,28,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,206,1,145,D,12,D,44,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,301,1,150,D,12,D,83,E,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,302,1,200,D,12,D,21,E,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,303,1,210,D,12,D,8,E,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,304,1,145,D,12,D,66,E,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,501,1,150,D,12,D,35,E,5,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,502,1,170,D,12,D,10,E,5,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,503,1,220,D,12,D,14,E,5,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,8,504,1,145,D,12,D,82,E,5,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,9,0,1,230,D,12,D,65,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,10,0,1,280,D,12,D,327,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596531,11,0,1,310,D,13,D,55,D,5,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,3,0,1,900,D,12,D,,H,1,D,2,D,900,D,100,D,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,3,1,1,100,D,12,D,53,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,3,2,1,145,D,12,D,97,E,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,4,0,1,900,D,12,D,,H,2,D,2,D,900,D,150,D,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,4,1,1,100,D,12,D,92,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,4,2,1,150,D,12,D,80,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,4,3,1,200,D,12,D,21,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,4,4,1,210,D,12,D,2,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,4,5,1,230,D,12,D,20,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,4,6,1,240,D,12,D,15,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,5,0,1,900,D,12,D,,H,2,D,2,D,900,D,150,D,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,5,1,1,145,D,12,D,81,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,5,2,1,150,D,12,D,75,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,5,3,1,210,D,12,D,3,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,5,4,1,280,D,12,D,81,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,6,0,1,900,D,12,D,,H,3,D,2,D,900,D,150,D,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,6,1,1,145,D,12,D,15,E,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,6,2,1,150,D,12,D,48,E,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,6,3,1,280,D,12,D,17,E,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,7,0,1,900,D,12,D,,H,3,D,2,D,900,D,150,D,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,7,1,1,100,D,12,D,12,E,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,7,2,1,150,D,12,D,31,E,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596551,7,3,1,260,D,12,D,7,E,3,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596561,1,0,1,270,D,12,D,,H,2,D,2,D,120,D,150,D,170,D,220,D,145,D,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596561,1,1,1,150,D,12,D,67,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596561,1,2,1,170,D,12,D,155,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596561,1,3,1,220,D,12,D,50,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596561,1,4,1,145,D,12,D,78,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596561,2,0,1,900,D,12,D,,H,2,D,2,D,210,D,280,D,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596561,2,1,1,210,D,12,D,22,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596561,2,2,1,280,D,12,D,28,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596571,7,0,1,275,D,12,D,,H,2,D,2,D,145,D,150,D,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596571,7,1,1,145,D,12,D,89,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596571,7,2,1,150,D,12,D,62,E,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596571,8,0,1,200,D,01,D,43,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596571,9,0,1,110,D,01,D,70,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596571,10,0,1,230,D,01,D,38,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596611,1,0,1,145,D,11,D,6,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596621,3,0,1,270,D,12,D,,H,1,D,1,D,220,D,150,D,145,D,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
20171,03596621,3,1,1,150,D,12,D,100,E,1,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,A,,A
