category,share,own_price_change,own_quantity_change,realized_own_elasticity,contribution
non_durables,0.0506910468971999,0.0012709846724655752,-0.001324506605805631,-1.0421106048715985,-0.05282567754361555
consumer_services,0.007154823114212792,0.00036942347231398796,-0.0009368880114255518,-2.5360814394307156,-0.018145214102364932
utilities_public_services,0.010089537458649886,0.0005048818963101065,-0.0015473009322377607,-3.064678974520773,-0.03092119331216406
housing,0.04463221755391162,0.0009353000438600352,-0.0010635337301350134,-1.1371043304411177,-0.05075148785774297
transportation,0.008627489867775619,0.0010947344951023215,-0.004069105063715384,-3.716978940482785,-0.03206819814775058
leisure,0.8788048851082502,0.0006106169888229332,-0.0005877705717072246,-0.962584701156532,-0.8459241377068255
