"NEWID","TAX_UNIT","TAXYR_CY","TAXYR_PY","DEPCNT","FICAR_CY","FICAR_PY","FILESTAT","FRATE_CY","FRATE_PY","SOI_ST","SOI_ST_","SRATE_CY","SRATE_PY","T65CT_CY","T65C__CY","T65CT_PY","T65C__PY","WAGE_HD","WAGE_HD_","WAGE_SP","WAGE_SP_","OTHTXINC","OTHT_INC","TAXPENS","TAXPENS_","SOSSECB","SOSSECB_","NONTXINC","NONT_INC","RNTPAID","RNTPAID_","PROPTXPD","PROP_XPD","AMTDEDCT","AMTD_DCT","CHLDCARE","CHLD_ARE","DEPUND17","DEPU_D17","OTHDEDCT","OTHD_DCT","FTAXOWE","STAXOWE","FTAXO_PY","FTAXO_CY","STAXO_PY","STAXO_CY","FICA_PY","FICA_CY","FDAGI_PY","FDAGI_CY","STAGI_PY","STAGI_CY","CHDTX_PY","CHDTX_CY","ADDTX_PY","ADDTX_CY","DPCAR_PY","DPCAR_CY","EITCR_PY","EITCR_CY","AMTIN_PY","AMTIN_CY","AMTOW_PY","AMTOW_CY","FRGTX_PY","FRGTX_CY","FTXBC_PY","FTXBC_CY","SSTDD_PY","SSTDD_CY","SITDD_PY","SITDD_CY","SPRCR_PY","SPRCR_CY","SDCAR_PY","SDCAR_CY","SEITC_PY","SEITC_CY","DIVINC"
"03184644",1,"2015","2014",0,0.153,0.153,"1",0.225,0.225,"05","D",0.04,0.04,1,"D",1,"D",12001,"D",0,"D",12000,"D",0,"D",18000,"D",0,"D",0,"D",3600,"D",238,"D",0,"D",0,"D",560,"D",1984,121,1991.48,1961.48,123.18,115.41,1836.15,1836.15,28001.5,28001.5,24001.01,24001.01,0,0,0,0,0,0,0,0,28001.5,28001.5,0,0,1991.48,1961.48,1991.48,1961.48,3992,4044,4398,4398,0,0,0,0,0,0,0
"03184664",1,"2015","2014",0,0.153,0.153,"2",0.15,0.15,"26","D",0.051,0.051,0,"D",0,"D",28000,"D",42000,"D",3760,"D",0,"D",0,"D",0,"D",0,"D",1700,"D",585,"D",0,"D",0,"D",300,"D",7097,2551,7111.5,7051.5,2552.91,2544.51,10710,10710,73760,73760,73760.01,73760.01,0,0,0,0,0,0,0,0,73760,73760,0,0,7111.5,7051.5,7111.5,7051.5,12400,12600,0,0,0,0,0,0,0,0,0
"03184664",2,"2015","2014",0,0.153,0.153,"1",0.15,0.15,"26","D",0.051,0.051,0,"D",0,"D",25000,"D",0,"D",-769,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",1651,630,1658.4,1628.4,631.36,627.16,3825,3825,24231,24231,24231.01,24231.01,0,0,0,0,0,0,0,0,24231,24231,0,0,1658.4,1628.4,1658.4,1628.4,6200,6300,0,0,0,0,0,0,0,0,0
"03184674",1,"2015","2014",0,0.153,0.153,"1",0.15,0.15,"0","T",0,0,0,"D",0,"D",27000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",3000,"D",25,"D",0,"D",0,"D",0,"D",2066,0,2073.75,2043.75,0,0,4131,4131,27000,27000,0,0,0,0,0,0,0,0,0,0,27000,27000,0,0,2073.75,2043.75,2073.75,2043.75,0,0,0,0,0,0,0,0,0,0,0
"03184684",1,"2015","2014",1,0.0291,0.0291,"2",0.2267,0.2267,"05","D",0.093,0.093,0,"D",0,"D",110,"D",130000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",3500,"D",2422,"D",0,"D",0,"D",9992,"D",15991,5071,16026.8,15881.98,5088.81,5018.1,18294.83,18480.83,130110,130110,130110.01,130110.01,0,0,0,0,0,0,0,0,120118,120118,0,0,16026.8,15881.98,16026.8,15881.98,7984,8088,15914,15914,0,0,0,0,0,0,0
"03184704",1,"2015","2014",0,0.153,0.153,"1",0.2413,0.2408,"36","D",0.0346,0.037,0,"D",0,"D",82268,"D",0,"D",100,"D",0,"D",0,"D",0,"D",0,"D",5600,"D",1491,"D",0,"D",0,"D",740,"D",12886,2394,12894.94,12858.26,2432.25,2278.95,12587,12587,82368,82368,82368.01,82368.01,0,0,0,0,0,0,0,0,81628,81628,0,0,12894.94,12858.26,12894.94,12858.26,0,0,0,0,0,0,0,0,0,0,0
"03184724",1,"2015","2014",0,0.153,0.153,"2",0.2356,0.2355,"34","D",0.0575,0.058,0,"D",0,"D",100000,"D",25000,"D",-7000,"D",0,"D",0,"D",0,"D",0,"D",3200,"D",1130,"D",0,"D",0,"D",9992,"D",14129,5961,14163.5,14026.38,5974,5922.5,19125,19125,118000,118000,118000.01,118000.01,0,0,0,0,0,0,0,0,108008,108008,0,0,14163.5,14026.38,14163.5,14026.38,15000,15000,13192,13192,0,0,0,0,0,0,0
"03184724",2,"2015","2014",1,0,0,"3",-0.34,-0.34,"34","D",0,0,0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,12000,0,0,0,0,0,0,0,0,0
"03184734",1,"2015","2014",0,0.153,0.153,"2",0.1,0.1,"22","D",0.0476,0.048,0,"D",0,"D",22747,"D",11887,"D",0,"D",0,"D",0,"D",0,"D",0,"D",2800,"D",80,"D",0,"D",0,"D",0,"D",1426,1203,1433.4,1403.4,1205.59,1194,5299,5299,34634,34634,34634.01,34634.01,0,0,0,0,0,0,0,0,34634,34634,0,0,1433.4,1403.4,1433.4,1403.4,0,0,0,0,0,0,0,0,0,0,0
"03184754",1,"2015","2014",2,0.153,0.153,"3",0.3606,0.3606,"05","D",0,0,0,"D",0,"D",38400,"D",0,"D",0,"D",0,"D",0,"D",0,"D",10440,"D",0,"D",0,"D",0,"D",2,"D",0,"D",-1211,0,-1157.96,-1368.35,0,0,5875.2,5875.2,38400,38400,38400.01,38400.01,1970,1915,30,85,0,0,1127.96,1283.35,38400,38400,0,0,1970,1915,1970,1915,7984,8088,0,0,0,0,0,0,0,0,0
"03184774",1,"2015","2014",0,0.153,0.153,"1",0.15,0.15,"0","T",0,0,0,"D",0,"D",38000,"D",0,"D",-2000,"D",0,"D",0,"D",0,"D",0,"D",630,"D",0,"D",0,"D",0,"D",2104,"D",3416,0,3423.75,3393.75,0,0,5814,5814,36000,36000,0,0,0,0,0,0,0,0,0,0,36000,36000,0,0,3423.75,3393.75,3423.75,3393.75,0,0,0,0,0,0,0,0,0,0,0
"03184784",1,"2015","2014",0,0.153,0.153,"1",0.1448,0.1445,"36","D",0.0347,0.037,0,"D",0,"D",50000,"D",0,"D",-2710,"D",0,"D",0,"D",0,"D",0,"D",1300,"D",349,"D",0,"D",0,"D",11604,"D",3889,1108,3890.43,3886.07,1125.82,1054.84,7650,7650,47290,47290,47290.01,47290.01,0,0,0,0,0,0,0,0,35686,35686,0,0,3890.43,3886.07,3890.43,3886.07,0,0,0,0,0,0,0,0,0,0,0
"03184794",1,"2015","2014",2,0,0,"3",-0.4,-0.4,"10","D",0,0,0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",9000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03184814",1,"2015","2014",0,0.153,0.153,"1",0.15,0.15,"31","D",0.035,0.035,0,"D",0,"D",36961,"D",0,"D",0,"D",0,"D",0,"D",0,"D",9600,"D",0,"D",0,"D",0,"D",0,"D",48,"D",3560,426,3567.9,3537.9,426.14,426.14,5655.03,5655.03,36961,36961,36961.01,36961.01,0,0,0,0,0,0,0,0,36961,36961,0,0,3567.9,3537.9,3567.9,3537.9,0,0,0,0,0,0,0,0,0,0,0
"03184854",1,"2015","2014",0,0.153,0.153,"1",0.25,0.25,"0","T",0,0,0,"D",0,"D",59942,"D",0,"D",-1200,"D",0,"D",0,"D",0,"D",0,"D",0,"D",4027,"D",0,"D",0,"D",0,"D",7979,0,8004.25,7904.25,0,0,9171.13,9171.13,58742,58742,0,0,0,0,0,0,0,0,0,0,58742,58742,0,0,8004.25,7904.25,8004.25,7904.25,0,0,0,0,0,0,0,0,0,0,0
"03184864",1,"2015","2014",2,0.153,0.153,"3",0.3106,0.3106,"38","D",0.1068,0.1068,0,"D",0,"D",31000,"D",0,"D",-1722,"D",0,"D",0,"D",0,"D",0,"D",4800,"D",615,"D",0,"D",2,"D",0,"D",-3900,890,-3853.6,-4038.99,897.76,868.33,4743,4743,29278,29278,29278.01,29278.01,832.8,802.8,1167.2,1197.2,0,0,2686.4,2841.79,29278,29278,0,0,832.8,802.8,832.8,802.8,3405.6,3452.86,5415,5415,0,0,0,0,214.91,227.34,0
"03184874",1,"2015","2014",0,0.153,0.153,"1",0.2427,0.2427,"19","D",0.0291,0.0291,0,"D",0,"D",71208,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",1200,"D",515,"D",0,"D",0,"D",19928,"D",6850,1565,6869.53,6792.83,1563.34,1570.14,10894.82,10894.82,71208,71208,71208.01,71208.01,0,0,0,0,0,0,0,0,51280,51280,0,0,6869.53,6792.83,6869.53,6792.83,0,0,0,0,0,0,0,0,0,0,0
"03184884",1,"2015","2014",1,0.153,0.153,"3",0.2598,0.2598,"01","D",0.0642,0.0642,0,"D",0,"D",23000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",5580,"D",0,"D",0,"D",0,"D",0,"D",0,"D",-1911,743,-1878.83,-2008.97,742.63,742.63,3519,3519,23000,23000,23000.01,23000.01,0,0,0,0,0,0,2478.83,2583.97,23000,23000,0,0,600,575,600,575,3847.37,3847.37,1759.5,1759.5,0,0,0,0,0,0,0
