"NEWID","TAX_UNIT","TAXYR_CY","TAXYR_PY","DEPCNT","FICAR_CY","FICAR_PY","FILESTAT","FRATE_CY","FRATE_PY","SOI_ST","SOI_ST_","SRATE_CY","SRATE_PY","T65CT_CY","T65C__CY","T65CT_PY","T65C__PY","WAGE_HD","WAGE_HD_","WAGE_SP","WAGE_SP_","OTHTXINC","OTHT_INC","TAXPENS","TAXPENS_","SOSSECB","SOSSECB_","NONTXINC","NONT_INC","RNTPAID","RNTPAID_","PROPTXPD","PROP_XPD","AMTDEDCT","AMTD_DCT","CHLDCARE","CHLD_ARE","DEPUND17","DEPU_D17","OTHDEDCT","OTHD_DCT","FTAXOWE","STAXOWE","FTAXO_PY","FTAXO_CY","STAXO_PY","STAXO_CY","FICA_PY","FICA_CY","FDAGI_PY","FDAGI_CY","STAGI_PY","STAGI_CY","CHDTX_PY","CHDTX_CY","ADDTX_PY","ADDTX_CY","DPCAR_PY","DPCAR_CY","EITCR_PY","EITCR_CY","AMTIN_PY","AMTIN_CY","AMTOW_PY","AMTOW_CY","FRGTX_PY","FRGTX_CY","FTXBC_PY","FTXBC_CY","SSTDD_PY","SSTDD_CY","SITDD_PY","SITDD_CY","SPRCR_PY","SPRCR_CY","SDCAR_PY","SDCAR_CY","SEITC_PY","SEITC_CY","DIVINC"
"03324624",1,"2015","2014",1,0.0755,0.0755,"2",0.2622,0.2622,"31","D",0.0637,0.0637,0,"D",0,"D",72064,"D",120000,"D",-5217,"D",0,"D",0,"D",0,"D",0,"D",8400,"D",0,"D",0,"D",0,"D",2028,"D",31067,7434,31244.82,31007.32,7433.95,7433.95,29013.79,29199.79,186847,186847,192064.01,192064.01,0,0,0,0,0,0,0,0,184819,184819,0,0,31244.82,31007.32,31244.82,31007.32,0,0,0,0,0,0,0,0,0,0,0
"03324624",2,"2015","2014",0,0.153,0.153,"1",0.1,0.15,"31","D",0.014,0.014,0,"D",0,"D",19409,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",917,258,935.1,910.9,257.73,257.73,2969.58,2969.58,19409,19409,19409.01,19409.01,0,0,0,0,0,0,0,0,19409,19409,0,0,935.1,910.9,935.1,910.9,0,0,0,0,0,0,0,0,0,0,0
"03324634",1,"2015","2014",0,0.153,0.153,"1",0.2681,0.2681,"23","D",0.0425,0.0425,0,"D",0,"D",100000,"D",0,"D",2594,"D",13000,"D",0,"D",0,"D",0,"D",3000,"D",0,"D",0,"D",0,"D",6648,"D",20318,4743,20406.66,20288.16,4742.75,4742.75,15300,15300,115594,115594,115594.01,115594.01,0,0,0,0,0,0,0,0,108946,108946,0,0,20406.66,20288.16,20406.66,20288.16,0,0,0,0,0,0,0,0,0,0,0
"03324654",1,"2015","2014",1,0.153,0.153,"2",0.15,0.15,"05","D",0.04,0.04,0,"D",0,"D",15476,"D",33189,"D",0,"D",0,"D",0,"D",0,"D",13548,"D",0,"D",0,"D",0,"D",1,"D",40,"D",1704,52,1754.75,1687.25,68.37,46.65,7445.74,7445.74,48665,48665,48665.01,48665.01,1000,1000,0,0,0,0,0,0,48665,48665,0,0,2754.75,2687.25,2754.75,2687.25,7984,8088,40,40,0,0,0,0,0,0,0
"03324704",1,"2015","2014",1,0.153,0.153,"2",0.15,0.15,"09","D",0.07,0.085,0,"D",0,"D",59235,"D",0,"D",0,"D",0,"D",0,"D",0,"D",16800,"D",0,"D",0,"D",0,"D",1,"D",240,"D",3290,2702,3340.25,3272.75,3042.35,2589.2,9062.95,9062.95,59235,59235,59235.01,59235.01,1000,1000,0,0,0,0,0,0,59235,59235,0,0,4340.25,4272.75,4340.25,4272.75,4150,8350,0,0,0,0,0,0,0,0,0
"03324754",1,"2015","2014",0,0.153,0.153,"1",0.25,0.25,"38","D",0.09,0.09,0,"D",0,"D",78767,"D",0,"D",0,"D",0,"D",0,"D",0,"D",16740,"D",0,"D",60,"D",0,"D",0,"D",0,"D",12936,5891,13010.5,12910.5,5905.13,5886.48,12051.35,12051.35,78767,78767,78767.01,78767.01,0,0,0,0,0,0,0,0,78767,78767,0,0,13010.5,12910.5,13010.5,12910.5,2115.6,2144.96,60,60,0,0,0,0,0,0,0
"03324754",2,"2015","2014",0,0.153,0.153,"1",0.15,0.15,"38","D",0.0765,0.0765,0,"D",0,"D",45000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",4751,3003,4773.75,4743.75,3007.96,3001.02,6885,6885,45000,45000,45000.01,45000.01,0,0,0,0,0,0,0,0,45000,45000,0,0,4773.75,4743.75,4773.75,4743.75,2115.6,2144.96,0,0,0,0,0,0,0,0,0
"03324784",1,"2015","2014",2,0.038,0.038,"2",0.325,0.325,"22","D",0.0515,0.052,0,"D",0,"D",126000,"D",130000,"D",-18000,"D",0,"D",0,"D",0,"D",0,"D",8000,"D",60,"D",0,"D",1,"D",0,"D",45461,11151,45831.5,45337.5,11232,11124,36494,36866,238000,238000,238000.01,238000.01,0,0,0,0,0,0,0,0,238000,238000,1770.26,1497.52,44061.24,43839.98,44061.24,43839.98,0,0,0,0,0,0,0,0,0,0,0
"03324794",1,"2015","2014",3,0.0567,0.0567,"2",0.35,0.35,"06","D",0.0463,0.0463,0,"D",0,"D",40715,"D",228786,"D",0,"D",0,"D",0,"D",0,"D",0,"D",3600,"D",3083,"D",80,"D",3,"D",6528,"D",53989,10882,54431.55,53841.55,10951.8,10858.23,27547.7,27733.7,269501,269501,0,0,0,0,0,0,16,16,0,0,262973,262973,4035.85,3685.15,50411.7,50172.4,50411.7,50172.4,0,0,0,0,0,0,0,0,0,0,0
"03324804",1,"2015","2014",0,0.153,0.153,"1",0.1,0.1,"02","D",0,0,0,"D",0,"D",15000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",10800,"D",0,"D",80,"D",0,"D",0,"D",8,"D",474,0,485,470,0,0,2295,2295,15000,15000,0,0,0,0,0,0,0,0,0,0,15000,15000,0,0,485,470,485,470,0,0,0,0,0,0,0,0,0,0,0
"03324804",2,"2015","2014",0,0.153,0.153,"1",0.15,0.15,"02","D",0,0,0,"D",0,"D",23000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",1451,0,1473.75,1443.75,0,0,3519,3519,23000,23000,0,0,0,0,0,0,0,0,0,0,23000,23000,0,0,1473.75,1443.75,1473.75,1443.75,0,0,0,0,0,0,0,0,0,0,0
"03324804",3,"2015","2014",0,0.153,0.153,"1",0.1,0.1,"02","D",0,0,0,"D",0,"D",17613,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",735,0,746.3,731.3,0,0,2694.79,2694.79,17613,17613,0,0,0,0,0,0,0,0,0,0,17613,17613,0,0,746.3,731.3,746.3,731.3,0,0,0,0,0,0,0,0,0,0,0
"03324814",1,"2015","2014",0,0.153,0.153,"2",0.15,0.15,"0","T",0,0,0,"D",0,"D",46025,"D",0,"D",850,"D",0,"D",0,"D",0,"D",0,"D",6000,"D",180,"D",0,"D",0,"D",10000,"D",2489,0,2511.75,2481.75,0,0,7041.82,7041.82,46875,46875,0,0,0,0,0,0,0,0,0,0,36875,36875,0,0,2511.75,2481.75,2511.75,2481.75,0,0,0,0,0,0,0,0,0,0,0
"03324834",1,"2015","2014",0,0.153,0.153,"1",0.1488,0.1488,"29","D",0,0,0,"D",0,"D",28000,"D",0,"D",-900,"D",0,"D",0,"D",0,"D",0,"D",1200,"D",270,"D",0,"D",0,"D",6608,"D",1730,0,1741.44,1726.44,0,0,4284,4284,27100,27100,0,0,0,0,0,0,0,0,0,0,20492,20492,0,0,1741.44,1726.44,1741.44,1726.44,0,0,0,0,0,0,0,0,0,0,0
"03324844",1,"2015","2014",1,0.153,0.153,"2",0.15,0.15,"14","D",0.0375,0.05,0,"D",0,"D",81199,"D",0,"D",0,"D",0,"D",0,"D",0,"D",18000,"D",0,"D",0,"D",0,"D",1,"D",0,"D",6584,3038,6634.85,6567.35,3741.2,2803.09,12423.45,12423.45,81199,81199,81199.01,81199.01,1000,1000,0,0,0,0,0,0,81199,81199,0,0,7634.85,7567.35,7634.85,7567.35,0,0,0,0,0,0,0,0,0,0,0
"03324854",1,"2015","2014",0,0.153,0.153,"2",0.15,0.15,"10","D",0,0,0,"D",0,"D",22000,"D",50665,"D",0,"D",0,"D",0,"D",0,"D",0,"D",2500,"D",0,"D",0,"D",0,"D",0,"D",6902,0,6947.25,6887.25,0,0,11117.74,11117.74,72665,72665,0,0,0,0,0,0,0,0,0,0,72665,72665,0,0,6947.25,6887.25,6947.25,6887.25,0,0,0,0,0,0,0,0,0,0,0
"03324864",1,"2015","2014",0,0.153,0.153,"1",0.25,0.25,"33","D",0.0645,0.0645,0,"D",0,"D",84000,"D",0,"D",20,"D",0,"D",0,"D",0,"D",21000,"D",0,"D",710,"D",0,"D",0,"D",0,"D",14249,4577,14323.75,14223.75,4587.3,4573.09,12852,12852,84020,84020,84020.01,84020.01,0,0,0,0,0,0,0,0,84020,84020,0,0,14323.75,14223.75,14323.75,14223.75,7800,7900,0,0,0,0,0,0,0,0,0
"03324904",1,"2015","2014",0,0.153,0.153,"1",0.2756,0.2756,"31","D",0.0175,0.0175,1,"D",1,"D",30000,"D",0,"D",0,"D",0,"D",21982,"D",0,"D",0,"D",6400,"D",3448,"D",0,"D",0,"D",0,"D",3425,308,3436.37,3421.37,308,308,4590,4590,40442.35,40442.35,30000.01,30000.01,0,0,0,0,0,0,0,0,40442.35,40442.35,0,0,3436.37,3421.37,3436.37,3421.37,0,0,0,0,0,0,0,0,0,0,0
"03324914",1,"2015","2014",0,0.153,0.153,"2",0.25,0.25,"43","D",0,0,0,"D",0,"D",42168,"D",80000,"D",-10300,"D",0,"D",0,"D",0,"D",0,"D",800,"D",0,"D",0,"D",0,"D",1364,"D",14455,0,14604.5,14404.5,0,0,18691.7,18691.7,111868,111868,0,0,0,0,0,0,0,0,0,0,111868,111868,0,0,14604.5,14404.5,14604.5,14404.5,0,0,0,0,0,0,0,0,0,0,0
"03324934",1,"2015","2014",2,0,0,"3",0,0,"45","D",0,0,0,"D",0,"D",0,"D",0,"D",11000,"D",1200,"D",0,"D",0,"D",0,"D",2800,"D",156,"D",0,"D",0,"D",10268,"D",0,0,0,0,0,0,0,0,12200,12200,12200.01,12200.01,0,0,0,0,0,0,0,0,12200,12200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03324954",1,"2015","2014",2,0,0,"3",-0.4,-0.4,"44","D",0,0,0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",5600,"D",0,"D",0,"D",0,"D",2064,"D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03324964",1,"2015","2014",0,0.153,0.153,"1",-0.0765,-0.0765,"0","T",0,0,0,"D",0,"D",2000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",1440,"D",0,"D",6,"D",0,"D",0,"D",120,"D",-153,0,-153,-153,0,0,306,306,2000,2000,0,0,0,0,0,0,0,0,153,153,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03324984",1,"2015","2014",0,0.153,0.153,"1",0.25,0.25,"05","D",0.093,0.093,0,"D",0,"D",75000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",15000,"D",0,"D",1500,"D",0,"D",0,"D",0,"D",11994,3976,12068.75,11968.75,4004.54,3966.34,11475,11475,75000,75000,75000.01,75000.01,0,0,0,0,0,0,0,0,75000,75000,0,0,12068.75,11968.75,12068.75,11968.75,3992,4044,1500,1500,0,0,0,0,0,0,0
"03324984",2,"2015","2014",0,0.153,0.153,"1",0.25,0.25,"05","D",0.093,0.093,0,"D",0,"D",60000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",8244,2581,8318.75,8218.75,2609.54,2571.34,9180,9180,60000,60000,60000.01,60000.01,0,0,0,0,0,0,0,0,60000,60000,0,0,8318.75,8218.75,8318.75,8218.75,3992,4044,0,0,0,0,0,0,0,0,0
"03325014",1,"2015","2014",0,0.153,0.153,"1",0.1765,0.1765,"34","D",0.0575,0.058,0,"D",0,"D",10980,"D",0,"D",0,"D",0,"D",0,"D",0,"D",7800,"D",0,"D",0,"D",0,"D",0,"D",0,"D",-218,201,-193.44,-226.15,201.84,200.1,1679.94,1679.94,10980,10980,10980.01,10980.01,0,0,0,0,0,0,276.44,294.15,10980,10980,0,0,83,68,83,68,7500,7500,0,0,0,0,0,0,0,0,0
"03325034",1,"2015","2014",2,0.153,0.153,"2",0,0,"0","T",0,0,1,"D",1,"D",0,"D",18155,"D",0,"D",0,"D",0,"D",0,"D",0,"D",1600,"D",320,"D",0,"D",1,"D",0,"D",-6526,0,-6460,-6548,0,0,2777.71,2777.71,18155,18155,0,0,0,0,1000,1000,0,0,5460,5548,18155,18155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03325084",1,"2015","2014",0,0.153,0.153,"1",0.15,0.15,"26","D",0.051,0.051,0,"D",0,"D",32000,"D",0,"D",-84,"D",0,"D",0,"D",0,"D",5400,"D",0,"D",0,"D",0,"D",0,"D",0,"D",2789,1020,2811.15,2781.15,1023.29,1019.09,4896,4896,31916,31916,31916.01,31916.01,0,0,0,0,0,0,0,0,31916,31916,0,0,2811.15,2781.15,2811.15,2781.15,6200,6300,0,0,0,0,0,0,0,0,0
"03325104",1,"2015","2014",0,0.153,0.153,"1",0.15,0.15,"31","D",0.014,0.014,0,"D",0,"D",24314,"D",0,"D",-1662,"D",0,"D",0,"D",0,"D",0,"D",4600,"D",302,"D",0,"D",0,"D",300,"D",1399,262,1421.55,1391.55,262,262,3720.04,3720.04,22652,22652,24314.01,24314.01,0,0,0,0,0,0,0,0,22652,22652,0,0,1421.55,1391.55,1421.55,1391.55,0,0,0,0,0,0,0,0,0,0,0
"03325124",1,"2015","2014",1,0.153,0.153,"2",0,0,"36","D",0,0,0,"D",0,"D",2000,"D",20000,"D",0,"D",0,"D",0,"D",0,"D",7200,"D",0,"D",0,"D",0,"D",1,"D",0,"D",-4346,0,-4305,-4359,0,0,3366,3366,22000,22000,22000.01,22000.01,0,0,1000,1000,0,0,3305,3359,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.5,335.9,0
"03325154",1,"2015","2014",0,0.153,0.153,"1",0.15,0.15,"44","D",0,0,1,"D",1,"D",39938,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",4000,"D",0,"D",0,"D",0,"D",2376,"D",3759,0,3781.95,3751.95,0,0,6110.51,6110.51,39938,39938,0,0,0,0,0,0,0,0,0,0,39938,39938,0,0,3781.95,3751.95,3781.95,3751.95,0,0,0,0,0,0,0,0,0,0,0
"03325174",1,"2015","2014",1,0.153,0.153,"3",0.1403,0.1403,"33","D",0.0645,0.0645,0,"D",0,"D",64000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",3800,"D",27,"D",0,"D",1,"D",5332,"D",5037,2255,5013.57,5044.26,2533.89,2162.57,9792,9792,64000,64000,64000.01,64000.01,1000,1000,0,0,0,0,0,0,58668,58668,0,0,6013.57,6044.26,6013.57,6044.26,10950,11100,9159,9159,0,0,0,0,0,0,0
"03325174",2,"2015","2014",0,0.153,0.153,"1",0.28,0.2614,"33","D",0.0665,0.0665,0,"D",0,"D",105000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",19605,6087,19659.89,19587.25,6463.8,5961.2,16065,16065,105000,105000,105000.01,105000.01,0,0,0,0,0,0,0,0,105000,105000,0,0,19659.89,19587.25,19659.89,19587.25,7800,7900,0,0,0,0,0,0,0,0,0
"03325204",1,"2015","2014",1,0,0,"3",-0.34,-0.34,"33","D",-0.102,-0.102,0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",12492,"D",3500,"D",2616,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,-100,0,0,-100,-100,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10950,11100,0,0,0,0,0,0,0,0,0
"03325214",1,"2015","2014",4,0.153,0.153,"3",0.0606,0.0606,"50","D",0.1914,0.2142,0,"D",0,"D",25000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",10800,"D",0,"D",0,"D",0,"D",4,"D",0,"D",-8058,-1484,-7933,-8099.39,-1432.84,-1500.94,3825,3825,25000,25000,25000.01,25000.01,0,0,3300,3300,0,0,4633,4799.39,25000,25000,0,0,0,0,0,0,10568.6,10847.05,0,0,35.06,35.06,0,0,1575.22,1631.79,0
"03325244",1,"2015","2014",2,0.153,0.153,"2",0.188,0.28,"05","D",0.08,0.08,0,"D",0,"D",51714,"D",64653,"D",0,"D",0,"D",0,"D",0,"D",0,"D",1000,"D",0,"D",0,"D",2,"D",22584,"D",8506,2838,8556.39,8489.8,2880.85,2823.32,17804.15,17804.15,116367,116367,116367.01,116367.01,1681.65,1681.65,0,0,0,0,0,0,93783,93783,0,0,10238.04,10171.45,10238.04,10171.45,7984,8088,23584,23584,0,0,0,0,0,0,0
"03325264",1,"2015","2014",0,0.153,0.153,"1",0.15,0.15,"17","D",0.046,0.048,0,"D",0,"D",26000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",5340,"D",0,"D",25,"D",0,"D",0,"D",0,"D",1901,672,1923.75,1893.75,681,669.5,3978,3978,26000,26000,26000.01,26000.01,0,0,0,0,0,0,0,0,26000,26000,0,0,1923.75,1893.75,1923.75,1893.75,3000,3000,0,0,0,0,0,0,0,0,0
