"NEWID","REFMO","REFYR","UCC","PUBFLAG","VALUE","VALUE_"
2680255,"01","2014","005100","2",333.3333,
2680255,"02","2014","005100","2",333.3333,
2680255,"03","2014","005100","2",333.3333,
2680255,"01","2014","005110","2",333.3333,
2680255,"02","2014","005110","2",333.3333,
2680255,"03","2014","005110","2",333.3333,
2680255,"01","2014","005200","2",41666.6667,
2680255,"02","2014","005200","2",41666.6667,
2680255,"03","2014","005200","2",41666.6667,
2680255,"01","2014","005210","2",20833.3333,
2680255,"02","2014","005210","2",20833.3333,
2680255,"03","2014","005210","2",20833.3333,
2680255,"01","2014","800940","2",923.3265,"T"
2680255,"02","2014","800940","2",923.3265,"T"
2680255,"03","2014","800940","2",923.3265,"T"
2680255,"01","2014","900000","2",17848.5204,"T"
2680255,"02","2014","900000","2",17848.5204,"T"
2680255,"03","2014","900000","2",17848.5204,"T"
2680255,"01","2014","900180","2",5.15,
2680255,"02","2014","900180","2",5.15,
2680255,"03","2014","900180","2",5.15,
2680255,"01","2014","950003","1",833.3333,
2680255,"02","2014","950003","1",833.3333,
2680255,"03","2014","950003","1",833.3333,
2680255,"01","2014","950013","1",166.6667,
2680255,"02","2014","950013","1",166.6667,
2680255,"03","2014","950013","1",166.6667,
2680255,"01","2014","980000","2",17853.6704,"T"
2680255,"02","2014","980000","2",17853.6704,"T"
2680255,"03","2014","980000","2",17853.6704,"T"
2680255,"01","2014","980010","2",0.1667,
2680255,"02","2014","980010","2",0.1667,
2680255,"03","2014","980010","2",0.1667,
2680255,"01","2014","980020","2",4.0833,
2680255,"02","2014","980020","2",4.0833,
2680255,"03","2014","980020","2",4.0833,
2680255,"01","2014","980030","2",0.1667,
2680255,"02","2014","980030","2",0.1667,
2680255,"03","2014","980030","2",0.1667,
2680255,"01","2014","980040","2",0.1667,
2680255,"02","2014","980040","2",0.1667,
2680255,"03","2014","980040","2",0.1667,
2680255,"01","2014","980070","1",16853.6704,"T"
2680255,"02","2014","980070","1",16853.6704,"T"
2680255,"03","2014","980070","1",16853.6704,"T"
2680255,"01","2014","980071","2",15543.1704,"T"
2680255,"02","2014","980071","2",15543.1704,"T"
2680255,"03","2014","980071","2",15543.1704,"T"
