"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","JMKPURQV","JMKP_RQV","JNONFDQV","JNON_DQV","JOTHSTQV","JOTH_TQV","JDINEOQV","JDIN_OQV","JALOUTQV","JALO_TQV","JMLPAYQV","JMLP_YQV","JMEALPYA","JMEA_PYA","JSCHMLQV","JSCH_LQV","JMKGRCQV","JMKG_CQV","FREEFOOD","FREE_OOD","JALHOMQV","JALH_MQV","CIGARETX","CIGA_ETX","JCIGARQV","JCIG_RQV","JOTBACQV","JOTB_CQV","OTHTBACX","OTHT_ACX"
"20131",2511505,65,0,"1",2288,"D",130,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",2158,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2511555,50,0,"1",650,"D",65,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2511565,61,0,"1",780,"D",91,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",689,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2511575,64,0,"1",1430,"D",130,"D",195,"D",1040,"D",0,"D",.,"A",.,"A",.,"A",1300,"D","2","D",300,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2511585,73,0,"1",1144,"D",0,"D",1157,"D",2028,"D",.,"A",.,"A",.,"A",.,"A",1144,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2511595,79,0,"1",1300,"D",130,"D",.,"A",910,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2511615,40,0,"1",2275,"D",520,"D",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",1755,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2511625,41,0,"1",1040,"D",65,"D",.,"A",1040,"D",0,"D",.,"A",.,"A",.,"A",975,"D","2","D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2511645,27,0,"1",416,"D",195,"D",260,"D",0,"D",.,"A",.,"A",.,"A",.,"A",221,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2511675,56,0,"1",1300,"D",449,"F",.,"A",2600,"D",.,"A",.,"A",.,"A",.,"A",1758,"F","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2511695,132,0,"1",2249,"D",650,"D",.,"A",650,"D",60,"D",.,"A",.,"A",.,"A",1599,"D","2","D",336,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2511735,70,0,"1",1950,"D",975,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2511765,55,0,"1",2600,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2405,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2511795,31,0,"1",390,"D",130,"D",65,"D",156,"D",.,"A",.,"A",.,"A",.,"A",260,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2511815,47,0,"1",2730,"D",2080,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2511825,43,0,"1",5200,"D",1040,"D",.,"A",520,"D",60,"D",.,"A",.,"A",.,"A",4160,"D","2","D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2511855,32,0,"1",1300,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2511905,84,0,"1",2600,"D",260,"D",.,"A",650,"D",150,"D",.,"A",.,"A",.,"A",2340,"D","2","D",180,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2511955,46,0,"1",2080,"D",325,"D",.,"A",520,"D",0,"D",.,"A",.,"A",.,"A",1755,"D","2","D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2511965,43,0,"1",1300,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2511975,53,0,"1",975,"D",195,"D",.,"A",26,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2511985,53,0,"1",1300,"D",390,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2511995,107,0,"1",1820,"D",390,"D",.,"A",780,"D",120,"D",.,"A",.,"A",.,"A",1430,"D","2","D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2512005,36,0,"1",650,"D",260,"D",260,"D",130,"D",.,"A",.,"A",.,"A",.,"A",390,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512045,62,0,"1",1950,"D",0,"D",325,"D",1300,"D",150,"D",.,"A",.,"A",200,"D",1950,"D","2","D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2512055,39,0,"1",2600,"D",520,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",2080,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512085,40,0,"1",1170,"D",0,"D",260,"D",390,"D",0,"D",.,"A",.,"A",.,"A",1170,"D","2","D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2512105,60,0,"1",2163,"F",.,"A",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1758,"F","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512145,52,0,"1",390,"D",65,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512165,63,0,"1",1300,"D",195,"D",.,"A",520,"D",0,"D",.,"A",.,"A",312,"D",1105,"D","2","D",75,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2512195,51,0,"1",910,"D",130,"D",.,"A",520,"D",120,"D",.,"A",.,"A",.,"A",780,"D","2","D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2512205,73,0,"1",2600,"D",390,"D",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",2210,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512225,55,0,"1",390,"D",0,"D",260,"D",390,"D",.,"A",.,"A",.,"A",.,"A",390,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512265,36,0,"1",2600,"D",260,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",2340,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512285,59,0,"1",650,"D",325,"D",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512295,53,0,"1",2405,"D",1365,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512305,82,0,"1",1300,"D",130,"D",.,"A",780,"D",0,"D",.,"A",.,"A",.,"A",1170,"D","2","D",45,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2512335,50,0,"1",1300,"D",260,"D",650,"D",260,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512345,29,0,"1",3250,"D",650,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2600,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512355,35,0,"1",455,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",455,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512375,82,0,"1",715,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512395,68,0,"1",3900,"D",650,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",.,"A",3250,"D","2","D",164,"F",.,"A",.,"A",.,"A",.,"A"
"20131",2512405,46,0,"1",975,"D",130,"D",.,"A",260,"D",30,"D",.,"A",.,"A",.,"A",845,"D","2","D",240,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2512465,38,0,"1",3250,"D",650,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",2600,"D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512475,42,0,"1",1950,"D",260,"D",.,"A",208,"D",.,"A",.,"A",.,"A",.,"A",1690,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512485,38,0,"1",325,"D",0,"D",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512505,53,0,"1",1950,"D",455,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1495,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512525,60,0,"1",1105,"D",156,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",949,"D","2","D",240,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2512535,43,0,"1",325,"D",130,"D",.,"A",195,"D",.,"A",200,"D",800,"D",.,"A",195,"D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512545,96,0,"1",1651,"D",390,"D",26,"D",897,"D",48,"D",.,"A",.,"A",.,"A",1261,"D","2","D",66,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2512555,33,0,"1",1300,"D",130,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512575,49,0,"1",910,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512585,72,0,"1",1950,"D",195,"D",.,"A",65,"D",0,"D",.,"A",.,"A",.,"A",1755,"D","2","D",300,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2512635,44,0,"1",1300,"D",390,"D",.,"A",910,"D",60,"D",.,"A",.,"A",.,"A",910,"D","2","D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2512645,47,0,"1",780,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512655,55,0,"1",845,"D",130,"D",130,"D",195,"D",15,"D",.,"A",.,"A",.,"A",715,"D","2","D",45,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2512675,39,0,"1",650,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",650,"D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512685,63,0,"1",1430,"D",390,"D",390,"D",910,"D",.,"A",.,"A",.,"A",120,"D",1040,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512715,93,0,"1",806,"D",156,"D",.,"A",1170,"D",120,"D",.,"A",.,"A",.,"A",650,"D","2","D",210,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2512735,76,0,"1",3250,"D",390,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",2860,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512765,37,0,"1",1300,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512795,51,0,"1",780,"D",195,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512845,42,0,"1",1950,"D",390,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1560,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512865,52,0,"1",3120,"D",0,"D",.,"A",195,"D",0,"D",65,"D",260,"D",6,"D",3120,"D","2","D",141,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2512895,25,0,"1",650,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",390,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512925,48,0,"1",1300,"D",130,"D",.,"A",1170,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512935,58,0,"1",650,"D",65,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2512975,35,0,"1",650,"D",260,"D",.,"A",260,"D",.,"A",65,"D",260,"D",.,"A",390,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513015,75,0,"1",2600,"D",650,"D",.,"A",650,"D",.,"A",.,"A",.,"A",88,"D",1950,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513055,33,0,"1",520,"D",0,"D",.,"A",260,"D",60,"D",.,"A",.,"A",.,"A",520,"D","2","D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2513085,25,0,"1",975,"D",0,"D",.,"A",630,"F",.,"A",.,"A",.,"A",.,"A",975,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513095,42,0,"1",1950,"D",0,"D",.,"A",1950,"D",0,"D",.,"A",.,"A",.,"A",1950,"D","2","D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2513105,62,0,"1",975,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513115,54,0,"1",390,"D",65,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513165,35,0,"1",1040,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513185,46,0,"1",650,"D",325,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513215,25,0,"1",1300,"D",520,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513225,28,0,"1",2080,"D",1300,"D",.,"A",0,"D",15,"D",.,"A",.,"A",.,"A",780,"D","2","D",130,"F",.,"A",.,"A",.,"A",.,"A"
"20131",2513235,67,0,"1",2080,"D",390,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",144,"D",1690,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513245,69,0,"1",1950,"D",390,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",1560,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513255,32,0,"1",650,"D",65,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513265,62,0,"1",2600,"D",260,"D",.,"A",1300,"D",60,"D",.,"A",.,"A",.,"A",2340,"D","2","D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2513275,49,0,"1",845,"D",195,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513285,43,0,"1",1300,"D",268,"F",263,"F",1300,"D",.,"A",.,"A",.,"A",.,"A",1124,"F","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513345,41,0,"1",2600,"D",1300,"D",1300,"D",520,"D",0,"D",65,"D",260,"D",.,"A",1300,"D","2","D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2513355,56,0,"1",3900,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",3900,"D","2","D",450,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2513405,65,0,"1",2275,"D",650,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",.,"A",1625,"D","2","D",900,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2513425,28,0,"1",3250,"D",325,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",2925,"D","2","D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2513435,86,0,"1",1300,"D",260,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",.,"A",1040,"D","2","D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2513455,40,0,"1",650,"D",0,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",240,"D",650,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513505,55,0,"1",520,"D",130,"D",.,"A",260,"D",60,"D",.,"A",.,"A",.,"A",390,"D","2","D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2513525,42,0,"1",1300,"D",130,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513535,42,0,"1",1300,"D",0,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513565,72,0,"1",780,"D",130,"D",.,"A",325,"D",0,"D",.,"A",.,"A",.,"A",650,"D","2","D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2513595,76,0,"1",1950,"D",1300,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513605,52,0,"1",1430,"D",260,"D",325,"D",780,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513615,64,0,"1",2275,"D",520,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",1755,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513645,60,0,"1",2600,"D",0,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",.,"A",2600,"D","2","D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2513715,63,0,"1",1950,"D",325,"D",.,"A",325,"D",0,"D",.,"A",.,"A",.,"A",1625,"D","2","D",360,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2513735,45,0,"1",1950,"D",325,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",1625,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513775,53,0,"1",1950,"D",520,"D",520,"D",650,"D",0,"D",.,"A",.,"A",.,"A",1430,"D","2","D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2513825,63,0,"1",1950,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1690,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513845,35,0,"1",975,"D",390,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513855,58,0,"1",1300,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1170,"D","2","D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2513885,39,0,"1",910,"D",195,"D",260,"D",0,"D",.,"A",.,"A",.,"A",.,"A",715,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513895,47,0,"1",1300,"D",325,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513915,23,0,"1",650,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513925,63,0,"1",975,"D",325,"D",.,"A",520,"D",30,"D",.,"A",.,"A",.,"A",650,"D","2","D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2513935,81,0,"1",975,"D",260,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",715,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513955,37,0,"1",455,"D",195,"D",130,"D",0,"D",.,"A",.,"A",.,"A",.,"A",260,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513965,48,0,"1",1950,"D",195,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1755,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513975,53,0,"1",1625,"D",650,"D",.,"A",650,"D",36,"D",180,"D",720,"D",.,"A",975,"D","1","D",75,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2513985,41,0,"1",1950,"D",520,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2513995,30,0,"1",1950,"D",520,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514015,35,0,"1",1300,"D",130,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514025,35,0,"1",390,"D",65,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514035,26,0,"1",1300,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1105,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514195,65,0,"1",3250,"D",1300,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",1950,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514215,61,0,"1",975,"D",260,"D",.,"A",3900,"D",.,"A",.,"A",.,"A",.,"A",715,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514235,47,0,"1",1963,"D",975,"D",.,"A",1495,"D",.,"A",.,"A",.,"A",.,"A",988,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514245,34,0,"1",910,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",715,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514285,43,0,"1",650,"D",178,"F",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",700,"F","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514305,28,0,"1",1950,"D",585,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1365,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514325,52,0,"1",650,"D",195,"D",.,"A",390,"D",0,"D",.,"A",.,"A",.,"A",455,"D","2","D",45,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2514385,69,0,"1",4745,"D",390,"D",.,"A",1560,"D",0,"D",.,"A",.,"A",.,"A",4355,"D","2","D",900,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2514395,34,0,"1",650,"D",26,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",624,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514445,39,0,"1",1690,"D",390,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514475,47,0,"1",1144,"D",195,"D",195,"D",65,"D",.,"A",.,"A",.,"A",.,"A",949,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514485,43,0,"1",559,"D",104,"D",.,"A",390,"D",36,"D",.,"A",.,"A",.,"A",455,"D","2","D",12,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2514515,98,0,"1",3250,"D",325,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",2925,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514535,65,0,"1",5200,"D",520,"D",.,"A",1300,"D",90,"D",.,"A",.,"A",156,"D",4680,"D","2","D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2514575,37,0,"1",845,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",96,"D",715,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514585,54,0,"1",1235,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514595,76,0,"1",1690,"D",0,"D",.,"A",455,"D",60,"D",.,"A",.,"A",.,"A",1690,"D","2","D",3,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2514605,52,0,"1",780,"D",130,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514615,55,0,"1",1235,"D",325,"D",130,"D",390,"D",0,"D",.,"A",.,"A",.,"A",910,"D","2","D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2514645,51,0,"1",1950,"D",650,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514675,45,0,"1",2600,"D",390,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",2210,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514705,106,0,"1",1625,"D",260,"D",.,"A",390,"D",.,"A",.,"A",.,"A",360,"D",1365,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514715,35,0,"1",325,"D",65,"D",.,"A",65,"D",.,"A",.,"A",.,"A",.,"A",260,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514725,44,0,"1",975,"D",130,"D",.,"A",0,"D",60,"D",.,"A",.,"A",.,"A",845,"D","2","D",300,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2514735,50,0,"1",1820,"D",364,"D",.,"A",520,"D",0,"D",.,"A",.,"A",.,"A",1456,"D","2","D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2514755,50,0,"1",650,"D",104,"D",65,"D",65,"D",.,"A",.,"A",.,"A",.,"A",546,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514775,54,0,"1",1820,"D",520,"D",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514805,73,0,"1",1625,"D",390,"D",.,"A",260,"D",90,"D",.,"A",.,"A",.,"A",1235,"D","2","D",240,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2514815,65,0,"1",1300,"D",390,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514835,44,0,"1",1950,"D",260,"D",.,"A",910,"D",300,"D",.,"A",.,"A",.,"A",1690,"D","2","D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2514845,50,0,"1",650,"D",130,"D",.,"A",390,"D",0,"D",.,"A",.,"A",.,"A",520,"D","2","D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20131",2514875,30,0,"1",910,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",780,"D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2514895,84,0,"1",1040,"D",0,"D",.,"A",2860,"D",720,"D",.,"A",.,"A",.,"A",1040,"D","2","D",285,"D",.,"A",.,"A",.,"A",.,"A"
