"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","TELBSNZ","TELBSNZ_","TELRESD","TELRESD_","TELCELL","TELCELL_","TINTNET","TINTNET_","TCABLE","TCABLE_","NTRTPUR","NTRTPUR_","BILPERD","BILPERD_","QADINE1X","QADI_E1X","QADINE2X","QADI_E2X","QADINE3X","QADI_E3X","QADCAB1X","QADC_B1X","QADCAB2X","QADC_B2X","QADCAB3X","QADC_B3X","QADNTR1X","QADN_R1X","QADNTR2X","QADN_R2X","QADNTR3X","QADN_R3X","TELRES1X","TELR_S1X","TELRES2X","TELR_S2X","TELRES3X","TELR_S3X","TELCEL1X","TELC_L1X","TELCEL2X","TELC_L2X","TELCEL3X","TELC_L3X","TELVOP1X","TELV_P1X","TELVOP2X","TELV_P2X","TELVOP3X","TELV_P3X","QADAPG1X","QADA_G1X","QADAPG2X","QADA_G2X","QADAPG3X","QADA_G3X"
"20131",2602703,75,0,"1",.,"A","1","D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",65,"D",65,"D",65,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602703,76,0,"1",.,"A",,"A","2","D","1","D","2","D","2","D",,"A",45,"D",45,"D",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"F",100,"F",100,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602723,44,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",133,"D",133,"D",133,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602753,75,0,"1",.,"A","1","D",,"A","1","D","2","D","2","D",,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",31,"F",31,"F",31,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602753,76,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D",15,"D",15,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602763,48,0,"1",.,"A","1","D",,"A","1","D","2","D","2","D",,"A",20,"D",20,"D",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",63,"F",63,"F",63,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602763,49,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",85,"D",85,"D",85,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602803,25,0,"1",.,"A","1","D",,"A","2","F","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",40,"F",.,"A",.,"A",.,"A",.,"A",48,"F",40,"F",29,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602833,23,0,"1",.,"A","1","D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",31,"D",31,"D",31,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602873,63,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",34,"D",34,"D",34,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602873,64,0,"1",.,"A","1","D",,"A","1","D","1","D","2","D",,"A",34,"D",34,"D",34,"D",150,"D",150,"D",150,"D",.,"A",.,"A",.,"A",26,"F",26,"F",26,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602923,33,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",76,"D",96,"D",96,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602923,34,0,"1",.,"A","1","D",,"A","1","D","1","D","2","D",,"A",30,"D",30,"D",30,"D",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",65,"F",65,"F",70,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602923,35,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",76,"D",76,"D",80,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602933,35,0,"1",.,"A",,"A","2","D","1","D","2","D","2","D",,"A",60,"F",60,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",92,"F",92,"F",152,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602943,41,0,"1",.,"A","1","D",,"A","1","D","2","D","2","D",,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",55,"F",55,"F",55,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602953,56,0,"1",.,"A","1","D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",20,"D",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2602973,17,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",76,"D",74,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603013,52,0,"1",.,"A","1","D",,"A","1","D","2","D","2","D",,"A",40,"F",40,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"F",80,"F",80,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603013,53,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",120,"D",120,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603023,23,0,"1",.,"A",,"A","2","D","1","D","1","D","2","D",,"A",30,"D",30,"D",30,"D",60,"D",60,"D",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"G",44,"G",45,"G",45,"G",46,"G",45,"G",.,"A",.,"A",.,"A"
"20131",2603073,57,0,"1",.,"A","1","D",,"A","1","D","1","D","2","D",,"A",20,"F",54,"F",50,"F",70,"F",60,"F",50,"F",.,"A",.,"A",.,"A",15,"F",24,"F",36,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603073,58,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",168,"D",168,"D",168,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603083,45,0,"1",.,"A","1","D",,"A","1","D","1","D","2","D","1","D",50,"F",0,"D",0,"D",50,"F",0,"D",0,"D",.,"A",.,"A",.,"A",35,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603083,46,0,"1",.,"A","1","D",,"A","2","D","2","D","2","D","1","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",29,"D",29,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603113,31,0,"1",.,"A","1","D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",38,"D",38,"D",38,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603163,35,0,"1",.,"A","1","D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603173,65,0,"1",.,"A","1","D",,"A","1","D","1","D","2","D",,"A",40,"F",40,"F",40,"F",88,"F",88,"F",88,"F",.,"A",.,"A",.,"A",32,"F",32,"F",32,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603173,66,0,"1",.,"A",,"A","2","D","1","D","2","D","2","D",,"A",35,"F",35,"F",35,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",125,"F",125,"F",125,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603193,35,0,"1",.,"A",,"A","2","D","1","D","2","D","2","D",,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"F",20,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603223,26,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",14,"D",14,"D",14,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603233,33,0,"1",.,"A","1","D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603253,34,0,"1",.,"A","1","D",,"A","2","F","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603263,26,0,"1",.,"A","1","D",,"A","1","D","2","D","2","D",,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",129,"F",129,"F",129,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603273,64,0,"1",.,"A","1","D",,"A","1","D","2","D","2","D",,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",88,"F",88,"F",88,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603273,65,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603283,24,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603283,25,0,"1",.,"A",,"A","2","D","1","D","2","D","2","D",,"A",40,"F",40,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"F",40,"F",50,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603313,24,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",101,"D",112,"D",101,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603323,30,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603333,56,0,"1",.,"A","1","D",,"A","1","D","1","D","2","D",,"A",20,"F",60,"F",20,"F",140,"F",80,"F",140,"F",.,"A",.,"A",.,"A",20,"F",40,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603333,57,0,"1",.,"A",,"A","2","D","1","D","2","D","2","D",,"A",10,"D",10,"D",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",70,"F",70,"F",70,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603373,37,0,"1",.,"A","1","D",,"A","1","D","1","D","2","D",,"A",40,"F",50,"F",50,"F",60,"F",86,"F",86,"F",.,"A",.,"A",.,"A",40,"F",22,"F",22,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603373,38,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",69,"D",69,"D",69,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603383,43,0,"1",.,"A","1","D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",28,"D",28,"D",28,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603423,37,0,"1",.,"A",,"A","2","D","1","D","2","D","2","D",,"A",40,"F",40,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"F",35,"F",35,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603423,38,0,"1",.,"A",,"A","2","D","1","D","2","D","2","D",,"A",40,"F",40,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"F",35,"F",35,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603423,39,0,"1",.,"A","1","D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603453,35,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",55,"D",55,"D",55,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603463,69,0,"1",.,"A","1","D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",34,"D",34,"D",34,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603463,70,0,"1",.,"A",,"A","2","D","1","D","2","D","2","D",,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",195,"F",195,"F",195,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603473,20,0,"1",.,"A",,"A","2","D","2","F","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",72,"F",70,"F",120,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603505,23,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603513,27,0,"1",.,"A","1","D",,"A","1","D","1","D","2","D",,"A",30,"F",30,"F",60,"F",55,"F",80,"F",70,"F",.,"A",.,"A",.,"A",65,"F",40,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603603,71,0,"1",.,"A","1","D","2","D","1","D","1","D","2","D",,"A",40,"F",40,"F",120,"F",140,"F",140,"F",120,"F",.,"A",.,"A",.,"A",49,"G",48,"G",30,"G",111,"G",112,"G",70,"G",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603613,28,0,"1",.,"A","1","D",,"A","2","D","1","D","2","D",,"A",.,"A",.,"A",.,"A",145,"F",145,"F",145,"F",.,"A",.,"A",.,"A",55,"F",55,"F",55,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603623,74,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603623,75,0,"1",.,"A","1","D",,"A","1","D","1","D","2","D",,"A",30,"D",30,"D",30,"D",90,"D",90,"D",90,"D",.,"A",.,"A",.,"A",25,"F",25,"F",25,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603633,35,0,"1",.,"A","1","D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603633,36,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603673,27,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603683,41,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",80,"D",80,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603693,44,0,"1",.,"A","1","D",,"A","1","D","2","D","2","D",,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",29,"F",29,"F",29,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603693,45,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",178,"D",151,"D",149,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603703,62,0,"1",0.6,"D","1","D",,"A","1","D","1","D","2","D",,"A",20,"F",20,"F",20,"F",25,"F",25,"F",25,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603703,63,0,"1",0.5,"D",,"A","2","D","1","D","2","D","2","D",,"A",59,"F",59,"F",59,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603713,45,0,"1",.,"A","1","D",,"A","1","D","2","D","2","D",,"A",15,"D",15,"D",15,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",55,"F",55,"F",55,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603733,25,0,"1",.,"A","1","D",,"A","2","D","1","D","2","D",,"A",.,"A",.,"A",.,"A",81,"F",81,"F",81,"F",.,"A",.,"A",.,"A",31,"F",31,"F",31,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603733,26,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",75,"D",75,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603783,43,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603803,23,0,"1",.,"A","1","D",,"A","2","F","1","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"F",.,"A",.,"A",.,"A",100,"F",90,"F",139,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603813,42,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",101,"D",90,"D",90,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603923,37,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",65,"D",65,"D",65,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603933,58,0,"1",.,"A",,"A","2","D","1","D","2","D","2","D",,"A",14,"F",14,"F",14,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",21,"F",21,"F",21,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603933,59,0,"1",.,"A",,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A"
"20131",2603945,28,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",150,"D",150,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603963,33,0,"1",.,"A","1","D",,"A","1","D","1","D","2","D",,"A",30,"D",30,"D",30,"D",60,"D",60,"D",60,"D",.,"A",.,"A",.,"A",26,"F",26,"F",26,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603963,34,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",52,"D",52,"D",52,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603973,52,0,"1",.,"A",,"A","2","D","1","D","2","D","2","D",,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603973,53,0,"1",.,"A","1","D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D",15,"D",15,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2603983,46,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2604023,52,0,"1",.,"A","1","D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",177,"D",176,"D",177,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2604023,53,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",160,"D",160,"D",160,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2604033,67,0,"1",.,"A","1","D",,"A","1","D","2","D","2","D",,"A",25,"F",25,"F",25,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"F",50,"F",50,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2604033,68,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",88,"D",88,"D",88,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2604033,69,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",112,"D",112,"D",112,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2604043,58,0,"1",.,"A","1","D",,"A","1","D","1","D","2","D",,"A",24,"D",24,"D",24,"D",75,"D",75,"D",75,"D",.,"A",.,"A",.,"A",66,"F",66,"F",66,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2604043,59,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",75,"D",75,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2604063,27,0,"1",.,"A",,"A","2","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",48,"D",32,"D",32,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20131",2604083,42,0,"1",.,"A","1","D",,"A","1","D","1","D","2","D",,"A",40,"D",40,"D",40,"D",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",40,"F",40,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
