"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFCD3MCX","QFCD_MCX","QPYP3MCX","QPYP_MCX","QPRP3MCX","QPRP_MCX"
"20133",2679253,37,0,"1",.,"A",.,"A",.,"A"
"20133",2679263,27,0,"1",0,"D",.,"A",.,"A"
"20133",2679273,45,0,"1",.,"A",.,"A",.,"A"
"20133",2679313,21,0,"1",.,"A",.,"A",.,"A"
"20133",2679333,40,0,"1",.,"A",.,"A",.,"A"
"20133",2679343,24,0,"1",.,"A",.,"A",.,"A"
"20133",2679383,39,0,"1",.,"A",.,"A",.,"A"
"20133",2679393,47,0,"1",.,"A",.,"A",.,"A"
"20133",2679403,21,0,"1",.,"A",.,"A",.,"A"
"20133",2679423,14,0,"1",.,"A",.,"A",.,"A"
"20133",2679433,68,0,"1",.,"A",.,"A",.,"A"
"20133",2679443,66,0,"1",.,"A",.,"A",.,"A"
"20133",2679503,50,0,"1",.,"A",.,"A",.,"A"
"20133",2679523,20,0,"1",.,"A",.,"A",.,"A"
"20133",2679543,45,0,"1",.,"A",.,"A",.,"A"
"20133",2679553,16,0,"1",.,"A",.,"A",.,"A"
"20133",2679565,65,0,"1",.,"A",.,"A",.,"A"
"20133",2679573,23,0,"1",.,"A",.,"A",.,"A"
"20133",2679583,29,0,"1",.,"A",.,"A",.,"A"
"20133",2679593,55,0,"1",.,"A",.,"A",.,"A"
"20133",2679603,15,0,"1",.,"A",.,"A",.,"A"
"20133",2679633,26,0,"1",.,"A",.,"A",.,"A"
"20133",2679643,24,0,"1",.,"A",.,"A",.,"A"
"20133",2679683,10,0,"1",.,"A",.,"A",.,"A"
"20133",2679693,33,0,"1",.,"A",.,"A",.,"A"
"20133",2679703,32,0,"1",.,"A",.,"A",.,"A"
"20133",2679723,96,0,"1",.,"A",.,"A",.,"A"
"20133",2679753,43,0,"1",.,"A",.,"A",.,"A"
"20133",2679763,8,0,"1",.,"A",.,"A",.,"A"
"20133",2679773,34,0,"1",.,"A",.,"A",.,"A"
"20133",2679783,14,0,"1",.,"A",.,"A",.,"A"
"20133",2679803,52,0,"1",.,"A",.,"A",.,"A"
"20133",2679813,14,0,"1",.,"A",.,"A",.,"A"
"20133",2679823,18,0,"1",.,"A",.,"A",.,"A"
"20133",2679833,16,0,"1",.,"A",.,"A",.,"A"
"20133",2679843,31,0,"1",.,"A",.,"A",.,"A"
"20133",2679873,38,0,"1",.,"A",.,"A",.,"A"
"20133",2679883,26,0,"1",.,"A",.,"A",.,"A"
"20133",2679903,32,0,"1",.,"A",.,"A",.,"A"
"20133",2679943,9,0,"1",.,"A",.,"A",.,"A"
"20133",2679963,25,0,"1",.,"A",.,"A",.,"A"
"20133",2679983,41,0,"1",.,"A",.,"A",.,"A"
"20133",2679993,48,0,"1",.,"A",.,"A",.,"A"
"20133",2680003,40,0,"1",.,"A",.,"A",.,"A"
"20133",2680023,17,0,"1",.,"A",.,"A",.,"A"
"20133",2680033,43,0,"1",.,"A",.,"A",.,"A"
"20133",2680043,27,0,"1",40,"D",.,"A",.,"A"
"20133",2680073,21,0,"1",.,"A",.,"A",.,"A"
"20133",2680093,111,0,"1",.,"A",.,"A",.,"A"
"20133",2680103,16,0,"1",.,"A",.,"A",.,"A"
"20133",2680133,6,0,"1",.,"A",.,"A",.,"A"
"20133",2680153,41,0,"1",.,"A",.,"A",.,"A"
"20133",2680183,56,0,"1",.,"A",.,"A",.,"A"
"20133",2680193,42,0,"1",12,"D",.,"A",.,"A"
"20133",2680203,27,0,"1",.,"A",.,"A",.,"A"
"20133",2680213,35,0,"1",.,"A",.,"A",.,"A"
"20133",2680233,48,0,"1",.,"A",.,"A",.,"A"
"20133",2680282,55,0,"1",.,"A",.,"A",.,"A"
"20133",2680292,18,0,"1",.,"A",.,"A",.,"A"
"20133",2680302,28,0,"1",.,"A",.,"A",.,"A"
"20133",2680312,52,0,"1",.,"A",.,"A",.,"A"
"20133",2680322,18,0,"1",.,"A",.,"A",.,"A"
"20133",2680362,37,0,"1",.,"A",.,"A",.,"A"
"20133",2680402,20,0,"1",.,"A",.,"A",.,"A"
"20133",2680432,21,0,"1",.,"A",.,"A",.,"A"
"20133",2680452,15,0,"1",.,"A",.,"A",.,"A"
"20133",2680522,14,0,"1",.,"A",.,"A",.,"A"
"20133",2680542,9,0,"1",.,"A",.,"A",.,"A"
"20133",2680552,4,0,"1",.,"A",.,"A",.,"A"
"20133",2680572,17,0,"1",.,"A",.,"A",.,"A"
"20133",2680592,27,0,"1",.,"A",.,"A",.,"A"
"20133",2680602,14,0,"1",.,"A",.,"A",.,"A"
"20133",2680642,50,0,"1",.,"A",.,"A",.,"A"
"20133",2680662,33,0,"1",.,"A",.,"A",.,"A"
"20133",2680672,16,0,"1",.,"A",.,"A",.,"A"
"20133",2680682,26,0,"1",.,"A",.,"A",.,"A"
"20133",2680692,32,0,"1",.,"A",.,"A",.,"A"
"20133",2680702,11,0,"1",.,"A",.,"A",.,"A"
"20133",2680732,31,0,"1",.,"A",.,"A",.,"A"
"20133",2680762,50,0,"1",.,"A",.,"A",.,"A"
"20133",2680802,28,0,"1",.,"A",.,"A",.,"A"
"20133",2680822,34,0,"1",.,"A",.,"A",.,"A"
"20133",2680832,15,0,"1",.,"A",.,"A",.,"A"
"20133",2680842,49,0,"1",.,"A",.,"A",.,"A"
"20133",2680862,17,0,"1",.,"A",.,"A",.,"A"
"20133",2680872,14,0,"1",.,"A",.,"A",.,"A"
"20133",2680882,11,0,"1",.,"A",.,"A",.,"A"
"20133",2680902,50,0,"1",.,"A",.,"A",.,"A"
"20133",2680922,36,0,"1",.,"A",.,"A",.,"A"
"20133",2680932,39,0,"1",.,"A",.,"A",.,"A"
"20133",2680942,68,0,"1",.,"A",.,"A",.,"A"
"20133",2680962,11,0,"1",.,"A",.,"A",.,"A"
"20133",2680972,30,0,"1",.,"A",.,"A",.,"A"
"20133",2681032,21,0,"1",.,"A",.,"A",.,"A"
"20133",2681052,9,0,"1",.,"A",.,"A",.,"A"
"20133",2681082,37,0,"1",.,"A",.,"A",.,"A"
"20133",2681092,35,0,"1",.,"A",.,"A",.,"A"
"20133",2681102,16,0,"1",.,"A",.,"A",.,"A"
"20133",2681112,21,0,"1",.,"A",.,"A",.,"A"
"20133",2681122,29,0,"1",.,"A",.,"A",.,"A"
"20133",2681142,16,0,"1",.,"A",.,"A",.,"A"
"20133",2681152,50,0,"1",.,"A",.,"A",.,"A"
"20133",2681162,17,0,"1",.,"A",.,"A",.,"A"
"20133",2681172,39,0,"1",.,"A",.,"A",.,"A"
"20133",2681182,15,0,"1",.,"A",.,"A",.,"A"
"20133",2681192,8,0,"1",.,"A",.,"A",.,"A"
"20133",2681202,25,0,"1",.,"A",.,"A",.,"A"
"20133",2681214,35,0,"1",26,"D",.,"A",.,"A"
"20133",2681232,23,0,"1",.,"A",.,"A",.,"A"
"20133",2681305,58,0,"1",.,"A",.,"A",.,"A"
"20133",2681352,12,0,"1",.,"A",.,"A",.,"A"
"20133",2681362,38,0,"1",.,"A",.,"A",.,"A"
"20133",2681392,17,0,"1",.,"A",.,"A",.,"A"
"20133",2681412,21,0,"1",.,"A",.,"A",.,"A"
"20133",2681432,18,0,"1",.,"A",.,"A",.,"A"
"20133",2681442,28,0,"1",.,"A",.,"A",.,"A"
"20133",2681452,21,0,"1",.,"A",.,"A",.,"A"
"20133",2681492,23,0,"1",.,"A",.,"A",.,"A"
"20133",2681502,45,0,"1",.,"A",.,"A",.,"A"
"20133",2681542,70,0,"1",.,"A",.,"A",.,"A"
"20133",2681552,53,0,"1",.,"A",.,"A",.,"A"
"20133",2681562,27,0,"1",.,"A",.,"A",.,"A"
"20133",2681572,21,0,"1",.,"A",.,"A",.,"A"
"20133",2681592,14,0,"1",.,"A",.,"A",.,"A"
"20133",2681602,36,0,"1",.,"A",.,"A",.,"A"
"20133",2681612,31,0,"1",.,"A",.,"A",.,"A"
"20133",2681622,29,0,"1",.,"A",.,"A",.,"A"
"20133",2681662,17,0,"1",.,"A",.,"A",.,"A"
"20133",2681672,25,0,"1",.,"A",.,"A",.,"A"
"20133",2681692,29,0,"1",.,"A",.,"A",.,"A"
"20133",2681702,13,0,"1",.,"A",.,"A",.,"A"
"20133",2681732,30,0,"1",.,"A",.,"A",.,"A"
"20133",2681742,6,0,"1",.,"A",.,"A",.,"A"
"20133",2681762,19,0,"1",.,"A",.,"A",.,"A"
"20133",2681772,25,0,"1",.,"A",.,"A",.,"A"
"20133",2681782,28,0,"1",.,"A",.,"A",.,"A"
"20133",2681792,42,0,"1",.,"A",.,"A",.,"A"
"20133",2681802,34,0,"1",.,"A",.,"A",.,"A"
"20133",2681822,19,0,"1",.,"A",.,"A",.,"A"
"20133",2681832,39,0,"1",.,"A",.,"A",.,"A"
"20133",2681842,46,0,"1",.,"A",.,"A",.,"A"
"20133",2681862,24,0,"1",.,"A",.,"A",.,"A"
"20133",2681882,7,0,"1",.,"A",.,"A",.,"A"
"20133",2681902,22,0,"1",.,"A",.,"A",.,"A"
"20133",2681912,54,0,"1",.,"A",.,"A",.,"A"
"20133",2681922,18,0,"1",.,"A",.,"A",.,"A"
"20133",2681992,28,0,"1",.,"A",.,"A",.,"A"
"20133",2682032,20,0,"1",.,"A",.,"A",.,"A"
"20133",2682042,32,0,"1",.,"A",.,"A",.,"A"
"20133",2682052,58,0,"1",.,"A",.,"A",.,"A"
"20133",2682062,34,0,"1",.,"A",.,"A",.,"A"
"20133",2682092,21,0,"1",.,"A",.,"A",.,"A"
"20133",2682122,15,0,"1",.,"A",.,"A",.,"A"
"20133",2682162,45,0,"1",.,"A",.,"A",.,"A"
"20133",2682192,39,0,"1",.,"A",.,"A",.,"A"
"20133",2682202,12,0,"1",.,"A",.,"A",.,"A"
"20133",2682215,50,0,"1",.,"A",.,"A",.,"A"
"20133",2682222,33,0,"1",.,"A",.,"A",.,"A"
"20133",2682232,40,0,"1",.,"A",.,"A",.,"A"
"20133",2682252,16,0,"1",.,"A",.,"A",.,"A"
"20133",2682262,10,0,"1",.,"A",.,"A",.,"A"
"20133",2682282,33,0,"1",.,"A",.,"A",.,"A"
"20133",2682292,36,0,"1",.,"A",.,"A",.,"A"
"20133",2682302,28,0,"1",.,"A",.,"A",.,"A"
"20133",2682322,42,0,"1",.,"A",.,"A",.,"A"
"20133",2682342,10,0,"1",.,"A",.,"A",.,"A"
"20133",2682352,21,0,"1",.,"A",.,"A",.,"A"
"20133",2682382,30,0,"1",.,"A",.,"A",.,"A"
"20133",2682402,22,0,"1",.,"A",.,"A",.,"A"
"20133",2682422,8,0,"1",.,"A",.,"A",.,"A"
"20133",2682432,18,0,"1",.,"A",.,"A",.,"A"
"20133",2682452,16,0,"1",.,"A",.,"A",.,"A"
"20133",2682462,43,0,"1",0,"D",.,"A",.,"A"
"20133",2682502,31,0,"1",.,"A",.,"A",.,"A"
"20133",2682512,19,0,"1",.,"A",.,"A",.,"A"
"20133",2682562,20,0,"1",.,"A",.,"A",.,"A"
"20133",2682572,13,0,"1",.,"A",.,"A",.,"A"
"20133",2682592,31,0,"1",.,"A",.,"A",.,"A"
"20133",2682614,10,0,"1",.,"A",.,"A",.,"A"
"20133",2682632,8,0,"1",.,"A",.,"A",.,"A"
"20133",2682642,22,0,"1",.,"A",.,"A",.,"A"
"20133",2682672,60,0,"1",.,"A",.,"A",.,"A"
"20133",2682682,14,0,"1",.,"A",.,"A",.,"A"
"20133",2682692,22,0,"1",.,"A",.,"A",.,"A"
"20133",2682702,7,0,"1",.,"A",.,"A",.,"A"
"20133",2682714,26,0,"1",.,"A",.,"A",.,"A"
"20133",2682722,26,0,"1",.,"A",.,"A",.,"A"
"20133",2682742,27,0,"1",.,"A",.,"A",.,"A"
"20133",2682752,13,0,"1",.,"A",.,"A",.,"A"
"20133",2682765,13,0,"1",.,"A",.,"A",.,"A"
"20133",2682772,42,0,"1",.,"A",.,"A",.,"A"
"20133",2682802,32,0,"1",.,"A",.,"A",.,"A"
"20133",2682842,27,0,"1",.,"A",.,"A",.,"A"
"20133",2682862,16,0,"1",.,"A",.,"A",.,"A"
"20133",2682892,57,0,"1",50,"D",.,"A",.,"A"
"20133",2682912,26,0,"1",.,"A",.,"A",.,"A"
"20133",2682922,37,0,"1",.,"A",.,"A",.,"A"
"20133",2682942,36,0,"1",.,"A",.,"A",.,"A"
"20133",2682952,31,0,"1",.,"A",.,"A",.,"A"
"20133",2682982,33,0,"1",.,"A",.,"A",.,"A"
"20133",2683012,15,0,"1",.,"A",.,"A",.,"A"
"20133",2683022,19,0,"1",.,"A",.,"A",.,"A"
"20133",2683042,17,0,"1",.,"A",.,"A",.,"A"
"20133",2683052,18,0,"1",.,"A",.,"A",.,"A"
"20133",2683072,28,0,"1",.,"A",.,"A",.,"A"
"20133",2683082,16,0,"1",.,"A",.,"A",.,"A"
"20133",2683112,22,0,"1",.,"A",.,"A",.,"A"
"20133",2683122,29,0,"1",.,"A",.,"A",.,"A"
"20133",2683132,16,0,"1",.,"A",.,"A",.,"A"
"20133",2683144,33,0,"1",.,"A",.,"A",.,"A"
"20133",2683162,46,0,"1",.,"A",.,"A",.,"A"
"20133",2683172,40,0,"1",.,"A",.,"A",.,"A"
"20133",2683202,30,0,"1",.,"A",.,"A",.,"A"
"20133",2683212,21,0,"1",.,"A",.,"A",.,"A"
"20133",2683222,41,0,"1",.,"A",.,"A",.,"A"
"20133",2683232,48,0,"1",.,"A",.,"A",.,"A"
"20133",2683262,27,0,"1",.,"A",.,"A",.,"A"
"20133",2683292,29,0,"1",.,"A",.,"A",.,"A"
"20133",2683312,49,0,"1",.,"A",.,"A",.,"A"
"20133",2683342,25,0,"1",.,"A",.,"A",.,"A"
"20133",2683352,45,0,"1",.,"A",.,"A",.,"A"
"20133",2683362,21,0,"1",.,"A",.,"A",.,"A"
"20133",2683372,37,0,"1",.,"A",.,"A",.,"A"
"20133",2683392,36,0,"1",.,"A",.,"A",.,"A"
"20133",2683432,57,0,"1",.,"A",.,"A",.,"A"
"20133",2683442,21,0,"1",.,"A",.,"A",.,"A"
"20133",2683472,30,0,"1",.,"A",.,"A",.,"A"
"20133",2683482,20,0,"1",.,"A",.,"A",.,"A"
"20133",2683512,25,0,"1",.,"A",.,"A",.,"A"
"20133",2683542,15,0,"1",.,"A",.,"A",.,"A"
"20133",2683552,36,0,"1",.,"A",.,"A",.,"A"
"20133",2683582,5,0,"1",.,"A",.,"A",.,"A"
"20133",2683592,26,0,"1",.,"A",.,"A",.,"A"
"20133",2683612,13,0,"1",.,"A",.,"A",.,"A"
"20133",2683622,12,0,"1",.,"A",.,"A",.,"A"
"20133",2683632,72,0,"1",.,"A",.,"A",.,"A"
"20133",2683642,45,0,"1",.,"A",.,"A",.,"A"
"20133",2683692,29,0,"1",.,"A",.,"A",.,"A"
"20133",2683712,49,0,"1",.,"A",.,"A",.,"A"
"20133",2683732,12,0,"1",.,"A",.,"A",.,"A"
"20133",2683752,34,0,"1",.,"A",.,"A",.,"A"
"20133",2683762,22,0,"1",.,"A",.,"A",.,"A"
"20133",2683812,46,0,"1",0,"D",.,"A",.,"A"
"20133",2683832,14,0,"1",.,"A",.,"A",.,"A"
"20133",2683852,65,0,"1",.,"A",.,"A",.,"A"
"20133",2683862,31,0,"1",.,"A",.,"A",.,"A"
"20133",2683872,34,0,"1",.,"A",.,"A",.,"A"
"20133",2683892,19,0,"1",.,"A",.,"A",.,"A"
"20133",2683912,11,0,"1",.,"A",.,"A",.,"A"
"20133",2683922,40,0,"1",.,"A",.,"A",.,"A"
"20133",2683972,39,0,"1",.,"A",.,"A",.,"A"
"20133",2684014,11,0,"1",.,"A",.,"A",.,"A"
"20133",2684022,37,0,"1",.,"A",.,"A",.,"A"
"20133",2684042,28,0,"1",.,"A",.,"A",.,"A"
"20133",2684062,57,0,"1",.,"A",.,"A",.,"A"
"20133",2684092,21,0,"1",.,"A",.,"A",.,"A"
"20133",2684102,20,0,"1",.,"A",.,"A",.,"A"
"20133",2684112,47,0,"1",.,"A",.,"A",.,"A"
"20133",2684122,15,0,"1",.,"A",.,"A",.,"A"
"20133",2684172,26,0,"1",.,"A",.,"A",.,"A"
"20133",2684182,35,0,"1",.,"A",.,"A",.,"A"
"20133",2684192,23,0,"1",.,"A",.,"A",.,"A"
"20133",2684222,26,0,"1",.,"A",.,"A",.,"A"
"20133",2684232,37,0,"1",.,"A",.,"A",.,"A"
"20133",2684242,10,0,"1",.,"A",.,"A",.,"A"
"20133",2684252,17,0,"1",.,"A",.,"A",.,"A"
"20133",2684272,41,0,"1",.,"A",.,"A",.,"A"
"20133",2684282,19,0,"1",.,"A",.,"A",.,"A"
"20133",2684292,12,0,"1",.,"A",.,"A",.,"A"
"20133",2684312,16,0,"1",.,"A",.,"A",.,"A"
"20133",2684332,59,0,"1",.,"A",.,"A",.,"A"
"20133",2684342,42,0,"1",.,"A",.,"A",.,"A"
"20133",2684352,33,0,"1",.,"A",.,"A",.,"A"
"20133",2684365,23,0,"1",.,"A",.,"A",.,"A"
"20133",2684382,29,0,"1",.,"A",.,"A",.,"A"
"20133",2684402,26,0,"1",.,"A",.,"A",.,"A"
"20133",2684422,37,0,"1",.,"A",.,"A",.,"A"
"20133",2684432,34,0,"1",.,"A",.,"A",.,"A"
"20133",2684452,41,0,"1",.,"A",.,"A",.,"A"
"20133",2684462,14,0,"1",.,"A",.,"A",.,"A"
"20133",2684472,26,0,"1",.,"A",.,"A",.,"A"
"20133",2684492,52,0,"1",.,"A",.,"A",.,"A"
"20133",2684512,9,0,"1",.,"A",.,"A",.,"A"
"20133",2684542,9,0,"1",.,"A",.,"A",.,"A"
"20133",2684582,17,0,"1",.,"A",.,"A",.,"A"
"20133",2684592,24,0,"1",.,"A",.,"A",.,"A"
"20133",2684662,49,0,"1",.,"A",.,"A",.,"A"
"20133",2684692,13,0,"1",.,"A",.,"A",.,"A"
"20133",2684712,76,0,"1",.,"A",.,"A",.,"A"
"20133",2684722,28,0,"1",.,"A",.,"A",.,"A"
"20133",2684732,22,0,"1",.,"A",.,"A",.,"A"
"20133",2684752,25,0,"1",.,"A",.,"A",.,"A"
"20133",2684762,14,0,"1",.,"A",.,"A",.,"A"
"20133",2684772,37,0,"1",.,"A",.,"A",.,"A"
"20133",2684782,28,0,"1",80,"D",.,"A",.,"A"
"20133",2684792,15,0,"1",.,"A",.,"A",.,"A"
"20133",2684802,34,0,"1",.,"A",.,"A",.,"A"
"20133",2684812,21,0,"1",.,"A",.,"A",.,"A"
"20133",2684822,37,0,"1",.,"A",.,"A",.,"A"
"20133",2684842,54,0,"1",.,"A",.,"A",.,"A"
"20133",2684892,51,0,"1",.,"A",.,"A",.,"A"
"20133",2684922,43,0,"1",.,"A",.,"A",.,"A"
"20133",2684942,14,0,"1",.,"A",.,"A",.,"A"
"20133",2684992,34,0,"1",.,"A",.,"A",.,"A"
"20133",2685012,76,0,"1",.,"A",.,"A",.,"A"
"20133",2685042,40,0,"1",.,"A",.,"A",.,"A"
"20133",2685062,41,0,"1",.,"A",.,"A",.,"A"
"20133",2685072,21,0,"1",.,"A",.,"A",.,"A"
"20133",2685092,51,0,"1",.,"A",.,"A",.,"A"
"20133",2685112,33,0,"1",.,"A",.,"A",.,"A"
"20133",2685122,32,0,"1",.,"A",.,"A",.,"A"
"20133",2685132,27,0,"1",.,"A",.,"A",.,"A"
"20133",2685142,47,0,"1",.,"A",.,"A",.,"A"
"20133",2685152,14,0,"1",.,"A",.,"A",.,"A"
"20133",2685172,42,0,"1",10,"D",.,"A",.,"A"
"20133",2685182,28,0,"1",.,"A",.,"A",.,"A"
"20133",2685222,14,0,"1",.,"A",.,"A",.,"A"
"20133",2685232,43,0,"1",.,"A",.,"A",.,"A"
"20133",2685242,15,0,"1",.,"A",.,"A",.,"A"
"20133",2685252,34,0,"1",.,"A",.,"A",.,"A"
"20133",2685302,11,0,"1",.,"A",.,"A",.,"A"
"20133",2685322,93,0,"1",.,"A",.,"A",.,"A"
"20133",2685332,30,0,"1",.,"A",.,"A",.,"A"
"20133",2685342,42,0,"1",.,"A",.,"A",.,"A"
"20133",2685372,36,0,"1",.,"A",.,"A",.,"A"
"20133",2685382,24,0,"1",.,"A",.,"A",.,"A"
"20133",2685392,28,0,"1",25,"D",.,"A",.,"A"
"20133",2685422,25,0,"1",.,"A",.,"A",.,"A"
"20133",2685442,36,0,"1",.,"A",.,"A",.,"A"
"20133",2685452,44,0,"1",.,"A",.,"A",.,"A"
"20133",2685482,51,0,"1",.,"A",.,"A",.,"A"
"20133",2685492,41,0,"1",.,"A",.,"A",.,"A"
"20133",2685512,10,0,"1",.,"A",.,"A",.,"A"
"20133",2685522,17,0,"1",.,"A",.,"A",.,"A"
"20133",2685542,17,0,"1",.,"A",.,"A",.,"A"
"20133",2685612,17,0,"1",.,"A",.,"A",.,"A"
"20133",2685642,49,0,"1",.,"A",.,"A",.,"A"
"20133",2685652,45,0,"1",.,"A",.,"A",.,"A"
"20133",2685672,25,0,"1",.,"A",.,"A",.,"A"
"20133",2685682,51,0,"1",.,"A",.,"A",.,"A"
"20133",2685742,24,0,"1",.,"A",.,"A",.,"A"
"20133",2685772,40,0,"1",.,"A",.,"A",.,"A"
"20133",2685782,7,0,"1",.,"A",.,"A",.,"A"
"20133",2685812,32,0,"1",.,"A",.,"A",.,"A"
"20133",2685872,23,0,"1",.,"A",.,"A",.,"A"
"20133",2685902,38,0,"1",.,"A",.,"A",.,"A"
"20133",2685912,40,0,"1",.,"A",.,"A",.,"A"
"20133",2685932,37,0,"1",.,"A",.,"A",.,"A"
"20133",2685942,49,0,"1",.,"A",.,"A",.,"A"
"20133",2685962,17,0,"1",.,"A",.,"A",.,"A"
"20133",2685972,37,0,"1",.,"A",.,"A",.,"A"
"20133",2685982,17,0,"1",.,"A",.,"A",.,"A"
"20133",2685992,49,0,"1",.,"A",.,"A",.,"A"
"20133",2686022,22,0,"1",.,"A",.,"A",.,"A"
"20133",2686042,23,0,"1",.,"A",.,"A",.,"A"
"20133",2686082,17,0,"1",170,"D",.,"A",.,"A"
"20133",2686092,31,0,"1",.,"A",.,"A",.,"A"
"20133",2686142,41,0,"1",.,"A",.,"A",.,"A"
"20133",2686162,23,0,"1",.,"A",.,"A",.,"A"
"20133",2686172,30,0,"1",.,"A",.,"A",.,"A"
"20133",2686202,27,0,"1",.,"A",.,"A",.,"A"
"20133",2686232,27,0,"1",.,"A",.,"A",.,"A"
"20133",2686262,27,0,"1",.,"A",.,"A",.,"A"
"20133",2686272,35,0,"1",.,"A",.,"A",.,"A"
"20133",2686292,37,0,"1",.,"A",.,"A",.,"A"
"20133",2686302,11,0,"1",.,"A",.,"A",.,"A"
"20133",2686372,31,0,"1",.,"A",.,"A",.,"A"
"20133",2686382,17,0,"1",.,"A",.,"A",.,"A"
"20133",2686412,33,0,"1",.,"A",.,"A",.,"A"
"20133",2686432,31,0,"1",.,"A",.,"A",.,"A"
"20133",2686492,45,0,"1",.,"A",.,"A",.,"A"
"20133",2686502,21,0,"1",.,"A",.,"A",.,"A"
"20133",2686522,27,0,"1",.,"A",.,"A",.,"A"
"20133",2686532,35,0,"1",.,"A",.,"A",.,"A"
"20133",2686542,28,0,"1",.,"A",.,"A",.,"A"
"20133",2686552,19,0,"1",0,"D",.,"A",.,"A"
"20133",2686572,34,0,"1",.,"A",.,"A",.,"A"
"20133",2686622,11,0,"1",.,"A",.,"A",.,"A"
"20133",2686632,24,0,"1",.,"A",.,"A",.,"A"
"20133",2686642,36,0,"1",.,"A",.,"A",.,"A"
"20133",2686652,19,0,"1",20,"D",.,"A",.,"A"
"20133",2686664,30,0,"1",.,"A",.,"A",.,"A"
"20133",2686672,13,0,"1",.,"A",.,"A",.,"A"
"20133",2686682,11,0,"1",.,"A",.,"A",.,"A"
"20133",2686702,38,0,"1",.,"A",.,"A",.,"A"
"20133",2686722,10,0,"1",.,"A",.,"A",.,"A"
"20133",2686742,32,0,"1",.,"A",.,"A",.,"A"
"20133",2686752,44,0,"1",.,"A",.,"A",.,"A"
"20133",2686792,38,0,"1",.,"A",.,"A",.,"A"
"20133",2686812,20,0,"1",.,"A",.,"A",.,"A"
"20133",2686822,50,0,"1",.,"A",.,"A",.,"A"
"20133",2686832,34,0,"1",.,"A",.,"A",.,"A"
"20133",2686843,33,0,"1",.,"A",.,"A",.,"A"
"20133",2686852,47,0,"1",.,"A",.,"A",.,"A"
"20133",2686862,33,0,"1",.,"A",.,"A",.,"A"
"20133",2686872,15,0,"1",.,"A",.,"A",.,"A"
"20133",2686882,14,0,"1",.,"A",.,"A",.,"A"
"20133",2686892,22,0,"1",.,"A",.,"A",.,"A"
"20133",2686902,42,0,"1",.,"A",.,"A",.,"A"
"20133",2686912,27,0,"1",.,"A",.,"A",.,"A"
"20133",2686932,7,0,"1",.,"A",.,"A",.,"A"
"20133",2686942,28,0,"1",.,"A",.,"A",.,"A"
"20133",2686962,20,0,"1",.,"A",.,"A",.,"A"
"20133",2686995,19,0,"1",40,"D",.,"A",.,"A"
"20133",2687002,38,0,"1",.,"A",.,"A",.,"A"
"20133",2687022,24,0,"1",.,"A",.,"A",.,"A"
"20133",2687042,29,0,"1",.,"A",.,"A",.,"A"
"20133",2687052,21,0,"1",.,"A",.,"A",.,"A"
"20133",2687062,60,0,"1",.,"A",.,"A",.,"A"
"20133",2687072,26,0,"1",.,"A",.,"A",.,"A"
"20133",2687082,62,0,"1",100,"D",.,"A",.,"A"
"20133",2687092,44,0,"1",.,"A",.,"A",.,"A"
"20133",2687102,32,0,"1",.,"A",.,"A",.,"A"
"20133",2687142,20,0,"1",.,"A",.,"A",.,"A"
"20133",2687152,23,0,"1",.,"A",.,"A",.,"A"
"20133",2687172,13,0,"1",.,"A",.,"A",.,"A"
"20133",2687182,13,0,"1",7,"D",.,"A",.,"A"
"20133",2687222,49,0,"1",.,"A",.,"A",.,"A"
"20133",2687232,18,0,"1",.,"A",.,"A",.,"A"
"20133",2687242,24,0,"1",.,"A",.,"A",.,"A"
"20133",2687262,29,0,"1",.,"A",.,"A",.,"A"
"20133",2687272,19,0,"1",.,"A",.,"A",.,"A"
"20133",2687282,18,0,"1",.,"A",.,"A",.,"A"
"20133",2687292,33,0,"1",.,"A",.,"A",.,"A"
"20133",2687302,16,0,"1",.,"A",.,"A",.,"A"
"20133",2687332,14,0,"1",.,"A",.,"A",.,"A"
"20133",2687352,39,0,"1",.,"A",.,"A",.,"A"
"20133",2687362,33,0,"1",.,"A",.,"A",.,"A"
"20133",2687372,22,0,"1",.,"A",.,"A",.,"A"
"20133",2687382,41,0,"1",.,"A",.,"A",.,"A"
"20133",2687402,15,0,"1",.,"A",.,"A",.,"A"
"20133",2687412,65,0,"1",.,"A",.,"A",.,"A"
"20133",2687422,33,0,"1",.,"A",.,"A",.,"A"
"20133",2687432,37,0,"1",.,"A",.,"A",.,"A"
"20133",2687442,19,0,"1",.,"A",.,"A",.,"A"
"20133",2687462,59,0,"1",.,"A",.,"A",.,"A"
"20133",2687472,51,0,"1",.,"A",.,"A",.,"A"
"20133",2687482,35,0,"1",.,"A",.,"A",.,"A"
"20133",2687502,45,0,"1",.,"A",.,"A",.,"A"
"20133",2687522,45,0,"1",.,"A",.,"A",.,"A"
"20133",2687572,106,0,"1",.,"A",.,"A",.,"A"
"20133",2687602,25,0,"1",.,"A",.,"A",.,"A"
"20133",2687612,42,0,"1",.,"A",.,"A",.,"A"
"20133",2687632,32,0,"1",.,"A",.,"A",.,"A"
"20133",2687652,21,0,"1",.,"A",.,"A",.,"A"
"20133",2687672,45,0,"1",.,"A",.,"A",.,"A"
"20133",2687682,42,0,"1",.,"A",.,"A",.,"A"
"20133",2687692,26,0,"1",0,"D",.,"A",.,"A"
