"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFCD3MCX","QFCD_MCX","QPYP3MCX","QPYP_MCX","QPRP3MCX","QPRP_MCX"
"20132",2616993,50,0,"1",.,"A",.,"A",.,"A"
"20132",2617003,31,0,"1",.,"A",.,"A",.,"A"
"20132",2617013,57,0,"1",.,"A",.,"A",.,"A"
"20132",2617023,12,0,"1",.,"A",.,"A",.,"A"
"20132",2617033,22,0,"1",.,"A",.,"A",.,"A"
"20132",2617043,32,0,"1",.,"A",.,"A",.,"A"
"20132",2617053,35,0,"1",.,"A",.,"A",.,"A"
"20132",2617063,20,0,"1",.,"A",.,"A",.,"A"
"20132",2617093,33,0,"1",.,"A",.,"A",.,"A"
"20132",2617103,60,0,"1",.,"A",.,"A",.,"A"
"20132",2617113,36,0,"1",.,"A",.,"A",.,"A"
"20132",2617123,34,0,"1",.,"A",.,"A",.,"A"
"20132",2617133,24,0,"1",.,"A",.,"A",.,"A"
"20132",2617173,29,0,"1",.,"A",.,"A",.,"A"
"20132",2617223,40,0,"1",.,"A",.,"A",.,"A"
"20132",2617233,20,0,"1",.,"A",.,"A",.,"A"
"20132",2617243,69,0,"1",.,"A",.,"A",.,"A"
"20132",2617253,33,0,"1",.,"A",.,"A",.,"A"
"20132",2617273,35,0,"1",.,"A",.,"A",.,"A"
"20132",2617283,36,0,"1",.,"A",.,"A",.,"A"
"20132",2617293,28,0,"1",.,"A",.,"A",.,"A"
"20132",2617303,30,0,"1",.,"A",.,"A",.,"A"
"20132",2617363,27,0,"1",.,"A",.,"A",.,"A"
"20132",2617383,77,0,"1",143,"D",.,"A",.,"A"
"20132",2617393,33,0,"1",.,"A",.,"A",.,"A"
"20132",2617403,42,0,"1",.,"A",.,"A",.,"A"
"20132",2617413,23,0,"1",.,"A",.,"A",.,"A"
"20132",2617455,28,0,"1",.,"A",.,"A",.,"A"
"20132",2617463,42,0,"1",.,"A",.,"A",.,"A"
"20132",2617473,41,0,"1",.,"A",.,"A",.,"A"
"20132",2617493,20,0,"1",.,"A",.,"A",.,"A"
"20132",2617533,26,0,"1",.,"A",.,"A",.,"A"
"20132",2617543,30,0,"1",.,"A",.,"A",.,"A"
"20132",2617553,21,0,"1",.,"A",.,"A",.,"A"
"20132",2617583,29,0,"1",.,"A",.,"A",.,"A"
"20132",2617623,20,0,"1",.,"A",.,"A",.,"A"
"20132",2617633,22,0,"1",.,"A",.,"A",.,"A"
"20132",2617643,18,0,"1",.,"A",.,"A",.,"A"
"20132",2617663,23,0,"1",.,"A",.,"A",.,"A"
"20132",2617673,33,0,"1",.,"A",.,"A",.,"A"
"20132",2617693,17,0,"1",.,"A",.,"A",.,"A"
"20132",2617743,28,0,"1",.,"A",.,"A",.,"A"
"20132",2617763,18,0,"1",.,"A",.,"A",.,"A"
"20132",2617783,35,0,"1",.,"A",.,"A",.,"A"
"20132",2617813,50,0,"1",.,"A",.,"A",.,"A"
"20132",2617833,32,0,"1",.,"A",.,"A",.,"A"
"20132",2617853,40,0,"1",.,"A",.,"A",.,"A"
"20132",2617865,14,0,"1",.,"A",.,"A",.,"A"
"20132",2617893,46,0,"1",.,"A",.,"A",.,"A"
"20132",2617903,36,0,"1",.,"A",.,"A",.,"A"
"20132",2617913,17,0,"1",.,"A",.,"A",.,"A"
"20132",2617923,8,0,"1",.,"A",.,"A",.,"A"
"20132",2617933,17,0,"1",.,"A",.,"A",.,"A"
"20132",2617963,19,0,"1",.,"A",.,"A",.,"A"
"20132",2617983,26,0,"1",.,"A",.,"A",.,"A"
"20132",2617993,56,0,"1",.,"A",.,"A",.,"A"
"20132",2618023,15,0,"1",.,"A",.,"A",.,"A"
"20132",2618033,21,0,"1",.,"A",.,"A",.,"A"
"20132",2618043,19,0,"1",.,"A",.,"A",.,"A"
"20132",2618053,10,0,"1",.,"A",.,"A",.,"A"
"20132",2618063,20,0,"1",.,"A",.,"A",.,"A"
"20132",2618123,22,0,"1",.,"A",.,"A",.,"A"
"20132",2618133,64,0,"1",.,"A",.,"A",.,"A"
"20132",2618143,41,0,"1",.,"A",.,"A",.,"A"
"20132",2618173,24,0,"1",27,"D",.,"A",.,"A"
"20132",2618183,18,0,"1",130,"D",.,"A",.,"A"
"20132",2618193,17,0,"1",.,"A",.,"A",.,"A"
"20132",2618214,9,0,"1",.,"A",.,"A",.,"A"
"20132",2618233,24,0,"1",.,"A",.,"A",.,"A"
"20132",2618243,92,0,"1",.,"A",.,"A",.,"A"
"20132",2618273,19,0,"1",.,"A",.,"A",.,"A"
"20132",2618283,23,0,"1",.,"A",.,"A",.,"A"
"20132",2618293,28,0,"1",.,"A",.,"A",.,"A"
"20132",2618323,14,0,"1",.,"A",.,"A",.,"A"
"20132",2618363,12,0,"1",20,"D",.,"A",.,"A"
"20132",2618403,31,0,"1",.,"A",.,"A",.,"A"
"20132",2618433,20,0,"1",.,"A",.,"A",.,"A"
"20132",2618453,16,0,"1",.,"A",.,"A",.,"A"
"20132",2618483,16,0,"1",.,"A",.,"A",.,"A"
"20132",2618503,25,0,"1",.,"A",.,"A",.,"A"
"20132",2618515,20,0,"1",.,"A",.,"A",.,"A"
"20132",2618523,32,0,"1",.,"A",.,"A",.,"A"
"20132",2618543,26,0,"1",.,"A",.,"A",.,"A"
"20132",2618593,15,0,"1",.,"A",.,"A",.,"A"
"20132",2618603,74,0,"1",.,"A",.,"A",.,"A"
"20132",2618623,50,0,"1",.,"A",.,"A",.,"A"
"20132",2618633,28,0,"1",.,"A",.,"A",.,"A"
"20132",2618643,36,0,"1",.,"A",.,"A",.,"A"
"20132",2618653,8,0,"1",.,"A",.,"A",.,"A"
"20132",2618753,15,0,"1",.,"A",.,"A",.,"A"
"20132",2618783,40,0,"1",.,"A",.,"A",.,"A"
"20132",2618793,38,0,"1",.,"A",.,"A",.,"A"
"20132",2618825,24,0,"1",.,"A",.,"A",.,"A"
"20132",2618833,23,0,"1",.,"A",.,"A",.,"A"
"20132",2618843,40,0,"1",30,"D",.,"A",.,"A"
"20132",2618853,21,0,"1",.,"A",.,"A",.,"A"
"20132",2618864,8,0,"1",.,"A",.,"A",.,"A"
"20132",2618873,48,0,"1",.,"A",.,"A",.,"A"
"20132",2618893,30,0,"1",.,"A",.,"A",.,"A"
"20132",2618915,40,0,"1",.,"A",.,"A",.,"A"
"20132",2618933,24,0,"1",.,"A",.,"A",.,"A"
"20132",2618973,23,0,"1",.,"A",.,"A",.,"A"
"20132",2619033,60,0,"1",.,"A",.,"A",.,"A"
"20132",2619065,21,0,"1",.,"A",.,"A",.,"A"
"20132",2619073,30,0,"1",.,"A",.,"A",.,"A"
"20132",2619083,43,0,"1",.,"A",.,"A",.,"A"
"20132",2619113,44,0,"1",.,"A",.,"A",.,"A"
"20132",2619133,36,0,"1",.,"A",.,"A",.,"A"
"20132",2619143,53,0,"1",.,"A",.,"A",.,"A"
"20132",2619173,36,0,"1",30,"D",.,"A",.,"A"
"20132",2619193,39,0,"1",.,"A",.,"A",.,"A"
"20132",2619203,11,0,"1",.,"A",.,"A",.,"A"
"20132",2619213,38,0,"1",.,"A",.,"A",.,"A"
"20132",2619263,16,0,"1",.,"A",.,"A",.,"A"
"20132",2619275,12,0,"1",150,"D",.,"A",.,"A"
"20132",2619303,39,0,"1",.,"A",.,"A",.,"A"
"20132",2619323,37,0,"1",.,"A",.,"A",.,"A"
"20132",2619343,15,0,"1",90,"D",.,"A",.,"A"
"20132",2619373,36,0,"1",.,"A",.,"A",.,"A"
"20132",2619383,30,0,"1",.,"A",.,"A",.,"A"
"20132",2619393,27,0,"1",.,"A",.,"A",.,"A"
"20132",2619403,41,0,"1",45,"D",.,"A",.,"A"
"20132",2619433,25,0,"1",.,"A",.,"A",.,"A"
"20132",2619513,40,0,"1",.,"A",.,"A",.,"A"
"20132",2619523,25,0,"1",20,"D",.,"A",.,"A"
"20132",2619543,32,0,"1",.,"A",.,"A",.,"A"
"20132",2619563,14,0,"1",.,"A",.,"A",.,"A"
"20132",2619573,39,0,"1",.,"A",.,"A",.,"A"
"20132",2619603,19,0,"1",.,"A",.,"A",.,"A"
"20132",2619613,8,0,"1",.,"A",.,"A",.,"A"
"20132",2619643,13,0,"1",.,"A",.,"A",.,"A"
"20132",2619663,43,0,"1",.,"A",.,"A",.,"A"
"20132",2619683,25,0,"1",.,"A",.,"A",.,"A"
"20132",2619693,70,0,"1",.,"A",.,"A",.,"A"
"20132",2619705,12,0,"1",.,"A",.,"A",.,"A"
"20132",2619733,50,0,"1",.,"A",.,"A",.,"A"
"20132",2619763,25,0,"1",.,"A",.,"A",.,"A"
"20132",2619773,8,0,"1",.,"A",.,"A",.,"A"
"20132",2619813,47,0,"1",150,"D",.,"A",.,"A"
"20132",2619853,48,0,"1",.,"A",.,"A",.,"A"
"20132",2619863,45,0,"1",.,"A",.,"A",.,"A"
"20132",2619903,40,0,"1",.,"A",.,"A",.,"A"
"20132",2619923,17,0,"1",.,"A",.,"A",.,"A"
"20132",2619933,34,0,"1",.,"A",.,"A",.,"A"
"20132",2619975,7,0,"1",.,"A",.,"A",.,"A"
"20132",2619983,32,0,"1",.,"A",.,"A",.,"A"
"20132",2619993,34,0,"1",.,"A",.,"A",.,"A"
"20132",2620003,42,0,"1",.,"A",.,"A",.,"A"
"20132",2620065,13,0,"1",.,"A",.,"A",.,"A"
"20132",2620093,64,0,"1",.,"A",.,"A",.,"A"
"20132",2620123,33,0,"1",.,"A",.,"A",.,"A"
"20132",2620143,32,0,"1",.,"A",.,"A",.,"A"
"20132",2620154,6,0,"1",.,"A",.,"A",.,"A"
"20132",2620163,58,0,"1",.,"A",.,"A",.,"A"
"20132",2620173,37,0,"1",.,"A",.,"A",.,"A"
"20132",2620183,41,0,"1",.,"A",.,"A",.,"A"
"20132",2620193,29,0,"1",.,"A",.,"A",.,"A"
"20132",2620223,39,0,"1",.,"A",.,"A",.,"A"
"20132",2620253,35,0,"1",.,"A",.,"A",.,"A"
"20132",2620283,27,0,"1",.,"A",.,"A",.,"A"
"20132",2620303,27,0,"1",.,"A",.,"A",.,"A"
"20132",2620323,51,0,"1",.,"A",.,"A",.,"A"
"20132",2620373,29,0,"1",.,"A",.,"A",.,"A"
"20132",2620383,28,0,"1",.,"A",.,"A",.,"A"
"20132",2620413,24,0,"1",.,"A",.,"A",.,"A"
"20132",2620423,24,0,"1",.,"A",.,"A",.,"A"
"20132",2620433,28,0,"1",.,"A",.,"A",.,"A"
"20132",2620443,46,0,"1",.,"A",.,"A",.,"A"
"20132",2620453,26,0,"1",.,"A",.,"A",.,"A"
"20132",2620483,46,0,"1",.,"A",.,"A",.,"A"
"20132",2620513,12,0,"1",.,"A",.,"A",.,"A"
"20132",2620523,23,0,"1",.,"A",.,"A",.,"A"
"20132",2620543,32,0,"1",.,"A",.,"A",.,"A"
"20132",2620563,46,0,"1",.,"A",.,"A",.,"A"
"20132",2620573,36,0,"1",.,"A",.,"A",.,"A"
"20132",2620623,5,0,"1",.,"A",.,"A",.,"A"
"20132",2620633,15,0,"1",.,"A",.,"A",.,"A"
"20132",2620643,18,0,"1",.,"A",.,"A",.,"A"
"20132",2620653,51,0,"1",.,"A",.,"A",.,"A"
"20132",2620663,44,0,"1",.,"A",.,"A",.,"A"
"20132",2620683,21,0,"1",.,"A",.,"A",.,"A"
"20132",2620693,27,0,"1",.,"A",.,"A",.,"A"
"20132",2620723,25,0,"1",.,"A",.,"A",.,"A"
"20132",2620773,66,0,"1",.,"A",.,"A",.,"A"
"20132",2620793,27,0,"1",.,"A",.,"A",.,"A"
"20132",2620803,42,0,"1",.,"A",.,"A",.,"A"
"20132",2620813,35,0,"1",.,"A",.,"A",.,"A"
"20132",2620833,25,0,"1",.,"A",.,"A",.,"A"
"20132",2620843,24,0,"1",.,"A",.,"A",.,"A"
"20132",2620863,37,0,"1",.,"A",.,"A",.,"A"
"20132",2620883,59,0,"1",.,"A",.,"A",.,"A"
"20132",2620923,64,0,"1",.,"A",.,"A",.,"A"
"20132",2620933,43,0,"1",.,"A",.,"A",.,"A"
"20132",2620943,21,0,"1",.,"A",.,"A",.,"A"
"20132",2620953,28,0,"1",.,"A",.,"A",.,"A"
"20132",2620965,11,0,"1",.,"A",.,"A",.,"A"
"20132",2620983,39,0,"1",.,"A",.,"A",.,"A"
"20132",2620993,17,0,"1",.,"A",.,"A",.,"A"
"20132",2621003,22,0,"1",.,"A",.,"A",.,"A"
"20132",2621013,30,0,"1",.,"A",.,"A",.,"A"
"20132",2621063,41,0,"1",.,"A",.,"A",.,"A"
"20132",2621083,7,0,"1",.,"A",.,"A",.,"A"
"20132",2621103,20,0,"1",.,"A",.,"A",.,"A"
"20132",2621113,41,0,"1",.,"A",.,"A",.,"A"
"20132",2621123,103,0,"1",.,"A",.,"A",.,"A"
"20132",2621153,28,0,"1",.,"A",.,"A",.,"A"
"20132",2621163,11,0,"1",.,"A",.,"A",.,"A"
"20132",2621193,61,0,"1",.,"A",.,"A",.,"A"
"20132",2621203,21,0,"1",.,"A",.,"A",.,"A"
"20132",2621223,15,0,"1",.,"A",.,"A",.,"A"
"20132",2621233,49,0,"1",.,"A",.,"A",.,"A"
"20132",2621243,37,0,"1",.,"A",.,"A",.,"A"
"20132",2621273,14,0,"1",.,"A",.,"A",.,"A"
"20132",2621313,13,0,"1",.,"A",.,"A",.,"A"
"20132",2621323,56,0,"1",.,"A",.,"A",.,"A"
"20132",2621333,12,0,"1",.,"A",.,"A",.,"A"
"20132",2621353,20,0,"1",.,"A",.,"A",.,"A"
"20132",2621383,12,0,"1",.,"A",.,"A",.,"A"
"20132",2621393,47,0,"1",.,"A",.,"A",.,"A"
"20132",2621403,30,0,"1",.,"A",.,"A",.,"A"
"20132",2621423,17,0,"1",150,"D",.,"A",.,"A"
"20132",2621433,61,0,"1",.,"A",.,"A",.,"A"
"20132",2621453,21,0,"1",.,"A",.,"A",.,"A"
"20132",2621463,28,0,"1",.,"A",.,"A",.,"A"
"20132",2621473,34,0,"1",.,"A",.,"A",.,"A"
"20132",2621483,32,0,"1",.,"A",.,"A",.,"A"
"20132",2621503,27,0,"1",.,"A",.,"A",.,"A"
"20132",2621515,9,0,"1",.,"A",.,"A",.,"A"
"20132",2621523,25,0,"1",.,"A",.,"A",.,"A"
"20132",2621543,48,0,"1",.,"A",.,"A",.,"A"
"20132",2621553,32,0,"1",.,"A",.,"A",.,"A"
"20132",2621593,37,0,"1",.,"A",.,"A",.,"A"
"20132",2621623,38,0,"1",.,"A",.,"A",.,"A"
"20132",2621633,20,0,"1",.,"A",.,"A",.,"A"
"20132",2621643,26,0,"1",.,"A",.,"A",.,"A"
"20132",2621653,12,0,"1",.,"A",.,"A",.,"A"
"20132",2621673,13,0,"1",.,"A",.,"A",.,"A"
"20132",2621683,37,0,"1",30,"D",.,"A",.,"A"
"20132",2621703,23,0,"1",.,"A",.,"A",.,"A"
"20132",2621713,32,0,"1",.,"A",.,"A",.,"A"
"20132",2621723,10,0,"1",.,"A",.,"A",.,"A"
"20132",2621733,48,0,"1",.,"A",.,"A",.,"A"
"20132",2621763,14,0,"1",.,"A",.,"A",.,"A"
"20132",2621783,48,0,"1",.,"A",.,"A",.,"A"
"20132",2621793,12,0,"1",.,"A",.,"A",.,"A"
"20132",2621813,21,0,"1",.,"A",.,"A",.,"A"
"20132",2621833,10,0,"1",.,"A",.,"A",.,"A"
"20132",2621853,35,0,"1",.,"A",.,"A",.,"A"
"20132",2621873,37,0,"1",.,"A",.,"A",.,"A"
"20132",2621933,24,0,"1",20,"D",.,"A",.,"A"
"20132",2621943,12,0,"1",.,"A",.,"A",.,"A"
"20132",2621965,35,0,"1",.,"A",.,"A",.,"A"
"20132",2622043,16,0,"1",.,"A",.,"A",.,"A"
"20132",2622063,22,0,"1",.,"A",.,"A",.,"A"
"20132",2622083,58,0,"1",.,"A",.,"A",.,"A"
"20132",2622113,10,0,"1",.,"A",.,"A",.,"A"
"20132",2622173,54,0,"1",10,"D",.,"A",.,"A"
"20132",2622193,27,0,"1",.,"A",.,"A",.,"A"
"20132",2622223,69,0,"1",.,"A",.,"A",.,"A"
"20132",2622233,19,0,"1",.,"A",.,"A",.,"A"
"20132",2622243,66,0,"1",.,"A",.,"A",.,"A"
"20132",2622253,27,0,"1",.,"A",.,"A",.,"A"
"20132",2622273,41,0,"1",.,"A",.,"A",.,"A"
"20132",2622283,46,0,"1",.,"A",.,"A",.,"A"
"20132",2622303,14,0,"1",.,"A",.,"A",.,"A"
"20132",2622313,44,0,"1",.,"A",.,"A",.,"A"
"20132",2622343,22,0,"1",.,"A",.,"A",.,"A"
"20132",2622354,6,0,"1",.,"A",.,"A",.,"A"
"20132",2622363,39,0,"1",.,"A",.,"A",.,"A"
"20132",2622403,39,0,"1",.,"A",.,"A",.,"A"
"20132",2622413,21,0,"1",.,"A",.,"A",.,"A"
"20132",2622423,8,0,"1",.,"A",.,"A",.,"A"
"20132",2622433,29,0,"1",.,"A",.,"A",.,"A"
"20132",2622473,49,0,"1",.,"A",.,"A",.,"A"
"20132",2622483,21,0,"1",.,"A",.,"A",.,"A"
"20132",2622493,23,0,"1",78,"F",.,"A",.,"A"
"20132",2622533,46,0,"1",.,"A",.,"A",.,"A"
"20132",2622543,32,0,"1",.,"A",.,"A",.,"A"
"20132",2622573,62,0,"1",.,"A",.,"A",.,"A"
"20132",2622613,37,0,"1",.,"A",.,"A",.,"A"
"20132",2622693,28,0,"1",.,"A",.,"A",.,"A"
"20132",2622733,28,0,"1",.,"A",.,"A",.,"A"
"20132",2622773,32,0,"1",.,"A",.,"A",.,"A"
"20132",2622783,27,0,"1",.,"A",.,"A",.,"A"
"20132",2622793,69,0,"1",.,"A",.,"A",.,"A"
"20132",2622803,43,0,"1",.,"A",.,"A",.,"A"
"20132",2622823,10,0,"1",.,"A",.,"A",.,"A"
"20132",2622843,63,0,"1",.,"A",.,"A",.,"A"
"20132",2622863,33,0,"1",.,"A",.,"A",.,"A"
"20132",2622873,42,0,"1",.,"A",.,"A",.,"A"
"20132",2622883,21,0,"1",.,"A",.,"A",.,"A"
"20132",2622903,29,0,"1",.,"A",.,"A",.,"A"
"20132",2622953,25,0,"1",.,"A",.,"A",.,"A"
"20132",2622983,24,0,"1",.,"A",.,"A",.,"A"
"20132",2622993,37,0,"1",.,"A",.,"A",.,"A"
"20132",2623013,14,0,"1",.,"A",.,"A",.,"A"
"20132",2623053,59,0,"1",.,"A",.,"A",.,"A"
"20132",2623063,26,0,"1",.,"A",.,"A",.,"A"
"20132",2623093,25,0,"1",.,"A",.,"A",.,"A"
"20132",2623113,35,0,"1",102,"D",.,"A",.,"A"
"20132",2623133,33,0,"1",.,"A",.,"A",.,"A"
"20132",2623143,55,0,"1",.,"A",.,"A",.,"A"
"20132",2623153,31,0,"1",.,"A",.,"A",.,"A"
"20132",2623183,33,0,"1",.,"A",.,"A",.,"A"
"20132",2623203,49,0,"1",.,"A",.,"A",.,"A"
"20132",2623233,16,0,"1",.,"A",.,"A",.,"A"
"20132",2623243,109,0,"1",.,"A",.,"A",.,"A"
"20132",2623253,36,0,"1",.,"A",.,"A",.,"A"
"20132",2623263,34,0,"1",.,"A",.,"A",.,"A"
"20132",2623283,23,0,"1",.,"A",.,"A",.,"A"
"20132",2623313,21,0,"1",.,"A",.,"A",.,"A"
"20132",2623323,49,0,"1",.,"A",.,"A",.,"A"
"20132",2623333,14,0,"1",.,"A",.,"A",.,"A"
"20132",2623343,38,0,"1",.,"A",.,"A",.,"A"
"20132",2623353,46,0,"1",.,"A",.,"A",.,"A"
"20132",2623373,22,0,"1",.,"A",.,"A",.,"A"
"20132",2623383,43,0,"1",.,"A",.,"A",.,"A"
"20132",2623403,42,0,"1",.,"A",.,"A",.,"A"
"20132",2623413,28,0,"1",.,"A",.,"A",.,"A"
"20132",2623463,23,0,"1",.,"A",.,"A",.,"A"
"20132",2623483,36,0,"1",.,"A",.,"A",.,"A"
"20132",2623493,27,0,"1",.,"A",.,"A",.,"A"
"20132",2623523,48,0,"1",.,"A",.,"A",.,"A"
"20132",2623553,41,0,"1",.,"A",.,"A",.,"A"
"20132",2623573,30,0,"1",.,"A",.,"A",.,"A"
"20132",2623583,43,0,"1",.,"A",.,"A",.,"A"
"20132",2623603,20,0,"1",.,"A",.,"A",.,"A"
"20132",2623614,42,0,"1",.,"A",.,"A",.,"A"
"20132",2623633,26,0,"1",.,"A",.,"A",.,"A"
"20132",2623673,19,0,"1",.,"A",.,"A",.,"A"
"20132",2623693,32,0,"1",.,"A",.,"A",.,"A"
"20132",2623703,15,0,"1",.,"A",.,"A",.,"A"
"20132",2623713,8,0,"1",.,"A",.,"A",.,"A"
"20132",2623723,32,0,"1",.,"A",.,"A",.,"A"
"20132",2623735,47,0,"1",.,"A",.,"A",.,"A"
"20132",2623763,29,0,"1",.,"A",.,"A",.,"A"
"20132",2623773,29,0,"1",.,"A",.,"A",.,"A"
"20132",2623793,32,0,"1",.,"A",.,"A",.,"A"
"20132",2623803,13,0,"1",.,"A",.,"A",.,"A"
"20132",2623813,30,0,"1",.,"A",.,"A",.,"A"
"20132",2623843,41,0,"1",.,"A",.,"A",.,"A"
"20132",2623893,22,0,"1",.,"A",.,"A",.,"A"
"20132",2623903,17,0,"1",.,"A",.,"A",.,"A"
"20132",2623933,11,0,"1",.,"A",.,"A",.,"A"
"20132",2623943,46,0,"1",.,"A",.,"A",.,"A"
"20132",2623953,80,0,"1",.,"A",.,"A",.,"A"
"20132",2623963,18,0,"1",.,"A",.,"A",.,"A"
"20132",2623973,30,0,"1",.,"A",.,"A",.,"A"
"20132",2623983,5,0,"1",.,"A",.,"A",.,"A"
"20132",2623993,32,0,"1",.,"A",.,"A",.,"A"
"20132",2624043,21,0,"1",.,"A",.,"A",.,"A"
"20132",2624063,12,0,"1",.,"A",.,"A",.,"A"
"20132",2624093,34,0,"1",.,"A",.,"A",.,"A"
"20132",2624113,15,0,"1",.,"A",.,"A",.,"A"
"20132",2624135,74,0,"1",.,"A",.,"A",.,"A"
"20132",2624173,8,0,"1",.,"A",.,"A",.,"A"
"20132",2624193,47,0,"1",.,"A",.,"A",.,"A"
"20132",2624203,26,0,"1",.,"A",.,"A",.,"A"
"20132",2624213,12,0,"1",.,"A",.,"A",.,"A"
"20132",2624223,12,0,"1",.,"A",.,"A",.,"A"
"20132",2624233,88,0,"1",.,"A",.,"A",.,"A"
"20132",2624253,7,0,"1",.,"A",.,"A",.,"A"
"20132",2624265,10,0,"1",.,"A",.,"A",.,"A"
"20132",2624273,39,0,"1",.,"A",.,"A",.,"A"
"20132",2624313,40,0,"1",.,"A",.,"A",.,"A"
"20132",2624323,20,0,"1",60,"D",.,"A",.,"A"
"20132",2624353,26,0,"1",.,"A",.,"A",.,"A"
"20132",2624373,15,0,"1",.,"A",.,"A",.,"A"
"20132",2624383,23,0,"1",.,"A",.,"A",.,"A"
"20132",2624403,56,0,"1",.,"A",.,"A",.,"A"
"20132",2624413,17,0,"1",.,"A",.,"A",.,"A"
"20132",2624423,33,0,"1",.,"A",.,"A",.,"A"
"20132",2624433,17,0,"1",.,"A",.,"A",.,"A"
"20132",2624443,35,0,"1",.,"A",.,"A",.,"A"
"20132",2624453,32,0,"1",.,"A",.,"A",.,"A"
"20132",2624493,56,0,"1",.,"A",.,"A",.,"A"
"20132",2624513,25,0,"1",10,"D",.,"A",.,"A"
"20132",2624573,44,0,"1",.,"A",.,"A",.,"A"
"20132",2624643,15,0,"1",.,"A",.,"A",.,"A"
"20132",2624653,29,0,"1",.,"A",.,"A",.,"A"
"20132",2624683,28,0,"1",.,"A",.,"A",.,"A"
"20132",2624693,9,0,"1",.,"A",.,"A",.,"A"
"20132",2624703,11,0,"1",.,"A",.,"A",.,"A"
"20132",2624713,56,0,"1",.,"A",.,"A",.,"A"
"20132",2624733,37,0,"1",.,"A",.,"A",.,"A"
"20132",2624753,26,0,"1",.,"A",.,"A",.,"A"
"20132",2624763,47,0,"1",.,"A",.,"A",.,"A"
"20132",2624783,45,0,"1",.,"A",.,"A",.,"A"
"20132",2624793,58,0,"1",.,"A",.,"A",.,"A"
"20132",2624803,37,0,"1",.,"A",.,"A",.,"A"
"20132",2624823,17,0,"1",.,"A",.,"A",.,"A"
"20132",2624833,33,0,"1",.,"A",.,"A",.,"A"
"20132",2624843,6,0,"1",.,"A",.,"A",.,"A"
"20132",2624893,25,0,"1",.,"A",.,"A",.,"A"
"20132",2624903,40,0,"1",.,"A",.,"A",.,"A"
"20132",2624923,39,0,"1",.,"A",.,"A",.,"A"
"20132",2624943,36,0,"1",.,"A",.,"A",.,"A"
"20132",2624953,27,0,"1",.,"A",.,"A",.,"A"
"20132",2624983,69,0,"1",60,"D",.,"A",.,"A"
"20132",2624993,21,0,"1",.,"A",.,"A",.,"A"
"20132",2625003,8,0,"1",50,"D",.,"A",.,"A"
"20132",2625013,40,0,"1",.,"A",.,"A",.,"A"
"20132",2625033,49,0,"1",.,"A",.,"A",.,"A"
"20132",2625063,26,0,"1",.,"A",.,"A",.,"A"
"20132",2625073,25,0,"1",.,"A",.,"A",.,"A"
"20132",2625083,71,0,"1",.,"A",.,"A",.,"A"
"20132",2625093,53,0,"1",.,"A",.,"A",.,"A"
"20132",2625103,26,0,"1",.,"A",.,"A",.,"A"
"20132",2625113,9,0,"1",0,"D",.,"A",.,"A"
"20132",2625125,17,0,"1",.,"A",.,"A",.,"A"
"20132",2625143,33,0,"1",.,"A",.,"A",.,"A"
"20132",2625183,18,0,"1",.,"A",.,"A",.,"A"
"20132",2625193,31,0,"1",.,"A",.,"A",.,"A"
"20132",2625223,21,0,"1",.,"A",.,"A",.,"A"
"20132",2625233,26,0,"1",.,"A",.,"A",.,"A"
"20132",2625253,13,0,"1",.,"A",.,"A",.,"A"
"20132",2625263,16,0,"1",30,"D",.,"A",.,"A"
"20132",2625273,33,0,"1",.,"A",.,"A",.,"A"
"20132",2625293,43,0,"1",.,"A",.,"A",.,"A"
"20132",2625323,49,0,"1",.,"A",.,"A",.,"A"
"20132",2625333,28,0,"1",.,"A",.,"A",.,"A"
"20132",2625353,18,0,"1",.,"A",.,"A",.,"A"
"20132",2625363,20,0,"1",.,"A",.,"A",.,"A"
"20132",2625383,38,0,"1",.,"A",.,"A",.,"A"
"20132",2625415,23,0,"1",.,"A",.,"A",.,"A"
"20132",2625453,27,0,"1",.,"A",.,"A",.,"A"
"20132",2625493,16,0,"1",.,"A",.,"A",.,"A"
"20132",2625513,13,0,"1",.,"A",.,"A",.,"A"
"20132",2625524,19,0,"1",.,"A",.,"A",.,"A"
"20132",2625533,12,0,"1",.,"A",.,"A",.,"A"
"20132",2625563,14,0,"1",.,"A",.,"A",.,"A"
"20132",2625603,58,0,"1",20,"D",.,"A",.,"A"
"20132",2625623,16,0,"1",.,"A",.,"A",.,"A"
"20132",2625633,32,0,"1",.,"A",.,"A",.,"A"
"20132",2625643,67,0,"1",.,"A",.,"A",.,"A"
"20132",2625653,53,0,"1",.,"A",.,"A",.,"A"
"20132",2625683,23,0,"1",.,"A",.,"A",.,"A"
"20132",2625693,31,0,"1",.,"A",.,"A",.,"A"
"20132",2625713,18,0,"1",.,"A",.,"A",.,"A"
"20132",2625743,19,0,"1",0,"D",.,"A",.,"A"
"20132",2625753,26,0,"1",.,"A",.,"A",.,"A"
"20132",2625803,26,0,"1",.,"A",.,"A",.,"A"
"20132",2625815,63,0,"1",.,"A",.,"A",.,"A"
"20132",2625833,16,0,"1",.,"A",.,"A",.,"A"
"20132",2625843,8,0,"1",.,"A",.,"A",.,"A"
"20132",2625883,64,0,"1",.,"A",.,"A",.,"A"
"20132",2625893,36,0,"1",.,"A",.,"A",.,"A"
"20132",2625923,58,0,"1",.,"A",.,"A",.,"A"
