"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOB","PROP0NOB","OWNYB","OWNYB_","OBSNSZB","OBSNSZB_","PROPTYPE","PROP_YPE","ACQUIRMO","ACQU_RMO","ACQUIRYR","ACQU_RYR","OWN_PURX","OWN__URX","OWNDPMTX","OWND_MTX","CLOSECST","CLOS_CST","QADPTAX","QADPTAX_","TIMESHAR","TIME_HAR","SHARWKS","SHARWKS_","SHARED1","SHARED1_","SHARPER1","SHAR_ER1","SHARED2","SHARED2_","SHARPER2","SHAR_ER2","GIFTPROP","GIFT_ROP","BSNEXP2","BSNEXP2_"
"20133",2659023,46,0,"5","01","D","100","D",.,"A","3","D","04","D","1998","D",.,"A",.,"A",.,"A",6784,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659183,27,0,"1","01","D","100","D",.,"A","3","D","06","F","1956","D",.,"A",.,"A",.,"A",1600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659343,36,0,"5","01","D","100","D",.,"A","3","D","07","D","2005","D",.,"A",.,"A",.,"A",3100,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659413,15,0,"5","01","D","100","D",.,"A","3","D","09","D","2004","D",.,"A",.,"A",.,"A",0,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659423,11,0,"5","01","D","100","D",.,"A","1","D",,"C","2006","D",.,"A",.,"A",.,"A",3000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659443,23,0,"5","01","D","100","D",.,"A","3","D","07","D","1998","D",.,"A",.,"A",.,"A",2090,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659453,28,0,"5","01","D","100","D",.,"A","3","D","11","D","1998","D",.,"A",.,"A",.,"A",1800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659463,40,0,"5","01","D","100","D",.,"A","3","D","02","D","2001","D",.,"A",.,"A",.,"A",2680,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659473,9,0,"5","01","D","100","D",.,"A","3","D","05","D","1963","D",.,"A",.,"A",.,"A",1400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659503,20,0,"5","01","D","100","D",.,"A","3","D","02","D","1989","D",.,"A",.,"A",.,"A",6000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659523,10,0,"5","01","D","100","D",.,"A","3","D","04","D","1998","D",.,"A",.,"A",.,"A",2300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659553,28,0,"5","01","D","100","D",.,"A","3","D","07","D","2007","D",.,"A",.,"A",.,"A",5600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659563,13,0,"5","01","D","100","D",.,"A","3","D","01","D","2003","D",.,"A",.,"A",.,"A",1600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659583,22,0,"5","01","D","100","D",.,"A","1","D","05","D","1993","D",.,"A",.,"A",.,"A",600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659603,17,0,"5","01","D","100","D",.,"A","3","D","04","D","2011","D",.,"A",.,"A",.,"A",1200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659613,22,0,"5","01","D","100","D",.,"A","3","D","06","D","2004","D",.,"A",.,"A",.,"A",6000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659623,17,0,"5","01","D","100","D",.,"A","3","D","01","D","2007","D",.,"A",.,"A",.,"A",1200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659633,19,0,"5","01","D","100","D",.,"A","3","D","12","D","1989","D",.,"A",.,"A",.,"A",700,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659663,9,0,"5","01","D","100","D",.,"A","3","D","04","D","2013","D",897500,"T",600000,"D",10000,"D",2411,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D","2","D"
"20133",2659703,33,0,"5","01","D","100","D",.,"A","3","D","10","D","2009","D",.,"A",.,"A",.,"A",1300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659713,57,0,"5","01","D","100","D",.,"A","3","D","01","D","1989","D",.,"A",.,"A",.,"A",2700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659733,41,0,"5","01","D","100","D",.,"A","3","D",,"B","1983","D",.,"A",.,"A",.,"A",2800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659733,42,0,"5","02","D","300","D",.,"A","3","D",,"B","1985","D",.,"A",.,"A",.,"A",29,"D","1","D",1,"D","2","D",.,"A",,"A",.,"A",,"A",,"A"
"20133",2659743,24,0,"5","01","D","100","D",.,"A","3","D","03","D","1983","D",.,"A",.,"A",.,"A",1570,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659743,25,0,"5","02","D","300","D",0.25,"D","3","D","10","D","1993","D",.,"A",.,"A",.,"A",11902,"T","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2659743,26,0,"5","03","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20133",2659753,34,0,"5","01","D","100","D",.,"A","3","D","05","D","2010","D",.,"A",.,"A",.,"A",2480,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659753,35,0,"5","02","D","200","D",.,"A","3","D","10","D","1995","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2659783,13,0,"5","01","D","100","D",.,"A","3","D",,"C","1985","D",.,"A",.,"A",.,"A",4200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659793,19,0,"5","01","D","100","D",.,"A","3","D","05","D","2011","D",.,"A",.,"A",.,"A",5000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659793,20,0,"5","02","D","200","D",.,"A","3","D","02","D","2007","D",.,"A",.,"A",.,"A",1700,"D",,"A",.,"A",,"A",.,"A","1","D",0,"D",,"A",,"A"
"20133",2659803,14,0,"5","01","D","100","D",.,"A","3","D","08","D","2005","D",.,"A",.,"A",.,"A",4500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659813,11,0,"5","01","D","100","D",.,"A","3","D","04","D","2010","D",.,"A",.,"A",.,"A",300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659843,24,0,"5","01","D","100","D",.,"A","3","D","10","D","1997","D",.,"A",.,"A",.,"A",1161,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659843,25,0,"5","02","D","400","D",.,"A","3","D","02","D","1995","D",.,"A",.,"A",.,"A",1600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2659843,26,0,"5","03","D","400","D",.,"A","3","D","09","D","2012","D",.,"A",.,"A",.,"A",421,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2659883,13,0,"5","01","D","100","D",.,"A","3","D","03","D","2012","D",.,"A",.,"A",.,"A",1099,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659893,19,0,"5","01","D","100","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",2300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2659903,20,0,"5","01","D","100","D",.,"A","3","D",,"B","1976","D",.,"A",.,"A",.,"A",1500,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660013,17,0,"5","01","D","100","D",.,"A","3","D","05","D","1995","D",.,"A",.,"A",.,"A",4000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660013,18,0,"5","02","D","300","D",.,"A","1","D","07","D","2005","D",.,"A",.,"A",.,"A",1500,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2660023,23,0,"5","01","D","100","D",.,"A","3","D","01","D","2005","D",.,"A",.,"A",.,"A",1400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660033,10,0,"5","01","D","100","D",.,"A","3","D","04","D","1965","D",.,"A",.,"A",.,"A",195,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660053,19,0,"5","01","D","100","D",.,"A","3","D","04","D","2005","D",.,"A",.,"A",.,"A",7144,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660123,14,0,"5","01","D","100","D",.,"A","3","D",,"C","1961","D",.,"A",.,"A",.,"A",1800,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660173,7,0,"1","01","D","100","D",.,"A","3","D",,"B","2010","D",.,"A",.,"A",.,"A",400,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660203,34,0,"5","01","D","100","D",.,"A","3","D","11","D","2008","D",.,"A",.,"A",.,"A",2200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660233,34,0,"5","01","D","100","D",.,"A","3","D","01","D","1998","D",.,"A",.,"A",.,"A",4400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660273,25,0,"5","01","D","100","D",.,"A","3","D","09","D","1970","D",.,"A",.,"A",.,"A",5000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660273,26,0,"5","02","D","400","D",.,"A","3","D","06","D","2001","D",.,"A",.,"A",.,"A",4000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2660273,27,0,"5","03","D","300","D",.,"A","3","D","06","D","2001","D",.,"A",.,"A",.,"A",1500,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2660273,29,0,"5","05","D","400","D",.,"A","3","D","06","D","1996","D",.,"A",.,"A",.,"A",1200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2660273,30,0,"5","06","D","400","D",.,"A","3","D","05","D","1985","D",.,"A",.,"A",.,"A",585,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2660273,31,0,"5","07","D","400","D",.,"A","3","D","04","D","1965","D",.,"A",.,"A",.,"A",966,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2660283,12,0,"5","01","D","100","D",.,"A","3","D","12","D","2012","D",.,"A",.,"A",.,"A",4000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660313,33,0,"5","01","D","100","D",.,"A","3","D","04","D","1978","D",.,"A",.,"A",.,"A",2600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660313,34,0,"5","02","D","300","D",.,"A","3","D","07","D","1994","D",.,"A",.,"A",.,"A",192,"D","1","D",1,"D","2","D",.,"A",,"A",.,"A",,"A",,"A"
"20133",2660323,20,0,"5","01","D","100","D",.,"A","3","D","05","D","2004","D",.,"A",.,"A",.,"A",3800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660353,9,0,"5","01","D","100","D",.,"A","3","D","06","D","1945","D",.,"A",.,"A",.,"A",480,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660413,12,0,"5","01","D","100","D",.,"A","3","D","06","D","1994","D",.,"A",.,"A",.,"A",4500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660463,18,0,"5","01","D","100","D",.,"A","3","D",,"B",,"C",.,"A",.,"A",.,"A",3000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660513,35,0,"5","01","D","100","D",.,"A","3","D",,"B","2000","D",.,"A",.,"A",.,"A",4000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660513,36,0,"5","02","D","400","D",.,"A","3","D",,"B","2011","D",.,"A",.,"A",.,"A",7,"D",,"A",.,"A",,"A",.,"A","1","D",1,"D",,"A",,"A"
"20133",2660573,8,0,"5","01","D","100","D",.,"A","3","D","05","D","1999","D",.,"A",.,"A",.,"A",100,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660583,8,0,"5","01","D","100","D",.,"A","3","D",,"B",,"C",.,"A",.,"A",.,"A",1000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660603,31,0,"5","01","D","100","D",.,"A","3","D","08","D","2006","D",.,"A",.,"A",.,"A",2600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660633,34,0,"5","01","D","100","D",.,"A","3","D","07","D","1968","D",.,"A",.,"A",.,"A",3300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660693,26,0,"5","01","D","100","D",.,"A","3","D","09","D","1999","D",.,"A",.,"A",.,"A",2892,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660703,18,0,"5","01","D","100","D",.,"A","3","D","08","D","1971","D",.,"A",.,"A",.,"A",1200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660713,14,0,"5","01","D","100","D",.,"A","3","D",,"B","1995","D",.,"A",.,"A",.,"A",10000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660723,18,0,"5","01","D","100","D",.,"A","3","D",,"B","1998","D",.,"A",.,"A",.,"A",1400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660723,19,0,"5","02","D","300","D",.,"A","1","D",,"B","1989","D",.,"A",.,"A",.,"A",1300,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2660743,8,0,"5","01","D","100","D",.,"A","3","D",,"B",,"C",.,"A",.,"A",.,"A",2300,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660793,10,0,"5","01","D","100","D",.,"A","3","D","02","D","2003","D",.,"A",.,"A",.,"A",6100,"F",,"A",.,"A",,"A",.,"A","1","D",1,"D",,"A","2","D"
"20133",2660823,32,0,"5","01","D","200","D",.,"A","3","D","01","D","1967","D",.,"A",.,"A",.,"A",2700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2660823,33,0,"5","02","D","300","D",.,"A","3","D","07","D","1959","D",.,"A",.,"A",.,"A",4700,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2660843,9,0,"5","01","D","100","D",.,"A","3","D",,"C","1949","D",.,"A",.,"A",.,"A",3192,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660873,28,0,"5","01","D","100","D",.,"A","3","D","03","D","2013","D",399900,"D",5000,"D",8000,"D",1900,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D","2","D"
"20133",2660883,43,0,"5","01","D","100","D",.,"A","1","D","09","D","2001","D",.,"A",.,"A",.,"A",15480,"T",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660893,16,0,"5","01","D","100","D",.,"A","3","D","06","D","2007","D",.,"A",.,"A",.,"A",1100,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660913,16,0,"5","01","D","100","D",.,"A","1","D","06","D","2011","D",.,"A",.,"A",.,"A",4000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2660963,20,0,"6","01","D","100","D",.,"A","3","D","07","F","2013","D",.,"A",.,"A",.,"A",8000,"F",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20133",2661013,14,0,"5","01","D","100","D",.,"A","1","D","01","D","1999","D",.,"A",.,"A",.,"A",500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661053,39,0,"5","01","D","100","D",.,"A","3","D","12","D","2005","D",.,"A",.,"A",.,"A",1200,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661053,40,0,"5","02","D","400","D",.,"A","3","D","06","D","2007","D",.,"A",.,"A",.,"A",40,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2661063,16,0,"5","01","D","100","D",.,"A","3","D","07","D","2011","D",.,"A",.,"A",.,"A",1285,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661073,17,0,"5","01","D","100","D",.,"A","1","D","08","D","2009","D",.,"A",.,"A",.,"A",4337,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661143,11,0,"5","01","D","100","D",.,"A","3","D","09","D","2012","D",.,"A",.,"A",.,"A",2500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661153,15,0,"5","01","D","100","D",.,"A","3","D","05","D","1972","D",.,"A",.,"A",.,"A",420,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661153,16,0,"5","02","D","400","D",.,"A","3","D","02","D","1941","D",.,"A",.,"A",.,"A",140,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2661163,38,0,"5","01","D","300","D",.,"A","3","D","07","D","1986","D",.,"A",.,"A",.,"A",6000,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2661243,9,0,"5","01","D","100","D",.,"A","3","D",,"B","1965","D",.,"A",.,"A",.,"A",300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661253,24,0,"5","01","D","100","D",.,"A","3","D",,"B","1978","D",.,"A",.,"A",.,"A",1158,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661303,20,0,"5","01","D","100","D",.,"A","3","D","04","D","1978","D",.,"A",.,"A",.,"A",1700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661383,46,0,"5","01","D","100","D",.,"A","3","D","06","D","1980","D",.,"A",.,"A",.,"A",9000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2661383,47,0,"5","02","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20133",2661463,37,0,"5","01","D","100","D",.,"A","3","D","06","D","2008","D",.,"A",.,"A",.,"A",1600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661503,14,0,"5","01","D","100","D",.,"A","3","D","03","D","2013","D",.,"A",.,"A",.,"A",498,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","1","D","2","D"
"20133",2661523,16,0,"6","01","D","100","D",.,"A","3","D",,"B",,"B",.,"A",.,"A",.,"A",2200,"F",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20133",2661573,28,0,"5","01","D","100","D",.,"A","3","D","04","D","1974","D",.,"A",.,"A",.,"A",1200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661583,15,0,"5","01","D","100","D",.,"A","3","D","12","D","1958","D",.,"A",.,"A",.,"A",1200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661603,6,0,"5","01","D","100","D",.,"A","3","D","01","D","1994","D",.,"A",.,"A",.,"A",120,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661693,17,0,"5","01","D","100","D",.,"A","3","D","03","D","1972","D",.,"A",.,"A",.,"A",750,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661713,26,0,"5","01","D","100","D",.,"A","3","D","12","D","2006","D",.,"A",.,"A",.,"A",15480,"T",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661763,23,0,"5","01","D","100","D",.,"A","3","D",,"C","1993","D",.,"A",.,"A",.,"A",2400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661783,12,0,"5","01","D","100","D",.,"A","3","D","06","D","1993","D",.,"A",.,"A",.,"A",2300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661793,26,0,"5","01","D","100","D",.,"A","3","D","06","D","1992","D",.,"A",.,"A",.,"A",1424,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661793,27,0,"5","02","D","300","D",.,"A","1","D","09","D","2012","D",.,"A",.,"A",.,"A",23,"F","1","D",2,"D","2","D",.,"A",,"A",.,"A",,"A",,"A"
"20133",2661833,14,0,"5","01","D","100","D",.,"A","3","D",,"B","2011","D",.,"A",.,"A",.,"A",1700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661853,19,0,"5","01","D","100","D",.,"A","3","D","12","D","1947","D",.,"A",.,"A",.,"A",700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661863,22,0,"5","01","D","100","D",.,"A","1","D","08","D","2001","D",.,"A",.,"A",.,"A",1560,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661873,27,0,"5","01","D","100","D",.,"A","3","D","03","D","2003","D",.,"A",.,"A",.,"A",2555,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661873,28,0,"5","02","D","300","D",.,"A","3","D","10","D","1996","D",.,"A",.,"A",.,"A",600,"D","2","D",.,"A",,"A",.,"A","1","D",0,"D",,"A",,"A"
"20133",2661903,4,0,"1","01","D","100","D",.,"A","3","D",,"B",,"C",.,"A",.,"A",.,"A",3000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661933,26,0,"5","01","D","100","D",.,"A","3","D","07","D","1989","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661953,29,0,"5","01","D","100","D",.,"A","3","D","04","D","2009","D",.,"A",.,"A",.,"A",2800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2661983,15,0,"5","01","D","100","D",.,"A","3","D","12","D","1999","D",.,"A",.,"A",.,"A",1350,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2662053,25,0,"5","01","D","100","D",.,"A","3","D","06","D","2000","D",.,"A",.,"A",.,"A",1500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2662063,15,0,"5","01","D","100","D",.,"A","3","D","01","D","2012","D",.,"A",.,"A",.,"A",1400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","1","D","2","D"
"20133",2662063,16,0,"5","02","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20133",2662173,12,0,"5","01","D","100","D",.,"A","1","D","10","D","2008","D",.,"A",.,"A",.,"A",6350,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2662173,13,0,"5","02","D","200","D",.,"A","3","D","02","D","2003","D",.,"A",.,"A",.,"A",6400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2662173,14,0,"5","03","D","300","D",.,"A","3","D","02","D","2005","D",.,"A",.,"A",.,"A",2000,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2662183,31,0,"5","01","D","100","D",.,"A","3","D","07","D","1989","D",.,"A",.,"A",.,"A",2208,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2662183,32,0,"5","02","D","300","D",.,"A","3","D","09","D","2004","D",.,"A",.,"A",.,"A",823,"D","2","D",.,"A",,"A",.,"A","1","D",1,"D",,"A",,"A"
"20133",2662235,19,0,"5","01","D","100","D",.,"A","3","D","08","D","2012","D",.,"A",.,"A",.,"A",2200,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2662243,12,0,"5","01","D","100","D",.,"A","3","D",,"C","2005","D",.,"A",.,"A",.,"A",2400,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2662263,33,0,"5","01","D","100","D",.,"A","3","D","08","D","1996","D",.,"A",.,"A",.,"A",1800,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2662343,54,0,"5","01","D","100","D",.,"A","3","D",,"B","2007","D",.,"A",.,"A",.,"A",450,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2662373,17,0,"5","01","D","100","D",.,"A","3","D","09","D","2011","D",.,"A",.,"A",.,"A",1500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2662393,13,0,"5","01","D","100","D",.,"A","3","D","02","D","2006","D",.,"A",.,"A",.,"A",2400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2662413,37,0,"5","01","D","100","D",.,"A","3","D",,"C","1970","D",.,"A",.,"A",.,"A",1244,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2662423,35,0,"5","01","D","100","D",.,"A","3","D","05","D","2004","D",.,"A",.,"A",.,"A",2676,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2662423,38,0,"5","04","D","200","D",0.02,"D","3","D",,"C",,"C",.,"A",.,"A",.,"A",450,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2662483,23,0,"5","01","D","100","D",.,"A","3","D",,"B","2007","D",.,"A",.,"A",.,"A",2500,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20133",2662483,24,0,"5","02","D","300","D",.,"A","1","D",,"B","2007","D",.,"A",.,"A",.,"A",50,"F","1","D",1,"D","2","D",.,"A",,"A",.,"A",,"A",,"A"
"20133",2662493,15,0,"5","01","D","100","D",.,"A","3","D","07","D","2006","D",.,"A",.,"A",.,"A",3000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2662533,39,0,"5","01","D","100","D",.,"A","3","D","09","D","2003","D",.,"A",.,"A",.,"A",2400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20133",2662563,16,0,"5","01","D","100","D",.,"A","3","D","06","D","1994","D",.,"A",.,"A",.,"A",4100,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
