"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOB","PROP0NOB","OWNYB","OWNYB_","OBSNSZB","OBSNSZB_","PROPTYPE","PROP_YPE","ACQUIRMO","ACQU_RMO","ACQUIRYR","ACQU_RYR","OWN_PURX","OWN__URX","OWNDPMTX","OWND_MTX","CLOSECST","CLOS_CST","QADPTAX","QADPTAX_","TIMESHAR","TIME_HAR","SHARWKS","SHARWKS_","SHARED1","SHARED1_","SHARPER1","SHAR_ER1","SHARED2","SHARED2_","SHARPER2","SHAR_ER2","GIFTPROP","GIFT_ROP","BSNEXP2","BSNEXP2_"
"20132",2580274,10,0,"5","01","D","100","D",.,"A","3","D","01","D","2011","D",.,"A",.,"A",.,"A",386,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580284,5,0,"5","01","D","100","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",15480,"T",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580334,22,0,"5","01","D","100","D",.,"A","3","D","11","D","2007","D",.,"A",.,"A",.,"A",1600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580334,23,0,"5","02","D","600","D",.,"A","3","D","04","D","2006","D",.,"A",.,"A",.,"A",1200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2580344,11,0,"5","01","D","100","D",.,"A","3","D","01","D","2009","D",.,"A",.,"A",.,"A",2500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580364,12,0,"5","01","D","100","D",0.05,"D","3","D","08","D","1995","D",.,"A",.,"A",.,"A",4133,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2580384,12,0,"5","01","D","100","D",.,"A","3","D","07","D","2010","D",.,"A",.,"A",.,"A",510,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580404,12,0,"5","01","D","100","D",.,"A","3","D","06","D","1989","D",.,"A",.,"A",.,"A",5000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580434,8,0,"5","01","D","100","D",.,"A","1","D","04","D","2000","D",.,"A",.,"A",.,"A",800,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580444,15,0,"5","01","D","100","D",.,"A","3","D","06","D","1990","D",.,"A",.,"A",.,"A",2600,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580464,13,0,"5","01","D","100","D",.,"A","3","D","07","D","2005","D",.,"A",.,"A",.,"A",2800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580504,17,0,"5","01","D","100","D",.,"A","3","D","01","D","1986","D",.,"A",.,"A",.,"A",1350,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580544,37,0,"5","01","D","100","D",.,"A","3","D","04","D","2008","D",.,"A",.,"A",.,"A",1368,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580584,11,0,"5","01","D","100","D",.,"A","3","D","07","D","2010","D",.,"A",.,"A",.,"A",5000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580594,44,0,"5","01","D","100","D",.,"A","3","D","03","D","1972","D",.,"A",.,"A",.,"A",4900,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580594,45,0,"5","02","D","600","D",.,"A","3","D","03","D","1986","D",.,"A",.,"A",.,"A",0,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2580604,15,0,"5","01","D","100","D",.,"A","3","D",,"C","1992","D",.,"A",.,"A",.,"A",1650,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580604,16,0,"5","02","D","300","D",.,"A","3","D",,"C","2008","D",.,"A",.,"A",.,"A",0,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2580614,13,0,"5","01","D","100","D",0.2,"D","3","D","06","D","1991","D",.,"A",.,"A",.,"A",1930,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580644,15,0,"5","01","D","100","D",.,"A","3","D",,"C","1978","D",.,"A",.,"A",.,"A",3600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580654,19,0,"5","01","D","100","D",.,"A","3","D","05","D","2005","D",.,"A",.,"A",.,"A",3500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580664,20,0,"5","01","D","100","D",.,"A","3","D","07","D","2000","D",.,"A",.,"A",.,"A",1300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2580664,21,0,"5","02","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20132",2580674,16,0,"5","01","D","100","D",.,"A","3","D","11","D","2002","D",.,"A",.,"A",.,"A",2200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580684,17,0,"5","01","D","100","D",.,"A","3","D","09","D","2003","D",.,"A",.,"A",.,"A",3000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580724,48,0,"5","01","D","100","D",.,"A","3","D","10","D","1980","D",.,"A",.,"A",.,"A",3300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580734,24,0,"5","01","D","100","D",.,"A","3","D","01","D","2004","D",.,"A",.,"A",.,"A",681,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580744,14,0,"5","01","D","100","D",.,"A","3","D",,"C","1950","D",.,"A",.,"A",.,"A",650,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580774,23,0,"5","01","D","100","D",.,"A","3","D","08","D","1975","D",.,"A",.,"A",.,"A",3500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580834,25,0,"5","01","D","100","D",.,"A","3","D","08","D","1998","D",.,"A",.,"A",.,"A",8000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580834,26,0,"5","02","D","300","D",.,"A","3","D","09","D","1995","D",.,"A",.,"A",.,"A",7000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2580844,7,0,"5","01","D","100","D",.,"A","3","D","09","D","2008","D",.,"A",.,"A",.,"A",5661,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580864,27,0,"5","01","D","100","D",.,"A","3","D","09","D","2004","D",.,"A",.,"A",.,"A",1200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580864,28,0,"5","02","D","400","D",.,"A","3","D","06","D","2002","D",.,"A",.,"A",.,"A",150,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2580864,29,0,"5","03","D","300","D",0.25,"D","3","D","02","D","1994","D",.,"A",.,"A",.,"A",225,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2580864,30,0,"5","04","D","300","D",.,"A","3","D","02","D","1996","D",.,"A",.,"A",.,"A",300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2580884,22,0,"5","01","D","100","D",.,"A","3","D","12","D","1956","D",.,"A",.,"A",.,"A",3631,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580904,10,0,"5","01","D","100","D",.,"A","3","D","06","D","2005","D",.,"A",.,"A",.,"A",907,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580934,35,0,"5","01","D","100","D",.,"A","3","D","07","D","2009","D",.,"A",.,"A",.,"A",2500,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580974,36,0,"5","01","D","100","D",.,"A","3","D","12","D","1993","D",.,"A",.,"A",.,"A",1800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2580984,16,0,"5","01","D","100","D",.,"A","3","D","03","D","1973","D",.,"A",.,"A",.,"A",3000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581084,24,0,"5","01","D","100","D",.,"A","3","D","01","D","1997","D",.,"A",.,"A",.,"A",4800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581134,8,0,"5","01","D","100","D",.,"A","3","D","12","D","2003","D",.,"A",.,"A",.,"A",2600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581144,19,0,"5","01","D","100","D",.,"A","3","D","06","D","1976","D",.,"A",.,"A",.,"A",3900,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581184,17,0,"5","01","D","100","D",.,"A","3","D",,"C","1930","D",.,"A",.,"A",.,"A",800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581194,31,0,"5","01","D","100","D",.,"A","3","D","03","D","2011","D",.,"A",.,"A",.,"A",4800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581234,20,0,"5","01","D","100","D",.,"A","3","D","12","D","2004","D",.,"A",.,"A",.,"A",5416,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581254,15,0,"5","01","D","100","D",.,"A","3","D","08","D","1976","D",.,"A",.,"A",.,"A",1300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","1","D"
"20132",2581264,42,0,"5","01","D","100","D",.,"A","3","D","11","D","2009","D",.,"A",.,"A",.,"A",3500,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581284,28,0,"5","01","D","100","D",.,"A","3","D","01","D","2012","D",.,"A",.,"A",.,"A",1200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581314,20,0,"5","01","D","100","D",0.1,"D","3","D","12","D","2011","D",.,"A",.,"A",.,"A",2700,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2581314,21,0,"5","02","D","200","D",.,"A","3","D","11","D","2001","D",.,"A",.,"A",.,"A",800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2581324,23,0,"5","01","D","100","D",.,"A","3","D","06","D","1999","D",.,"A",.,"A",.,"A",1632,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581334,17,0,"5","01","D","100","D",.,"A","3","D","06","D","1992","D",.,"A",.,"A",.,"A",3500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581354,13,0,"5","01","D","100","D",.,"A","3","D","09","D","1985","D",.,"A",.,"A",.,"A",1300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581364,52,0,"5","01","D","100","D",.,"A","3","D","05","D","2002","D",.,"A",.,"A",.,"A",6000,"D",,"A",.,"A",,"A",.,"A","1","D",1,"D",,"A","2","D"
"20132",2581364,53,0,"5","02","D","300","D",.,"A","1","D","05","D","2007","D",.,"A",.,"A",.,"A",500,"D","1","D",1,"D","2","D",.,"A",,"A",.,"A",,"A",,"A"
"20132",2581404,15,0,"5","01","D","100","D",.,"A","3","D","06","D","1991","D",.,"A",.,"A",.,"A",2750,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581414,12,0,"5","01","D","100","D",.,"A","3","D","12","D","1994","D",.,"A",.,"A",.,"A",5200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2581484,57,0,"5","01","D","100","D",.,"A","3","D","05","D","2004","D",.,"A",.,"A",.,"A",1279,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581494,10,0,"5","01","D","100","D",.,"A","3","D","12","D","2011","D",.,"A",.,"A",.,"A",4600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581504,23,0,"5","01","D","100","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",412,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581514,22,0,"5","01","D","100","D",.,"A","3","D","04","D","1984","D",.,"A",.,"A",.,"A",1800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2581544,20,0,"5","01","D","100","D",.,"A","3","D","07","D","2006","D",.,"A",.,"A",.,"A",3000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581574,20,0,"5","01","D","100","D",.,"A","3","D","12","D","2003","D",.,"A",.,"A",.,"A",1800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581584,21,0,"5","01","D","100","D",.,"A","3","D","03","D","1994","D",.,"A",.,"A",.,"A",15480,"V",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581644,22,0,"5","01","D","300","D",.,"A","3","D","09","D","1961","D",.,"A",.,"A",.,"A",400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2581694,9,0,"5","01","D","100","D",.,"A","3","D","06","D","1988","D",.,"A",.,"A",.,"A",1600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581784,11,0,"5","01","D","100","D",.,"A","3","D","04","D","1994","D",.,"A",.,"A",.,"A",630,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581794,21,0,"5","01","D","100","D",.,"A","3","D","09","D","1980","D",.,"A",.,"A",.,"A",3600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581804,20,0,"5","01","D","100","D",.,"A","3","D","10","D","2005","D",.,"A",.,"A",.,"A",1800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581824,20,0,"5","01","D","100","D",.,"A","3","D",,"C","1955","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581964,22,0,"5","01","D","100","D",.,"A","3","D",,"C","1972","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2581964,23,0,"5","02","D","300","D",.,"A","3","D",,"C","2002","D",.,"A",.,"A",.,"A",600,"F","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2581964,24,0,"5","03","D","300","D",.,"A","3","D",,"C","2007","D",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2581964,25,0,"5","04","D","300","D",.,"A","3","D",,"C","2010","D",.,"A",.,"A",.,"A",750,"F","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2581964,26,0,"5","05","D","400","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",215,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2582054,14,0,"5","01","D","100","D",.,"A","3","D","03","D","2011","D",.,"A",.,"A",.,"A",15480,"T",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582114,19,0,"5","01","D","100","D",.,"A","1","D","09","D","1992","D",.,"A",.,"A",.,"A",4432,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582144,35,0,"5","01","D","100","D",.,"A","3","D","05","D","2004","D",.,"A",.,"A",.,"A",2953,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582144,36,0,"5","02","D","300","D",.,"A","3","D","04","D","1999","D",.,"A",.,"A",.,"A",2030,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2582144,37,0,"5","03","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20132",2582164,19,0,"5","01","D","100","D",.,"A","3","D","12","D","1990","D",.,"A",.,"A",.,"A",6877,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582184,7,0,"5","01","D","100","D",.,"A","3","D","03","D","1992","D",.,"A",.,"A",.,"A",1350,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582184,8,0,"5","02","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20132",2582194,10,0,"5","01","D","100","D",.,"A","3","D","07","D","2012","D",173000,"D",0,"D",450,"D",500,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D","2","D"
"20132",2582234,27,0,"5","01","D","100","D",.,"A","3","D","03","D","2010","D",.,"A",.,"A",.,"A",3210,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582254,14,0,"5","01","D","100","D",.,"A","3","D","09","D","2012","D",.,"A",.,"A",.,"A",1225,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582274,3,0,"1","01","D","100","D",.,"A","3","D",,"B","1994","D",.,"A",.,"A",.,"A",259,"D",,"A",.,"A",,"A",.,"A","1","D",1,"D",,"A","2","D"
"20132",2582284,37,0,"5","01","D","100","D",0.1,"D","3","D","04","D","1987","D",.,"A",.,"A",.,"A",1800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582284,38,0,"5","02","D","600","D",0.05,"D","3","D","10","D","2011","D",.,"A",.,"A",.,"A",1900,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2582354,16,0,"5","01","D","100","D",.,"A","3","D","03","D","2008","D",.,"A",.,"A",.,"A",1300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582374,45,0,"5","01","D","100","D",0.1,"D","3","D",,"C","2000","D",.,"A",.,"A",.,"A",4050,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2582374,46,0,"5","02","D","300","D",0.5,"D","3","D",,"C","2001","D",.,"A",.,"A",.,"A",3350,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2582394,19,0,"5","01","D","100","D",.,"A","1","D","07","D","2003","D",.,"A",.,"A",.,"A",975,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582404,8,0,"5","01","D","100","D",.,"A","3","D",,"C","2005","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582424,16,0,"5","01","D","100","D",.,"A","3","D","08","D","2009","D",.,"A",.,"A",.,"A",32,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582444,18,0,"5","01","D","100","D",.,"A","3","D","07","D","2011","D",.,"A",.,"A",.,"A",1200,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582454,20,0,"1","01","D","100","D",.,"A","3","D","02","D","2013","D",375000,"D",100000,"D",12000,"D",7500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D","2","D"
"20132",2582454,21,0,"1","02","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20132",2582454,22,0,"1","03","D","600","D",.,"A",,"A","02","F","2013","D",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20132",2582454,23,0,"1","04","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20132",2582464,8,0,"5","01","D","100","D",.,"A","3","D","01","D","1990","D",.,"A",.,"A",.,"A",5000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582484,26,0,"5","01","D","100","D",.,"A","3","D","06","D","1984","D",.,"A",.,"A",.,"A",2060,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582484,27,0,"5","02","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20132",2582494,14,0,"5","01","D","100","D",.,"A","3","D","08","D","2010","D",.,"A",.,"A",.,"A",450,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582504,17,0,"5","01","D","100","D",.,"A","3","D","02","D","2010","D",.,"A",.,"A",.,"A",450,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582554,7,0,"5","01","D","100","D",.,"A","3","D","12","D","2012","D",.,"A",.,"A",.,"A",2600,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582574,17,0,"5","01","D","100","D",.,"A","3","D","04","D",,"C",.,"A",.,"A",.,"A",375,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582594,24,0,"1","01","D","100","D",.,"A","3","D","01","F","1999","D",.,"A",.,"A",.,"A",4,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582604,17,0,"5","01","D","100","D",.,"A","3","D","08","D","2012","D",486000,"D",0,"D",0,"D",1400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D","2","D"
"20132",2582614,25,0,"5","01","D","300","D",.,"A","1","D",,"C","1998","D",.,"A",.,"A",.,"A",375,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2582634,22,0,"5","01","D","100","D",.,"A","3","D","10","D","2011","D",.,"A",.,"A",.,"A",210,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582654,12,0,"5","01","D","100","D",.,"A","3","D","12","D","1990","D",.,"A",.,"A",.,"A",1500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582654,13,0,"5","02","D","300","D",.,"A","3","D","09","D","2003","D",.,"A",.,"A",.,"A",1900,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2582694,18,0,"1","01","D","100","D",.,"A","3","D","02","F","1995","D",.,"A",.,"A",.,"A",3400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582725,41,0,"5","01","D","400","D",.,"A","3","D","02","D","2002","D",.,"A",.,"A",.,"A",3000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2582734,39,0,"5","01","D","100","D",.,"A","3","D","03","D","1998","D",.,"A",.,"A",.,"A",4400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582784,20,0,"5","01","D","100","D",.,"A","3","D","06","D","1976","D",.,"A",.,"A",.,"A",893,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582794,18,0,"5","01","D","100","D",.,"A","3","D","07","D","2004","D",.,"A",.,"A",.,"A",2200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582824,16,0,"5","01","D","100","D",.,"A","3","D","03","D","2009","D",.,"A",.,"A",.,"A",6100,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582844,15,0,"5","01","D","100","D",.,"A","3","D","03","D","2003","D",.,"A",.,"A",.,"A",2100,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582864,20,0,"5","01","D","100","D",.,"A","3","D","09","D","2006","D",.,"A",.,"A",.,"A",3000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2582874,29,0,"5","01","D","100","D",.,"A","3","D",,"C","1955","D",.,"A",.,"A",.,"A",1200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582894,15,0,"5","01","D","100","D",.,"A","3","D","02","D","1974","D",.,"A",.,"A",.,"A",1500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582944,23,0,"5","01","D","300","D",.,"A","1","D","11","D","2005","D",.,"A",.,"A",.,"A",1800,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2582954,15,0,"5","01","D","100","D",.,"A","3","D","08","D","1989","D",.,"A",.,"A",.,"A",4500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582954,16,0,"5","02","D","300","D",.,"A","3","D","04","D","1993","D",.,"A",.,"A",.,"A",500,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20132",2582964,15,0,"5","01","D","100","D",.,"A","3","D","10","D","1980","D",.,"A",.,"A",.,"A",750,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2582974,22,0,"5","01","D","100","D",0.25,"D","3","D","09","D","2006","D",.,"A",.,"A",.,"A",1000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2583014,20,0,"5","01","D","100","D",.,"A","1","D","12","D","2007","D",.,"A",.,"A",.,"A",2678,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2583084,15,0,"5","01","D","100","D",.,"A","3","D",,"C","1947","D",.,"A",.,"A",.,"A",0,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2583124,10,0,"5","01","D","100","D",.,"A","3","D",,"C","1998","D",.,"A",.,"A",.,"A",1100,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2583134,31,0,"5","01","D","100","D",.,"A","3","D","07","D","1970","D",.,"A",.,"A",.,"A",2600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2583134,32,0,"5","02","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20132",2583134,33,0,"5","03","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20132",2583134,34,0,"5","04","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20132",2583134,35,0,"5","05","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20132",2583154,13,0,"5","01","D","100","D",.,"A","3","D",,"C","2010","D",.,"A",.,"A",.,"A",8500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20132",2583154,14,0,"5","02","D","300","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",6000,"F","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
