"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","NUMNONCU","NUMN_NCU","TRNONCUX","TRNO_CUX","TRNONCUY","TRNO_CUY"
"20141",2696224,52,7,"1",.,"A",27,"E","190","D"
"20141",2697374,33,0,"1",1,"D",.,"H",,"A"
"20141",2697374,33,1,"1",.,"A",18,"E","120","D"
"20141",2697374,33,2,"1",.,"A",2,"E","140","D"
"20141",2697374,33,3,"1",.,"A",165,"E","150","D"
"20141",2697374,33,4,"1",.,"A",45,"E","160","D"
"20141",2697374,33,5,"1",.,"A",16,"E","170","D"
"20141",2697374,33,6,"1",.,"A",134,"E","180","D"
"20141",2697374,33,7,"1",.,"A",19,"E","190","D"
"20141",2700534,62,0,"1",1,"D",.,"H",,"A"
"20141",2700534,62,1,"1",.,"A",22,"E","120","D"
"20141",2700534,62,2,"1",.,"A",2,"E","140","D"
"20141",2700534,62,3,"1",.,"A",113,"E","150","D"
"20141",2700534,62,4,"1",.,"A",11,"E","170","D"
"20141",2700534,62,5,"1",.,"A",161,"E","180","D"
"20141",2700534,62,6,"1",.,"A",11,"E","190","D"
"20141",2701044,51,0,"1",1,"D",.,"H",,"A"
"20141",2701044,51,1,"1",.,"A",27,"E","120","D"
"20141",2701044,51,2,"1",.,"A",4,"E","140","D"
"20141",2701044,51,3,"1",.,"A",186,"E","150","D"
"20141",2701044,51,4,"1",.,"A",32,"E","160","D"
"20141",2701044,51,5,"1",.,"A",27,"E","170","D"
"20141",2701044,51,6,"1",.,"A",24,"E","190","D"
"20141",2702314,53,0,"1",1,"D",.,"H",,"A"
"20141",2702314,53,1,"1",.,"A",2519,"U","130","D"
"20141",2702314,53,2,"1",.,"A",712,"E","200","D"
"20141",2702314,53,3,"1",.,"A",986,"E","210","D"
"20141",2702314,53,4,"1",.,"A",900,"E","220","D"
"20141",2706704,95,0,"1",1,"D",.,"H",,"A"
"20141",2706704,95,1,"1",.,"A",14,"E","100","D"
"20141",2706704,95,2,"1",.,"A",3,"E","110","D"
"20141",2706704,95,3,"1",.,"A",6,"E","120","D"
"20141",2706704,95,4,"1",.,"A",1,"E","140","D"
"20141",2706704,95,5,"1",.,"A",35,"E","150","D"
"20141",2706704,95,6,"1",.,"A",4,"E","160","D"
"20141",2706704,95,7,"1",.,"A",4,"E","170","D"
"20141",2706704,95,8,"1",.,"A",10,"E","180","D"
"20141",2706704,95,9,"1",.,"A",4,"E","190","D"
"20141",2708344,55,0,"1",1,"D",.,"H",,"A"
"20141",2708344,55,1,"1",.,"A",14,"E","120","D"
"20141",2708344,55,2,"1",.,"A",2,"E","140","D"
"20141",2708344,55,3,"1",.,"A",121,"E","150","D"
"20141",2708344,55,4,"1",.,"A",34,"E","160","D"
"20141",2708344,55,5,"1",.,"A",15,"E","170","D"
"20141",2708344,55,6,"1",.,"A",100,"E","180","D"
"20141",2708344,55,7,"1",.,"A",14,"E","190","D"
"20141",2710354,35,0,"1",1,"D",.,"H",,"A"
"20141",2710354,35,1,"1",.,"A",11,"E","100","D"
"20141",2710354,35,2,"1",.,"A",3,"E","110","D"
"20141",2710354,35,3,"1",.,"A",6,"E","120","D"
"20141",2710354,35,4,"1",.,"A",23,"E","130","D"
"20141",2710354,35,5,"1",.,"A",1,"E","140","D"
"20141",2710354,35,6,"1",.,"A",46,"E","150","D"
"20141",2710354,35,7,"1",.,"A",6,"E","160","D"
"20141",2710354,35,8,"1",.,"A",5,"E","170","D"
"20141",2710354,35,9,"1",.,"A",21,"E","180","D"
"20141",2710354,35,10,"1",.,"A",4,"E","190","D"
"20141",2710354,35,11,"1",.,"A",7,"E","200","D"
"20141",2710354,35,12,"1",.,"A",9,"E","210","D"
"20141",2710354,35,13,"1",.,"A",8,"E","220","D"
"20141",2712404,23,0,"1",1,"D",.,"H",,"A"
"20141",2712404,23,1,"1",.,"A",81,"E","120","D"
"20141",2712404,23,2,"1",.,"A",11,"E","140","D"
"20141",2712404,23,3,"1",.,"A",459,"E","150","D"
"20141",2712404,23,4,"1",.,"A",48,"E","170","D"
"20141",2712404,23,5,"1",.,"A",656,"E","180","D"
"20141",2712404,23,6,"1",.,"A",45,"E","190","D"
"20141",2713034,41,0,"1",1,"D",.,"H",,"A"
"20141",2713034,41,1,"1",.,"A",32,"E","100","D"
"20141",2713034,41,2,"1",.,"A",14,"E","110","D"
"20141",2713034,41,3,"1",.,"A",18,"E","120","D"
"20141",2713034,41,4,"1",.,"A",3,"E","140","D"
"20141",2713034,41,5,"1",.,"A",110,"E","150","D"
"20141",2713034,41,6,"1",.,"A",18,"E","160","D"
"20141",2713034,41,7,"1",.,"A",14,"E","170","D"
"20141",2713034,41,8,"1",.,"A",60,"E","180","D"
"20141",2713034,41,9,"1",.,"A",11,"E","190","D"
"20141",2713034,41,10,"1",.,"A",19,"E","200","D"
"20141",2713034,41,11,"1",.,"A",26,"E","210","D"
"20141",2713034,41,12,"1",.,"A",24,"E","220","D"
"20141",2713763,46,0,"1",1,"D",.,"H",,"A"
"20141",2713763,46,1,"1",.,"A",20,"E","100","D"
"20141",2713763,46,2,"1",.,"A",5,"E","110","D"
"20141",2713763,46,3,"1",.,"A",13,"E","120","D"
"20141",2713763,46,4,"1",.,"A",37,"E","130","D"
"20141",2713763,46,5,"1",.,"A",1,"E","140","D"
"20141",2713763,46,6,"1",.,"A",75,"E","150","D"
"20141",2713763,46,7,"1",.,"A",21,"E","160","D"
"20141",2713763,46,8,"1",.,"A",7,"E","170","D"
"20141",2713763,46,9,"1",.,"A",62,"E","180","D"
"20141",2713763,46,10,"1",.,"A",9,"E","190","D"
"20141",2715593,27,0,"1",1,"D",.,"H",,"A"
"20141",2715593,27,1,"1",.,"A",23,"E","120","D"
"20141",2715593,27,2,"1",.,"A",3,"E","140","D"
"20141",2715593,27,3,"1",.,"A",133,"E","150","D"
"20141",2715593,27,4,"1",.,"A",8,"E","160","D"
"20141",2715593,27,5,"1",.,"A",14,"E","170","D"
"20141",2715593,27,6,"1",.,"A",9,"E","190","D"
"20141",2715663,77,0,"1",1,"D",.,"H",,"A"
"20141",2715663,77,1,"1",.,"A",4,"E","120","D"
"20141",2715663,77,2,"1",.,"A",3,"E","140","D"
"20141",2715663,77,3,"1",.,"A",36,"E","150","D"
"20141",2715663,77,4,"1",.,"A",10,"E","160","D"
"20141",2715663,77,5,"1",.,"A",3,"E","170","D"
"20141",2715663,77,6,"1",.,"A",30,"E","180","D"
"20141",2715663,77,7,"1",.,"A",4,"E","190","D"
"20141",2715673,44,0,"1",2,"D",.,"H",,"A"
"20141",2715673,44,1,"1",.,"A",243,"E","100","D"
"20141",2715673,44,2,"1",.,"A",80,"E","110","D"
"20141",2715673,44,3,"1",.,"A",153,"E","120","D"
"20141",2715673,44,4,"1",.,"A",26,"E","140","D"
"20141",2715673,44,5,"1",.,"A",839,"E","150","D"
"20141",2715673,44,6,"1",.,"A",97,"E","160","D"
"20141",2715673,44,7,"1",.,"A",107,"E","170","D"
"20141",2715673,44,8,"1",.,"A",248,"E","180","D"
"20141",2715673,44,9,"1",.,"A",113,"E","190","D"
"20141",2718743,21,0,"1",1,"D",.,"H",,"A"
"20141",2718743,21,1,"1",.,"A",29,"E","100","D"
"20141",2718743,21,2,"1",.,"A",8,"E","110","D"
"20141",2718743,21,3,"1",.,"A",13,"E","120","D"
"20141",2718743,21,4,"1",.,"A",63,"E","130","D"
"20141",2718743,21,5,"1",.,"A",1,"E","140","D"
"20141",2718743,21,6,"1",.,"A",112,"E","150","D"
"20141",2718743,21,7,"1",.,"A",31,"E","160","D"
"20141",2718743,21,8,"1",.,"A",11,"E","170","D"
"20141",2718743,21,9,"1",.,"A",93,"E","180","D"
"20141",2718743,21,10,"1",.,"A",13,"E","190","D"
"20141",2718743,21,11,"1",.,"A",17,"E","200","D"
"20141",2718743,21,12,"1",.,"A",20,"E","210","D"
"20141",2718743,21,13,"1",.,"A",24,"E","220","D"
"20141",2719223,68,0,"1",2,"D",.,"H",,"A"
"20141",2719223,68,1,"1",.,"A",23,"E","120","D"
"20141",2719223,68,2,"1",.,"A",2,"E","140","D"
"20141",2719223,68,3,"1",.,"A",165,"E","150","D"
"20141",2719223,68,4,"1",.,"A",46,"E","160","D"
"20141",2719223,68,5,"1",.,"A",17,"E","170","D"
"20141",2719223,68,6,"1",.,"A",137,"E","180","D"
"20141",2719223,68,7,"1",.,"A",20,"E","190","D"
"20141",2719873,67,0,"1",1,"D",.,"H",,"A"
"20141",2719873,67,1,"1",.,"A",46,"E","120","D"
"20141",2719873,67,2,"1",.,"A",8,"E","140","D"
"20141",2719873,67,3,"1",.,"A",269,"E","150","D"
"20141",2719873,67,4,"1",.,"A",30,"E","160","D"
"20141",2719873,67,5,"1",.,"A",34,"E","170","D"
"20141",2719873,67,6,"1",.,"A",78,"E","180","D"
"20141",2719873,67,7,"1",.,"A",35,"E","190","D"
"20141",2720213,78,0,"1",1,"D",.,"H",,"A"
"20141",2720213,78,1,"1",.,"A",48,"E","130","D"
"20141",2720213,78,2,"1",.,"A",14,"E","200","D"
"20141",2720213,78,3,"1",.,"A",17,"E","210","D"
"20141",2720213,78,4,"1",.,"A",21,"E","220","D"
"20141",2720473,43,0,"1",1,"D",.,"H",,"A"
"20141",2720473,43,1,"1",.,"A",49,"E","120","D"
"20141",2720473,43,2,"1",.,"A",8,"E","140","D"
"20141",2720473,43,3,"1",.,"A",278,"E","150","D"
"20141",2720473,43,4,"1",.,"A",32,"E","160","D"
"20141",2720473,43,5,"1",.,"A",35,"E","170","D"
"20141",2720473,43,6,"1",.,"A",86,"E","180","D"
"20141",2720473,43,7,"1",.,"A",37,"E","190","D"
"20141",2721503,42,0,"1",1,"D",.,"H",,"A"
"20141",2721503,42,1,"1",.,"A",33,"E","200","D"
"20141",2721503,42,2,"1",.,"A",39,"E","210","D"
"20141",2721503,42,3,"1",.,"A",48,"E","220","D"
"20141",2723973,53,0,"1",1,"D",.,"H",,"A"
"20141",2723973,53,1,"1",.,"A",300,"E","130","D"
"20141",2724373,36,0,"1",1,"D",.,"H",,"A"
"20141",2724373,36,1,"1",.,"A",33,"E","100","D"
"20141",2724373,36,2,"1",.,"A",15,"E","110","D"
"20141",2724373,36,3,"1",.,"A",27,"E","120","D"
"20141",2724373,36,4,"1",.,"A",10,"E","140","D"
"20141",2724373,36,5,"1",.,"A",175,"E","150","D"
"20141",2724373,36,6,"1",.,"A",11,"E","160","D"
"20141",2724373,36,7,"1",.,"A",18,"E","170","D"
"20141",2724373,36,8,"1",.,"A",11,"E","190","D"
"20141",2724373,36,9,"1",.,"A",16,"E","200","D"
"20141",2724373,36,10,"1",.,"A",47,"E","210","D"
"20141",2724373,36,11,"1",.,"A",27,"E","220","D"
"20141",2725763,42,0,"1",1,"D",.,"H",,"A"
"20141",2725763,42,1,"1",.,"A",19,"E","120","D"
"20141",2725763,42,2,"1",.,"A",3,"E","140","D"
"20141",2725763,42,3,"1",.,"A",144,"E","150","D"
"20141",2725763,42,4,"1",.,"A",6,"E","160","D"
"20141",2725763,42,5,"1",.,"A",16,"E","170","D"
"20141",2725763,42,6,"1",.,"A",12,"E","190","D"
"20141",2727343,15,0,"1",1,"D",.,"H",,"A"
"20141",2727343,15,1,"1",.,"A",74,"E","100","D"
"20141",2727343,15,2,"1",.,"A",26,"E","110","D"
"20141",2727343,15,3,"1",.,"A",47,"E","120","D"
"20141",2727343,15,4,"1",.,"A",13,"E","140","D"
"20141",2727343,15,5,"1",.,"A",343,"E","150","D"
"20141",2727343,15,6,"1",.,"A",15,"E","160","D"
"20141",2727343,15,7,"1",.,"A",39,"E","170","D"
"20141",2727343,15,8,"1",.,"A",18,"E","190","D"
"20141",2728233,31,0,"1",1,"D",.,"H",,"A"
"20141",2728233,31,1,"1",.,"A",21,"E","120","D"
"20141",2728233,31,2,"1",.,"A",2,"E","140","D"
"20141",2728233,31,3,"1",.,"A",105,"E","150","D"
"20141",2728233,31,4,"1",.,"A",11,"E","170","D"
"20141",2728233,31,5,"1",.,"A",151,"E","180","D"
"20141",2728233,31,6,"1",.,"A",10,"E","190","D"
"20141",2730953,24,0,"1",1,"D",.,"H",,"A"
"20141",2730953,24,1,"1",.,"A",49,"E","120","D"
"20141",2730953,24,2,"1",.,"A",9,"E","140","D"
"20141",2730953,24,3,"1",.,"A",362,"E","150","D"
"20141",2730953,24,4,"1",.,"A",15,"E","160","D"
"20141",2730953,24,5,"1",.,"A",42,"E","170","D"
"20141",2730953,24,6,"1",.,"A",23,"E","190","D"
"20141",2735253,56,0,"1",2,"D",.,"H",,"A"
"20141",2735253,56,1,"1",.,"A",75,"E","120","D"
"20141",2735253,56,2,"1",.,"A",12,"E","140","D"
"20141",2735253,56,3,"1",.,"A",477,"E","150","D"
"20141",2735253,56,4,"1",.,"A",83,"E","160","D"
"20141",2735253,56,5,"1",.,"A",71,"E","170","D"
"20141",2735253,56,6,"1",.,"A",62,"E","190","D"
"20141",2736513,47,0,"1",1,"D",.,"H",,"A"
"20141",2736513,47,1,"1",.,"A",79,"E","130","D"
"20141",2736613,39,0,"1",1,"D",.,"H",,"A"
"20141",2736613,39,1,"1",.,"A",121,"E","120","D"
"20141",2736613,39,2,"1",.,"A",17,"E","140","D"
"20141",2736613,39,3,"1",.,"A",1008,"E","150","D"
"20141",2736613,39,4,"1",.,"A",286,"E","160","D"
"20141",2736613,39,5,"1",.,"A",105,"E","170","D"
"20141",2736613,39,6,"1",.,"A",840,"E","180","D"
"20141",2736613,39,7,"1",.,"A",123,"E","190","D"
"20141",2738113,31,0,"1",1,"D",.,"H",,"A"
"20141",2738113,31,1,"1",.,"A",499,"E","120","D"
"20141",2738113,31,2,"1",.,"A",98,"E","140","D"
"20141",2738113,31,3,"1",.,"A",3622,"E","150","D"
"20141",2738113,31,4,"1",.,"A",158,"E","160","D"
"20141",2738113,31,5,"1",.,"A",421,"E","170","D"
"20141",2738113,31,6,"1",.,"A",202,"E","190","D"
"20141",2738453,62,0,"1",1,"D",.,"H",,"A"
"20141",2738453,62,1,"1",.,"A",421,"E","100","D"
"20141",2738453,62,2,"1",.,"A",155,"E","110","D"
"20141",2738453,62,3,"1",.,"A",220,"E","120","D"
"20141",2738453,62,4,"1",.,"A",895,"E","130","D"
"20141",2738453,62,5,"1",.,"A",38,"E","140","D"
"20141",2738453,62,6,"1",.,"A",1471,"E","150","D"
"20141",2738453,62,7,"1",.,"A",256,"E","160","D"
"20141",2738453,62,8,"1",.,"A",221,"E","170","D"
"20141",2738453,62,9,"1",.,"A",193,"E","190","D"
"20141",2738453,62,10,"1",.,"A",346,"E","200","D"
"20141",2738453,62,11,"1",.,"A",379,"E","210","D"
"20141",2738453,62,12,"1",.,"A",405,"E","220","D"
"20141",2739223,38,0,"1",1,"D",.,"H",,"A"
"20141",2739223,38,1,"1",.,"A",192,"E","120","D"
"20141",2739223,38,2,"1",.,"A",28,"E","140","D"
"20141",2739223,38,3,"1",.,"A",1613,"E","150","D"
"20141",2739223,38,4,"1",.,"A",458,"E","160","D"
"20141",2739223,38,5,"1",.,"A",168,"E","170","D"
"20141",2739223,38,6,"1",.,"A",1345,"E","180","D"
"20141",2739223,38,7,"1",.,"A",196,"E","190","D"
"20141",2742213,48,0,"1",1,"D",.,"H",,"A"
"20141",2742213,48,1,"1",.,"A",1,"E","140","D"
"20141",2743423,44,0,"1",1,"D",.,"H",,"A"
"20141",2743423,44,1,"1",.,"A",123,"E","120","D"
"20141",2743423,44,2,"1",.,"A",18,"E","140","D"
"20141",2743423,44,3,"1",.,"A",706,"E","150","D"
"20141",2743423,44,4,"1",.,"A",73,"E","170","D"
"20141",2743423,44,5,"1",.,"A",1010,"E","180","D"
"20141",2743423,44,6,"1",.,"A",70,"E","190","D"
"20141",2748642,44,0,"1",1,"D",.,"H",,"A"
"20141",2748642,44,1,"1",.,"A",30,"E","120","D"
"20141",2748642,44,2,"1",.,"A",5,"E","140","D"
"20141",2748642,44,3,"1",.,"A",159,"E","150","D"
"20141",2748642,44,4,"1",.,"A",18,"E","160","D"
"20141",2748642,44,5,"1",.,"A",20,"E","170","D"
"20141",2748642,44,6,"1",.,"A",47,"E","180","D"
"20141",2748642,44,7,"1",.,"A",21,"E","190","D"
"20141",2748942,25,0,"1",1,"D",.,"H",,"A"
"20141",2748942,25,1,"1",.,"A",16,"E","120","D"
"20141",2748942,25,2,"1",.,"A",2,"E","140","D"
"20141",2748942,25,3,"1",.,"A",105,"E","150","D"
"20141",2748942,25,4,"1",.,"A",9,"E","160","D"
"20141",2748942,25,5,"1",.,"A",11,"E","170","D"
"20141",2748942,25,6,"1",.,"A",7,"E","190","D"
"20141",2749482,56,0,"1",1,"D",.,"H",,"A"
"20141",2749482,56,1,"1",.,"A",23,"E","120","D"
"20141",2749482,56,2,"1",.,"A",2,"E","140","D"
"20141",2749482,56,3,"1",.,"A",161,"E","150","D"
"20141",2749482,56,4,"1",.,"A",45,"E","160","D"
"20141",2749482,56,5,"1",.,"A",16,"E","170","D"
"20141",2749482,56,6,"1",.,"A",134,"E","180","D"
"20141",2749482,56,7,"1",.,"A",19,"E","190","D"
"20141",2750072,69,0,"1",2,"D",.,"H",,"A"
"20141",2750072,69,1,"1",.,"A",118,"E","100","D"
"20141",2750072,69,2,"1",.,"A",30,"E","110","D"
"20141",2750072,69,3,"1",.,"A",49,"E","120","D"
"20141",2750072,69,4,"1",.,"A",7,"E","140","D"
"20141",2750072,69,5,"1",.,"A",426,"E","150","D"
"20141",2750072,69,6,"1",.,"A",120,"E","160","D"
"20141",2750072,69,7,"1",.,"A",44,"E","170","D"
"20141",2750072,69,8,"1",.,"A",355,"E","180","D"
"20141",2750072,69,9,"1",.,"A",51,"E","190","D"
"20141",2750662,21,0,"1",1,"D",.,"H",,"A"
"20141",2750662,21,1,"1",.,"A",41,"E","120","D"
"20141",2750662,21,2,"1",.,"A",6,"E","140","D"
"20141",2750662,21,3,"1",.,"A",212,"E","150","D"
"20141",2750662,21,4,"1",.,"A",24,"E","160","D"
"20141",2750662,21,5,"1",.,"A",27,"E","170","D"
"20141",2750662,21,6,"1",.,"A",62,"E","180","D"
"20141",2750662,21,7,"1",.,"A",28,"E","190","D"
"20141",2751162,35,0,"1",1,"D",.,"H",,"A"
"20141",2751162,35,1,"1",.,"A",94,"E","100","D"
"20141",2751162,35,2,"1",.,"A",25,"E","110","D"
"20141",2751162,35,3,"1",.,"A",46,"E","120","D"
"20141",2751162,35,4,"1",.,"A",6,"E","140","D"
"20141",2751162,35,5,"1",.,"A",355,"E","150","D"
"20141",2751162,35,6,"1",.,"A",100,"E","160","D"
"20141",2751162,35,7,"1",.,"A",36,"E","170","D"
"20141",2751162,35,8,"1",.,"A",295,"E","180","D"
"20141",2751162,35,9,"1",.,"A",43,"E","190","D"
"20141",2751492,19,0,"1",1,"D",.,"H",,"A"
"20141",2751492,19,1,"1",.,"A",49,"E","120","D"
"20141",2751492,19,2,"1",.,"A",9,"E","140","D"
"20141",2751492,19,3,"1",.,"A",362,"E","150","D"
"20141",2751492,19,4,"1",.,"A",15,"E","160","D"
"20141",2751492,19,5,"1",.,"A",42,"E","170","D"
"20141",2751492,19,6,"1",.,"A",23,"E","190","D"
"20141",2753412,43,0,"1",1,"D",.,"H",,"A"
"20141",2753412,43,1,"1",.,"A",13,"E","100","D"
"20141",2753412,43,2,"1",.,"A",3,"E","110","D"
"20141",2753412,43,3,"1",.,"A",10,"E","120","D"
"20141",2753412,43,4,"1",.,"A",50,"E","150","D"
"20141",2753412,43,5,"1",.,"A",14,"E","160","D"
"20141",2753412,43,6,"1",.,"A",5,"E","170","D"
"20141",2753412,43,7,"1",.,"A",42,"E","180","D"
"20141",2753412,43,8,"1",.,"A",6,"E","190","D"
"20141",2753412,43,9,"1",.,"A",7,"E","200","D"
"20141",2753412,43,10,"1",.,"A",9,"E","210","D"
"20141",2753412,43,11,"1",.,"A",11,"E","220","D"
"20141",2755752,79,0,"1",1,"D",.,"H",,"A"
"20141",2755752,79,1,"1",.,"A",5,"E","120","D"
"20141",2755752,79,2,"1",.,"A",47,"E","150","D"
"20141",2755752,79,3,"1",.,"A",12,"E","160","D"
"20141",2755752,79,4,"1",.,"A",4,"E","170","D"
"20141",2755752,79,5,"1",.,"A",37,"E","180","D"
"20141",2755752,79,6,"1",.,"A",5,"E","190","D"
"20141",2757672,57,0,"1",6,"D",.,"H",,"A"
"20141",2757672,57,1,"1",.,"A",120,"E","120","D"
"20141",2757672,57,2,"1",.,"A",21,"E","140","D"
"20141",2757672,57,3,"1",.,"A",806,"E","150","D"
"20141",2757672,57,4,"1",.,"A",139,"E","160","D"
"20141",2757672,57,5,"1",.,"A",120,"E","170","D"
"20141",2757672,57,6,"1",.,"A",105,"E","190","D"
"20141",2757672,57,7,"1",.,"A",188,"E","200","D"
"20141",2757672,57,8,"1",.,"A",207,"E","210","D"
"20141",2757672,57,9,"1",.,"A",220,"E","220","D"
"20141",2758805,20,0,"1",1,"D",.,"H",,"A"
"20141",2758805,20,1,"1",.,"A",41,"E","100","D"
"20141",2758805,20,2,"1",.,"A",11,"E","110","D"
"20141",2758805,20,3,"1",.,"A",21,"E","120","D"
"20141",2758805,20,4,"1",.,"A",3,"E","140","D"
"20141",2758805,20,5,"1",.,"A",123,"E","150","D"
"20141",2758805,20,6,"1",.,"A",14,"E","160","D"
"20141",2758805,20,7,"1",.,"A",15,"E","170","D"
"20141",2758805,20,8,"1",.,"A",36,"E","180","D"
"20141",2758805,20,9,"1",.,"A",16,"E","190","D"
"20141",2761932,40,0,"1",1,"D",.,"H",,"A"
"20141",2761932,40,1,"1",.,"A",107,"E","100","D"
"20141",2761932,40,2,"1",.,"A",34,"E","110","D"
"20141",2761932,40,3,"1",.,"A",62,"E","120","D"
"20141",2761932,40,4,"1",.,"A",196,"E","130","D"
"20141",2761932,40,5,"1",.,"A",11,"E","140","D"
"20141",2761932,40,6,"1",.,"A",353,"E","150","D"
"20141",2761932,40,7,"1",.,"A",41,"E","160","D"
"20141",2761932,40,8,"1",.,"A",45,"E","170","D"
"20141",2761932,40,9,"1",.,"A",104,"E","180","D"
"20141",2761932,40,10,"1",.,"A",47,"E","190","D"
"20141",2767122,30,0,"1",1,"D",.,"H",,"A"
"20141",2767122,30,1,"1",.,"A",84,"E","200","D"
"20141",2767122,30,2,"1",.,"A",156,"E","210","D"
"20141",2767122,30,3,"1",.,"A",160,"E","220","D"
"20141",2767445,14,0,"1",1,"D",.,"H",,"A"
"20141",2767445,14,1,"1",.,"A",196,"E","100","D"
"20141",2767445,14,2,"1",.,"A",68,"E","110","D"
"20141",2767445,14,3,"1",.,"A",124,"E","120","D"
"20141",2767445,14,4,"1",.,"A",488,"E","130","D"
"20141",2767445,14,5,"1",.,"A",24,"E","140","D"
"20141",2767445,14,6,"1",.,"A",902,"E","150","D"
"20141",2767445,14,7,"1",.,"A",39,"E","160","D"
"20141",2767445,14,8,"1",.,"A",110,"E","170","D"
"20141",2767445,14,9,"1",.,"A",49,"E","190","D"
"20141",2768072,17,0,"1",1,"D",.,"H",,"A"
"20141",2768072,17,1,"1",.,"A",82,"E","120","D"
"20141",2768072,17,2,"1",.,"A",14,"E","140","D"
"20141",2768072,17,3,"1",.,"A",466,"E","150","D"
"20141",2768072,17,4,"1",.,"A",77,"E","160","D"
"20141",2768072,17,5,"1",.,"A",59,"E","170","D"
"20141",2768072,17,6,"1",.,"A",255,"E","180","D"
"20141",2768072,17,7,"1",.,"A",47,"E","190","D"
"20141",2768242,49,0,"1",1,"D",.,"H",,"A"
"20141",2768242,49,1,"1",.,"A",36,"E","100","D"
"20141",2768242,49,2,"1",.,"A",10,"E","110","D"
"20141",2768242,49,3,"1",.,"A",19,"E","120","D"
"20141",2768242,49,4,"1",.,"A",3,"E","140","D"
"20141",2768242,49,5,"1",.,"A",110,"E","150","D"
"20141",2768242,49,6,"1",.,"A",12,"E","160","D"
"20141",2768242,49,7,"1",.,"A",14,"E","170","D"
"20141",2768242,49,8,"1",.,"A",32,"E","180","D"
"20141",2768242,49,9,"1",.,"A",14,"E","190","D"
"20141",2771492,73,0,"1",1,"D",.,"H",,"A"
"20141",2771492,73,1,"1",.,"A",24,"E","120","D"
"20141",2771492,73,2,"1",.,"A",3,"E","140","D"
"20141",2771492,73,3,"1",.,"A",214,"E","150","D"
"20141",2771492,73,4,"1",.,"A",60,"E","160","D"
"20141",2771492,73,5,"1",.,"A",22,"E","170","D"
"20141",2771492,73,6,"1",.,"A",176,"E","180","D"
"20141",2771492,73,7,"1",.,"A",25,"E","190","D"
"20141",2772952,27,0,"1",1,"D",.,"H",,"A"
"20141",2772952,27,1,"1",.,"A",8,"E","120","D"
"20141",2772952,27,2,"1",.,"A",1,"E","140","D"
"20141",2772952,27,3,"1",.,"A",43,"E","150","D"
"20141",2772952,27,4,"1",.,"A",1,"E","160","D"
"20141",2772952,27,5,"1",.,"A",5,"E","170","D"
"20141",2772952,27,6,"1",.,"A",2,"E","190","D"
"20141",2774052,24,0,"1",1,"D",.,"H",,"A"
"20141",2774052,24,1,"1",.,"A",99,"E","120","D"
"20141",2774052,24,2,"1",.,"A",18,"E","140","D"
"20141",2774052,24,3,"1",.,"A",695,"E","150","D"
"20141",2774052,24,4,"1",.,"A",30,"E","160","D"
"20141",2774052,24,5,"1",.,"A",80,"E","170","D"
"20141",2774052,24,6,"1",.,"A",38,"E","190","D"
"20141",2774462,54,0,"1",1,"D",.,"H",,"A"
"20141",2774462,54,1,"1",.,"A",83,"E","100","D"
"20141",2774462,54,2,"1",.,"A",31,"E","110","D"
"20141",2774462,54,3,"1",.,"A",48,"E","120","D"
"20141",2774462,54,4,"1",.,"A",179,"E","130","D"
"20141",2774462,54,5,"1",.,"A",7,"E","140","D"
"20141",2774462,54,6,"1",.,"A",294,"E","150","D"
"20141",2774462,54,7,"1",.,"A",51,"E","160","D"
"20141",2774462,54,8,"1",.,"A",44,"E","170","D"
"20141",2774462,54,9,"1",.,"A",38,"E","190","D"
"20141",2774462,54,10,"1",.,"A",69,"E","200","D"
"20141",2774462,54,11,"1",.,"A",75,"E","210","D"
"20141",2774462,54,12,"1",.,"A",81,"E","220","D"
"20141",2774472,55,0,"1",1,"D",.,"H",,"A"
"20141",2774472,55,1,"1",.,"A",31,"E","120","D"
"20141",2774472,55,2,"1",.,"A",4,"E","140","D"
"20141",2774472,55,3,"1",.,"A",269,"E","150","D"
"20141",2774472,55,4,"1",.,"A",75,"E","160","D"
"20141",2774472,55,5,"1",.,"A",27,"E","170","D"
"20141",2774472,55,6,"1",.,"A",222,"E","180","D"
"20141",2774472,55,7,"1",.,"A",32,"E","190","D"
"20141",2774752,28,0,"1",1,"D",.,"H",,"A"
"20141",2774752,28,1,"1",.,"A",105,"G","130","D"
"20141",2774992,20,0,"1",1,"D",.,"H",,"A"
"20141",2774992,20,1,"1",.,"A",31,"E","120","D"
"20141",2774992,20,2,"1",.,"A",4,"E","140","D"
"20141",2774992,20,3,"1",.,"A",242,"E","150","D"
"20141",2774992,20,4,"1",.,"A",68,"E","160","D"
"20141",2774992,20,5,"1",.,"A",25,"E","170","D"
"20141",2774992,20,6,"1",.,"A",201,"E","180","D"
"20141",2774992,20,7,"1",.,"A",29,"E","190","D"
"20141",2775682,48,0,"1",1,"D",.,"H",,"A"
"20141",2775682,48,1,"1",.,"A",18,"E","100","D"
"20141",2775682,48,2,"1",.,"A",4,"E","110","D"
"20141",2775682,48,3,"1",.,"A",8,"E","120","D"
"20141",2775682,48,4,"1",.,"A",29,"E","130","D"
"20141",2775682,48,5,"1",.,"A",1,"E","140","D"
"20141",2775682,48,6,"1",.,"A",50,"E","150","D"
"20141",2775682,48,7,"1",.,"A",8,"E","160","D"
"20141",2775682,48,8,"1",.,"A",6,"E","170","D"
