"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","NUMNONCU","NUMN_NCU","TRNONCUX","TRNO_CUX","TRNONCUY","TRNO_CUY"
"20134",2679504,33,0,"1",3,"D",.,"H",,"A"
"20134",2679504,33,1,"1",.,"A",138,"E","200","D"
"20134",2679504,33,2,"1",.,"A",153,"E","210","D"
"20134",2679504,33,3,"1",.,"A",99,"E","220","D"
"20134",2679644,24,0,"1",2,"D",.,"H",,"A"
"20134",2679644,24,1,"1",.,"A",190,"E","100","D"
"20134",2679644,24,2,"1",.,"A",40,"E","110","D"
"20134",2679644,24,3,"1",.,"A",88,"E","120","D"
"20134",2679644,24,4,"1",.,"A",330,"E","130","D"
"20134",2679644,24,5,"1",.,"A",13,"E","140","D"
"20134",2679644,24,6,"1",.,"A",590,"E","150","D"
"20134",2679644,24,7,"1",.,"A",181,"E","160","D"
"20134",2679644,24,8,"1",.,"A",88,"E","170","D"
"20134",2679644,24,9,"1",.,"A",80,"E","190","D"
"20134",2681733,30,0,"1",1,"D",.,"H",,"A"
"20134",2681733,30,1,"1",.,"A",296,"E","120","D"
"20134",2681733,30,2,"1",.,"A",48,"E","140","D"
"20134",2681733,30,3,"1",.,"A",2017,"E","150","D"
"20134",2681733,30,4,"1",.,"A",223,"E","160","D"
"20134",2681733,30,5,"1",.,"A",382,"E","170","D"
"20134",2681733,30,6,"1",.,"A",234,"E","190","D"
"20134",2682093,17,0,"1",1,"D",.,"H",,"A"
"20134",2682093,17,1,"1",.,"A",9,"E","100","D"
"20134",2682093,17,2,"1",.,"A",2,"E","110","D"
"20134",2682093,17,3,"1",.,"A",6,"E","120","D"
"20134",2682093,17,4,"1",.,"A",19,"E","130","D"
"20134",2682093,17,5,"1",.,"A",32,"E","150","D"
"20134",2682093,17,6,"1",.,"A",93,"E","160","D"
"20134",2682093,17,7,"1",.,"A",2,"E","170","D"
"20134",2682093,17,8,"1",.,"A",11,"E","190","D"
"20134",2682093,17,9,"1",.,"A",12,"E","200","D"
"20134",2682093,17,10,"1",.,"A",5,"E","210","D"
"20134",2682093,17,11,"1",.,"A",9,"E","220","D"
"20134",2687353,43,0,"1",1,"D",.,"H",,"A"
"20134",2687353,43,1,"1",.,"A",26,"E","100","D"
"20134",2687353,43,2,"1",.,"A",8,"E","110","D"
"20134",2687353,43,3,"1",.,"A",17,"E","120","D"
"20134",2687353,43,4,"1",.,"A",64,"E","130","D"
"20134",2687353,43,5,"1",.,"A",2,"E","140","D"
"20134",2687353,43,6,"1",.,"A",110,"E","150","D"
"20134",2687353,43,7,"1",.,"A",40,"E","160","D"
"20134",2687353,43,8,"1",.,"A",6,"E","170","D"
"20134",2687353,43,9,"1",.,"A",12,"E","190","D"
"20134",2687353,43,10,"1",.,"A",21,"E","200","D"
"20134",2687353,43,11,"1",.,"A",19,"E","210","D"
"20134",2687353,43,12,"1",.,"A",25,"E","220","D"
"20134",2688373,40,0,"1",2,"D",.,"H",,"A"
"20134",2688373,40,1,"1",.,"A",16,"E","100","D"
"20134",2688373,40,2,"1",.,"A",4,"E","110","D"
"20134",2688373,40,3,"1",.,"A",7,"E","120","D"
"20134",2688373,40,4,"1",.,"A",36,"E","130","D"
"20134",2688373,40,5,"1",.,"A",1,"E","140","D"
"20134",2688373,40,6,"1",.,"A",52,"E","150","D"
"20134",2688373,40,7,"1",.,"A",8,"E","160","D"
"20134",2688373,40,8,"1",.,"A",3,"E","170","D"
"20134",2688373,40,9,"1",.,"A",43,"E","180","D"
"20134",2688373,40,10,"1",.,"A",6,"E","190","D"
"20134",2688373,40,11,"1",.,"A",7,"E","200","D"
"20134",2688373,40,12,"1",.,"A",10,"E","210","D"
"20134",2688373,40,13,"1",.,"A",7,"E","220","D"
"20134",2690493,57,0,"1",1,"D",.,"H",,"A"
"20134",2690493,57,1,"1",.,"A",19,"E","100","D"
"20134",2690493,57,2,"1",.,"A",4,"E","110","D"
"20134",2690493,57,3,"1",.,"A",9,"E","120","D"
"20134",2690493,57,4,"1",.,"A",1,"E","140","D"
"20134",2690493,57,5,"1",.,"A",51,"E","150","D"
"20134",2690493,57,6,"1",.,"A",145,"E","160","D"
"20134",2690493,57,7,"1",.,"A",4,"E","170","D"
"20134",2690493,57,8,"1",.,"A",17,"E","190","D"
"20134",2692893,58,0,"1",1,"D",.,"H",,"A"
"20134",2692893,58,1,"1",.,"A",45,"E","120","D"
"20134",2692893,58,2,"1",.,"A",6,"E","140","D"
"20134",2692893,58,3,"1",.,"A",298,"E","150","D"
"20134",2692893,58,4,"1",.,"A",47,"E","160","D"
"20134",2692893,58,5,"1",.,"A",20,"E","170","D"
"20134",2692893,58,6,"1",.,"A",246,"E","180","D"
"20134",2692893,58,7,"1",.,"A",38,"E","190","D"
"20134",2694653,61,0,"1",1,"D",.,"H",,"A"
"20134",2694653,61,1,"1",.,"A",94,"E","120","D"
"20134",2694653,61,2,"1",.,"A",14,"E","140","D"
"20134",2694653,61,3,"1",.,"A",661,"E","150","D"
"20134",2694653,61,4,"1",.,"A",106,"E","160","D"
"20134",2694653,61,5,"1",.,"A",45,"E","170","D"
"20134",2694653,61,6,"1",.,"A",545,"E","180","D"
"20134",2694653,61,7,"1",.,"A",85,"E","190","D"
"20134",2695293,24,0,"1",1,"D",.,"H",,"A"
"20134",2695293,24,1,"1",.,"A",17,"E","120","D"
"20134",2695293,24,2,"1",.,"A",2,"E","140","D"
"20134",2695293,24,3,"1",.,"A",86,"E","150","D"
"20134",2695293,24,4,"1",.,"A",31,"E","160","D"
"20134",2695293,24,5,"1",.,"A",5,"E","170","D"
"20134",2695293,24,6,"1",.,"A",9,"E","190","D"
"20134",2701043,32,0,"1",1,"D",.,"H",,"A"
"20134",2701043,32,1,"1",.,"A",25,"E","100","D"
"20134",2701043,32,2,"1",.,"A",5,"E","110","D"
"20134",2701633,66,0,"1",1,"D",.,"H",,"A"
"20134",2701633,66,1,"1",.,"A",11,"E","100","D"
"20134",2701633,66,2,"1",.,"A",2,"E","110","D"
"20134",2701633,66,3,"1",.,"A",17,"E","130","D"
"20134",2702313,55,0,"1",1,"D",.,"H",,"A"
"20134",2702313,55,1,"1",.,"A",230,"E","100","D"
"20134",2702313,55,2,"1",.,"A",70,"E","110","D"
"20134",2702313,55,3,"1",.,"A",159,"E","120","D"
"20134",2702313,55,4,"1",.,"A",501,"E","130","D"
"20134",2702313,55,5,"1",.,"A",23,"E","140","D"
"20134",2702313,55,6,"1",.,"A",948,"E","150","D"
"20134",2702313,55,7,"1",.,"A",347,"E","160","D"
"20134",2702313,55,8,"1",.,"A",58,"E","170","D"
"20134",2702313,55,9,"1",.,"A",104,"E","190","D"
"20134",2702313,55,10,"1",.,"A",182,"E","200","D"
"20134",2702313,55,11,"1",.,"A",163,"E","210","D"
"20134",2702313,55,12,"1",.,"A",215,"E","220","D"
"20134",2706323,53,0,"1",1,"D",.,"H",,"A"
"20134",2706323,53,1,"1",.,"A",62,"E","120","D"
"20134",2706323,53,2,"1",.,"A",9,"E","140","D"
"20134",2706323,53,3,"1",.,"A",426,"E","150","D"
"20134",2706323,53,4,"1",.,"A",68,"E","160","D"
"20134",2706323,53,5,"1",.,"A",29,"E","170","D"
"20134",2706323,53,6,"1",.,"A",352,"E","180","D"
"20134",2706323,53,7,"1",.,"A",54,"E","190","D"
"20134",2708343,55,0,"1",1,"D",.,"H",,"A"
"20134",2708343,55,1,"1",.,"A",20,"E","120","D"
"20134",2708343,55,2,"1",.,"A",6,"E","140","D"
"20134",2708343,55,3,"1",.,"A",149,"E","150","D"
"20134",2708343,55,4,"1",.,"A",23,"E","160","D"
"20134",2708343,55,5,"1",.,"A",10,"E","170","D"
"20134",2708343,55,6,"1",.,"A",123,"E","180","D"
"20134",2708343,55,7,"1",.,"A",19,"E","190","D"
"20134",2708473,26,0,"1",1,"D",.,"H",,"A"
"20134",2708473,26,1,"1",.,"A",18,"E","120","D"
"20134",2708473,26,2,"1",.,"A",2,"E","140","D"
"20134",2708473,26,3,"1",.,"A",92,"E","150","D"
"20134",2708473,26,4,"1",.,"A",33,"E","160","D"
"20134",2708473,26,5,"1",.,"A",5,"E","170","D"
"20134",2708473,26,6,"1",.,"A",10,"E","190","D"
"20134",2709443,41,0,"1",1,"D",.,"H",,"A"
"20134",2709443,41,1,"1",.,"A",15,"E","120","D"
"20134",2709443,41,2,"1",.,"A",2,"E","140","D"
"20134",2709443,41,3,"1",.,"A",94,"E","150","D"
"20134",2709443,41,4,"1",.,"A",9,"E","160","D"
"20134",2709443,41,5,"1",.,"A",4,"E","170","D"
"20134",2709443,41,6,"1",.,"A",55,"E","180","D"
"20134",2709443,41,7,"1",.,"A",21,"E","190","D"
"20134",2712873,69,0,"1",1,"D",.,"H",,"A"
"20134",2712873,69,1,"1",.,"A",35,"E","120","D"
"20134",2712873,69,2,"1",.,"A",5,"E","140","D"
"20134",2712873,69,3,"1",.,"A",256,"E","150","D"
"20134",2712873,69,4,"1",.,"A",41,"E","160","D"
"20134",2712873,69,5,"1",.,"A",17,"E","170","D"
"20134",2712873,69,6,"1",.,"A",211,"E","180","D"
"20134",2712873,69,7,"1",.,"A",35,"E","190","D"
"20134",2717452,27,0,"1",1,"D",.,"H",,"A"
"20134",2717452,27,1,"1",.,"A",126,"E","120","D"
"20134",2717452,27,2,"1",.,"A",19,"E","140","D"
"20134",2717452,27,3,"1",.,"A",896,"E","150","D"
"20134",2717452,27,4,"1",.,"A",143,"E","160","D"
"20134",2717452,27,5,"1",.,"A",62,"E","170","D"
"20134",2717452,27,6,"1",.,"A",739,"E","180","D"
"20134",2717452,27,7,"1",.,"A",115,"E","190","D"
"20134",2720472,30,0,"1",1,"D",.,"H",,"A"
"20134",2720472,30,1,"1",.,"A",47,"E","120","D"
"20134",2720472,30,2,"1",.,"A",5,"E","140","D"
"20134",2720472,30,3,"1",.,"A",268,"E","150","D"
"20134",2720472,30,4,"1",.,"A",28,"E","160","D"
"20134",2720472,30,5,"1",.,"A",14,"E","170","D"
"20134",2720472,30,6,"1",.,"A",158,"E","180","D"
"20134",2720472,30,7,"1",.,"A",50,"E","190","D"
"20134",2722382,26,0,"1",1,"D",.,"H",,"A"
"20134",2722382,26,1,"1",.,"A",111,"E","100","D"
"20134",2722382,26,2,"1",.,"A",30,"E","110","D"
"20134",2722382,26,3,"1",.,"A",49,"E","120","D"
"20134",2722382,26,4,"1",.,"A",212,"E","130","D"
"20134",2722382,26,5,"1",.,"A",12,"E","140","D"
"20134",2722382,26,6,"1",.,"A",356,"E","150","D"
"20134",2722382,26,7,"1",.,"A",57,"E","160","D"
"20134",2722382,26,8,"1",.,"A",24,"E","170","D"
"20134",2722382,26,9,"1",.,"A",294,"E","180","D"
"20134",2722382,26,10,"1",.,"A",45,"E","190","D"
"20134",2725762,28,0,"1",1,"D",.,"H",,"A"
"20134",2725762,28,1,"1",.,"A",10,"E","120","D"
"20134",2725762,28,2,"1",.,"A",33,"E","150","D"
"20134",2725762,28,3,"1",.,"A",94,"E","160","D"
"20134",2725762,28,4,"1",.,"A",2,"E","170","D"
"20134",2725762,28,5,"1",.,"A",11,"E","190","D"
"20134",2727552,26,0,"1",8,"D",.,"H",,"A"
"20134",2727552,26,1,"1",.,"A",137,"E","100","D"
"20134",2727552,26,2,"1",.,"A",37,"E","110","D"
"20134",2727552,26,3,"1",.,"A",60,"E","120","D"
"20134",2727552,26,4,"1",.,"A",9,"E","140","D"
"20134",2727552,26,5,"1",.,"A",440,"E","150","D"
"20134",2727552,26,6,"1",.,"A",70,"E","160","D"
"20134",2727552,26,7,"1",.,"A",30,"E","170","D"
"20134",2727552,26,8,"1",.,"A",361,"E","180","D"
"20134",2727552,26,9,"1",.,"A",56,"E","190","D"
"20134",2728362,28,0,"1",1,"D",.,"H",,"A"
"20134",2728362,28,1,"1",.,"A",134,"E","100","D"
"20134",2728362,28,2,"1",.,"A",28,"E","110","D"
"20134",2728362,28,3,"1",.,"A",64,"E","120","D"
"20134",2728362,28,4,"1",.,"A",233,"E","130","D"
"20134",2728362,28,5,"1",.,"A",9,"E","140","D"
"20134",2728362,28,6,"1",.,"A",417,"E","150","D"
"20134",2728362,28,7,"1",.,"A",128,"E","160","D"
"20134",2728362,28,8,"1",.,"A",62,"E","170","D"
"20134",2728362,28,9,"1",.,"A",57,"E","190","D"
"20134",2730612,34,0,"1",1,"D",.,"H",,"A"
"20134",2730612,34,1,"1",.,"A",207,"E","120","D"
"20134",2730612,34,2,"1",.,"A",33,"E","140","D"
"20134",2730612,34,3,"1",.,"A",1418,"E","150","D"
"20134",2730612,34,4,"1",.,"A",436,"E","160","D"
"20134",2730612,34,5,"1",.,"A",212,"E","170","D"
"20134",2730612,34,6,"1",.,"A",194,"E","190","D"
"20134",2732682,60,0,"1",1,"D",.,"H",,"A"
"20134",2732682,60,1,"1",.,"A",37,"E","100","D"
"20134",2732682,60,2,"1",.,"A",10,"E","110","D"
"20134",2736612,54,0,"1",1,"D",.,"H",,"A"
"20134",2736612,54,1,"1",.,"A",410,"E","100","D"
"20134",2736612,54,2,"1",.,"A",112,"E","110","D"
"20134",2736612,54,3,"1",.,"A",180,"E","120","D"
"20134",2736612,54,4,"1",.,"A",781,"E","130","D"
"20134",2736612,54,5,"1",.,"A",28,"E","140","D"
"20134",2736612,54,6,"1",.,"A",1315,"E","150","D"
"20134",2736612,54,7,"1",.,"A",209,"E","160","D"
"20134",2736612,54,8,"1",.,"A",90,"E","170","D"
"20134",2736612,54,9,"1",.,"A",1080,"E","180","D"
"20134",2736612,54,10,"1",.,"A",168,"E","190","D"
"20134",2736612,54,11,"1",.,"A",188,"E","200","D"
"20134",2736612,54,12,"1",.,"A",262,"E","210","D"
"20134",2736612,54,13,"1",.,"A",177,"E","220","D"
"20134",2738042,35,0,"1",1,"D",.,"H",,"A"
"20134",2738042,35,1,"1",.,"A",139,"E","200","D"
"20134",2738042,35,2,"1",.,"A",170,"E","210","D"
"20134",2738042,35,3,"1",.,"A",291,"E","220","D"
"20134",2738482,56,0,"1",2,"D",.,"H",,"A"
"20134",2738482,56,1,"1",.,"A",32,"E","100","D"
"20134",2738482,56,2,"1",.,"A",8,"E","110","D"
"20134",2739812,77,0,"1",1,"D",.,"H",,"A"
"20134",2739812,77,1,"1",.,"A",1,"E","120","D"
"20134",2739812,77,2,"1",.,"A",3,"E","140","D"
"20134",2739812,77,3,"1",.,"A",11,"E","150","D"
"20134",2739812,77,4,"1",.,"A",4,"E","160","D"
"20134",2739812,77,5,"1",.,"A",1,"E","190","D"
"20134",2741802,40,0,"1",1,"D",.,"H",,"A"
"20134",2741802,40,1,"1",.,"A",26,"E","100","D"
"20134",2741802,40,2,"1",.,"A",23,"E","110","D"
"20134",2741802,40,3,"1",.,"A",18,"E","120","D"
"20134",2741802,40,4,"1",.,"A",2,"E","140","D"
"20134",2741802,40,5,"1",.,"A",94,"E","150","D"
"20134",2741802,40,6,"1",.,"A",10,"E","160","D"
"20134",2741802,40,7,"1",.,"A",17,"E","170","D"
"20134",2741802,40,8,"1",.,"A",10,"E","190","D"
"20134",2743422,45,0,"1",2,"D",.,"H",,"A"
"20134",2743422,45,1,"1",.,"A",365,"E","120","D"
"20134",2743422,45,2,"1",.,"A",50,"E","140","D"
"20134",2743422,45,3,"1",.,"A",1329,"E","150","D"
"20134",2743422,45,4,"1",.,"A",156,"E","160","D"
"20134",2743422,45,5,"1",.,"A",176,"E","170","D"
"20134",2743422,45,6,"1",.,"A",324,"E","190","D"
"20141",2649535,108,0,"1",2,"D",.,"H",,"A"
"20141",2649535,108,1,"1",.,"A",1277,"E","100","D"
"20141",2649535,108,2,"1",.,"A",344,"E","110","D"
"20141",2649535,108,3,"1",.,"A",2379,"E","130","D"
"20141",2650825,42,0,"1",1,"D",.,"H",,"A"
"20141",2650825,42,1,"1",.,"A",33,"E","100","D"
"20141",2650825,42,2,"1",.,"A",7,"E","110","D"
"20141",2650825,42,3,"1",.,"A",12,"E","120","D"
"20141",2650825,42,4,"1",.,"A",52,"E","130","D"
"20141",2650825,42,5,"1",.,"A",1,"E","140","D"
"20141",2650825,42,6,"1",.,"A",105,"E","150","D"
"20141",2650825,42,7,"1",.,"A",29,"E","160","D"
"20141",2650825,42,8,"1",.,"A",11,"E","170","D"
"20141",2650825,42,9,"1",.,"A",88,"E","180","D"
"20141",2650825,42,10,"1",.,"A",12,"E","190","D"
"20141",2652665,37,0,"1",1,"D",.,"H",,"A"
"20141",2652665,37,1,"1",.,"A",59,"E","100","D"
"20141",2652665,37,2,"1",.,"A",19,"E","110","D"
"20141",2652665,37,3,"1",.,"A",26,"E","200","D"
"20141",2652665,37,4,"1",.,"A",47,"E","210","D"
"20141",2652665,37,5,"1",.,"A",49,"E","220","D"
"20141",2654555,21,0,"1",1,"D",.,"H",,"A"
"20141",2654555,21,1,"1",.,"A",358,"E","100","D"
"20141",2654555,21,2,"1",.,"A",125,"E","110","D"
"20141",2654555,21,3,"1",.,"A",218,"E","120","D"
"20141",2654555,21,4,"1",.,"A",688,"E","130","D"
"20141",2654555,21,5,"1",.,"A",39,"E","140","D"
"20141",2654555,21,6,"1",.,"A",1238,"E","150","D"
"20141",2654555,21,7,"1",.,"A",143,"E","160","D"
"20141",2654555,21,8,"1",.,"A",158,"E","170","D"
"20141",2654555,21,9,"1",.,"A",366,"E","180","D"
"20141",2654555,21,10,"1",.,"A",167,"E","190","D"
"20141",2655095,42,0,"1",1,"D",.,"H",,"A"
"20141",2655095,42,1,"1",.,"A",11,"E","100","D"
"20141",2655095,42,2,"1",.,"A",1,"E","110","D"
"20141",2655095,42,3,"1",.,"A",2,"E","120","D"
"20141",2655095,42,4,"1",.,"A",10,"E","130","D"
"20141",2655095,42,5,"1",.,"A",17,"E","150","D"
"20141",2655095,42,6,"1",.,"A",3,"E","160","D"
"20141",2655095,42,7,"1",.,"A",2,"E","170","D"
"20141",2655095,42,8,"1",.,"A",2,"E","190","D"
"20141",2655095,42,9,"1",.,"A",4,"E","200","D"
"20141",2655095,42,10,"1",.,"A",4,"E","210","D"
"20141",2655095,42,11,"1",.,"A",4,"E","220","D"
"20141",2655365,63,0,"1",1,"D",.,"H",,"A"
"20141",2655365,63,1,"1",.,"A",30,"E","100","D"
"20141",2655365,63,2,"1",.,"A",8,"E","110","D"
"20141",2655365,63,3,"1",.,"A",17,"E","120","D"
"20141",2655365,63,4,"1",.,"A",62,"E","130","D"
"20141",2655365,63,5,"1",.,"A",3,"E","140","D"
"20141",2655365,63,6,"1",.,"A",110,"E","150","D"
"20141",2655365,63,7,"1",.,"A",17,"E","160","D"
"20141",2655365,63,8,"1",.,"A",13,"E","170","D"
"20141",2655365,63,9,"1",.,"A",57,"E","180","D"
"20141",2655365,63,10,"1",.,"A",10,"E","190","D"
"20141",2655655,51,0,"1",1,"D",.,"H",,"A"
"20141",2655655,51,1,"1",.,"A",4,"E","120","D"
"20141",2655655,51,2,"1",.,"A",32,"E","150","D"
"20141",2655655,51,3,"1",.,"A",4,"E","160","D"
"20141",2655655,51,4,"1",.,"A",3,"E","170","D"
"20141",2655655,51,5,"1",.,"A",15,"E","180","D"
"20141",2655655,51,6,"1",.,"A",2,"E","190","D"
"20141",2656225,46,0,"1",1,"D",.,"H",,"A"
"20141",2656225,46,1,"1",.,"A",80,"E","130","D"
"20141",2666905,37,0,"1",2,"D",.,"H",,"A"
"20141",2666905,37,1,"1",.,"A",1184,"E","100","D"
"20141",2666905,37,2,"1",.,"A",442,"E","110","D"
"20141",2666905,37,3,"1",.,"A",626,"E","120","D"
"20141",2666905,37,4,"1",.,"A",2519,"U","130","D"
"20141",2666905,37,5,"1",.,"A",110,"E","140","D"
"20141",2666905,37,6,"1",.,"A",4185,"E","150","D"
"20141",2666905,37,7,"1",.,"A",728,"E","160","D"
"20141",2666905,37,8,"1",.,"A",630,"E","170","D"
"20141",2666905,37,9,"1",.,"A",549,"E","190","D"
"20141",2667325,59,0,"1",1,"D",.,"H",,"A"
"20141",2667325,59,1,"1",.,"A",105,"E","130","D"
"20141",2673275,33,0,"1",1,"D",.,"H",,"A"
"20141",2673275,33,1,"1",.,"A",182,"E","100","D"
"20141",2673275,33,2,"1",.,"A",63,"E","110","D"
"20141",2673275,33,3,"1",.,"A",119,"E","120","D"
"20141",2673275,33,4,"1",.,"A",22,"E","140","D"
"20141",2673275,33,5,"1",.,"A",835,"E","150","D"
"20141",2673275,33,6,"1",.,"A",36,"E","160","D"
"20141",2673275,33,7,"1",.,"A",97,"E","170","D"
"20141",2673275,33,8,"1",.,"A",46,"E","190","D"
"20141",2674755,47,0,"1",1,"D",.,"H",,"A"
"20141",2674755,47,1,"1",.,"A",963,"E","130","D"
"20141",2674755,47,2,"1",.,"A",184,"E","200","D"
"20141",2674755,47,3,"1",.,"A",544,"E","210","D"
"20141",2674755,47,4,"1",.,"A",309,"E","220","D"
"20141",2674925,31,0,"1",1,"D",.,"H",,"A"
"20141",2674925,31,1,"1",.,"A",23,"E","100","D"
"20141",2674925,31,2,"1",.,"A",4,"E","110","D"
"20141",2674925,31,3,"1",.,"A",10,"E","120","D"
"20141",2674925,31,4,"1",.,"A",1,"E","140","D"
"20141",2674925,31,5,"1",.,"A",59,"E","150","D"
"20141",2674925,31,6,"1",.,"A",9,"E","160","D"
"20141",2674925,31,7,"1",.,"A",7,"E","170","D"
"20141",2674925,31,8,"1",.,"A",32,"E","180","D"
"20141",2674925,31,9,"1",.,"A",5,"E","190","D"
"20141",2677755,66,0,"1",1,"D",.,"H",,"A"
"20141",2677755,66,1,"1",.,"A",28,"E","120","D"
"20141",2677755,66,2,"1",.,"A",7,"E","140","D"
"20141",2677755,66,3,"1",.,"A",242,"E","150","D"
"20141",2677755,66,4,"1",.,"A",68,"E","160","D"
"20141",2677755,66,5,"1",.,"A",25,"E","170","D"
"20141",2677755,66,6,"1",.,"A",201,"E","180","D"
"20141",2677755,66,7,"1",.,"A",29,"E","190","D"
"20141",2678255,17,0,"1",1,"D",.,"H",,"A"
"20141",2678255,17,1,"1",.,"A",39,"E","120","D"
"20141",2678255,17,2,"1",.,"A",11,"E","140","D"
"20141",2678255,17,3,"1",.,"A",233,"E","150","D"
"20141",2678255,17,4,"1",.,"A",38,"E","160","D"
"20141",2678255,17,5,"1",.,"A",29,"E","170","D"
"20141",2678255,17,6,"1",.,"A",127,"E","180","D"
"20141",2678255,17,7,"1",.,"A",23,"E","190","D"
"20141",2678655,44,0,"1",1,"D",.,"H",,"A"
"20141",2678655,44,1,"1",.,"A",52,"E","120","D"
"20141",2678655,44,2,"1",.,"A",9,"E","140","D"
"20141",2678655,44,3,"1",.,"A",362,"E","150","D"
"20141",2678655,44,4,"1",.,"A",15,"E","160","D"
"20141",2678655,44,5,"1",.,"A",42,"E","170","D"
"20141",2678655,44,6,"1",.,"A",20,"E","190","D"
"20141",2682674,47,0,"1",2,"D",.,"H",,"A"
"20141",2682674,47,1,"1",.,"A",15,"E","120","D"
"20141",2682674,47,2,"1",.,"A",6,"E","140","D"
"20141",2682674,47,3,"1",.,"A",93,"E","150","D"
"20141",2682674,47,4,"1",.,"A",15,"E","160","D"
"20141",2682674,47,5,"1",.,"A",11,"E","170","D"
"20141",2682674,47,6,"1",.,"A",51,"E","180","D"
"20141",2682674,47,7,"1",.,"A",9,"E","190","D"
"20141",2682944,34,0,"1",1,"D",.,"H",,"A"
"20141",2682944,34,1,"1",.,"A",41,"E","120","D"
"20141",2682944,34,2,"1",.,"A",113,"E","130","D"
"20141",2682944,34,3,"1",.,"A",6,"E","140","D"
"20141",2682944,34,4,"1",.,"A",204,"E","150","D"
"20141",2682944,34,5,"1",.,"A",23,"E","160","D"
"20141",2682944,34,6,"1",.,"A",26,"E","170","D"
"20141",2682944,34,7,"1",.,"A",60,"E","180","D"
"20141",2682944,34,8,"1",.,"A",27,"E","190","D"
"20141",2683124,35,0,"1",1,"D",.,"H",,"A"
"20141",2683124,35,1,"1",.,"A",57,"E","120","D"
"20141",2683124,35,2,"1",.,"A",9,"E","140","D"
"20141",2683124,35,3,"1",.,"A",350,"E","150","D"
"20141",2683124,35,4,"1",.,"A",23,"E","160","D"
"20141",2683124,35,5,"1",.,"A",37,"E","170","D"
"20141",2683124,35,6,"1",.,"A",1,"E","180","D"
"20141",2683124,35,7,"1",.,"A",23,"E","190","D"
"20141",2685494,44,0,"1",1,"D",.,"H",,"A"
"20141",2685494,44,1,"1",.,"A",18,"E","120","D"
"20141",2685494,44,2,"1",.,"A",3,"E","140","D"
"20141",2685494,44,3,"1",.,"A",124,"E","150","D"
"20141",2685494,44,4,"1",.,"A",21,"E","160","D"
"20141",2685494,44,5,"1",.,"A",18,"E","170","D"
"20141",2685494,44,6,"1",.,"A",15,"E","190","D"
"20141",2686814,26,0,"1",1,"D",.,"H",,"A"
"20141",2686814,26,1,"1",.,"A",29,"E","120","D"
"20141",2686814,26,2,"1",.,"A",4,"E","140","D"
"20141",2686814,26,3,"1",.,"A",154,"E","150","D"
"20141",2686814,26,4,"1",.,"A",25,"E","160","D"
"20141",2686814,26,5,"1",.,"A",19,"E","170","D"
"20141",2686814,26,6,"1",.,"A",84,"E","180","D"
"20141",2686814,26,7,"1",.,"A",15,"E","190","D"
"20141",2687484,37,0,"1",1,"D",.,"H",,"A"
"20141",2687484,37,1,"1",.,"A",4,"E","120","D"
"20141",2687484,37,2,"1",.,"A",39,"E","150","D"
"20141",2687484,37,3,"1",.,"A",1,"E","160","D"
"20141",2687484,37,4,"1",.,"A",4,"E","170","D"
"20141",2687484,37,5,"1",.,"A",2,"E","190","D"
"20141",2689244,73,0,"1",1,"D",.,"H",,"A"
"20141",2689244,73,1,"1",.,"A",62,"E","120","D"
"20141",2689244,73,2,"1",.,"A",10,"E","140","D"
"20141",2689244,73,3,"1",.,"A",398,"E","150","D"
"20141",2689244,73,4,"1",.,"A",69,"E","160","D"
"20141",2689244,73,5,"1",.,"A",59,"E","170","D"
"20141",2689244,73,6,"1",.,"A",52,"E","190","D"
"20141",2692734,34,0,"1",1,"D",.,"H",,"A"
"20141",2692734,34,1,"1",.,"A",130,"E","120","D"
"20141",2692734,34,2,"1",.,"A",21,"E","140","D"
"20141",2692734,34,3,"1",.,"A",840,"E","150","D"
"20141",2692734,34,4,"1",.,"A",55,"E","160","D"
"20141",2692734,34,5,"1",.,"A",90,"E","170","D"
"20141",2692734,34,6,"1",.,"A",4,"E","180","D"
"20141",2692734,34,7,"1",.,"A",60,"E","190","D"
"20141",2694084,12,0,"1",2,"D",.,"H",,"A"
"20141",2694084,12,1,"1",.,"A",65,"E","120","D"
"20141",2694084,12,2,"1",.,"A",11,"E","140","D"
"20141",2694084,12,3,"1",.,"A",375,"E","150","D"
"20141",2694084,12,4,"1",.,"A",43,"E","160","D"
"20141",2694084,12,5,"1",.,"A",47,"E","170","D"
"20141",2694084,12,6,"1",.,"A",109,"E","180","D"
"20141",2694084,12,7,"1",.,"A",50,"E","190","D"
"20141",2695124,38,0,"1",1,"D",.,"H",,"A"
"20141",2695124,38,1,"1",.,"A",24,"E","120","D"
"20141",2695124,38,2,"1",.,"A",3,"E","140","D"
"20141",2695124,38,3,"1",.,"A",140,"E","150","D"
"20141",2695124,38,4,"1",.,"A",9,"E","160","D"
"20141",2695124,38,5,"1",.,"A",15,"E","170","D"
"20141",2695124,38,6,"1",.,"A",9,"E","190","D"
"20141",2696224,52,0,"1",1,"D",.,"H",,"A"
"20141",2696224,52,1,"1",.,"A",29,"E","120","D"
"20141",2696224,52,2,"1",.,"A",3,"E","140","D"
"20141",2696224,52,3,"1",.,"A",221,"E","150","D"
"20141",2696224,52,4,"1",.,"A",62,"E","160","D"
"20141",2696224,52,5,"1",.,"A",23,"E","170","D"
"20141",2696224,52,6,"1",.,"A",185,"E","180","D"
