"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","S17CODEA","S17C_DEA","S17GFTCA","S17G_TCA","QSUB3MCX","QSUB_MCX","SUBEXPX","SUBEXPX_","SUBMO","SUBMO_"
"20132",2663422,12,0,"1","160","D","1","D",.,"A",2,"D","02","D"
"20132",2663422,13,0,"1","160","D","1","D",.,"A",2,"D","03","D"
"20132",2663422,14,0,"1","160","D","1","D",.,"A",2,"D","04","D"
"20132",2663422,16,0,"1","300","D","1","D",.,"A",10,"D","03","D"
"20132",2663442,24,0,"1","510","D","1","D",.,"A",80,"D","04","D"
"20132",2663482,24,0,"1","510","D","1","D",.,"A",60,"D","04","D"
"20132",2663482,25,0,"1","350","D","1","D",.,"A",50,"D","13","D"
"20132",2663482,26,0,"1","340","D","1","D",.,"A",40,"D","02","D"
"20132",2663492,31,0,"1","830","D","1","D",.,"A",20,"D","13","D"
"20132",2663512,50,0,"1","510","D","1","D",.,"A",150,"D","04","D"
"20132",2663512,51,0,"1","510","D","1","D",.,"A",30,"D","02","D"
"20132",2663512,52,0,"1","510","D","1","D",.,"A",30,"D","03","D"
"20132",2663512,53,0,"1","510","D","1","D",.,"A",30,"D","04","D"
"20132",2663512,55,0,"1","320","D","1","D",.,"A",30,"D","02","D"
"20132",2663512,56,0,"1","320","D","1","D",.,"A",30,"D","03","D"
"20132",2663512,57,0,"1","320","D","1","D",.,"A",30,"D","04","D"
"20132",2663512,59,0,"1","360","D","1","D",.,"A",8,"D","13","D"
"20132",2663602,12,0,"1","830","D","1","D",.,"A",70,"D","02","D"
"20132",2663623,44,0,"1","840","D","1","D",.,"A",35,"D","02","D"
"20132",2663623,45,0,"1","600","D","1","D",.,"A",20,"D","02","D"
"20132",2663623,46,0,"1","320","D","1","D",.,"A",13,"D","04","D"
"20132",2663623,47,0,"1","340","D","1","D",.,"A",27,"D","03","D"
"20132",2663623,48,0,"1","360","D","1","D",.,"A",21,"D","13","D"
"20132",2663623,49,0,"1","400","D","1","D",.,"A",1,"D","02","D"
"20132",2663642,36,0,"1","340","D","1","D",.,"A",30,"D","04","D"
"20132",2663682,9,0,"1","830","D","1","D",.,"A",58,"D","03","D"
"20132",2663682,10,0,"1","600","D","1","D",.,"A",82,"D","04","D"
"20132",2663682,12,0,"1","510","D","1","D",.,"A",13,"D","03","D"
"20132",2663682,14,0,"1","320","D","1","D",.,"A",15,"D","02","D"
"20132",2663682,15,0,"1","330","D","1","D",.,"A",10,"D","13","D"
"20132",2663722,27,0,"1","320","D","1","D",.,"A",10,"D","03","D"
"20132",2663722,28,0,"1","330","D","1","D",.,"A",15,"D","13","D"
"20132",2663722,29,0,"1","350","D","1","D",.,"A",20,"D","13","D"
"20132",2663732,35,0,"1","510","D","1","D",.,"A",1600,"D","03","D"
"20132",2663732,36,0,"1","210","D","1","D",.,"A",10,"D","04","D"
"20132",2663732,37,0,"1","360","D","1","D",.,"A",24,"D","13","D"
"20132",2663732,38,0,"1","370","D","1","D",.,"A",80,"D","03","D"
"20132",2663732,39,0,"1","370","D","1","D",.,"A",80,"D","04","D"
"20132",2663732,40,0,"1","400","D","1","D",.,"A",4,"D","02","D"
"20132",2663732,41,0,"1","400","D","1","D",.,"A",4,"D","03","D"
"20132",2663732,42,0,"1","400","D","1","D",.,"A",4,"D","04","D"
"20132",2663762,42,0,"1","830","D","1","D",.,"A",116,"D","13","D"
"20132",2663762,43,0,"1","840","D","1","D",.,"A",35,"D","03","D"
"20132",2663762,44,0,"1","600","D","1","D",.,"A",435,"D","03","D"
"20132",2663762,46,0,"1","510","D","1","D",.,"A",54,"D","04","D"
"20132",2663762,47,0,"1","510","D","1","D",.,"A",27,"D","03","D"
"20132",2663762,48,0,"1","320","D","1","D",.,"A",20,"D","03","D"
"20132",2663762,49,0,"1","340","D","1","D",.,"A",30,"D","04","D"
"20132",2663762,50,0,"1","350","D","1","D",.,"A",3,"D","13","D"
"20132",2663762,51,0,"1","360","D","1","D",.,"A",8,"D","13","D"
"20132",2663772,19,0,"1","510","D","1","D",.,"A",35,"D","02","D"
"20132",2663772,20,0,"1","510","D","1","D",.,"A",35,"D","03","D"
"20132",2663772,21,0,"1","510","D","1","D",.,"A",35,"D","04","D"
"20132",2663772,22,0,"1","350","D","1","D",.,"A",20,"D","13","D"
"20132",2663772,23,0,"1","370","D","1","D",.,"A",50,"D","03","D"
"20132",2663792,40,0,"1","510","D","1","D",.,"A",50,"D","04","D"
"20132",2663792,41,0,"1","510","D","1","D",.,"A",50,"D","02","D"
"20132",2663792,42,0,"1","400","D","1","D",.,"A",25,"D","02","D"
"20132",2663792,43,0,"1","400","D","1","D",.,"A",25,"D","03","D"
"20132",2663792,45,0,"1","350","D","1","D",.,"A",15,"D","13","D"
"20132",2663812,10,0,"1","510","D","1","D",.,"A",20,"D","03","D"
"20132",2663812,11,0,"1","510","D","1","D",.,"A",20,"D","04","D"
"20132",2663852,29,0,"1","350","D","1","D",.,"A",5,"D","04","D"
"20132",2663892,33,0,"1","370","D","1","D",.,"A",25,"D","02","D"
"20132",2663892,34,0,"1","370","D","1","D",.,"A",25,"D","04","D"
"20132",2663912,35,0,"1","150","D","1","D",.,"A",50,"D","02","D"
"20132",2663912,36,0,"1","210","D","1","D",.,"A",200,"D","03","D"
"20132",2663912,37,0,"1","310","D","1","D",.,"A",15,"D","04","D"
"20132",2663942,37,0,"1","800","D","1","D",.,"A",87,"D","13","D"
"20132",2663942,38,0,"1","830","D","1","D",.,"A",35,"D","13","D"
"20132",2663942,39,0,"1","610","D","1","D",.,"A",65,"D","03","D"
"20132",2663942,40,0,"1","610","D","1","D",.,"A",85,"D","03","D"
"20132",2663942,41,0,"1","830","D","1","D",.,"A",902,"D","03","D"
"20132",2663942,42,0,"1","500","D","1","D",.,"A",420,"D","03","D"
"20132",2663942,43,0,"1","210","D","1","D",.,"A",30,"D","02","D"
"20132",2663942,44,0,"1","360","D","1","D",.,"A",19,"D","13","D"
"20132",2664002,30,0,"1","340","D","1","D",.,"A",10,"D","03","D"
"20132",2664002,31,0,"1","340","D","1","D",.,"A",15,"D","04","D"
"20132",2664002,33,0,"1","340","D","1","D",.,"A",5,"D","02","D"
"20132",2664002,34,0,"1","350","D","1","D",.,"A",5,"D","13","D"
"20132",2664002,35,0,"2","370","D","1","D",.,"A",30,"D","02","D"
"20132",2664012,31,0,"1","510","D","1","D",.,"A",18,"D","02","D"
"20132",2664012,32,0,"1","210","D","1","D",.,"A",25,"D","03","D"
"20132",2664012,33,0,"1","340","D","1","D",.,"A",30,"D","03","D"
"20132",2664122,28,0,"1","830","D","1","D",.,"A",10,"D","13","D"
"20132",2664132,23,0,"1","150","D","1","D",.,"A",20,"D","02","D"
"20132",2664132,24,0,"1","150","D","1","D",.,"A",20,"D","03","D"
"20132",2664132,25,0,"1","150","D","1","D",.,"A",20,"D","04","D"
"20132",2664142,59,0,"1","840","D","1","D",.,"A",50,"D","02","D"
"20132",2664142,60,0,"1","320","D","1","D",.,"A",20,"D","02","D"
"20132",2664142,61,0,"1","320","D","1","D",.,"A",20,"D","03","D"
"20132",2664142,62,0,"1","320","D","1","D",.,"A",20,"D","04","D"
"20132",2664142,64,0,"1","340","D","1","D",.,"A",400,"D","04","D"
"20132",2664142,65,0,"1","360","D","1","D",.,"A",8,"D","13","D"
"20132",2664152,15,0,"1","610","D","1","D",.,"A",75,"D","03","D"
"20132",2664232,28,0,"1","160","D","1","D",.,"A",8,"D","02","D"
"20132",2664232,29,0,"1","160","D","1","D",.,"A",8,"D","03","D"
"20132",2664232,30,0,"1","160","D","1","D",.,"A",8,"D","04","D"
"20132",2664292,44,0,"1","150","D","1","D",.,"A",25,"D","02","D"
"20132",2664292,45,0,"1","150","D","1","D",.,"A",10,"D","03","D"
"20132",2664292,46,0,"1","160","D","1","D",.,"A",7,"D","02","D"
"20132",2664292,47,0,"1","160","D","1","D",.,"A",7,"D","04","D"
"20132",2664292,48,0,"1","350","D","1","D",.,"A",6,"D","03","D"
"20132",2664362,21,0,"1","830","D","1","D",.,"A",30,"D","13","D"
"20132",2664362,22,0,"1","150","D","1","D",.,"A",70,"D","02","D"
"20132",2664392,45,0,"1","840","D","1","D",.,"A",55,"D","03","D"
"20132",2664392,46,0,"1","510","D","1","D",.,"A",140,"D","03","D"
"20132",2664402,40,0,"1","510","D","1","D",.,"A",50,"D","04","D"
"20132",2664402,41,0,"1","380","D","1","D",.,"A",12,"D","02","D"
"20132",2664442,43,0,"1","930","D","1","D",.,"A",90,"D","04","D"
"20132",2664442,44,0,"1","150","D","1","D",.,"A",24,"D","02","D"
"20132",2664442,45,0,"1","210","D","1","D",.,"A",7,"D","04","D"
"20132",2664442,46,0,"1","310","D","1","D",.,"A",38,"D","02","D"
"20132",2664442,47,0,"1","320","D","1","D",.,"A",3,"D","02","D"
"20132",2664452,32,0,"1","210","D","1","D",.,"A",25,"D","03","D"
"20132",2664452,33,0,"1","340","D","1","D",.,"A",18,"D","04","D"
"20132",2664462,18,0,"1","830","D","1","D",.,"A",40,"D","13","D"
"20132",2664462,19,0,"1","840","D","1","D",.,"A",40,"D","04","D"
"20132",2664462,20,0,"1","510","D","1","D",.,"A",24,"D","03","D"
"20132",2664462,21,0,"1","510","D","1","D",.,"A",24,"D","04","D"
"20132",2664462,22,0,"1","160","D","1","D",.,"A",24,"D","02","D"
"20132",2664462,23,0,"1","370","D","1","D",.,"A",63,"D","04","D"
"20132",2664472,34,0,"1","830","D","1","D",.,"A",29,"D","02","D"
"20132",2664472,35,0,"1","830","D","1","D",.,"A",29,"D","03","D"
"20132",2664472,36,0,"1","830","D","1","D",.,"A",29,"D","04","D"
"20132",2664472,37,0,"1","150","D","1","D",.,"A",11,"D","02","D"
"20132",2664472,38,0,"1","150","D","1","D",.,"A",11,"D","03","D"
"20132",2664472,39,0,"1","150","D","1","D",.,"A",11,"D","04","D"
"20132",2664482,19,0,"1","500","D","1","D",.,"A",2800,"D","04","D"
"20132",2664482,20,0,"1","510","D","1","D",.,"A",18,"D","03","D"
"20132",2664482,21,0,"1","160","D","1","D",.,"A",18,"D","04","D"
"20132",2664512,50,0,"1","830","D","1","D",.,"A",61,"D","13","D"
"20132",2664512,51,0,"1","610","D","1","D",.,"A",45,"D","02","D"
"20132",2664512,52,0,"1","500","D","1","D",.,"A",30,"D","03","D"
"20132",2664512,53,0,"1","340","D","1","D",.,"A",160,"D","04","D"
"20132",2664512,54,0,"1","350","D","1","D",.,"A",14,"D","13","D"
"20132",2664512,55,0,"1","370","D","1","D",.,"A",35,"D","04","D"
"20132",2664512,56,0,"1","380","D","1","D",.,"A",13,"D","13","D"
"20132",2664512,57,0,"1","410","D","1","D",.,"A",10,"D","02","D"
"20132",2664512,58,0,"1","410","D","1","D",.,"A",10,"D","03","D"
"20132",2664512,59,0,"1","410","D","1","D",.,"A",10,"D","04","D"
"20132",2664532,26,0,"1","340","D","1","D",.,"A",8,"D","02","D"
"20132",2664532,27,0,"1","340","D","1","D",.,"A",8,"D","03","D"
"20132",2664532,28,0,"1","340","D","1","D",.,"A",8,"D","04","D"
"20132",2664542,36,0,"1","830","D","1","D",.,"A",200,"D","02","D"
"20132",2664542,37,0,"1","510","D","1","D",.,"A",40,"D","02","D"
"20132",2664542,38,0,"1","150","D","1","D",.,"A",32,"D","03","D"
"20132",2664542,39,0,"1","350","D","1","D",.,"A",10,"D","13","D"
"20132",2664552,27,0,"1","830","D","1","D",.,"A",30,"D","13","D"
"20132",2664552,28,0,"1","840","D","1","D",.,"A",65,"D","03","D"
"20132",2664552,29,0,"1","210","D","1","D",.,"A",30,"D","02","D"
"20132",2664552,30,0,"1","400","D","1","D",.,"A",12,"D","02","D"
"20132",2664602,17,0,"1","210","D","1","D",.,"A",35,"D","03","D"
"20132",2664602,18,0,"1","210","D","1","D",.,"A",10,"D","04","D"
"20132",2664602,20,0,"1","400","D","1","D",.,"A",20,"D","02","D"
"20132",2664602,21,0,"1","400","D","1","D",.,"A",20,"D","03","D"
"20132",2664602,22,0,"1","400","D","1","D",.,"A",20,"D","04","D"
"20132",2664612,47,0,"1","830","D","1","D",.,"A",30,"D","13","D"
"20132",2664612,48,0,"1","840","D","1","D",.,"A",40,"D","02","D"
"20132",2664612,49,0,"1","510","D","1","D",.,"A",20,"D","03","D"
"20132",2664612,51,0,"1","360","D","1","D",.,"A",9,"D","13","D"
"20132",2664722,22,0,"1","150","D","1","D",.,"A",1,"D","02","D"
"20132",2664722,23,0,"1","150","D","1","D",.,"A",1,"D","03","D"
"20132",2664722,24,0,"1","150","D","1","D",.,"A",1,"D","04","D"
"20132",2664762,38,0,"1","610","D","1","D",.,"A",60,"D","04","D"
"20132",2664762,40,0,"1","350","D","1","D",.,"A",8,"D","13","D"
"20132",2664812,34,0,"1","840","D","1","D",.,"A",6,"D","03","D"
"20132",2664942,30,0,"1","150","D","1","D",.,"A",43,"D","02","D"
"20132",2664952,45,0,"1","600","D","1","D",.,"A",100,"D","04","D"
"20132",2664952,46,0,"1","340","D","1","D",.,"A",34,"D","02","D"
"20132",2664952,47,0,"1","340","D","1","D",.,"A",34,"D","03","D"
"20132",2664952,48,0,"1","340","D","1","D",.,"A",34,"D","04","D"
"20132",2664992,33,0,"1","830","D","1","D",.,"A",35,"D","13","D"
"20132",2664992,34,0,"1","150","D","1","D",.,"A",45,"D","03","D"
"20132",2664992,35,0,"1","350","D","1","D",.,"A",2,"D","13","D"
"20132",2665002,50,0,"1","600","D","1","D",.,"A",72,"D","04","D"
"20132",2665002,51,0,"1","510","D","1","D",.,"A",50,"D","04","D"
"20132",2665002,52,0,"1","150","D","1","D",.,"A",81,"D","04","D"
"20132",2665002,53,0,"1","150","D","1","D",.,"A",12,"D","03","D"
"20132",2665002,54,0,"1","320","D","1","D",.,"A",40,"D","03","D"
"20132",2665002,55,0,"1","360","D","1","D",.,"A",19,"D","13","D"
"20132",2665032,32,0,"1","210","D","1","D",.,"A",31,"D","04","D"
"20132",2665062,45,0,"1","150","D","1","D",.,"A",100,"D","04","D"
"20132",2665062,46,0,"1","360","D","1","D",.,"A",25,"D","13","D"
"20132",2665082,31,0,"1","500","D","1","D",.,"A",15,"D","04","D"
"20132",2665082,32,0,"1","510","D","1","D",.,"A",30,"D","02","D"
"20132",2665082,33,0,"1","510","D","1","D",.,"A",30,"D","03","D"
"20132",2665082,34,0,"1","510","D","1","D",.,"A",16,"D","04","D"
"20132",2665082,35,0,"1","210","D","1","D",.,"A",40,"D","03","D"
"20132",2665082,36,0,"1","320","D","1","D",.,"A",25,"D","02","D"
"20132",2665082,37,0,"1","350","D","1","D",.,"A",5,"D","13","D"
"20132",2665092,44,0,"1","830","D","1","D",.,"A",80,"D","13","D"
"20132",2665092,45,0,"1","500","D","1","D",.,"A",200,"D","03","D"
"20132",2665092,46,0,"1","510","D","1","D",.,"A",42,"D","02","D"
"20132",2665092,47,0,"1","160","D","1","D",.,"A",30,"D","03","D"
"20132",2665092,48,0,"1","150","D","1","D",.,"A",57,"D","03","D"
"20132",2665092,49,0,"1","210","D","1","D",.,"A",300,"D","02","D"
"20132",2665182,20,0,"1","150","D","1","D",.,"A",30,"D","02","D"
"20132",2665182,21,0,"1","150","D","1","D",.,"A",30,"D","03","D"
"20132",2665182,22,0,"1","150","D","1","D",.,"A",30,"D","04","D"
"20132",2665192,29,0,"1","840","D","1","D",.,"A",100,"D","02","D"
"20132",2665192,30,0,"1","150","D","1","D",.,"A",35,"D","02","D"
"20132",2665192,31,0,"1","150","D","1","D",.,"A",35,"D","03","D"
"20132",2665192,32,0,"1","150","D","1","D",.,"A",35,"D","04","D"
"20132",2665212,40,0,"1","400","D","1","D",.,"A",40,"D","02","D"
"20132",2665272,39,0,"1","840","D","1","D",.,"A",40,"D","02","D"
"20132",2665302,31,0,"1","150","D","1","D",.,"A",100,"D","03","D"
"20132",2665322,11,0,"1","510","D","1","D",.,"A",10,"D","02","D"
"20132",2665322,12,0,"1","510","D","1","D",.,"A",22,"D","03","D"
"20132",2665322,13,0,"1","510","D","1","D",.,"A",20,"D","04","D"
"20132",2665362,13,0,"1","810","D","1","D",.,"A",365,"D","02","D"
"20132",2665362,14,0,"1","600","D","1","D",.,"A",10,"D","02","D"
"20132",2665362,15,0,"1","500","D","1","D",.,"A",26,"D","04","D"
"20132",2665362,16,0,"1","510","D","1","D",.,"A",20,"D","02","D"
"20132",2665372,19,0,"1","150","D","1","D",.,"A",130,"D","03","D"
"20132",2665402,47,0,"1","500","D","1","D",.,"A",35,"D","04","D"
"20132",2665402,48,0,"1","150","D","1","D",.,"A",20,"D","04","D"
"20132",2665402,49,0,"1","340","D","1","D",.,"A",35,"D","04","D"
"20132",2665422,36,0,"1","830","D","1","D",.,"A",300,"D","04","D"
"20132",2665422,37,0,"1","150","D","1","D",.,"A",50,"D","04","D"
"20132",2665422,38,0,"1","510","D","1","D",.,"A",30,"D","04","D"
"20132",2665442,28,0,"1","800","D","1","D",.,"A",708,"F","13","D"
"20132",2665442,29,0,"1","830","D","1","D",.,"A",25,"F","13","D"
"20132",2665442,30,0,"1","350","D","1","D",.,"A",32,"F","13","D"
"20132",2665482,44,0,"1","830","D","1","D",.,"A",8,"D","13","D"
"20132",2665482,45,0,"1","830","D","1","D",.,"A",1,"D","13","D"
"20132",2665502,22,0,"1","160","D","1","D",.,"A",14,"D","02","D"
"20132",2665502,23,0,"1","160","D","1","D",.,"A",14,"D","03","D"
"20132",2665502,24,0,"1","160","D","1","D",.,"A",14,"D","04","D"
"20132",2665522,10,0,"1","830","D","1","D",.,"A",365,"D","03","D"
"20132",2665522,11,0,"1","610","D","1","D",.,"A",10,"D","04","D"
"20132",2665522,12,0,"1","510","D","1","D",.,"A",10,"D","03","D"
"20132",2665542,37,0,"1","500","D","1","D",.,"A",20,"D","04","D"
"20132",2665562,19,0,"1","510","D","1","D",.,"A",40,"D","02","D"
"20132",2665562,20,0,"1","510","D","1","D",.,"A",35,"D","03","D"
"20132",2665562,21,0,"1","510","D","1","D",.,"A",40,"D","04","D"
"20132",2665562,23,0,"1","350","D","1","D",.,"A",10,"D","13","D"
"20132",2665572,52,0,"1","810","D","1","D",.,"A",56,"D","03","D"
"20132",2665602,21,0,"1","510","D","1","D",.,"A",60,"D","03","D"
"20132",2665602,22,0,"1","160","D","1","D",.,"A",20,"D","02","D"
"20132",2665602,23,0,"1","320","D","1","D",.,"A",5,"D","03","D"
"20132",2665602,24,0,"1","350","D","1","D",.,"A",20,"D","03","D"
"20132",2665672,26,0,"1","830","D","1","D",.,"A",90,"D","13","D"
"20132",2665762,33,0,"1","830","D","1","D",.,"A",38,"D","04","D"
"20132",2665762,34,0,"1","810","D","1","D",.,"A",16,"D","02","D"
"20132",2665762,35,0,"1","210","D","1","D",.,"A",20,"D","04","D"
"20132",2665782,26,0,"1","610","D","1","D",.,"A",200,"D","02","D"
"20132",2665782,27,0,"1","820","D","1","D",.,"A",75,"D","03","D"
"20132",2665782,28,0,"1","210","D","1","D",.,"A",300,"D","02","D"
"20132",2665782,30,0,"1","350","D","1","D",.,"A",60,"D","13","D"
"20132",2665782,31,0,"1","400","D","1","D",.,"A",60,"D","03","D"
"20132",2665842,26,0,"1","320","D","1","D",.,"A",19,"D","03","D"
"20132",2665852,27,0,"1","510","D","1","D",.,"A",30,"D","04","D"
"20132",2665852,28,0,"1","160","D","1","D",.,"A",12,"D","02","D"
"20132",2665852,29,0,"1","160","D","1","D",.,"A",10,"D","03","D"
"20132",2665852,30,0,"1","150","D","1","D",.,"A",32,"D","02","D"
"20132",2665892,31,0,"1","150","D","1","D",.,"A",33,"D","04","D"
"20132",2665902,20,0,"1","210","D","1","D",.,"A",50,"D","04","D"
"20132",2665982,34,0,"1","150","D","1","D",.,"A",4,"D","02","D"
"20132",2665982,35,0,"1","150","D","1","D",.,"A",4,"D","03","D"
"20132",2665982,36,0,"1","150","D","1","D",.,"A",4,"D","04","D"
"20132",2666002,23,0,"1","150","D","1","D",.,"A",2,"D","04","D"
"20132",2666002,24,0,"1","320","D","1","D",.,"A",5,"D","04","D"
"20132",2666002,25,0,"1","350","D","1","D",.,"A",16,"D","13","D"
"20132",2666102,37,0,"1","800","D","1","D",.,"A",97,"D","13","D"
"20132",2666102,38,0,"1","830","D","1","D",.,"A",55,"D","13","D"
"20132",2666132,19,0,"1","510","D","1","D",.,"A",100,"D","03","D"
"20132",2666132,20,0,"1","340","D","1","D",.,"A",300,"D","02","D"
"20132",2666132,21,0,"1","340","D","1","D",.,"A",100,"D","03","D"
"20132",2666132,22,0,"1","340","D","1","D",.,"A",25,"D","04","D"
"20132",2666212,26,0,"1","510","D","1","D",.,"A",12,"D","04","D"
"20132",2666212,27,0,"1","210","D","1","D",.,"A",10,"D","04","D"
"20132",2666212,28,0,"1","350","D","1","D",.,"A",8,"D","13","D"
"20132",2666362,36,0,"1","830","D","1","D",.,"A",40,"D","13","D"
"20132",2666362,37,0,"1","830","D","1","D",.,"A",120,"D","13","D"
"20132",2666362,38,0,"1","610","D","1","D",.,"A",25,"D","03","D"
"20132",2666362,39,0,"1","160","D","1","D",.,"A",75,"D","02","D"
"20132",2666362,40,0,"1","210","D","1","D",.,"A",80,"D","04","D"
"20132",2666402,28,0,"1","350","D","1","D",.,"A",5,"D","13","D"
"20132",2666452,26,0,"1","820","D","1","D",.,"A",60,"D","03","D"
"20132",2666452,27,0,"1","340","D","1","D",.,"A",25,"D","03","D"
"20132",2666452,28,0,"1","380","D","1","D",.,"A",50,"D","13","D"
"20132",2666482,26,0,"1","610","D","1","D",.,"A",40,"D","02","D"
"20132",2666482,27,0,"1","610","D","1","D",.,"A",20,"D","03","D"
"20132",2666482,28,0,"1","820","D","1","D",.,"A",20,"D","02","D"
"20132",2666482,29,0,"1","210","D","1","D",.,"A",30,"D","02","D"
"20132",2666482,30,0,"1","210","D","1","D",.,"A",25,"D","04","D"
"20132",2666502,32,0,"1","830","D","1","D",.,"A",40,"D","04","D"
"20132",2666502,33,0,"1","160","D","1","D",.,"A",72,"D","02","D"
"20132",2666502,34,0,"1","160","D","1","D",.,"A",72,"D","03","D"
"20132",2666502,35,0,"1","160","D","1","D",.,"A",72,"D","04","D"
"20132",2666502,36,0,"1","210","D","1","D",.,"A",75,"D","03","D"
"20132",2666502,37,0,"1","350","D","1","D",.,"A",6,"D","04","D"
"20132",2666502,38,0,"1","370","D","1","D",.,"A",180,"D","03","D"
"20132",2666522,51,0,"1","830","D","1","D",.,"A",133,"D","13","D"
"20132",2666552,40,0,"1","830","D","1","D",.,"A",335,"D","04","D"
"20132",2666552,41,0,"1","150","D","1","D",.,"A",92,"D","03","D"
"20132",2666552,42,0,"1","350","D","1","D",.,"A",12,"D","13","D"
"20132",2666562,13,0,"1","500","D","1","D",.,"A",230,"D","03","D"
"20132",2666612,28,0,"1","510","D","2","D",.,"A",7,"F","03","D"
"20132",2666652,30,0,"1","800","D","1","D",.,"A",5,"D","13","D"
"20132",2666652,31,0,"1","830","D","1","D",.,"A",2000,"D","04","D"
"20132",2666652,32,0,"1","210","D","1","D",.,"A",20,"D","04","D"
"20132",2666672,6,0,"1","160","D","1","D",.,"A",18,"D","04","D"
"20132",2666702,33,0,"1","800","D","1","D",.,"A",2703,"D","02","D"
"20132",2666722,17,0,"1","320","D","1","D",.,"A",5,"D","04","D"
"20132",2666722,18,0,"1","340","D","1","D",.,"A",5,"D","03","D"
"20132",2666812,24,0,"1","510","D","1","D",.,"A",40,"D","02","D"
"20132",2666812,25,0,"1","510","D","1","D",.,"A",40,"D","03","D"
"20132",2666812,26,0,"1","510","D","1","D",.,"A",40,"D","04","D"
"20132",2666862,7,0,"1","510","D","1","D",.,"A",25,"D","04","D"
"20132",2666862,8,0,"1","350","D","1","D",.,"A",2,"D","04","D"
"20132",2666952,25,0,"1","160","D","1","D",.,"A",52,"D","02","D"
"20132",2666952,26,0,"1","160","D","1","D",.,"A",52,"D","03","D"
"20132",2666952,27,0,"1","160","D","1","D",.,"A",52,"D","04","D"
"20132",2667022,25,0,"1","600","D","1","D",.,"A",100,"D","03","D"
"20132",2667022,26,0,"1","600","D","1","D",.,"A",100,"D","04","D"
"20132",2667022,28,0,"1","510","D","1","D",.,"A",30,"D","02","D"
"20132",2667022,29,0,"1","510","D","1","D",.,"A",30,"D","03","D"
"20132",2667022,30,0,"1","510","D","1","D",.,"A",40,"D","04","D"
"20132",2667122,45,0,"1","830","D","1","D",.,"A",10,"D","13","D"
"20132",2667122,46,0,"1","500","D","1","D",.,"A",207,"D","04","D"
"20132",2667122,47,0,"1","210","D","1","D",.,"A",100,"D","03","D"
"20132",2667122,48,0,"1","320","D","1","D",.,"A",24,"D","02","D"
"20132",2667122,49,0,"1","340","D","1","D",.,"A",10,"D","02","D"
"20132",2667122,50,0,"1","340","D","1","D",.,"A",10,"D","03","D"
"20132",2667122,51,0,"1","340","D","1","D",.,"A",10,"D","04","D"
"20132",2667122,52,0,"1","400","D","1","D",.,"A",1,"D","04","D"
"20132",2667132,25,0,"1","150","D","1","D",.,"A",70,"D","03","D"
"20132",2667142,34,0,"1","150","D","1","D",.,"A",14,"D","02","D"
"20132",2667142,35,0,"1","150","D","1","D",.,"A",14,"D","03","D"
"20132",2667142,36,0,"1","150","D","1","D",.,"A",14,"D","04","D"
"20132",2667142,37,0,"1","360","D","1","D",.,"A",9,"D","13","D"
"20132",2667152,17,0,"1","360","D","1","D",.,"A",8,"D","13","D"
"20132",2667162,17,0,"1","210","D","1","D",.,"A",11,"D","03","D"
"20132",2667172,24,0,"1","510","D","1","D",.,"A",240,"D","04","D"
"20132",2667172,25,0,"1","600","D","1","D",.,"A",82,"D","04","D"
"20132",2667202,30,0,"1","840","D","1","D",.,"A",120,"D","03","D"
"20132",2667312,41,0,"1","610","D","1","D",.,"A",40,"D","02","D"
"20132",2667312,42,0,"1","610","D","1","D",.,"A",40,"D","03","D"
"20132",2667312,43,0,"1","610","D","1","D",.,"A",40,"D","04","D"
"20132",2667312,44,0,"1","210","D","1","D",.,"A",20,"D","04","D"
"20132",2667312,45,0,"1","310","D","1","D",.,"A",50,"D","03","D"
"20132",2667312,46,0,"1","320","D","1","D",.,"A",20,"D","03","D"
"20132",2667312,47,0,"1","340","D","1","D",.,"A",40,"D","03","D"
"20132",2667312,48,0,"1","350","D","1","D",.,"A",10,"D","04","D"
"20132",2667312,49,0,"1","360","D","1","D",.,"A",24,"D","13","D"
"20132",2667312,50,0,"1","410","D","1","D",.,"A",60,"D","04","D"
"20132",2667322,38,0,"1","800","D","1","D",.,"A",625,"D","13","D"
"20132",2667322,39,0,"1","830","D","1","D",.,"A",85,"D","13","D"
"20132",2667322,40,0,"1","150","D","1","D",.,"A",53,"D","04","D"
"20132",2667322,41,0,"1","210","D","1","D",.,"A",10,"D","04","D"
"20132",2667332,46,0,"1","830","D","1","D",.,"A",9,"D","13","D"
"20132",2667332,47,0,"1","210","D","1","D",.,"A",30,"D","02","D"
"20132",2667332,48,0,"1","210","D","1","D",.,"A",30,"D","03","D"
"20132",2667332,49,0,"1","210","D","1","D",.,"A",30,"D","04","D"
"20132",2667332,50,0,"1","360","D","1","D",.,"A",10,"D","13","D"
"20132",2667342,47,0,"1","150","D","1","D",.,"A",18,"D","02","D"
"20132",2667342,48,0,"1","150","D","1","D",.,"A",18,"D","03","D"
"20132",2667342,49,0,"1","150","D","1","D",.,"A",18,"D","04","D"
"20132",2667442,30,0,"1","150","D","1","D",.,"A",30,"D","04","D"
"20132",2667512,26,0,"1","830","D","1","D",.,"A",27,"D","13","D"
"20132",2667512,28,0,"1","840","D","1","D",.,"A",40,"D","04","D"
"20132",2667512,29,0,"1","600","D","1","D",.,"A",80,"D","04","D"
"20132",2667512,30,0,"1","160","D","1","D",.,"A",20,"D","04","D"
