"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","S17CODEA","S17C_DEA","S17GFTCA","S17G_TCA","QSUB3MCX","QSUB_MCX","SUBEXPX","SUBEXPX_","SUBMO","SUBMO_"
"20133",2616464,14,0,"1","610","D","1","D",.,"A",15,"D","06","D"
"20133",2616484,32,0,"1","840","D","1","D",.,"A",55,"D","05","D"
"20133",2616484,33,0,"1","150","D","1","D",.,"A",60,"D","05","D"
"20133",2616534,39,0,"1","510","D","1","D",.,"A",10,"D","04","D"
"20133",2616534,40,0,"1","510","D","1","D",.,"A",10,"D","05","D"
"20133",2616534,41,0,"1","360","D","1","D",.,"A",9,"D","13","D"
"20133",2616544,17,0,"1","160","D","1","D",.,"A",5,"D","05","D"
"20133",2616594,32,0,"1","840","D","1","D",.,"A",41,"D","06","D"
"20133",2616594,33,0,"1","150","D","1","D",.,"A",26,"D","06","D"
"20133",2616654,29,0,"1","510","D","1","D",.,"A",100,"D","05","D"
"20133",2616654,30,0,"1","310","D","1","D",.,"A",65,"D","06","D"
"20133",2616654,31,0,"1","320","D","1","D",.,"A",100,"D","06","D"
"20133",2616654,32,0,"1","350","D","1","D",.,"A",19,"D","13","D"
"20133",2616664,33,0,"1","830","D","1","D",.,"A",18,"D","13","D"
"20133",2616664,34,0,"1","510","D","1","D",.,"A",10,"D","04","D"
"20133",2616664,35,0,"1","510","D","1","D",.,"A",10,"D","05","D"
"20133",2616664,36,0,"1","510","D","1","D",.,"A",10,"D","06","D"
"20133",2616664,38,0,"1","510","D","1","D",.,"A",36,"D","05","D"
"20133",2616664,39,0,"1","150","D","1","D",.,"A",23,"D","06","D"
"20133",2616664,40,0,"1","320","D","1","D",.,"A",13,"D","06","D"
"20133",2616664,41,0,"1","350","D","1","D",.,"A",9,"D","13","D"
"20133",2616664,777,0,"1","210","D","1","D",.,"A",15,"D","04","D"
"20133",2616684,16,0,"1","150","D","1","D",.,"A",15,"D","04","D"
"20133",2616684,17,0,"1","150","D","1","D",.,"A",15,"D","05","D"
"20133",2616684,18,0,"1","150","D","1","D",.,"A",15,"D","06","D"
"20133",2616684,777,0,"1","150","D","1","D",.,"A",16,"D","04","D"
"20133",2616694,33,0,"1","150","D","1","D",.,"A",25,"D","05","D"
"20133",2616694,34,0,"1","360","D","1","D",.,"A",1,"D","13","D"
"20133",2616704,44,0,"1","150","D","1","D",.,"A",52,"D","06","D"
"20133",2616704,45,0,"1","350","D","1","D",.,"A",20,"D","13","D"
"20133",2616714,34,0,"1","830","D","1","D",.,"A",100,"D","13","D"
"20133",2616714,35,0,"1","610","D","1","D",.,"A",700,"D","04","D"
"20133",2616714,36,0,"1","510","D","1","D",.,"A",1200,"D","06","D"
"20133",2616804,9,0,"1","510","D","1","D",.,"A",20,"D","06","D"
"20133",2616804,10,0,"1","510","D","1","D",.,"A",40,"D","05","D"
"20133",2616804,777,0,"1","160","D","1","D",.,"A",2,"D","04","D"
"20133",2616874,51,0,"1","510","D","1","D",.,"A",28,"D","06","D"
"20133",2616874,52,0,"1","510","D","1","D",.,"A",27,"D","05","D"
"20133",2616874,53,0,"1","150","D","1","D",.,"A",22,"D","06","D"
"20133",2616874,54,0,"1","320","D","1","D",.,"A",40,"D","06","D"
"20133",2616874,55,0,"1","350","D","1","D",.,"A",4,"D","13","D"
"20133",2616884,18,0,"1","840","D","1","D",.,"A",45,"D","06","D"
"20133",2616884,19,0,"1","350","D","1","D",.,"A",30,"D","13","D"
"20133",2616884,777,0,"1","340","D","1","D",.,"A",40,"D","04","D"
"20133",2616884,778,0,"1","350","D","1","D",.,"A",10,"D","04","D"
"20133",2616914,32,0,"1","150","D","1","D",.,"A",45,"D","06","D"
"20133",2616924,49,0,"1","800","D","1","D",.,"A",375,"D","13","D"
"20133",2616924,50,0,"1","820","D","1","D",.,"A",85,"D","04","D"
"20133",2616924,51,0,"1","510","D","1","D",.,"A",170,"D","04","D"
"20133",2616924,52,0,"1","210","D","1","D",.,"A",36,"D","06","D"
"20133",2616924,53,0,"1","350","D","1","D",.,"A",10,"D","13","D"
"20133",2616924,777,0,"1","150","D","1","D",.,"A",36,"D","04","D"
"20133",2616964,777,0,"1","510","D","1","D",.,"A",20,"D","04","D"
"20133",2616994,35,0,"1","150","D","1","D",.,"A",1,"D","04","D"
"20133",2616994,777,0,"1","160","D","1","D",.,"A",15,"D","04","D"
"20133",2617004,29,0,"1","600","D","1","D",.,"A",60,"D","05","D"
"20133",2617004,30,0,"1","510","D","1","D",.,"A",40,"D","04","D"
"20133",2617014,777,0,"1","160","D","1","D",.,"A",82,"D","04","D"
"20133",2617044,21,0,"1","830","D","1","D",.,"A",25,"D","13","D"
"20133",2617044,23,0,"1","320","D","1","D",.,"A",40,"D","05","D"
"20133",2617044,24,0,"1","320","D","1","D",.,"A",40,"D","06","D"
"20133",2617054,33,0,"1","500","D","1","D",.,"A",82,"D","05","D"
"20133",2617054,34,0,"1","510","D","1","D",.,"A",24,"D","06","D"
"20133",2617054,35,0,"1","310","D","1","D",.,"A",25,"D","05","D"
"20133",2617104,49,0,"1","160","D","1","D",.,"A",137,"D","06","D"
"20133",2617104,50,0,"1","210","D","1","D",.,"A",66,"D","05","D"
"20133",2617104,51,0,"1","320","D","1","D",.,"A",202,"D","05","D"
"20133",2617114,23,0,"1","510","D","1","D",.,"A",60,"D","05","D"
"20133",2617114,24,0,"1","340","D","1","D",.,"A",60,"D","05","D"
"20133",2617114,777,0,"1","340","D","1","D",.,"A",45,"D","04","D"
"20133",2617124,38,0,"1","510","D","1","D",.,"A",30,"D","05","D"
"20133",2617124,39,0,"1","320","D","1","D",.,"A",40,"D","04","D"
"20133",2617124,40,0,"1","340","D","1","D",.,"A",140,"D","04","D"
"20133",2617124,41,0,"1","370","D","1","D",.,"A",50,"D","05","D"
"20133",2617144,46,0,"1","200","D","1","D",.,"A",177,"D","13","D"
"20133",2617144,47,0,"1","150","D","1","D",.,"A",15,"D","06","D"
"20133",2617144,48,0,"1","340","D","1","D",.,"A",160,"D","05","D"
"20133",2617174,52,0,"1","510","D","1","D",.,"A",386,"D","06","D"
"20133",2617174,53,0,"1","510","D","1","D",.,"A",50,"D","04","D"
"20133",2617174,54,0,"1","320","D","1","D",.,"A",20,"D","05","D"
"20133",2617174,55,0,"1","320","D","1","D",.,"A",5,"D","04","D"
"20133",2617174,56,0,"1","320","D","1","D",.,"A",5,"D","06","D"
"20133",2617174,57,0,"1","360","D","1","D",.,"A",9,"D","13","D"
"20133",2617174,58,0,"1","340","D","1","D",.,"A",20,"D","04","D"
"20133",2617174,59,0,"1","340","D","1","D",.,"A",20,"D","05","D"
"20133",2617174,60,0,"1","340","D","1","D",.,"A",20,"D","06","D"
"20133",2617194,11,0,"1","830","D","1","D",.,"A",75,"D","13","D"
"20133",2617194,12,0,"1","350","D","1","D",.,"A",1,"D","06","D"
"20133",2617224,29,0,"1","200","D","1","D",.,"A",200,"D","06","D"
"20133",2617244,65,0,"1","510","D","1","D",.,"A",30,"D","04","D"
"20133",2617244,66,0,"1","510","D","1","D",.,"A",14,"D","05","D"
"20133",2617244,67,0,"1","210","D","1","D",.,"A",28,"D","06","D"
"20133",2617244,68,0,"1","340","D","1","D",.,"A",18,"D","06","D"
"20133",2617244,69,0,"1","350","D","1","D",.,"A",14,"D","13","D"
"20133",2617244,70,0,"1","380","D","1","D",.,"A",7,"D","13","D"
"20133",2617244,71,0,"1","320","D","1","D",.,"A",79,"D","05","D"
"20133",2617254,29,0,"1","360","D","1","D",.,"A",16,"D","13","D"
"20133",2617274,777,0,"1","150","D","1","D",.,"A",3,"D","04","D"
"20133",2617384,66,0,"1","510","D","1","D",.,"A",245,"D","04","D"
"20133",2617384,67,0,"1","500","D","1","D",.,"A",76,"D","05","D"
"20133",2617384,68,0,"1","160","D","1","D",.,"A",13,"D","04","D"
"20133",2617384,69,0,"1","150","D","1","D",.,"A",46,"D","05","D"
"20133",2617384,70,0,"1","210","D","1","D",.,"A",15,"D","06","D"
"20133",2617384,71,0,"1","340","D","1","D",.,"A",65,"D","06","D"
"20133",2617384,777,0,"1","160","D","1","D",.,"A",19,"D","04","D"
"20133",2617404,35,0,"1","610","D","1","D",.,"A",120,"D","06","D"
"20133",2617404,36,0,"1","330","D","1","D",.,"A",10,"D","13","D"
"20133",2617404,37,0,"1","360","D","1","D",.,"A",9,"D","13","D"
"20133",2617464,34,0,"1","830","D","1","D",.,"A",16,"D","13","D"
"20133",2617464,35,0,"1","840","D","1","D",.,"A",50,"D","06","D"
"20133",2617464,777,0,"1","370","D","1","D",.,"A",45,"D","04","D"
"20133",2617474,17,0,"1","600","D","1","D",.,"A",250,"D","05","D"
"20133",2617474,18,0,"1","500","D","1","D",.,"A",500,"D","04","D"
"20133",2617474,19,0,"1","510","D","1","D",.,"A",75,"D","04","D"
"20133",2617474,20,0,"1","510","D","1","D",.,"A",75,"D","05","D"
"20133",2617474,21,0,"1","510","D","1","D",.,"A",75,"D","06","D"
"20133",2617474,23,0,"1","160","D","1","D",.,"A",7,"D","04","D"
"20133",2617474,24,0,"1","160","D","1","D",.,"A",7,"D","05","D"
"20133",2617474,25,0,"1","160","D","1","D",.,"A",7,"D","06","D"
"20133",2617474,27,0,"1","320","D","1","D",.,"A",20,"D","04","D"
"20133",2617474,28,0,"1","320","D","1","D",.,"A",10,"D","06","D"
"20133",2617474,29,0,"1","330","D","1","D",.,"A",4,"D","13","D"
"20133",2617474,30,0,"1","360","D","1","D",.,"A",8,"D","13","D"
"20133",2617474,777,0,"1","600","D","1","D",.,"A",100,"D","04","D"
"20133",2617474,778,0,"1","510","D","1","D",.,"A",100,"D","04","D"
"20133",2617474,779,0,"1","160","D","1","D",.,"A",5,"D","04","D"
"20133",2617494,18,0,"1","830","D","1","D",.,"A",20,"D","13","D"
"20133",2617664,28,0,"1","500","D","1","D",.,"A",250,"D","06","D"
"20133",2617664,29,0,"1","320","D","1","D",.,"A",100,"D","06","D"
"20133",2617744,28,0,"1","150","D","1","D",.,"A",25,"D","04","D"
"20133",2617744,777,0,"1","510","D","1","D",.,"A",8,"D","04","D"
"20133",2617764,777,0,"1","610","D","1","D",.,"A",60,"D","04","D"
"20133",2617784,36,0,"1","830","D","1","D",.,"A",74,"D","04","D"
"20133",2617784,37,0,"1","830","D","1","D",.,"A",74,"D","05","D"
"20133",2617784,38,0,"1","510","D","1","D",.,"A",360,"D","06","D"
"20133",2617784,39,0,"1","350","D","1","D",.,"A",1,"D","05","D"
"20133",2617784,40,0,"1","350","D","1","D",.,"A",10,"D","06","D"
"20133",2617784,777,0,"1","510","D","1","D",.,"A",11,"D","04","D"
"20133",2617814,37,0,"1","510","D","1","D",.,"A",398,"D","05","D"
"20133",2617814,38,0,"1","350","D","1","D",.,"A",16,"D","13","D"
"20133",2617834,27,0,"1","360","D","1","D",.,"A",7,"D","13","D"
"20133",2617854,31,0,"1","150","D","1","D",.,"A",15,"D","04","D"
"20133",2617854,32,0,"1","150","D","1","D",.,"A",15,"D","05","D"
"20133",2617854,33,0,"1","150","D","1","D",.,"A",15,"D","06","D"
"20133",2617854,34,0,"1","210","D","1","D",.,"A",20,"D","04","D"
"20133",2617854,35,0,"1","210","D","1","D",.,"A",20,"D","05","D"
"20133",2617854,36,0,"1","210","D","1","D",.,"A",20,"D","06","D"
"20133",2617854,37,0,"1","360","D","1","D",.,"A",8,"D","04","D"
"20133",2617854,38,0,"1","360","D","1","D",.,"A",8,"D","05","D"
"20133",2617854,39,0,"1","360","D","1","D",.,"A",8,"D","06","D"
"20133",2617854,40,0,"1","320","D","1","D",.,"A",15,"D","04","D"
"20133",2617854,41,0,"1","320","D","1","D",.,"A",9,"D","05","D"
"20133",2617854,42,0,"1","320","D","1","D",.,"A",12,"D","06","D"
"20133",2617854,777,0,"1","150","D","1","D",.,"A",20,"D","04","D"
"20133",2617904,28,0,"1","800","D","1","D",.,"A",100,"D","06","D"
"20133",2617904,29,0,"1","150","D","1","D",.,"A",6,"D","06","D"
"20133",2617984,30,0,"1","160","D","1","D",.,"A",30,"D","06","D"
"20133",2617994,43,0,"1","830","D","1","D",.,"A",20,"D","13","D"
"20133",2617994,44,0,"1","310","D","1","D",.,"A",40,"D","06","D"
"20133",2617994,45,0,"1","360","D","1","D",.,"A",8,"D","13","D"
"20133",2617994,777,0,"1","510","D","1","D",.,"A",30,"D","04","D"
"20133",2617994,778,0,"1","310","D","1","D",.,"A",10,"D","04","D"
"20133",2617994,779,0,"1","350","D","1","D",.,"A",10,"D","04","D"
"20133",2618134,42,0,"1","610","D","1","D",.,"A",9,"D","06","D"
"20133",2618134,43,0,"1","150","D","1","D",.,"A",18,"D","04","D"
"20133",2618134,44,0,"1","150","D","1","D",.,"A",18,"D","05","D"
"20133",2618134,45,0,"1","150","D","1","D",.,"A",18,"D","06","D"
"20133",2618134,777,0,"1","150","D","1","D",.,"A",19,"D","04","D"
"20133",2618155,18,0,"1","510","D","1","D",.,"A",132,"D","06","D"
"20133",2618155,19,0,"1","150","D","1","D",.,"A",24,"D","06","D"
"20133",2618215,6,0,"1","330","D","1","D",.,"A",10,"D","13","D"
"20133",2618215,7,0,"1","360","D","1","D",.,"A",8,"D","13","D"
"20133",2618224,22,0,"1","600","D","1","D",.,"A",8,"D","06","D"
"20133",2618224,23,0,"1","510","D","1","D",.,"A",20,"D","05","D"
"20133",2618224,24,0,"1","310","D","1","D",.,"A",1,"D","06","D"
"20133",2618224,25,0,"1","350","D","2","D",.,"A",3,"D","05","D"
"20133",2618224,26,0,"1","360","D","1","D",.,"A",7,"D","13","D"
"20133",2618234,19,0,"1","830","D","1","D",.,"A",49,"D","13","D"
"20133",2618244,59,0,"1","830","D","1","D",.,"A",180,"D","05","D"
"20133",2618244,60,0,"1","610","D","1","D",.,"A",120,"D","05","D"
"20133",2618244,61,0,"1","610","D","1","D",.,"A",140,"D","05","D"
"20133",2618244,62,0,"1","610","D","1","D",.,"A",30,"D","06","D"
"20133",2618244,63,0,"1","600","D","1","D",.,"A",40,"D","06","D"
"20133",2618244,64,0,"1","510","D","1","D",.,"A",90,"D","05","D"
"20133",2618244,65,0,"1","510","D","1","D",.,"A",25,"D","05","D"
"20133",2618244,68,0,"1","510","D","1","D",.,"A",36,"D","06","D"
"20133",2618244,69,0,"1","210","D","1","D",.,"A",30,"D","05","D"
"20133",2618244,71,0,"1","360","D","1","D",.,"A",9,"D","13","D"
"20133",2618244,777,0,"1","310","D","1","D",.,"A",20,"D","04","D"
"20133",2618294,23,0,"1","350","D","1","D",.,"A",5,"D","13","D"
"20133",2618494,22,0,"1","840","D","1","D",.,"A",50,"D","04","D"
"20133",2618604,52,0,"1","510","D","1","D",.,"A",60,"D","06","D"
"20133",2618604,53,0,"1","510","D","1","D",.,"A",60,"D","05","D"
"20133",2618604,54,0,"1","210","D","1","D",.,"A",15,"D","05","D"
"20133",2618604,55,0,"1","320","D","1","D",.,"A",25,"D","06","D"
"20133",2618604,56,0,"1","350","D","1","D",.,"A",20,"D","04","D"
"20133",2618604,777,0,"1","320","D","1","D",.,"A",10,"D","04","D"
"20133",2618624,41,0,"1","510","D","1","D",.,"A",25,"D","04","D"
"20133",2618624,42,0,"1","150","D","1","D",.,"A",29,"D","05","D"
"20133",2618624,43,0,"1","210","D","1","D",.,"A",10,"D","05","D"
"20133",2618624,44,0,"1","310","D","1","D",.,"A",14,"D","06","D"
"20133",2618624,777,0,"1","510","D","1","D",.,"A",25,"D","04","D"
"20133",2618634,21,0,"1","350","D","1","D",.,"A",2,"D","13","D"
"20133",2618644,27,0,"1","500","D","1","D",.,"A",23,"D","06","D"
"20133",2618784,28,0,"1","830","D","1","D",.,"A",49,"D","13","D"
"20133",2618784,29,0,"1","500","D","1","D",.,"A",30,"D","04","D"
"20133",2618794,29,0,"1","840","D","1","D",.,"A",89,"D","04","D"
"20133",2618794,30,0,"1","210","D","1","D",.,"A",35,"D","04","D"
"20133",2618794,31,0,"1","210","D","1","D",.,"A",50,"D","05","D"
"20133",2618794,32,0,"1","210","D","1","D",.,"A",50,"D","06","D"
"20133",2618794,33,0,"1","300","D","1","D",.,"A",40,"D","05","D"
"20133",2618834,18,0,"1","610","D","1","D",.,"A",60,"D","05","D"
"20133",2618844,30,0,"1","150","D","1","D",.,"A",2,"D","04","D"
"20133",2618844,31,0,"1","150","D","1","D",.,"A",12,"D","05","D"
"20133",2618874,33,0,"1","510","D","1","D",.,"A",60,"D","05","D"
"20133",2618874,34,0,"1","320","D","1","D",.,"A",30,"D","06","D"
"20133",2618874,35,0,"1","340","D","1","D",.,"A",20,"D","04","D"
"20133",2618874,36,0,"1","360","D","1","D",.,"A",8,"D","13","D"
"20133",2618874,37,0,"1","370","D","1","D",.,"A",60,"D","06","D"
"20133",2618874,777,0,"1","510","D","1","D",.,"A",40,"D","04","D"
"20133",2618874,778,0,"1","320","D","1","D",.,"A",40,"D","04","D"
"20133",2618894,19,0,"1","610","D","1","D",.,"A",100,"D","05","D"
"20133",2618894,777,0,"1","830","D","1","D",.,"A",300,"D","04","D"
"20133",2618894,778,0,"1","320","D","1","D",.,"A",15,"D","04","D"
"20133",2618964,41,0,"1","150","D","1","D",.,"A",23,"D","04","D"
"20133",2618964,42,0,"1","150","D","1","D",.,"A",23,"D","05","D"
"20133",2618964,43,0,"1","150","D","1","D",.,"A",23,"D","06","D"
"20133",2619034,56,0,"1","610","D","1","D",.,"A",800,"D","04","D"
"20133",2619034,57,0,"1","830","D","1","D",.,"A",25,"D","13","D"
"20133",2619034,58,0,"1","600","D","1","D",.,"A",2000,"D","04","D"
"20133",2619034,59,0,"1","360","D","1","D",.,"A",8,"D","13","D"
"20133",2619034,60,0,"1","330","D","1","D",.,"A",10,"D","13","D"
"20133",2619034,777,0,"1","610","D","1","D",.,"A",100,"D","04","D"
"20133",2619084,27,0,"1","200","D","1","D",.,"A",20,"D","04","D"
"20133",2619084,28,0,"1","160","D","1","D",.,"A",50,"D","04","D"
"20133",2619084,29,0,"1","160","D","1","D",.,"A",50,"D","05","D"
"20133",2619084,30,0,"1","160","D","1","D",.,"A",50,"D","06","D"
"20133",2619084,777,0,"1","150","D","1","D",.,"A",10,"D","04","D"
"20133",2619084,778,0,"1","150","D","1","D",.,"A",10,"D","04","D"
"20133",2619114,30,0,"1","150","D","1","D",.,"A",36,"D","06","D"
"20133",2619114,31,0,"1","160","D","1","D",.,"A",15,"D","06","D"
"20133",2619174,20,0,"1","830","D","1","D",.,"A",40,"D","13","D"
"20133",2619194,53,0,"1","150","D","1","D",.,"A",60,"D","04","D"
"20133",2619194,54,0,"1","210","D","1","D",.,"A",15,"D","05","D"
"20133",2619194,55,0,"1","210","D","1","D",.,"A",10,"D","06","D"
"20133",2619324,35,0,"1","830","D","1","D",.,"A",43,"D","06","D"
"20133",2619344,15,0,"1","160","D","1","D",.,"A",8,"D","04","D"
"20133",2619344,16,0,"1","160","D","1","D",.,"A",8,"D","05","D"
"20133",2619344,17,0,"1","160","D","1","D",.,"A",8,"D","06","D"
"20133",2619394,26,0,"1","830","D","1","D",.,"A",80,"D","13","D"
"20133",2619394,27,0,"1","510","D","1","D",.,"A",300,"D","04","D"
"20133",2619404,35,0,"1","160","D","1","D",.,"A",17,"D","04","D"
"20133",2619404,36,0,"1","160","D","1","D",.,"A",17,"D","05","D"
"20133",2619404,37,0,"1","160","D","1","D",.,"A",17,"D","06","D"
"20133",2619434,20,0,"1","510","D","1","D",.,"A",300,"D","04","D"
"20133",2619514,777,0,"1","150","D","1","D",.,"A",8,"D","04","D"
"20133",2619524,16,0,"1","610","D","1","D",.,"A",30,"D","05","D"
"20133",2619544,30,0,"1","150","D","1","D",.,"A",75,"D","05","D"
"20133",2619604,23,0,"1","830","D","1","D",.,"A",30,"D","06","D"
"20133",2619604,24,0,"1","510","D","1","D",.,"A",725,"D","06","D"
"20133",2619604,25,0,"1","350","D","1","D",.,"A",20,"D","13","D"
"20133",2619694,47,0,"1","510","D","1","D",.,"A",100,"D","05","D"
"20133",2619694,48,0,"1","320","D","1","D",.,"A",20,"D","05","D"
"20133",2619694,49,0,"1","320","D","1","D",.,"A",20,"D","06","D"
"20133",2619694,50,0,"1","350","D","1","D",.,"A",10,"D","13","D"
"20133",2619694,51,0,"1","370","D","1","D",.,"A",30,"D","04","D"
"20133",2619694,52,0,"1","370","D","1","D",.,"A",30,"D","05","D"
"20133",2619694,53,0,"1","370","D","1","D",.,"A",30,"D","06","D"
"20133",2619814,777,0,"1","210","D","1","D",.,"A",2,"D","04","D"
"20133",2619874,15,0,"1","840","D","1","D",.,"A",42,"D","06","D"
"20133",2619994,30,0,"1","210","D","1","D",.,"A",50,"D","04","D"
"20133",2619994,31,0,"1","210","D","1","D",.,"A",50,"D","05","D"
"20133",2619994,32,0,"1","210","D","1","D",.,"A",50,"D","06","D"
"20133",2619994,33,0,"1","510","D","1","D",.,"A",40,"D","05","D"
"20133",2620004,44,0,"1","610","D","1","D",.,"A",63,"D","04","D"
"20133",2620004,45,0,"1","610","D","1","D",.,"A",145,"D","05","D"
"20133",2620004,46,0,"1","610","D","1","D",.,"A",30,"D","06","D"
"20133",2620004,47,0,"1","830","D","1","D",.,"A",30,"D","06","D"
"20133",2620004,48,0,"1","830","D","1","D",.,"A",45,"D","06","D"
"20133",2620004,49,0,"1","840","D","1","D",.,"A",44,"D","04","D"
"20133",2620004,50,0,"1","510","D","1","D",.,"A",13,"D","06","D"
"20133",2620004,51,0,"1","500","D","1","D",.,"A",10,"D","04","D"
"20133",2620004,52,0,"1","500","D","1","D",.,"A",75,"D","06","D"
"20133",2620004,53,0,"1","150","D","1","D",.,"A",36,"D","04","D"
"20133",2620004,54,0,"1","320","D","1","D",.,"A",14,"D","04","D"
"20133",2620004,55,0,"1","360","D","1","D",.,"A",9,"D","13","D"
"20133",2620004,56,0,"1","340","D","1","D",.,"A",49,"D","04","D"
"20133",2620094,61,0,"1","350","D","1","D",.,"A",20,"D","13","D"
"20133",2620094,777,0,"1","510","D","1","D",.,"A",60,"D","04","D"
"20133",2620124,28,0,"1","160","D","1","D",.,"A",34,"D","04","D"
"20133",2620124,29,0,"1","160","D","1","D",.,"A",34,"D","05","D"
"20133",2620124,30,0,"1","160","D","1","D",.,"A",34,"D","06","D"
"20133",2620124,31,0,"1","210","D","1","D",.,"A",15,"D","05","D"
"20133",2620164,56,0,"1","830","D","1","D",.,"A",60,"D","13","D"
"20133",2620164,57,0,"1","610","D","1","D",.,"A",40,"D","04","D"
"20133",2620164,59,0,"1","600","D","1","D",.,"A",18,"D","06","D"
"20133",2620164,60,0,"1","510","D","1","D",.,"A",40,"D","05","D"
"20133",2620164,777,0,"1","610","D","1","D",.,"A",45,"D","04","D"
"20133",2620174,28,0,"1","600","D","1","D",.,"A",200,"D","05","D"
"20133",2620174,777,0,"1","600","D","1","D",.,"A",400,"D","04","D"
"20133",2620224,27,0,"1","150","D","1","D",.,"A",4,"D","04","D"
"20133",2620224,28,0,"1","150","D","1","D",.,"A",4,"D","05","D"
"20133",2620224,29,0,"1","150","D","1","D",.,"A",4,"D","06","D"
"20133",2620224,31,0,"1","360","D","1","D",.,"A",9,"D","13","D"
"20133",2620254,40,0,"1","150","D","1","D",.,"A",101,"D","05","D"
"20133",2620254,41,0,"1","510","D","1","D",.,"A",17,"D","06","D"
"20133",2620254,777,0,"1","150","D","1","D",.,"A",30,"D","04","D"
"20133",2620294,51,0,"1","830","D","1","D",.,"A",99,"D","13","D"
"20133",2620294,52,0,"1","840","D","1","D",.,"A",45,"D","06","D"
"20133",2620294,53,0,"1","600","D","1","D",.,"A",740,"D","04","D"
"20133",2620294,54,0,"1","150","D","1","D",.,"A",54,"D","04","D"
"20133",2620294,55,0,"1","360","D","1","D",.,"A",9,"D","13","D"
"20133",2620294,56,0,"1","350","D","1","D",.,"A",2,"D","06","D"
"20133",2620304,24,0,"1","310","D","1","D",.,"A",10,"D","05","D"
"20133",2620314,43,0,"1","830","D","1","D",.,"A",80,"D","13","D"
"20133",2620314,45,0,"1","510","D","1","D",.,"A",30,"D","06","D"
"20133",2620314,46,0,"1","160","D","1","D",.,"A",30,"D","06","D"
"20133",2620314,47,0,"1","150","D","1","D",.,"A",20,"D","06","D"
"20133",2620314,48,0,"1","350","D","1","D",.,"A",3,"D","13","D"
"20133",2620324,42,0,"1","830","D","1","D",.,"A",25,"D","13","D"
"20133",2620324,43,0,"1","610","D","1","D",.,"A",50,"D","04","D"
"20133",2620324,44,0,"1","610","D","1","D",.,"A",50,"D","05","D"
"20133",2620324,45,0,"1","610","D","1","D",.,"A",50,"D","06","D"
"20133",2620324,46,0,"1","510","D","1","D",.,"A",20,"D","06","D"
"20133",2620324,47,0,"1","510","D","1","D",.,"A",20,"D","05","D"
"20133",2620324,48,0,"1","510","D","1","D",.,"A",40,"D","04","D"
"20133",2620384,25,0,"1","610","D","1","D",.,"A",250,"D","04","D"
"20133",2620384,26,0,"1","610","D","1","D",.,"A",600,"D","05","D"
"20133",2620384,27,0,"1","610","D","1","D",.,"A",250,"D","06","D"
"20133",2620384,28,0,"1","150","D","1","D",.,"A",23,"D","06","D"
"20133",2620384,29,0,"1","210","D","1","D",.,"A",75,"D","06","D"
"20133",2620444,38,0,"1","510","D","1","D",.,"A",33,"D","04","D"
"20133",2620444,39,0,"1","510","D","1","D",.,"A",37,"D","05","D"
"20133",2620444,40,0,"1","510","D","1","D",.,"A",69,"D","06","D"
"20133",2620444,41,0,"1","160","D","1","D",.,"A",22,"D","04","D"
"20133",2620444,42,0,"1","160","D","1","D",.,"A",29,"D","05","D"
"20133",2620444,43,0,"1","160","D","1","D",.,"A",28,"D","06","D"
"20133",2620444,44,0,"1","210","D","1","D",.,"A",12,"D","04","D"
"20133",2620444,45,0,"1","210","D","1","D",.,"A",4,"D","05","D"
"20133",2620444,46,0,"1","210","D","1","D",.,"A",22,"D","06","D"
"20133",2620444,47,0,"1","320","D","1","D",.,"A",5,"D","05","D"
"20133",2620444,48,0,"1","340","D","1","D",.,"A",21,"D","06","D"
"20133",2620564,25,0,"1","610","D","1","D",.,"A",48,"D","04","D"
"20133",2620564,26,0,"1","150","D","1","D",.,"A",55,"D","06","D"
"20133",2620584,14,0,"1","830","D","1","D",.,"A",46,"D","13","D"
"20133",2620584,15,0,"1","840","D","1","D",.,"A",50,"D","05","D"
"20133",2620654,35,0,"1","200","D","1","D",.,"A",24,"D","13","D"
"20133",2620654,36,0,"1","400","D","1","D",.,"A",20,"D","06","D"
"20133",2620694,16,0,"1","510","D","1","D",.,"A",30,"D","05","D"
"20133",2620694,17,0,"1","510","D","1","D",.,"A",30,"D","06","D"
"20133",2620694,777,0,"1","510","D","1","D",.,"A",15,"D","04","D"
"20133",2620694,778,0,"1","320","D","1","D",.,"A",13,"D","04","D"
"20133",2620774,63,0,"1","820","D","1","D",.,"A",60,"D","06","D"
"20133",2620774,64,0,"1","150","D","1","D",.,"A",41,"D","06","D"
"20133",2620774,65,0,"1","150","D","1","D",.,"A",91,"D","06","D"
"20133",2620774,66,0,"1","500","D","1","D",.,"A",58,"D","05","D"
"20133",2620804,37,0,"1","160","D","1","D",.,"A",5,"D","04","D"
"20133",2620804,38,0,"1","160","D","1","D",.,"A",6,"D","05","D"
"20133",2620804,39,0,"1","160","D","1","D",.,"A",6,"D","06","D"
"20133",2620834,23,0,"1","800","D","1","D",.,"A",425,"D","05","D"
"20133",2620834,24,0,"1","600","D","1","D",.,"A",30,"D","05","D"
"20133",2620834,25,0,"1","510","D","1","D",.,"A",75,"D","05","D"
"20133",2620834,26,0,"1","320","D","1","D",.,"A",50,"D","05","D"
"20133",2620834,27,0,"1","360","D","1","D",.,"A",9,"D","13","D"
"20133",2620884,35,0,"1","500","D","1","D",.,"A",150,"D","06","D"
