"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","S17CODEA","S17C_DEA","S17GFTCA","S17G_TCA","SUBEXPX","SUBEXPX_","SUBMO","SUBMO_","TICPURCH"
"20162","03339562",58,0,"1","510","D","1","D",60,"D","04","D",
"20162","03339562",59,0,"1","210","D","1","D",50,"D","04","D",
"20162","03339562",60,0,"1","360","D","1","D",10,"D","13","D",
"20162","03339562",61,0,"1","360","D","1","D",8,"D","13","D",
"20162","03339562",62,0,"1","330","D","1","D",8,"D","13","D",
"20162","03339562",63,0,"1","340","D","1","D",20,"D","03","D",
"20162","03339562",64,0,"1","340","D","1","D",100,"D","04","D",
"20162","03339572",28,0,"1","800","D","1","D",80,"D","13","D",
"20162","03339582",16,0,"1","500","D","1","D",30,"D","02","D",
"20162","03339612",37,0,"1","830","D","1","D",399,"D","04","D",
"20162","03339632",31,0,"1","310","D","1","D",250,"D","03","D",
"20162","03339632",32,0,"1","360","D","1","D",8,"D","13","D",
"20162","03339642",16,0,"1","360","D","1","D",12,"D","13","D",
"20162","03339722",56,0,"1","510","D","1","D",28,"D","04","D",
"20162","03339722",57,0,"1","210","D","1","D",20,"D","04","D",
"20162","03339722",58,0,"1","150","D","1","D",12,"D","04","D",
"20162","03339722",59,0,"1","150","D","1","D",8,"D","02","D",
"20162","03339722",60,0,"1","150","D","1","D",8,"D","03","D",
"20162","03339722",61,0,"1","150","D","1","D",8,"D","04","D",
"20162","03339722",62,0,"1","320","D","1","D",65,"D","04","D",
"20162","03339722",63,0,"1","340","D","1","D",25,"D","04","D",
"20162","03339722",64,0,"1","360","D","1","D",8,"D","13","D",
"20162","03339722",65,0,"1","370","D","1","D",15,"D","03","D",
"20162","03339722",66,0,"2","150","D","1","D",8,"D","02","D",
"20162","03339852",30,0,"1","610","D","1","D",200,"D","04","D",
"20162","03339852",31,0,"1","600","D","1","D",30,"D","02","D",
"20162","03339852",32,0,"1","510","D","1","D",108,"D","04","D",
"20162","03339852",33,0,"1","210","D","2","D",150,"D","03","D",
"20162","03339852",34,0,"1","320","D","1","D",80,"D","02","D",
"20162","03339852",35,0,"1","360","D","1","D",8,"D","13","D",
"20162","03339852",36,0,"1","360","D","1","D",11,"D","13","D",
"20162","03339852",37,0,"1","350","D","1","D",10,"D","13","D",
"20162","03339852",38,0,"2","320","D","1","D",20,"D","02","D",
"20162","03339912",11,0,"1","600","D","1","D",74,"D","03","D",
"20162","03339912",12,0,"1","320","D","1","D",49,"D","04","D",
"20162","03339922",9,0,"1","360","D","1","D",9,"D","13","D",
"20162","03339922",10,0,"1","360","D","1","D",14,"D","13","D",
"20162","03339962",23,0,"1","600","D","1","D",5,"D","04","D",
"20162","03339962",24,0,"1","360","D","1","D",8,"D","13","D",
"20162","03340012",29,0,"1","810","D","1","D",100,"D","02","D",
"20162","03340012",30,0,"1","510","D","1","D",52,"D","02","D",
"20162","03340012",31,0,"1","510","D","1","D",75,"D","04","D",
"20162","03340012",32,0,"1","330","D","1","D",30,"D","03","D",
"20162","03340042",65,0,"1","800","D","1","D",650,"D","13","D",
"20162","03340042",66,0,"1","510","D","1","D",100,"D","02","D",
"20162","03340042",67,0,"1","510","D","1","D",100,"D","03","D",
"20162","03340042",68,0,"1","510","D","1","D",100,"D","04","D",
"20162","03340042",69,0,"1","500","D","1","D",100,"D","02","D",
"20162","03340042",70,0,"1","500","D","1","D",100,"D","03","D",
"20162","03340042",71,0,"1","500","D","1","D",100,"D","04","D",
"20162","03340042",72,0,"1","600","D","1","D",100,"D","02","D",
"20162","03340042",73,0,"1","600","D","1","D",100,"D","03","D",
"20162","03340042",74,0,"1","600","D","1","D",100,"D","04","D",
"20162","03340062",18,0,"1","840","D","1","D",30,"D","04","D",
"20162","03340062",19,0,"1","600","D","1","D",110,"D","04","D",
"20162","03340062",20,0,"1","360","D","1","D",9,"D","13","D",
"20162","03340062",21,0,"1","360","D","1","D",55,"D","04","D",
"20162","03340072",30,0,"1","830","D","1","D",15,"D","13","D",
"20162","03340092",27,0,"1","360","D","1","D",10,"D","13","D",
"20162","03340092",28,0,"2","370","D","1","D",10,"D","02","D",
"20162","03340102",26,0,"1","840","D","1","D",99,"D","02","D",
"20162","03340102",27,0,"1","360","D","1","D",10,"D","13","D",
"20162","03340122",19,0,"1","160","D","1","D",8,"D","03","D",
"20162","03340122",20,0,"1","160","D","1","D",8,"D","04","D",
"20162","03340122",21,0,"2","160","D","1","D",8,"D","02","D",
"20162","03340192",28,0,"1","800","D","1","D",100,"D","13","D",
"20162","03340282",45,0,"1","830","D","1","D",450,"D","03","D",
"20162","03340282",46,0,"1","510","D","1","D",310,"D","04","D",
"20162","03340282",47,0,"1","210","D","1","D",120,"D","03","D",
"20162","03340282",48,0,"1","350","D","1","D",9,"D","13","D",
"20162","03340292",17,0,"1","150","D","1","D",53,"D","03","D",
"20162","03340292",18,0,"1","150","D","1","D",53,"D","04","D",
"20162","03340292",19,0,"2","150","D","1","D",53,"D","02","D",
"20162","03340342",46,0,"1","510","D","1","D",29,"D","04","D",
"20162","03340342",47,0,"1","210","D","1","D",20,"D","04","D",
"20162","03340342",48,0,"1","360","D","1","D",10,"D","13","D",
"20162","03340342",49,0,"1","400","D","1","D",1,"D","04","D",
"20162","03340342",50,0,"2","210","D","1","D",20,"D","02","D",
"20162","03340362",32,0,"1","210","D","1","D",10,"D","04","D",
"20162","03340372",29,0,"1","830","D","1","D",10,"D","13","D",
"20162","03340372",30,0,"1","510","D","1","D",30,"D","02","D",
"20162","03340372",31,0,"1","510","D","1","D",30,"D","03","D",
"20162","03340372",32,0,"1","510","D","1","D",30,"D","04","D",
"20162","03340372",33,0,"1","350","D","1","D",5,"D","13","D",
"20162","03340402",33,0,"1","160","D","1","D",15,"D","03","D",
"20162","03340402",34,0,"1","360","D","1","D",10,"D","13","D",
"20162","03340402",35,0,"1","340","D","1","D",20,"D","02","D",
"20162","03340412",32,0,"1","340","D","1","D",224,"D","04","D",
"20162","03340432",57,0,"1","840","D","1","D",55,"D","04","D",
"20162","03340452",40,0,"1","500","D","1","D",75,"D","04","D",
"20162","03340452",41,0,"1","150","D","1","D",15,"D","02","D",
"20162","03340452",42,0,"1","150","D","1","D",15,"D","03","D",
"20162","03340452",43,0,"1","150","D","1","D",15,"D","04","D",
"20162","03340452",44,0,"2","210","D","1","D",15,"D","02","D",
"20162","03340482",25,0,"1","610","D","1","D",40,"D","02","D",
"20162","03340482",26,0,"1","610","D","1","D",40,"D","03","D",
"20162","03340482",27,0,"1","610","D","1","D",40,"D","04","D",
"20162","03340482",28,0,"1","150","D","1","D",30,"D","02","D",
"20162","03340482",29,0,"1","150","D","1","D",30,"D","03","D",
"20162","03340482",30,0,"1","150","D","1","D",30,"D","04","D",
"20162","03340482",31,0,"1","500","D","1","D",25,"D","04","D",
"20162","03340482",32,0,"2","610","D","1","D",40,"D","02","D",
"20162","03340482",33,0,"2","150","D","1","D",31,"D","02","D",
"20162","03340572",28,0,"1","840","D","1","D",54,"D","04","D",
"20162","03340572",29,0,"1","810","D","1","D",110,"D","03","D",
"20162","03340572",30,0,"1","510","D","1","D",10,"D","04","D",
"20162","03340602",42,0,"1","330","D","1","D",5,"D","13","D",
"20162","03340632",31,0,"1","150","D","1","D",25,"D","03","D",
"20162","03340632",32,0,"1","150","D","1","D",25,"D","04","D",
"20162","03340632",33,0,"1","360","D","1","D",8,"D","13","D",
"20162","03340632",34,0,"2","150","D","1","D",50,"D","02","D",
"20162","03340672",21,0,"1","510","D","1","D",20,"D","03","D",
"20162","03340682",17,0,"1","150","D","1","D",66,"D","03","D",
"20162","03340702",33,0,"2","600","D","1","D",80,"D","02","D",
"20162","03340702",34,0,"2","600","D","1","D",60,"D","02","D",
"20162","03340782",34,0,"1","830","D","1","D",40,"D","13","D",
"20162","03340822",26,0,"1","210","D","1","D",150,"D","03","D",
"20162","03340822",27,0,"1","360","D","1","D",8,"D","13","D",
"20162","03340822",28,0,"1","370","D","1","D",50,"D","03","D",
"20162","03340862",12,0,"1","150","D","1","D",20,"D","02","D",
"20162","03340862",13,0,"1","150","D","1","D",20,"D","03","D",
"20162","03340862",14,0,"1","150","D","1","D",20,"D","04","D",
"20162","03340862",15,0,"2","510","D","1","D",25,"D","02","D",
"20162","03340862",16,0,"2","150","D","1","D",20,"D","02","D",
"20162","03340922",22,0,"1","830","D","1","D",30,"D","13","D",
"20162","03340972",46,0,"1","610","D","1","D",15,"D","04","D",
"20162","03340972",47,0,"1","840","D","1","D",99,"D","02","D",
"20162","03340972",48,0,"1","350","D","1","D",5,"D","13","D",
"20162","03340972",49,0,"1","360","D","1","D",9,"D","13","D",
"20162","03340972",50,0,"1","370","D","1","D",30,"D","02","D",
"20162","03340972",51,0,"1","410","D","1","D",10,"D","02","D",
"20162","03340972",52,0,"1","410","D","1","D",10,"D","03","D",
"20162","03340972",53,0,"1","410","D","1","D",10,"D","04","D",
"20162","03340982",30,0,"1","150","D","1","D",80,"D","02","D",
"20162","03341072",23,0,"1","340","D","1","D",100,"D","03","D",
"20162","03341092",16,0,"1","510","D","1","D",20,"D","04","D",
"20162","03341102",17,0,"1","510","D","1","D",32,"D","04","D",
"20162","03341112",20,0,"1","210","D","1","D",8,"D","04","D",
"20162","03341112",21,0,"2","210","D","1","D",8,"D","02","D",
"20162","03341212",75,0,"1","610","D","1","D",19,"D","04","D",
"20162","03341212",76,0,"1","610","D","1","D",95,"D","04","D",
"20162","03341212",77,0,"1","210","D","1","D",25,"D","03","D",
"20162","03341212",78,0,"1","370","D","1","D",20,"D","04","D",
"20162","03341222",20,0,"1","830","D","1","D",44,"D","13","D",
"20162","03341222",21,0,"1","800","D","1","D",40,"D","04","D",
"20162","03341222",22,0,"1","510","D","1","D",30,"D","03","D",
"20162","03341222",23,0,"1","160","D","1","D",10,"D","02","D",
"20162","03341222",24,0,"1","160","D","1","D",10,"D","03","D",
"20162","03341222",25,0,"1","160","D","1","D",10,"D","04","D",
"20162","03341222",26,0,"1","360","D","1","D",8,"D","13","D",
"20162","03341222",27,0,"1","320","D","1","D",18,"D","03","D",
"20162","03341232",8,0,"1","830","D","1","D",70,"D","13","D",
"20162","03341242",24,0,"1","840","D","1","D",110,"D","02","D",
"20162","03341392",19,0,"1","510","D","1","D",15,"D","04","D",
"20162","03341402",75,0,"1","150","D","1","D",52,"D","03","D",
"20162","03341452",15,0,"1","830","D","1","D",18,"D","13","D",
"20162","03341512",24,0,"1","510","D","1","D",20,"D","04","D",
"20162","03341512",25,0,"1","350","D","1","D",3,"D","13","D",
"20162","03341512",26,0,"1","340","D","1","D",2,"D","04","D",
"20162","03341562",33,0,"1","830","D","1","D",27,"D","13","D",
"20162","03341562",34,0,"1","510","D","1","D",25,"D","03","D",
"20162","03341562",35,0,"2","210","D","1","D",30,"D","02","D",
"20162","03341582",22,0,"1","840","D","1","D",45,"D","02","D",
"20162","03341622",19,0,"1","510","D","1","D",8,"D","03","D",
"20162","03341642",19,0,"1","510","D","1","D",5,"D","04","D",
"20162","03341642",20,0,"2","210","D","1","D",125,"D","02","D",
"20162","03341682",11,0,"1","820","D","1","D",5,"D","02","D",
"20162","03341682",12,0,"1","820","D","1","D",5,"D","03","D",
"20162","03341682",13,0,"1","820","D","1","D",5,"D","04","D",
"20162","03341712",21,0,"1","340","D","1","D",30,"D","04","D",
"20162","03341722",22,0,"1","310","D","1","D",12,"D","03","D",
"20162","03341742",20,0,"1","830","D","1","D",50,"D","13","D",
"20162","03341742",21,0,"1","510","D","1","D",75,"D","04","D",
"20162","03341742",22,0,"1","200","D","1","D",20,"D","02","D",
"20162","03341792",22,0,"1","830","D","1","D",65,"D","13","D",
"20162","03341812",19,0,"1","610","D","1","D",500,"D","03","D",
"20162","03341832",13,0,"1","150","D","1","D",50,"D","02","D",
"20162","03341842",54,0,"1","830","D","1","D",50,"D","13","D",
"20162","03341842",55,0,"1","610","D","1","D",170,"D","04","D",
"20162","03341842",56,0,"1","610","D","1","D",40,"D","03","D",
"20162","03341842",57,0,"1","600","D","1","D",70,"D","02","D",
"20162","03341842",58,0,"1","200","D","1","D",150,"D","04","D",
"20162","03341842",59,0,"1","310","D","1","D",10,"D","03","D",
"20162","03341842",60,0,"1","360","D","1","D",9,"D","13","D",
"20162","03341842",61,0,"1","350","D","1","D",10,"D","03","D",
"20162","03341902",38,0,"1","510","D","1","D",70,"D","02","D",
"20162","03341902",39,0,"1","160","D","1","D",30,"D","02","D",
"20162","03341902",40,0,"1","340","D","1","D",15,"D","03","D",
"20162","03341902",41,0,"1","360","D","1","D",13,"D","13","D",
"20162","03341912",31,0,"1","800","D","1","D",75,"D","04","D",
"20162","03341922",22,0,"1","820","D","1","D",200,"D","02","D",
"20162","03341922",23,0,"1","600","D","1","D",500,"D","03","D",
"20162","03341922",24,0,"1","500","D","1","D",500,"D","03","D",
"20162","03341932",22,0,"1","830","D","1","D",25,"D","13","D",
"20162","03341932",23,0,"1","510","D","1","D",75,"D","02","D",
"20162","03341962",11,0,"1","610","D","1","D",75,"D","03","D",
"20162","03341962",12,0,"1","610","D","1","D",75,"D","04","D",
"20162","03341972",15,0,"1","160","D","1","D",140,"D","04","D",
"20162","03341972",16,0,"1","160","D","1","D",15,"D","04","D",
"20162","03341972",17,0,"1","410","D","1","D",20,"D","04","D",
"20162","03341982",36,0,"1","510","D","1","D",33,"D","02","D",
"20162","03341982",37,0,"1","350","D","1","D",10,"D","13","D",
"20162","03342012",16,0,"1","600","D","1","D",400,"D","04","D",
"20162","03342082",26,0,"1","370","D","1","D",12,"D","02","D",
"20162","03342082",27,0,"1","370","D","1","D",12,"D","03","D",
"20162","03342082",28,0,"1","370","D","1","D",12,"D","04","D",
"20162","03342112",29,0,"1","600","D","1","D",1450,"D","02","D",
"20162","03342112",30,0,"1","150","D","1","D",42,"D","04","D",
"20162","03342162",12,0,"1","830","D","1","D",40,"D","13","D",
"20162","03342162",13,0,"1","360","D","1","D",26,"D","13","D",
"20162","03342162",14,0,"1","330","D","1","D",10,"D","13","D",
"20162","03342192",25,0,"1","600","D","2","D",145,"D","03","D",
"20162","03342192",26,0,"1","350","D","1","D",5,"D","03","D",
"20162","03342212",28,0,"1","510","D","1","D",50,"D","04","D",
"20162","03342224",14,0,"1","370","D","1","D",60,"D","03","D",
"20162","03342242",17,0,"1","830","D","1","D",35,"D","13","D",
"20162","03342242",18,0,"1","840","D","1","D",50,"D","03","D",
"20162","03342252",29,0,"1","510","D","1","D",50,"D","02","D",
"20162","03342262",14,0,"1","340","D","1","D",25,"D","04","D",
"20162","03342322",34,0,"1","500","D","1","D",165,"D","03","D",
"20162","03342382",7,0,"1","510","D","1","D",30,"D","02","D",
"20162","03342402",32,0,"1","840","D","1","D",110,"D","03","D",
"20162","03342402",33,0,"1","510","D","1","D",200,"D","04","D",
"20162","03342412",18,0,"1","210","D","1","D",15,"D","03","D",
"20162","03342412",19,0,"1","360","D","1","D",20,"D","13","D",
"20162","03342422",19,0,"1","160","D","1","D",30,"D","03","D",
"20162","03342422",20,0,"1","210","D","1","D",30,"D","04","D",
"20162","03342442",12,0,"1","360","D","1","D",10,"D","13","D",
"20162","03342472",21,0,"1","830","D","1","D",40,"D","13","D",
"20162","03342482",22,0,"1","510","D","1","D",20,"D","02","D",
"20162","03342482",23,0,"1","510","D","1","D",20,"D","03","D",
"20162","03342482",24,0,"1","510","D","1","D",20,"D","04","D",
"20162","03342492",21,0,"1","510","D","1","D",30,"D","02","D",
"20162","03342492",22,0,"1","510","D","1","D",30,"D","03","D",
"20162","03342492",23,0,"1","510","D","1","D",30,"D","04","D",
"20162","03342492",24,0,"2","600","D","1","D",20,"D","02","D",
"20162","03342522",25,0,"1","840","D","1","D",55,"D","02","D",
"20162","03342522",26,0,"1","360","D","1","D",14,"D","13","D",
"20162","03342552",28,0,"1","510","D","1","D",50,"D","04","D",
"20162","03342552",29,0,"1","360","D","1","D",18,"D","13","D",
"20162","03342552",30,0,"1","350","D","1","D",10,"D","03","D",
"20162","03342552",31,0,"1","350","D","1","D",5,"D","04","D",
"20162","03342552",32,0,"2","350","D","1","D",5,"D","02","D",
"20162","03342702",21,0,"1","600","D","1","D",40,"D","04","D",
"20162","03342712",17,0,"1","360","D","1","D",8,"D","04","D",
"20162","03342712",18,0,"2","350","D","1","D",5,"D","02","D",
"20162","03342772",27,0,"1","510","D","1","D",10,"D","03","D",
"20162","03342772",28,0,"1","510","D","1","D",20,"D","04","D",
"20162","03342772",29,0,"1","410","D","1","D",15,"D","02","D",
"20162","03342772",30,0,"1","410","D","1","D",15,"D","03","D",
"20162","03342772",31,0,"1","410","D","1","D",20,"D","04","D",
"20162","03342862",17,0,"1","360","D","1","D",10,"D","13","D",
"20162","03342862",18,0,"1","360","D","1","D",8,"D","13","D",
"20162","03342862",19,0,"1","360","D","1","D",9,"D","13","D",
"20162","03342862",20,0,"2","610","D","1","D",50,"D","02","D",
"20162","03342902",44,0,"2","150","D","1","D",75,"D","02","D",
"20162","03343082",29,0,"1","510","D","1","D",20,"D","03","D",
"20162","03343082",30,0,"1","510","D","1","D",20,"D","04","D",
"20162","03343102",27,0,"1","510","D","1","D",33,"D","04","D",
"20162","03343102",28,0,"1","360","D","1","D",9,"D","13","D",
"20162","03343102",29,0,"2","200","D","1","D",16,"D","02","D",
"20162","03343152",32,0,"1","830","D","1","D",11,"D","13","D",
"20162","03343152",33,0,"1","360","D","1","D",12,"D","13","D",
"20162","03343152",34,0,"2","510","D","1","D",400,"D","02","D",
"20162","03343162",17,0,"1","830","D","1","D",20,"D","13","D",
"20162","03343212",15,0,"1","360","D","1","D",8,"D","13","D",
"20162","03343232",61,0,"1","150","D","1","D",21,"D","04","D",
"20162","03343232",62,0,"1","350","D","1","D",6,"D","02","D",
"20162","03343232",63,0,"1","350","D","1","D",6,"D","03","D",
"20162","03343232",64,0,"1","350","D","1","D",6,"D","04","D",
"20162","03343252",48,0,"1","510","D","1","D",20,"D","02","D",
"20162","03343252",49,0,"1","510","D","1","D",20,"D","03","D",
"20162","03343252",50,0,"1","510","D","1","D",20,"D","04","D",
"20162","03343293",37,0,"1","610","D","1","D",280,"D","02","D",
"20162","03343293",38,0,"1","350","D","1","D",10,"D","04","D",
"20162","03343293",39,0,"1","360","D","1","D",10,"D","13","D",
"20162","03343293",40,0,"2","840","D","1","D",110,"D","02","D",
"20162","03343293",41,0,"2","370","D","1","D",90,"D","02","D",
"20162","03343302",37,0,"1","830","D","1","D",15,"D","13","D",
"20162","03343302",38,0,"1","600","D","1","D",74,"D","04","D",
"20162","03343302",39,0,"1","600","D","1","D",45,"D","02","D",
"20162","03343302",40,0,"1","510","D","1","D",25,"D","03","D",
"20162","03343302",41,0,"1","510","D","1","D",26,"D","04","D",
"20162","03343302",42,0,"1","360","D","1","D",12,"D","13","D",
"20162","03343302",43,0,"1","410","D","1","D",25,"D","04","D",
"20162","03343312",18,0,"1","510","D","1","D",116,"D","02","D",
"20162","03343312",19,0,"1","510","D","1","D",116,"D","03","D",
"20162","03343312",20,0,"1","510","D","1","D",116,"D","04","D",
"20162","03343334",16,0,"1","310","D","1","D",50,"D","04","D",
"20162","03343334",17,0,"1","360","D","1","D",8,"D","13","D",
"20162","03343342",25,0,"1","150","D","1","D",28,"D","04","D",
"20162","03343382",37,0,"1","340","D","1","D",20,"D","03","D",
"20162","03343382",38,0,"1","340","D","1","D",25,"D","03","D",
"20162","03343382",39,0,"1","370","D","1","D",20,"D","03","D",
"20162","03343452",24,0,"2","500","D","1","D",56,"D","02","D",
"20162","03343452",25,0,"2","510","D","1","D",12,"D","02","D",
"20162","03343502",40,0,"1","150","D","1","D",12,"D","02","D",
"20162","03343512",24,0,"1","360","D","1","D",9,"D","13","D",
"20162","03343512",25,0,"2","340","D","1","D",9,"D","02","D",
"20162","03343532",16,0,"1","150","D","1","D",75,"D","04","D",
"20162","03343552",23,0,"1","150","D","1","D",13,"D","02","D",
"20162","03343552",24,0,"1","150","D","1","D",12,"D","02","D",
"20162","03343632",31,0,"1","950","D","1","D",400,"D","02","D",
"20162","03343632",32,0,"1","950","D","1","D",400,"D","03","D",
"20162","03343632",33,0,"1","950","D","1","D",400,"D","04","D",
"20162","03343632",34,0,"1","510","D","1","D",50,"D","04","D",
"20162","03343632",35,0,"1","360","D","1","D",15,"D","13","D",
"20162","03343692",40,0,"1","500","D","1","D",14,"D","04","D",
"20162","03343692",41,0,"1","160","D","1","D",4,"D","04","D",
"20162","03343762",12,0,"1","830","D","1","D",35,"D","13","D",
"20162","03343762",13,0,"1","500","D","1","D",30,"D","02","D",
"20162","03343762",14,0,"1","500","D","1","D",30,"D","02","D",
"20162","03343762",15,0,"1","500","D","1","D",30,"D","02","D",
"20162","03343762",16,0,"1","330","D","1","D",10,"D","13","D",
"20162","03343772",35,0,"2","510","D","1","D",27,"D","02","D",
"20162","03343802",13,0,"1","830","D","1","D",160,"D","13","D",
"20162","03343802",14,0,"1","360","D","1","D",8,"D","13","D",
"20162","03343842",35,0,"1","800","D","1","D",225,"D","13","D",
"20162","03343882",36,0,"1","830","D","1","D",35,"D","13","D",
"20162","03343882",37,0,"1","820","D","1","D",500,"D","03","D",
"20162","03343882",38,0,"1","500","D","1","D",300,"D","03","D",
"20162","03343882",39,0,"1","500","D","1","D",200,"D","04","D",
"20162","03343882",40,0,"1","160","D","1","D",20,"D","03","D",
"20162","03343882",41,0,"1","150","D","1","D",40,"D","03","D",
"20162","03343882",42,0,"1","210","D","1","D",8,"D","04","D",
"20162","03343882",43,0,"1","320","D","1","D",120,"D","03","D",
"20162","03343882",44,0,"1","350","D","1","D",20,"D","13","D",
"20162","03343902",29,0,"1","840","D","1","D",40,"D","03","D",
"20162","03343902",30,0,"1","510","D","1","D",60,"D","04","D",
"20162","03343902",31,0,"2","510","D","1","D",80,"D","02","D",
"20162","03343942",25,0,"1","360","D","1","D",10,"D","13","D",
"20162","03344082",23,0,"1","610","D","1","D",54,"D","04","D",
"20162","03344112",27,0,"1","150","D","1","D",70,"D","04","D",
"20162","03344112",28,0,"1","210","D","1","D",14,"D","02","D",
"20162","03344112",29,0,"1","210","D","1","D",14,"D","03","D",
"20162","03344112",30,0,"1","210","D","1","D",14,"D","04","D",
"20162","03344132",28,0,"1","160","D","1","D",8,"D","03","D",
"20162","03344132",29,0,"1","160","D","1","D",8,"D","04","D",
"20162","03344132",30,0,"2","160","D","1","D",8,"D","02","D",
"20162","03344152",22,0,"1","830","D","1","D",90,"D","13","D",
"20162","03344162",30,0,"1","370","D","1","D",7,"D","04","D",
"20162","03344184",31,0,"1","150","D","1","D",50,"D","03","D",
"20162","03344222",19,0,"1","200","D","1","D",350,"D","02","D",
"20162","03344222",20,0,"1","200","D","1","D",320,"D","03","D",
"20162","03344222",21,0,"1","200","D","1","D",120,"D","04","D",
"20162","03344222",22,0,"1","360","D","1","D",168,"F","13","D",
"20162","03344262",33,0,"1","830","D","1","D",10,"D","13","D",
"20162","03344262",34,0,"1","510","D","1","D",20,"D","02","D",
"20162","03344262",35,0,"1","510","D","1","D",20,"D","03","D",
"20162","03344262",36,0,"1","510","D","1","D",20,"D","04","D",
"20162","03344262",37,0,"1","160","D","1","D",24,"D","04","D",
"20162","03344262",38,0,"1","150","D","1","D",58,"D","02","D",
"20162","03344262",39,0,"1","150","D","1","D",58,"D","03","D",
"20162","03344262",40,0,"2","510","D","1","D",50,"D","02","D",
"20162","03344262",41,0,"2","210","D","1","D",22,"D","02","D",
"20162","03344282",11,0,"1","830","D","1","D",20,"D","13","D",
"20162","03344322",18,0,"1","830","D","1","D",60,"D","13","D",
"20162","03344322",19,0,"1","350","D","1","D",9,"D","13","D",
"20162","03344322",20,0,"1","350","D","1","D",9,"D","13","D",
"20162","03344332",35,0,"1","360","D","1","D",9,"D","13","D",
"20162","03344342",52,0,"1","210","D","1","D",33,"D","02","D",
"20162","03344372",32,0,"1","610","D","1","D",40,"D","02","D",
"20162","03344372",33,0,"1","370","D","1","D",60,"D","03","D",
"20162","03344412",18,0,"1","360","D","1","D",15,"D","13","D",
"20162","03344412",19,0,"1","360","D","1","D",15,"D","13","D",
"20162","03344422",33,0,"1","510","D","1","D",25,"D","02","D",
"20162","03344422",34,0,"1","510","D","1","D",25,"D","03","D",
"20162","03344422",35,0,"1","510","D","1","D",25,"D","04","D",
"20162","03344422",36,0,"1","360","D","1","D",11,"D","13","D",
"20162","03344492",17,0,"1","340","D","1","D",100,"D","03","D",
"20162","03344492",18,0,"1","360","D","1","D",8,"D","13","D",
"20162","03344492",19,0,"1","410","D","1","D",10,"D","02","D",
"20162","03344572",53,0,"1","840","D","1","D",55,"D","02","D",
"20162","03344572",54,0,"1","510","D","1","D",69,"D","03","D",
"20162","03344572",55,0,"2","360","D","1","D",10,"D","02","D",
"20162","03344682",20,0,"1","830","D","1","D",31,"D","13","D",
"20162","03344682",21,0,"1","610","D","1","D",130,"D","02","D",
"20162","03344682",22,0,"1","600","D","1","D",40,"D","04","D",
"20162","03344682",23,0,"2","830","D","1","D",417,"D","02","D",
"20162","03344802",20,0,"1","360","D","1","D",20,"D","13","D",
"20162","03344862",29,0,"1","830","D","1","D",100,"D","13","D",
"20162","03344862",30,0,"1","610","D","1","D",35,"D","04","D",
"20162","03344862",31,0,"1","500","D","1","D",85,"D","04","D",
"20162","03344862",32,0,"1","360","D","1","D",10,"D","13","D",
"20162","03344882",41,0,"1","840","D","1","D",30,"D","04","D",
"20162","03344882",42,0,"1","160","D","1","D",5,"D","02","D",
"20162","03344882",43,0,"1","160","D","1","D",5,"D","03","D",
"20162","03344882",44,0,"1","160","D","1","D",5,"D","04","D",
"20162","03344882",45,0,"2","160","D","1","D",5,"D","02","D",
"20162","03344922",14,0,"1","830","D","1","D",40,"F","13","D",
"20162","03344932",65,0,"1","830","D","1","D",79,"D","02","D",
"20162","03344932",66,0,"1","830","D","1","D",79,"D","03","D",
"20162","03344932",67,0,"1","210","D","1","D",90,"D","03","D",
"20162","03344932",68,0,"1","320","D","1","D",25,"D","04","D",
"20162","03344932",69,0,"1","360","D","1","D",8,"D","13","D",
"20162","03344932",70,0,"1","400","D","1","D",30,"D","04","D",
"20162","03344932",71,0,"1","400","D","1","D",30,"D","03","D",
"20162","03344932",72,0,"2","320","D","1","D",20,"D","02","D",
"20162","03344932",73,0,"2","320","D","1","D",20,"D","02","D",
"20162","03344982",15,0,"1","350","D","1","D",5,"D","13","D",
"20162","03344992",29,0,"1","510","D","1","D",40,"D","03","D",
"20162","03344992",30,0,"1","350","D","1","D",10,"D","13","D",
"20162","03345022",27,0,"1","350","D","1","D",12,"D","03","D",
"20162","03345052",17,0,"1","830","D","1","D",21,"D","13","D",
"20162","03345052",18,0,"1","510","D","1","D",16,"D","02","D",
"20162","03345052",19,0,"1","510","D","1","D",16,"D","03","D",
"20162","03345052",20,0,"1","360","D","1","D",8,"D","13","D",
"20162","03345052",21,0,"1","320","D","1","D",66,"D","03","D",
"20162","03345092",27,0,"1","510","D","1","D",75,"D","02","D",
"20162","03345092",28,0,"1","510","D","1","D",100,"D","04","D",
"20162","03345092",29,0,"1","360","D","1","D",20,"D","13","D",
"20162","03345092",30,0,"2","150","D","1","D",10,"D","02","D",
"20162","03345102",21,0,"1","830","D","1","D",102,"D","13","D",
"20162","03345102",22,0,"1","360","D","1","D",10,"D","13","D",
"20162","03345142",33,0,"1","150","D","1","D",103,"D","03","D",
"20162","03345142",34,0,"1","150","D","2","D",18,"D","04","D",
"20162","03345142",35,0,"1","150","D","2","D",20,"D","04","D",
"20162","03345192",21,0,"1","510","D","1","D",300,"D","04","D",
"20162","03345222",68,0,"1","610","D","1","D",25,"D","02","D",
"20162","03345222",69,0,"1","610","D","1","D",25,"D","03","D",
"20162","03345222",70,0,"1","610","D","1","D",25,"D","04","D",
