"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","RENTCODE","RENT_ODE","BSNSPCTZ","BSNS_CTZ","QADRENTX","QADR_NTX","ANYVACAT","ANYV_CAT"
"20161","03331951",49,0,"1","105","D",.,"A",350,"D","2","D"
"20161","03332361",37,0,"1","105","D",.,"A",297,"F","1","D"
"20161","03332421",42,0,"1","105","D",.,"A",39,"D","2","D"
"20161","03332501",7,0,"1","105","D",.,"A",36,"D","2","D"
"20161","03332661",52,0,"1","105","D",.,"A",500,"D","1","D"
"20161","03333271",25,0,"1","105","D",.,"A",50,"D","2","D"
"20161","03333271",26,0,"1","105","D",.,"A",399,"D","1","D"
"20161","03334551",29,0,"1","105","D",.,"A",60,"D","2","D"
"20161","03334821",31,0,"1","105","D",.,"A",735,"D","1","D"
"20161","03335411",15,0,"1","105","D",.,"A",461,"D","2","D"
"20161","03335411",16,0,"1","105","D",.,"A",299,"D","2","D"
"20161","03335541",19,0,"1","105","D",.,"A",463,"D","1","D"
"20161","03336041",16,0,"1","105","D",.,"A",72,"D","2","D"
"20161","03336363",27,0,"1","105","D",.,"A",500,"D","1","D"
"20161","03336363",28,0,"1","105","D",.,"A",300,"D","1","D"
"20161","03336761",53,0,"1","105","D",.,"A",260,"D","1","D"
"20161","03336824",39,0,"1","105","D",.,"A",1341,"D","2","D"
"20161","03336824",40,0,"1","105","D",.,"A",350,"D","1","D"
"20161","03337181",22,0,"1","105","D",.,"A",238,"D","1","D"
"20161","03339151",13,0,"1","105","D",.,"A",439,"D","2","D"
"20161","03339701",11,0,"1","105","D",.,"A",800,"D","2","D"
"20161","03340261",22,0,"1","105","D",.,"A",450,"D","1","D"
"20161","03340371",17,0,"1","105","D",.,"A",439,"D","2","D"
"20161","03340601",34,0,"1","105","D",.,"A",280,"D","1","D"
"20161","03341211",44,0,"1","130","D",.,"A",105,"D","2","D"
"20161","03341651",19,0,"1","105","D",.,"A",350,"D","1","D"
"20161","03341701",17,0,"1","105","D",.,"A",600,"D","2","D"
"20161","03341841",45,0,"1","105","D",.,"A",70,"D","1","D"
"20161","03343071",44,0,"1","105","D",.,"A",200,"D","1","D"
"20161","03343351",17,0,"1","105","D",.,"A",810,"D","2","D"
"20161","03343941",23,0,"1","105","D",.,"A",560,"D","1","D"
"20161","03344681",13,0,"1","105","D",.,"A",720,"D","2","D"
"20161","03344931",49,0,"1","105","D",.,"A",320,"D","1","D"
"20161","03345591",24,0,"1","105","D",.,"A",250,"D","2","D"
"20161","03347031",18,0,"1","105","D",.,"A",350,"D","1","D"
"20161","03347151",71,0,"1","105","D",.,"A",218,"D","2","D"
"20161","03347583",16,0,"1","105","D",.,"A",1000,"D","1","D"
"20161","03348381",19,0,"1","105","D",.,"A",600,"D","2","D"
"20161","03348491",17,0,"1","105","D",.,"A",174,"D","1","D"
"20161","03349791",21,0,"1","105","D",.,"A",120,"D","2","D"
"20161","03350691",8,0,"1","105","D",.,"A",240,"D","1","D"
"20161","03350811",19,0,"1","105","D",.,"A",150,"D","1","D"
"20161","03352061",15,0,"1","105","D",.,"A",120,"D","1","D"
"20161","03352341",22,0,"1","105","D",.,"A",350,"D","1","D"
"20161","03352621",31,0,"1","105","D",.,"A",400,"D","1","D"
"20161","03352721",22,0,"1","105","D",.,"A",600,"D","1","D"
"20161","03354131",21,0,"1","105","D",.,"A",30,"D","2","D"
"20161","03354481",40,0,"1","105","D",.,"A",100,"D","1","D"
"20161","03354571",33,0,"1","105","D",.,"A",250,"D","1","D"
"20161","03354631",33,0,"1","105","D",.,"A",272,"D","1","D"
"20161","03355284",20,0,"1","105","D",.,"A",150,"D","2","D"
"20161","03355381",49,0,"1","105","D",.,"A",430,"D","1","D"
"20161","03355671",28,0,"1","105","D",.,"A",500,"D","1","D"
"20162","03184984",53,0,"1","105","D",.,"A",100,"D","2","D"
"20162","03186094",50,0,"1","105","D",.,"A",443,"D","1","D"
"20162","03187554",57,0,"1","105","D",.,"A",60,"D","2","D"
"20162","03189554",54,0,"1","105","D",.,"A",50,"D","1","D"
"20162","03190104",20,0,"1","105","D",.,"A",75,"D","1","D"
"20162","03190104",21,0,"1","105","D",.,"A",40,"D","1","D"
"20162","03191464",40,0,"1","105","D",.,"A",115,"D","2","D"
"20162","03192224",5,0,"1","105","D",.,"A",270,"D","1","D"
"20162","03192224",6,0,"1","105","D",.,"A",810,"D","1","D"
"20162","03192744",40,0,"1","105","D",.,"A",1200,"D","1","D"
"20162","03192974",45,0,"1","105","D",.,"A",200,"D","1","D"
"20162","03193574",38,0,"1","105","D",.,"A",720,"D","2","D"
"20162","03193734",49,0,"1","105","D",.,"A",422,"D","1","D"
"20162","03195074",31,0,"1","105","D",.,"A",67,"D","2","D"
"20162","03206474",40,0,"1","200","D",.,"A",250,"D","1","D"
"20162","03207104",32,0,"1","105","D",.,"A",20,"D","1","D"
"20162","03207804",28,0,"1","105","D",.,"A",250,"D","1","D"
"20162","03208084",22,0,"1","105","D",.,"A",1,"D","2","D"
"20162","03208124",34,0,"1","105","D",.,"A",250,"D","1","D"
"20162","03208144",14,0,"1","105","D",.,"A",437,"D","2","D"
"20162","03208594",33,0,"1","105","D",.,"A",300,"D","1","D"
"20162","03208704",28,0,"1","105","D",.,"A",102,"D","1","D"
"20162","03209594",42,0,"1","105","D",.,"A",472,"D","1","D"
"20162","03209914",12,0,"1","105","D",.,"A",21,"D","2","D"
"20162","03210704",26,0,"1","105","D",.,"A",41,"D","2","D"
"20162","03210704",27,0,"1","105","D",.,"A",20,"D","2","D"
"20162","03211284",20,0,"1","105","D",.,"A",75,"D","1","D"
"20162","03211554",43,0,"1","105","D",.,"A",300,"D","1","D"
"20162","03212154",34,0,"1","105","D",.,"A",160,"D","2","D"
"20162","03212304",36,0,"1","105","D",.,"A",150,"D","1","D"
"20162","03212864",25,0,"1","105","D",.,"A",200,"D","1","D"
"20162","03213844",27,0,"1","105","D",.,"A",118,"D","1","D"
"20162","03214774",49,0,"1","105","D",1,"D",0,"D","2","D"
"20162","03215554",39,0,"1","105","D",.,"A",235,"D","1","D"
"20162","03228294",8,0,"1","105","D",.,"A",228,"D","1","D"
"20162","03229704",26,0,"1","105","D",.,"A",50,"D","2","D"
"20162","03229984",17,0,"1","105","D",.,"A",30,"D","2","D"
"20162","03229984",18,0,"1","105","D",.,"A",90,"D","2","D"
"20162","03230694",38,0,"1","180","D",.,"A",30,"D","2","D"
"20162","03231134",45,0,"1","105","D",.,"A",230,"D","2","D"
"20162","03231534",30,0,"1","105","D",.,"A",420,"D","1","D"
"20162","03234164",60,0,"1","105","D",.,"A",120,"D","1","D"
"20162","03234164",61,0,"1","105","D",.,"A",200,"D","1","D"
"20162","03234204",41,0,"1","200","D",.,"A",400,"D","1","D"
"20162","03234724",45,0,"1","105","D",.,"A",93,"D","1","D"
"20162","03234834",47,0,"1","105","D",.,"A",21,"D","1","D"
"20162","03235364",43,0,"1","105","D",.,"A",350,"D","1","D"
"20162","03236784",36,0,"1","105","D",.,"A",150,"D","1","D"
"20162","03237794",32,0,"1","105","D",1,"D",0,"D","2","D"
"20162","03249373",29,0,"1","105","D",0.1,"D",117,"D","2","D"
"20162","03249613",27,0,"1","105","D",.,"A",200,"D","1","D"
"20162","03250983",13,0,"1","105","D",.,"A",130,"D","2","D"
"20162","03252733",45,0,"1","105","D",.,"A",75,"D","1","D"
"20162","03252773",14,0,"1","105","D",.,"A",51,"D","1","D"
"20162","03252883",39,0,"1","105","D",.,"A",75,"D","2","D"
"20162","03252913",45,0,"1","105","D",.,"A",150,"D","1","D"
"20162","03255213",31,0,"1","105","D",.,"A",69,"D","2","D"
"20162","03255483",31,0,"1","105","D",.,"A",50,"D","2","D"
"20162","03256423",75,0,"1","105","D",0.5,"D",122,"D","1","D"
"20162","03256423",76,0,"1","105","D",0.5,"D",99,"D","1","D"
"20162","03256503",59,0,"1","105","D",.,"A",990,"D","2","D"
"20162","03256733",82,0,"1","105","D",.,"A",860,"D","1","D"
"20162","03256883",40,0,"1","105","D",.,"A",450,"D","1","D"
"20162","03257873",33,0,"1","105","D",.,"A",700,"D","2","D"
"20162","03259863",9,0,"1","105","D",.,"A",1291,"D","1","D"
"20162","03271893",30,0,"1","105","D",.,"A",40,"D","2","D"
"20162","03272633",20,0,"1","105","D",.,"A",45,"D","2","D"
"20162","03272723",38,0,"1","105","D",.,"A",200,"D","2","D"
"20162","03273374",37,0,"1","105","D",.,"A",100,"D","1","D"
"20162","03276463",24,0,"1","130","D",.,"A",220,"D","1","D"
"20162","03279293",51,0,"1","105","D",.,"A",160,"D","1","D"
"20162","03281413",63,0,"1","105","D",.,"A",100,"D","2","D"
"20162","03292203",36,0,"1","105","D",.,"A",550,"D","1","D"
"20162","03292223",49,0,"1","105","D",.,"A",900,"D","1","D"
"20162","03292923",33,0,"1","105","D",.,"A",125,"D","2","D"
"20162","03293303",30,0,"1","105","D",.,"A",146,"D","1","D"
"20162","03293443",37,0,"1","105","D",.,"A",46,"D","1","D"
"20162","03293583",38,0,"1","105","D",.,"A",485,"D","1","D"
"20162","03293783",9,0,"1","105","D",.,"A",182,"D","1","D"
"20162","03294353",35,0,"1","105","D",.,"A",150,"D","1","D"
"20162","03294613",21,0,"1","105","D",.,"A",160,"D","2","D"
"20162","03294913",54,0,"1","200","D",.,"A",42,"D","2","D"
"20162","03294933",15,0,"1","105","D",.,"A",200,"D","1","D"
"20162","03296003",50,0,"1","105","D",1,"D",0,"D","1","D"
"20162","03296523",41,0,"1","105","D",.,"A",240,"D","1","D"
"20162","03296713",31,0,"1","105","D",0.3,"D",455,"D","1","D"
"20162","03299483",34,0,"1","105","D",.,"A",400,"D","1","D"
"20162","03299483",35,0,"1","105","D",.,"A",250,"D","1","D"
"20162","03300073",61,0,"1","105","D",1,"D",0,"D","1","D"
"20162","03300823",62,0,"1","105","D",.,"A",1100,"D","1","D"
"20162","03301093",38,0,"1","105","D",.,"A",80,"D","1","D"
"20162","03301203",38,0,"1","105","D",.,"A",200,"D","1","D"
"20162","03301203",39,0,"1","105","D",.,"A",50,"D","1","D"
"20162","03301963",32,0,"1","105","D",.,"A",96,"D","1","D"
"20162","03302063",37,0,"1","105","D",.,"A",400,"D","1","D"
"20162","03302243",36,0,"1","105","D",.,"A",80,"D","1","D"
"20162","03302393",35,0,"1","200","D",.,"A",47,"D","2","D"
"20162","03302423",53,0,"1","105","D",.,"A",83,"D","1","D"
"20162","03303043",33,0,"1","105","D",.,"A",184,"D","1","D"
"20162","03303043",34,0,"1","105","D",.,"A",237,"D","1","D"
"20162","03325032",16,0,"1","105","D",.,"A",300,"D","1","D"
"20162","03326892",20,0,"1","105","D",.,"A",174,"D","1","D"
"20162","03327672",53,0,"1","105","D",.,"A",1400,"D","1","D"
"20162","03327682",8,0,"1","105","D",.,"A",450,"D","2","D"
"20162","03328192",8,0,"1","105","D",.,"A",500,"D","2","D"
"20162","03328242",26,0,"1","105","D",.,"A",120,"D","1","D"
"20162","03328882",16,0,"1","105","D",.,"A",1,"D","2","D"
"20162","03330062",23,0,"1","105","D",.,"A",60,"D","1","D"
"20162","03331952",44,0,"1","105","D",.,"A",300,"D","1","D"
"20162","03332662",47,0,"1","105","D",.,"A",440,"D","1","D"
"20162","03333272",34,0,"1","105","D",.,"A",206,"D","2","D"
"20162","03333662",32,0,"1","105","D",.,"A",300,"D","1","D"
"20162","03334562",61,0,"1","105","D",.,"A",143,"D","2","D"
"20162","03336612",15,0,"1","105","D",.,"A",80,"D","1","D"
"20162","03337182",43,0,"1","105","D",.,"A",600,"D","1","D"
"20162","03337952",23,0,"1","105","D",.,"A",300,"D","1","D"
"20162","03338232",51,0,"1","105","D",.,"A",260,"D","1","D"
"20162","03339642",15,0,"1","105","D",.,"A",200,"D","1","D"
"20162","03339652",24,0,"1","105","D",.,"A",200,"D","1","D"
"20162","03340102",24,0,"1","105","D",.,"A",150,"D","1","D"
"20162","03340282",44,0,"1","105","D",.,"A",417,"D","1","D"
"20162","03340372",28,0,"1","105","D",.,"A",439,"D","1","D"
"20162","03340972",44,0,"1","105","D",.,"A",238,"D","1","D"
"20162","03341842",53,0,"1","105","D",.,"A",123,"D","1","D"
"20162","03342412",16,0,"1","105","D",.,"A",250,"D","2","D"
"20162","03342592",28,0,"1","105","D",.,"A",240,"D","1","D"
"20162","03343293",36,0,"1","105","D",.,"A",178,"D","1","D"
"20162","03344342",51,0,"1","105","D",.,"A",96,"D","1","D"
"20162","03344682",18,0,"1","105","D",.,"A",690,"D","2","D"
"20162","03344742",21,0,"1","105","D",.,"A",90,"D","1","D"
"20162","03347032",40,0,"1","105","D",.,"A",350,"D","1","D"
"20162","03347642",38,0,"1","105","D",.,"A",300,"D","2","D"
"20162","03349212",26,0,"1","105","D",.,"A",400,"D","1","D"
"20162","03349492",10,0,"1","105","D",.,"A",1500,"D","2","D"
"20162","03349862",11,0,"1","105","D",.,"A",150,"D","1","D"
"20162","03350132",36,0,"1","105","D",.,"A",306,"D","1","D"
"20162","03350422",20,0,"1","105","D",.,"A",30,"D","2","D"
"20162","03350832",11,0,"1","105","D",.,"A",309,"F","1","D"
"20162","03351552",39,0,"1","105","D",.,"A",90,"D","1","D"
"20162","03352012",7,0,"1","105","D",.,"A",1,"D","2","D"
"20162","03352342",53,0,"1","105","D",.,"A",100,"D","1","D"
"20162","03352872",33,0,"1","105","D",.,"A",100,"D","1","D"
"20162","03353052",33,0,"1","105","D",.,"A",1200,"D","2","D"
"20162","03353892",26,0,"1","105","D",.,"A",110,"D","2","D"
"20162","03354132",27,0,"1","105","D",.,"A",29,"D","1","D"
"20162","03354342",46,0,"1","200","D",.,"A",175,"D","2","D"
"20162","03354342",47,0,"1","160","D",.,"A",24,"D","1","D"
"20162","03355222",34,0,"1","105","D",.,"A",114,"D","2","D"
"20162","03355382",66,0,"1","105","D",.,"A",300,"D","1","D"
"20162","03388601",15,0,"1","105","D",.,"A",50,"D","2","D"
"20162","03388891",29,0,"1","105","D",.,"A",150,"D","2","D"
"20162","03388944",37,0,"1","105","D",.,"A",944,"D","1","D"
"20162","03389591",19,0,"1","170","D",.,"A",25,"D","2","D"
"20162","03389981",20,0,"1","105","D",.,"A",1200,"D","1","D"
"20162","03390331",21,0,"1","105","D",.,"A",200,"D","1","D"
"20162","03390331",22,0,"1","105","D",0.8,"D",50,"D","1","D"
"20162","03390891",7,0,"1","105","D",.,"A",110,"D","2","D"
"20162","03391441",8,0,"1","105","D",.,"A",80,"D","1","D"
"20162","03391641",37,0,"1","105","D",.,"A",250,"D","1","D"
"20162","03392551",11,0,"1","105","D",.,"A",400,"D","2","D"
"20162","03392691",16,0,"1","105","D",.,"A",250,"D","2","D"
"20162","03393811",60,0,"1","105","D",.,"A",808,"D","1","D"
"20162","03393951",19,0,"1","105","D",.,"A",30,"D","2","D"
"20162","03394141",15,0,"1","105","D",.,"A",300,"D","2","D"
"20162","03394351",42,0,"1","200","D",.,"A",500,"D","2","D"
"20162","03394841",47,0,"1","105","D",.,"A",250,"D","2","D"
"20162","03395121",22,0,"1","105","D",.,"A",190,"D","1","D"
"20162","03395591",26,0,"1","105","D",.,"A",1,"D","1","D"
"20162","03396051",52,0,"1","105","D",.,"A",920,"D","2","D"
"20162","03407841",22,0,"1","105","D",.,"A",600,"D","1","D"
"20162","03408241",47,0,"1","105","D",.,"A",260,"D","1","D"
"20162","03409071",28,0,"1","105","D",.,"A",150,"D","1","D"
"20162","03409931",12,0,"1","105","D",.,"A",300,"D","1","D"
"20162","03410441",7,0,"1","200","D",.,"A",215,"D","1","D"
"20162","03411051",60,0,"1","105","D",.,"A",250,"D","1","D"
"20162","03412751",15,0,"1","105","D",.,"A",290,"D","1","D"
"20162","03414361",31,0,"1","105","D",.,"A",430,"D","2","D"
"20162","03414731",13,0,"1","105","D",.,"A",500,"D","2","D"
"20162","03415011",23,0,"1","105","D",.,"A",200,"D","1","D"
"20162","03415221",7,0,"1","105","D",.,"A",275,"D","2","D"
"20162","03415561",35,0,"1","105","D",.,"A",800,"D","1","D"
"20162","03416371",29,0,"1","105","D",.,"A",150,"D","1","D"
"20162","03416591",40,0,"1","105","D",.,"A",235,"D","1","D"
"20162","03416591",41,0,"1","105","D",.,"A",135,"D","1","D"
"20162","03416601",10,0,"1","105","D",.,"A",2400,"D","2","D"
"20162","03416771",16,0,"1","105","D",.,"A",175,"D","1","D"
"20162","03417511",5,0,"1","105","D",.,"A",330,"F",,"C"
"20162","03417994",52,0,"1","105","D",.,"A",130,"D","2","D"
"20162","03418251",47,0,"1","105","D",.,"A",250,"D","1","D"
"20162","03418561",30,0,"1","105","D",.,"A",105,"D","2","D"
"20162","03419201",33,0,"1","105","D",.,"A",2,"D","2","D"
"20162","03419211",7,0,"1","105","D",.,"A",100,"D","1","D"
"20162","03419461",7,0,"1","200","D",.,"A",207,"F","2","D"
"20162","03419801",22,0,"1","105","D",.,"A",22,"D","1","D"
"20162","03420921",37,0,"1","105","D",.,"A",300,"D","1","D"
"20162","03421271",33,0,"1","105","D",.,"A",110,"D","1","D"
"20162","03421414",7,0,"1","105","D",.,"A",60,"D","2","D"
"20162","03421971",34,0,"1","105","D",.,"A",400,"D","1","D"
"20162","03422161",15,0,"1","105","D",.,"A",528,"D","1","D"
"20162","03423931",18,0,"1","105","D",.,"A",900,"D","1","D"
"20162","03424301",27,0,"1","105","D",.,"A",450,"D","2","D"
"20162","03424571",23,0,"1","105","D",.,"A",145,"D","1","D"
"20162","03425091",29,0,"1","105","D",.,"A",700,"D","1","D"
"20162","03425221",26,0,"1","105","D",.,"A",150,"D","1","D"
"20162","03425431",15,0,"1","105","D",.,"A",340,"D","2","D"
"20162","03425551",67,0,"1","105","D",.,"A",276,"D","1","D"
"20162","03425551",68,0,"1","200","D",.,"A",110,"D","2","D"
"20162","03425981",10,0,"1","105","D",.,"A",80,"D","1","D"
"20162","03426351",49,0,"1","105","D",.,"A",400,"D","1","D"
"20162","03426391",23,0,"1","105","D",.,"A",15,"D","2","D"
"20162","03427281",8,0,"1","105","D",.,"A",253,"D","2","D"
"20162","03428111",11,0,"1","120","D",.,"A",500,"D","2","D"
"20162","03428811",18,0,"1","105","D",.,"A",1200,"D","2","D"
"20163","03249614",22,0,"1","105","D",.,"A",135,"D","1","D"
"20163","03249784",27,0,"1","105","D",.,"A",500,"D","1","D"
"20163","03252914",44,0,"1","105","D",.,"A",150,"D","1","D"
"20163","03252914",45,0,"1","105","D",.,"A",300,"D","1","D"
"20163","03252914",46,0,"1","105","D",.,"A",50,"D","1","D"
"20163","03254194",32,0,"1","105","D",.,"A",500,"D","2","D"
"20163","03254324",44,0,"1","105","D",.,"A",850,"D","1","D"
"20163","03254874",17,0,"1","105","D",.,"A",600,"D","1","D"
"20163","03255204",34,0,"1","180","D",.,"A",58,"D","2","D"
"20163","03257464",41,0,"1","105","D",.,"A",180,"D","1","D"
"20163","03257674",32,0,"1","105","D",.,"A",250,"D","2","D"
"20163","03259864",16,0,"1","105","D",.,"A",200,"D","1","D"
"20163","03259904",31,0,"1","105","D",.,"A",336,"F","1","D"
"20163","03270104",44,0,"1","105","D",.,"A",539,"D","2","D"
"20163","03271544",27,0,"1","105","D",.,"A",205,"D","2","D"
"20163","03273134",8,0,"1","105","D",.,"A",1200,"D","2","D"
"20163","03273134",9,0,"1","180","D",.,"A",200,"D","1","D"
"20163","03274554",34,0,"1","105","D",.,"A",551,"D","1","D"
"20163","03276434",22,0,"1","105","D",.,"A",757,"D","1","D"
"20163","03276464",29,0,"1","120","D",.,"A",900,"D","1","D"
"20163","03276644",44,0,"1","105","D",.,"A",288,"D","1","D"
"20163","03278214",48,0,"1","105","D",.,"A",400,"D","1","D"
"20163","03279074",17,0,"1","105","D",.,"A",117,"D","2","D"
"20163","03279284",28,0,"1","105","D",.,"A",300,"D","1","D"
"20163","03279294",38,0,"1","105","D",.,"A",250,"D","1","D"
"20163","03280534",22,0,"1","105","D",.,"A",400,"D","1","D"
"20163","03280904",67,0,"1","105","D",.,"A",200,"D","2","D"
"20163","03281024",18,0,"1","105","D",.,"A",156,"D","1","D"
"20163","03281084",23,0,"1","105","D",.,"A",228,"D","1","D"
"20163","03293494",28,0,"1","160","D",.,"A",60,"D","2","D"
"20163","03293784",8,0,"1","105","D",.,"A",185,"D","1","D"
"20163","03294214",9,0,"1","105","D",.,"A",1800,"D","2","D"
"20163","03296524",28,0,"1","105","D",.,"A",377,"D","2","D"
"20163","03296844",10,0,"1","105","D",.,"A",110,"D","2","D"
"20163","03297034",30,0,"1","105","D",.,"A",300,"D","2","D"
"20163","03297184",34,0,"1","170","D",.,"A",70,"D","1","D"
