"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","RENTCODE","RENT_ODE","BSNSPCTZ","BSNS_CTZ","QADRENTX","QADR_NTX","ANYVACAT","ANYV_CAT"
"20161","03212613",39,0,"1","105","D",.,"A",90,"D","1","D"
"20161","03213403",20,0,"1","105","D",.,"A",150,"D","1","D"
"20161","03213683",13,0,"1","105","D",.,"A",250,"D","2","D"
"20161","03216043",8,0,"1","105","D",.,"A",130,"D","1","D"
"20161","03228283",40,0,"1","105","D",.,"A",1400,"D","2","D"
"20161","03228293",14,0,"1","105","D",.,"A",180,"D","1","D"
"20161","03228543",55,0,"1","105","D",.,"A",429,"D","1","D"
"20161","03228883",21,0,"1","105","D",.,"A",1200,"D","1","D"
"20161","03229103",43,0,"1","105","D",.,"A",45,"D","1","D"
"20161","03229533",21,0,"1","105","D",.,"A",297,"F","1","D"
"20161","03229713",12,0,"1","105","D",.,"A",300,"D","1","D"
"20161","03229863",46,0,"1","130","D",.,"A",70,"D","1","D"
"20161","03230283",8,0,"1","105","D",.,"A",200,"D","1","D"
"20161","03230673",42,0,"1","105","D",0.8,"D",167,"D","2","D"
"20161","03231613",39,0,"1","105","D",.,"A",120,"D","1","D"
"20161","03232763",35,0,"1","105","D",.,"A",290,"D","1","D"
"20161","03233303",18,0,"1","105","D",.,"A",250,"D","1","D"
"20161","03233743",34,0,"1","105","D",.,"A",265,"D","1","D"
"20161","03234163",68,0,"1","105","D",.,"A",180,"D","1","D"
"20161","03234343",65,0,"1","105","D",.,"A",220,"D","2","D"
"20161","03235783",42,0,"1","105","D",.,"A",550,"D","1","D"
"20161","03237793",40,0,"1","105","D",1,"D",0,"D","1","D"
"20161","03238013",13,0,"1","105","D",.,"A",112,"D","1","D"
"20161","03248882",38,0,"1","105","D",.,"A",1575,"D","2","D"
"20161","03249612",43,0,"1","105","D",.,"A",255,"D","1","D"
"20161","03249612",44,0,"1","105","D",.,"A",120,"D","1","D"
"20161","03249672",28,0,"1","105","D",.,"A",30,"D","2","D"
"20161","03251452",21,0,"1","105","D",.,"A",200,"D","2","D"
"20161","03252882",42,0,"1","105","D",.,"A",65,"D","2","D"
"20161","03253364",16,0,"1","105","D",.,"A",289,"D","1","D"
"20161","03255292",18,0,"1","105","D",.,"A",175,"D","1","D"
"20161","03257012",29,0,"1","105","D",.,"A",800,"D","1","D"
"20161","03258152",17,0,"1","105","D",.,"A",250,"D","1","D"
"20161","03259902",36,0,"1","105","D",.,"A",50,"D","1","D"
"20161","03273172",27,0,"1","105","D",.,"A",40,"D","1","D"
"20161","03273902",33,0,"1","105","D",.,"A",1200,"D","2","D"
"20161","03274572",25,0,"1","105","D",.,"A",300,"D","1","D"
"20161","03276182",29,0,"1","105","D",.,"A",800,"D","2","D"
"20161","03278022",34,0,"1","105","D",.,"A",60,"D","1","D"
"20161","03278242",61,0,"1","105","D",.,"A",400,"D","2","D"
"20161","03278642",39,0,"1","105","D",.,"A",500,"D","1","D"
"20161","03279292",24,0,"1","105","D",.,"A",297,"F","1","D"
"20161","03280532",29,0,"1","105","D",.,"A",390,"D","1","D"
"20161","03293662",18,0,"1","105","D",.,"A",120,"D","2","D"
"20161","03295742",45,0,"1","105","D",.,"A",438,"D","1","D"
"20161","03296002",46,0,"1","105","D",.,"A",340,"D","1","D"
"20161","03296102",26,0,"1","105","D",.,"A",600,"D","1","D"
"20161","03296522",36,0,"1","105","D",1,"D",0,"D","2","D"
"20161","03296922",29,0,"1","105","D",.,"A",354,"F","2","D"
"20161","03296972",17,0,"1","105","D",.,"A",189,"D","1","D"
"20161","03297004",21,0,"1","105","D",.,"A",100,"D","1","D"
"20161","03297292",27,0,"1","105","D",.,"A",100,"D","1","D"
"20161","03298163",26,0,"1","105","D",.,"A",350,"D","1","D"
"20161","03298163",27,0,"1","105","D",.,"A",270,"D","1","D"
"20161","03300012",15,0,"1","105","D",.,"A",1,"D","1","D"
"20161","03300092",55,0,"1","105","D",.,"A",102,"D","1","D"
"20161","03300822",68,0,"1","105","D",.,"A",250,"D","1","D"
"20161","03300922",26,0,"1","105","D",.,"A",85,"D","1","D"
"20161","03301202",48,0,"1","105","D",.,"A",200,"D","1","D"
"20161","03301292",32,0,"1","105","D",.,"A",55,"D","1","D"
"20161","03301322",23,0,"1","105","D",.,"A",150,"D","1","D"
"20161","03301962",38,0,"1","105","D",.,"A",120,"D","1","D"
"20161","03302242",42,0,"1","105","D",.,"A",250,"D","2","D"
"20161","03302422",59,0,"1","105","D",.,"A",110,"D","1","D"
"20161","03303042",37,0,"1","105","D",.,"A",195,"D","1","D"
"20161","03324791",36,0,"1","105","D",.,"A",800,"D","1","D"
"20161","03324831",32,0,"1","105","D",.,"A",65,"D","1","D"
"20161","03324831",33,0,"1","105","D",.,"A",193,"D","1","D"
"20161","03324831",34,0,"1","105","D",.,"A",118,"D","1","D"
"20161","03324881",22,0,"1","105","D",.,"A",1000,"D","1","D"
"20161","03324881",23,0,"1","170","D",.,"A",340,"D","1","D"
"20161","03326201",18,0,"1","105","D",.,"A",240,"D","1","D"
"20161","03326471",27,0,"1","105","D",.,"A",154,"D","1","D"
"20161","03326711",26,0,"1","105","D",.,"A",200,"D","2","D"
"20161","03326963",11,0,"1","200","D",.,"A",500,"D","1","D"
"20161","03327331",42,0,"1","105","D",.,"A",600,"D","1","D"
"20161","03327561",40,0,"1","105","D",.,"A",60,"D","1","D"
"20161","03328201",18,0,"1","105","D",.,"A",120,"D","1","D"
"20161","03329304",21,0,"1","105","D",.,"A",240,"D","1","D"
"20161","03329661",50,0,"1","105","D",.,"A",230,"D","1","D"
"20161","03329721",26,0,"1","105","D",.,"A",65,"D","1","D"
"20161","03330661",20,0,"1","105","D",.,"A",75,"D","1","D"
