category,share,own_price_change,own_quantity_change,realized_own_elasticity,contribution
non_durables,0.3077313553076907,0.0012709846724655752,-0.0014248642752283658,-1.1210711711135593,-0.3449887508831556
consumer_services,0.07159923550897916,0.00036942347231398796,0.00010725201136363438,0.2903226768235142,0.02078688171148404
utilities_public_services,0.19495560795015898,0.0005048818963101065,-0.00048316245308033245,-0.9569811407608213,-0.1865688400938626
housing,0.13161650601519279,0.0009353000438600352,-0.0005811427420754356,-0.6213436489076032,-0.0817790801039494
transportation,0.2717400741281504,0.0010947344951023215,-0.0009315925842621198,-0.8509758196438733,-0.23124423231128965
leisure,0.02235722108982796,0.0006106169888229332,-8.1404552988662e-05,-0.13331524421811938,-0.0029805583896289037
