NEWID,REFMO,REFYR,UCC,PUBFLAG,VALUE_,IMPNUM,VALUE
03502884,04,2017,800940,2,,1,248.6667
03502884,04,2017,800940,2,,2,248.6667
03502884,04,2017,800940,2,,3,248.6667
03502884,04,2017,800940,2,,4,248.6667
03502884,04,2017,800940,2,,5,248.6667
03502884,05,2017,800940,2,,1,248.6667
03502884,05,2017,800940,2,,2,248.6667
03502884,05,2017,800940,2,,3,248.6667
03502884,05,2017,800940,2,,4,248.6667
03502884,05,2017,800940,2,,5,248.6667
03502884,06,2017,800940,2,,1,248.6667
03502884,06,2017,800940,2,,2,248.6667
03502884,06,2017,800940,2,,3,248.6667
03502884,06,2017,800940,2,,4,248.6667
03502884,06,2017,800940,2,,5,248.6667
03502884,04,2017,900000,2,,1,3250
03502884,04,2017,900000,2,,2,3250
03502884,04,2017,900000,2,,3,3250
03502884,04,2017,900000,2,,4,3250
03502884,04,2017,900000,2,,5,3250
03502884,05,2017,900000,2,,1,3250
03502884,05,2017,900000,2,,2,3250
03502884,05,2017,900000,2,,3,3250
03502884,05,2017,900000,2,,4,3250
03502884,05,2017,900000,2,,5,3250
03502884,06,2017,900000,2,,1,3250
03502884,06,2017,900000,2,,2,3250
03502884,06,2017,900000,2,,3,3250
03502884,06,2017,900000,2,,4,3250
03502884,06,2017,900000,2,,5,3250
03502884,04,2017,900150,2,,1,194
03502884,04,2017,900150,2,,2,194
03502884,04,2017,900150,2,,3,194
03502884,04,2017,900150,2,,4,194
03502884,04,2017,900150,2,,5,194
03502884,05,2017,900150,2,,1,194
03502884,05,2017,900150,2,,2,194
03502884,05,2017,900150,2,,3,194
03502884,05,2017,900150,2,,4,194
03502884,05,2017,900150,2,,5,194
03502884,06,2017,900150,2,,1,194
03502884,06,2017,900150,2,,2,194
03502884,06,2017,900150,2,,3,194
03502884,06,2017,900150,2,,4,194
03502884,06,2017,900150,2,,5,194
03502884,04,2017,980000,2,,1,3444
03502884,04,2017,980000,2,,2,3444
03502884,04,2017,980000,2,,3,3444
03502884,04,2017,980000,2,,4,3444
03502884,04,2017,980000,2,,5,3444
03502884,05,2017,980000,2,,1,3444
03502884,05,2017,980000,2,,2,3444
03502884,05,2017,980000,2,,3,3444
03502884,05,2017,980000,2,,4,3444
03502884,05,2017,980000,2,,5,3444
03502884,06,2017,980000,2,,1,3444
03502884,06,2017,980000,2,,2,3444
03502884,06,2017,980000,2,,3,3444
03502884,06,2017,980000,2,,4,3444
03502884,06,2017,980000,2,,5,3444
03502924,04,2017,800940,2,,1,839.1667
03502924,04,2017,800940,2,,2,839.1667
03502924,04,2017,800940,2,,3,839.1667
03502924,04,2017,800940,2,,4,839.1667
03502924,04,2017,800940,2,,5,839.1667
03502924,05,2017,800940,2,,1,839.1667
03502924,05,2017,800940,2,,2,839.1667
03502924,05,2017,800940,2,,3,839.1667
03502924,05,2017,800940,2,,4,839.1667
03502924,05,2017,800940,2,,5,839.1667
03502924,06,2017,800940,2,,1,839.1667
03502924,06,2017,800940,2,,2,839.1667
03502924,06,2017,800940,2,,3,839.1667
03502924,06,2017,800940,2,,4,839.1667
03502924,06,2017,800940,2,,5,839.1667
03502924,04,2017,900000,2,,1,12510
03502924,04,2017,900000,2,,2,12510
03502924,04,2017,900000,2,,3,12510
03502924,04,2017,900000,2,,4,12510
03502924,04,2017,900000,2,,5,12510
03502924,05,2017,900000,2,,1,12510
03502924,05,2017,900000,2,,2,12510
03502924,05,2017,900000,2,,3,12510
03502924,05,2017,900000,2,,4,12510
03502924,05,2017,900000,2,,5,12510
03502924,06,2017,900000,2,,1,12510
03502924,06,2017,900000,2,,2,12510
03502924,06,2017,900000,2,,3,12510
03502924,06,2017,900000,2,,4,12510
03502924,06,2017,900000,2,,5,12510
03502924,04,2017,980000,2,,1,12510
03502924,04,2017,980000,2,,2,12510
03502924,04,2017,980000,2,,3,12510
03502924,04,2017,980000,2,,4,12510
03502924,04,2017,980000,2,,5,12510
03502924,05,2017,980000,2,,1,12510
03502924,05,2017,980000,2,,2,12510
03502924,05,2017,980000,2,,3,12510
03502924,05,2017,980000,2,,4,12510
03502924,05,2017,980000,2,,5,12510
03502924,06,2017,980000,2,,1,12510
03502924,06,2017,980000,2,,2,12510
03502924,06,2017,980000,2,,3,12510
03502924,06,2017,980000,2,,4,12510
03502924,06,2017,980000,2,,5,12510
03502944,04,2017,800940,2,,1,414.4167
03502944,04,2017,800940,2,,2,414.4167
03502944,04,2017,800940,2,,3,414.4167
03502944,04,2017,800940,2,,4,414.4167
03502944,04,2017,800940,2,,5,414.4167
03502944,05,2017,800940,2,,1,414.4167
03502944,05,2017,800940,2,,2,414.4167
03502944,05,2017,800940,2,,3,414.4167
03502944,05,2017,800940,2,,4,414.4167
03502944,05,2017,800940,2,,5,414.4167
03502944,06,2017,800940,2,,1,414.4167
03502944,06,2017,800940,2,,2,414.4167
03502944,06,2017,800940,2,,3,414.4167
03502944,06,2017,800940,2,,4,414.4167
03502944,06,2017,800940,2,,5,414.4167
03502944,04,2017,900000,2,,1,5416.6667
03502944,04,2017,900000,2,,2,5416.6667
03502944,04,2017,900000,2,,3,5416.6667
03502944,04,2017,900000,2,,4,5416.6667
03502944,04,2017,900000,2,,5,5416.6667
03502944,05,2017,900000,2,,1,5416.6667
03502944,05,2017,900000,2,,2,5416.6667
03502944,05,2017,900000,2,,3,5416.6667
03502944,05,2017,900000,2,,4,5416.6667
03502944,05,2017,900000,2,,5,5416.6667
03502944,06,2017,900000,2,,1,5416.6667
03502944,06,2017,900000,2,,2,5416.6667
03502944,06,2017,900000,2,,3,5416.6667
03502944,06,2017,900000,2,,4,5416.6667
03502944,06,2017,900000,2,,5,5416.6667
03502944,04,2017,980000,2,,1,5416.6667
03502944,04,2017,980000,2,,2,5416.6667
03502944,04,2017,980000,2,,3,5416.6667
03502944,04,2017,980000,2,,4,5416.6667
03502944,04,2017,980000,2,,5,5416.6667
03502944,05,2017,980000,2,,1,5416.6667
03502944,05,2017,980000,2,,2,5416.6667
03502944,05,2017,980000,2,,3,5416.6667
03502944,05,2017,980000,2,,4,5416.6667
03502944,05,2017,980000,2,,5,5416.6667
03502944,06,2017,980000,2,,1,5416.6667
03502944,06,2017,980000,2,,2,5416.6667
03502944,06,2017,980000,2,,3,5416.6667
03502944,06,2017,980000,2,,4,5416.6667
03502944,06,2017,980000,2,,5,5416.6667
03502954,04,2017,900030,2,,1,2134
03502954,04,2017,900030,2,,2,2134
03502954,04,2017,900030,2,,3,2134
03502954,04,2017,900030,2,,4,2134
03502954,04,2017,900030,2,,5,2134
03502954,05,2017,900030,2,,1,2134
03502954,05,2017,900030,2,,2,2134
03502954,05,2017,900030,2,,3,2134
03502954,05,2017,900030,2,,4,2134
03502954,05,2017,900030,2,,5,2134
03502954,06,2017,900030,2,,1,2134
03502954,06,2017,900030,2,,2,2134
03502954,06,2017,900030,2,,3,2134
03502954,06,2017,900030,2,,4,2134
03502954,06,2017,900030,2,,5,2134
03502954,04,2017,900170,2,,1,1000
03502954,04,2017,900170,2,,2,1000
03502954,04,2017,900170,2,,3,1000
03502954,04,2017,900170,2,,4,1000
03502954,04,2017,900170,2,,5,1000
03502954,05,2017,900170,2,,1,1000
03502954,05,2017,900170,2,,2,1000
03502954,05,2017,900170,2,,3,1000
03502954,05,2017,900170,2,,4,1000
03502954,05,2017,900170,2,,5,1000
03502954,06,2017,900170,2,,1,1000
03502954,06,2017,900170,2,,2,1000
03502954,06,2017,900170,2,,3,1000
03502954,06,2017,900170,2,,4,1000
03502954,06,2017,900170,2,,5,1000
03502954,04,2017,980000,2,,1,3134
03502954,04,2017,980000,2,,2,3134
03502954,04,2017,980000,2,,3,3134
03502954,04,2017,980000,2,,4,3134
03502954,04,2017,980000,2,,5,3134
03502954,05,2017,980000,2,,1,3134
03502954,05,2017,980000,2,,2,3134
03502954,05,2017,980000,2,,3,3134
03502954,05,2017,980000,2,,4,3134
03502954,05,2017,980000,2,,5,3134
03502954,06,2017,980000,2,,1,3134
03502954,06,2017,980000,2,,2,3134
03502954,06,2017,980000,2,,3,3134
03502954,06,2017,980000,2,,4,3134
03502954,06,2017,980000,2,,5,3134
03502964,04,2017,900030,2,,1,1730
03502964,04,2017,900030,2,,2,1730
03502964,04,2017,900030,2,,3,1730
03502964,04,2017,900030,2,,4,1730
03502964,04,2017,900030,2,,5,1730
03502964,05,2017,900030,2,,1,1730
03502964,05,2017,900030,2,,2,1730
03502964,05,2017,900030,2,,3,1730
03502964,05,2017,900030,2,,4,1730
03502964,05,2017,900030,2,,5,1730
03502964,06,2017,900030,2,,1,1730
03502964,06,2017,900030,2,,2,1730
03502964,06,2017,900030,2,,3,1730
03502964,06,2017,900030,2,,4,1730
03502964,06,2017,900030,2,,5,1730
03502964,04,2017,980000,2,,1,1730
03502964,04,2017,980000,2,,2,1730
03502964,04,2017,980000,2,,3,1730
03502964,04,2017,980000,2,,4,1730
03502964,04,2017,980000,2,,5,1730
03502964,05,2017,980000,2,,1,1730
03502964,05,2017,980000,2,,2,1730
03502964,05,2017,980000,2,,3,1730
03502964,05,2017,980000,2,,4,1730
03502964,05,2017,980000,2,,5,1730
03502964,06,2017,980000,2,,1,1730
03502964,06,2017,980000,2,,2,1730
03502964,06,2017,980000,2,,3,1730
03502964,06,2017,980000,2,,4,1730
03502964,06,2017,980000,2,,5,1730
03502984,04,2017,800940,2,,1,223.1667
03502984,04,2017,800940,2,,2,223.1667
03502984,04,2017,800940,2,,3,223.1667
03502984,04,2017,800940,2,,4,223.1667
03502984,04,2017,800940,2,,5,223.1667
03502984,05,2017,800940,2,,1,223.1667
03502984,05,2017,800940,2,,2,223.1667
03502984,05,2017,800940,2,,3,223.1667
03502984,05,2017,800940,2,,4,223.1667
03502984,05,2017,800940,2,,5,223.1667
03502984,06,2017,800940,2,,1,223.1667
03502984,06,2017,800940,2,,2,223.1667
03502984,06,2017,800940,2,,3,223.1667
03502984,06,2017,800940,2,,4,223.1667
03502984,06,2017,800940,2,,5,223.1667
03502984,04,2017,900000,2,,1,2916.6667
