"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","TELBSNZ","TELBSNZ_","TELRESD","TELRESD_","TELCELL","TELCELL_","TINTNET","TINTNET_","TCABLE","TCABLE_","BILPERD","BILPERD_","QADINE1X","QADI_E1X","QADINE2X","QADI_E2X","QADINE3X","QADI_E3X","QADCAB1X","QADC_B1X","QADCAB2X","QADC_B2X","QADCAB3X","QADC_B3X","TELRES1X","TELR_S1X","TELRES2X","TELR_S2X","TELRES3X","TELR_S3X","TELCEL1X","TELC_L1X","TELCEL2X","TELC_L2X","TELCEL3X","TELC_L3X","QADAPG1X","QADA_G1X","QADAPG2X","QADA_G2X","QADAPG3X","QADA_G3X","TELBLPRS","TELB_PRS"
"20151","02792005",15,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",,"A"
"20151","02792075",15,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",68,"D",73,"D",68,"D",.,"A",.,"A",.,"A",,"A"
"20151","02792075",16,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",78,"D",78,"D",78,"D",.,"A",.,"A",.,"A",,"A"
"20151","02792095",15,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",,"A"
"20151","02792115",23,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",30,"F",10,"F",30,"F",50,"F",50,"F",50,"F",40,"F",60,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02792125",14,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",39,"D",39,"D",39,"D",.,"A",.,"A",.,"A",,"A"
"20151","02792125",15,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",59,"D",59,"D",59,"D",.,"A",.,"A",.,"A",,"A"
"20151","02792155",20,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",0,"F",15,"F",0,"F",.,"A",.,"A",.,"A",44,"F",29,"F",44,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D"
"20151","02792225",10,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",26,"D",26,"D",26,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02792245",40,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",70,"F",70,"F",70,"F",.,"A",.,"A",.,"A",180,"F",180,"F",180,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02792245",41,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",0,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",260,"F",260,"F",260,"F",.,"A",.,"A",.,"A","2","D"
"20151","02792265",11,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",8,"D",8,"D",8,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02792275",30,0,"1",.,"A","1","D",,"A","2","D","1","D",,"A",.,"A",.,"A",.,"A",85,"F",85,"F",85,"F",80,"F",80,"F",80,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02792275",31,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A",,"A"
"20151","02792295",24,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",60,"D",60,"D",.,"A",.,"A",.,"A",,"A"
"20151","02792335",15,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",40,"F",40,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",140,"F",140,"F",140,"F",.,"A",.,"A",.,"A","2","D"
"20151","02792385",14,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"D",45,"D",45,"D",.,"A",.,"A",.,"A",,"A"
"20151","02792415",16,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",45,"F",45,"F",45,"F",60,"F",60,"F",60,"F",124,"F",124,"F",124,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02792435",16,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",70,"F",46,"F",15,"F",60,"F",47,"F",115,"F",20,"F",57,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02792455",4,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02792455",5,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"D",45,"D",45,"D",.,"A",.,"A",.,"A",,"A"
"20151","02792525",63,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",49,"D",49,"D",49,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02792525",64,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",80,"D",80,"D",.,"A",.,"A",.,"A",,"A"
"20151","02792525",65,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",79,"D",79,"D",79,"D",.,"A",.,"A",.,"A",,"A"
"20151","02792585",9,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",55,"D",55,"D",55,"D",.,"A",.,"A",.,"A",,"A"
"20151","02792595",36,0,"1",.,"A","1","D",,"A","2","D","2","D","4","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02792595",37,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",55,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",110,"F",55,"F",110,"F",.,"A",.,"A",.,"A","2","D"
"20151","02792605",15,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",43,"D",43,"D",43,"D",.,"A",.,"A",.,"A",,"A"
"20151","02792645",80,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",37,"F",37,"F",45,"F",.,"A",.,"A",.,"A",35,"F",35,"F",27,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02792645",81,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",33,"D",33,"D",33,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02792725",23,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",20,"F",0,"F",0,"F",.,"A",.,"A",.,"A",40,"F",60,"F",60,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02792755",18,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",44,"D",44,"D",44,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02792805",42,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",196,"D",325,"T",171,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02792815",56,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",30,"F",50,"F",44,"F",.,"A",.,"A",.,"A",56,"F",87,"F",54,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02792825",64,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",60,"D",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02792925",57,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",,"A"
"20151","02792955",40,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",90,"F",54,"F",100,"F",100,"F",116,"F",130,"F",37,"F",82,"F",5,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D"
"20151","02793075",9,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",90,"D",90,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02793125",34,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",90,"F",49,"F",32,"F",.,"A",.,"A",.,"A",.,"A",37,"F",50,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02793125",35,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",60,"D",60,"D",.,"A",.,"A",.,"A",,"A"
"20151","02793155",25,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"F",54,"F",25,"F",70,"F",54,"F",80,"F",50,"F",52,"F",55,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02793225",30,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02793225",31,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",197,"D",197,"D",197,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02793235",51,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",273,"D",273,"D",273,"D",.,"A",.,"A",.,"A",,"A"
"20151","02793245",39,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",170,"F",170,"F",170,"F",.,"A",.,"A",.,"A","1","D"
"20151","02793255",47,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",40,"F",40,"F",0,"F",.,"A",.,"A",.,"A",34,"F",34,"F",74,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02793255",48,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",178,"D",178,"D",178,"D",.,"A",.,"A",.,"A",,"A"
"20151","02793275",41,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",44,"F",44,"F",44,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",59,"F",59,"F",59,"F",.,"A",.,"A",.,"A","2","D"
"20151","02793345",32,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",0,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",103,"F",103,"F",103,"F",0,"F",0,"F",0,"F","2","D"
"20151","02793355",20,0,"1",.,"A","1","D",,"A","2","D","1","D",,"A",.,"A",.,"A",.,"A",115,"F",70,"F",70,"F",6,"F",77,"F",77,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D"
"20151","02793355",21,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",39,"D",74,"D",39,"D",.,"A",.,"A",.,"A",,"A"
"20151","02793385",21,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",60,"D",60,"D",.,"A",.,"A",.,"A",,"A"
"20151","02793465",20,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",60,"D",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02793495",38,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",180,"D",180,"D",.,"A",.,"A",.,"A",,"A"
"20151","02793515",36,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02793515",37,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",,"A"
"20151","02793585",32,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",20,"F",25,"F",35,"F",90,"F",60,"F",35,"F",20,"F",45,"F",60,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02793585",33,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",85,"D",85,"D",85,"D",.,"A",.,"A",.,"A",,"A"
"20151","02793645",17,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",70,"D",70,"D",70,"D",.,"A",.,"A",.,"A",,"A"
"20151","02793775",8,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A",,"A"
"20151","02793795",26,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",230,"D",230,"D",230,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02793805",21,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",20,"F",45,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"F",35,"F",60,"F",.,"A",.,"A",.,"A","2","D"
"20151","02793815",38,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",20,"D",20,"D",.,"A",.,"A",.,"A",,"A"
"20151","02793855",44,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",15,"F",38,"F",49,"F",.,"A",.,"A",.,"A",68,"F",45,"F",34,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02793855",45,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",9,"D",9,"D",9,"D",.,"A",.,"A",.,"A",,"A"
"20151","02793985",36,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",60,"F",50,"F",50,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",160,"F",170,"F",170,"F",.,"A",.,"A",.,"A","2","D"
"20151","02793985",37,0,"1",.,"A","1","D",,"A","2","D","1","D",,"A",.,"A",.,"A",.,"A",80,"F",80,"F",80,"F",140,"F",140,"F",140,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02794015",46,0,"1",.,"A","1","D","2","D","1","D","2","D",,"A",90,"F",0,"F",0,"F",.,"A",.,"A",.,"A",52,"G",79,"G",78,"G",138,"G",201,"G",202,"G",.,"A",.,"A",.,"A","2","D"
"20151","02794075",16,0,"1",.,"A",,"A","2","D","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",70,"F",80,"F",40,"F",.,"A",.,"A",.,"A",,"A"
"20151","02794095",31,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",43,"F",43,"F",43,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",147,"F",147,"F",147,"F",.,"A",.,"A",.,"A","2","D"
"20151","02794095",32,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",20,"D",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02794105",10,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",70,"D",70,"D",70,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02794145",34,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"F",50,"F",68,"F",80,"F",90,"F",87,"F",45,"F",25,"F",12,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02794145",35,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",185,"D",185,"D",185,"D",.,"A",.,"A",.,"A",,"A"
"20151","02794155",68,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",55,"F",90,"F",160,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",253,"F",185,"F",126,"F",.,"A",.,"A",.,"A","1","D"
"20151","02794155",69,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",30,"F",0,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",171,"F",201,"F",171,"F",.,"A",.,"A",.,"A","2","D"
"20151","02794165",36,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",359,"D",359,"D",359,"D",.,"A",.,"A",.,"A",,"A"
"20151","02794175",10,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",26,"D",26,"D",26,"D",.,"A",.,"A",.,"A",,"A"
"20151","02794205",45,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",0,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",85,"F",85,"F",85,"F",.,"A",.,"A",.,"A","2","D"
"20151","02794315",74,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",45,"D",45,"D",45,"D",100,"D",100,"D",100,"D",57,"F",57,"F",57,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D"
"20151","02794315",75,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",50,"F",0,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",170,"F",260,"F",172,"F",.,"A",.,"A",.,"A","2","D"
"20151","02794335",52,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",,"A"
"20151","02794335",53,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",55,"F",56,"F",55,"F",72,"F",79,"F",72,"F",18,"F",10,"F",18,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02794365",23,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",85,"D",85,"D",85,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02794365",24,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02794385",26,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",190,"D",190,"D",190,"D",.,"A",.,"A",.,"A",,"A"
"20151","02794405",32,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",35,"F",35,"F",15,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",85,"F",85,"F",105,"F",.,"A",.,"A",.,"A","2","D"
"20151","02794445",40,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",150,"D",150,"D",.,"A",.,"A",.,"A",,"A"
"20151","02794445",41,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",25,"F",30,"F",30,"F",62,"F",45,"F",45,"F",13,"F",25,"F",25,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02794565",11,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",65,"D",65,"D",65,"D",.,"A",.,"A",.,"A",,"A"
"20151","02794565",12,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",65,"D",65,"D",65,"D",.,"A",.,"A",.,"A",,"A"
"20151","02794565",13,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",55,"D",55,"D",55,"D",.,"A",.,"A",.,"A",,"A"
"20151","02794585",8,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",84,"D",84,"D",84,"D",.,"A",.,"A",.,"A",,"A"
"20151","02794635",18,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",29,"F",40,"F",43,"F",.,"A",.,"A",.,"A",67,"F",56,"F",53,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02794715",18,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",39,"F",82,"F",10,"F",89,"F",107,"F",107,"F",62,"F",1,"F",73,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02794715",19,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",160,"D",160,"D",160,"D",.,"A",.,"A",.,"A",,"A"
"20151","02794755",19,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"F",50,"F",40,"F",40,"F",90,"F",70,"F",66,"F",28,"F",58,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02794755",20,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",25,"F",0,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"F",70,"F",50,"F",.,"A",.,"A",.,"A","2","D"
"20151","02794825",11,0,"1",.,"A","1","D","2","D","1","D","1","D",,"A",25,"D",25,"D",25,"D",60,"D",60,"D",60,"D",15,"G",15,"G",16,"G",30,"G",30,"G",29,"G",.,"A",.,"A",.,"A","1","D"
"20151","02794855",25,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",50,"F",40,"F",50,"F",100,"F",70,"F",100,"F",19,"F",59,"F",19,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02794855",26,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",33,"D",33,"D",33,"D",.,"A",.,"A",.,"A",,"A"
"20151","02794855",27,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",22,"D",22,"D",22,"D",.,"A",.,"A",.,"A",,"A"
"20151","02794935",16,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",,"A"
"20151","02794955",25,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",147,"D",147,"D",147,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02794975",26,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",86,"D",86,"D",86,"D",.,"A",.,"A",.,"A",,"A"
"20151","02795105",18,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",60,"D",60,"D",.,"A",.,"A",.,"A",,"A"
"20151","02795105",19,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",,"A"
"20151","02795155",25,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",60,"D",60,"D",.,"A",.,"A",.,"A",,"A"
"20151","02795165",76,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",0,"F",45,"F",0,"F",0,"F",80,"F",0,"F",220,"F",95,"F",220,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20151","02795165",77,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",20,"F",20,"F",29,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"F",0,"F",10,"F","2","D"
"20151","02795165",78,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",46,"D",46,"D",46,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20151","02795195",7,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A",,"A"
"20151","02795205",72,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",50,"F",39,"F",50,"F",60,"F",89,"F",60,"F",90,"F",72,"F",90,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
