"NEWID","TAX_UNIT","TAXYR_CY","TAXYR_PY","DEPCNT","FICAR_CY","FICAR_PY","FILESTAT","FRATE_CY","FRATE_PY","SOI_ST","SOI_ST_","SRATE_CY","SRATE_PY","T65CT_CY","T65C__CY","T65CT_PY","T65C__PY","WAGE_HD","WAGE_HD_","WAGE_SP","WAGE_SP_","OTHTXINC","OTHT_INC","TAXPENS","TAXPENS_","SOSSECB","SOSSECB_","NONTXINC","NONT_INC","RNTPAID","RNTPAID_","PROPTXPD","PROP_XPD","AMTDEDCT","AMTD_DCT","CHLDCARE","CHLD_ARE","DEPUND17","DEPU_D17","OTHDEDCT","OTHD_DCT","FTAXOWE","STAXOWE","FTAXO_PY","FTAXO_CY","STAXO_PY","STAXO_CY","FICA_PY","FICA_CY","FDAGI_PY","FDAGI_CY","STAGI_PY","STAGI_CY","CHDTX_PY","CHDTX_CY","ADDTX_PY","ADDTX_CY","DPCAR_PY","DPCAR_CY","EITCR_PY","EITCR_CY","AMTIN_PY","AMTIN_CY","AMTOW_PY","AMTOW_CY","FRGTX_PY","FRGTX_CY","FTXBC_PY","FTXBC_CY","SSTDD_PY","SSTDD_CY","SITDD_PY","SITDD_CY","SPRCR_PY","SPRCR_CY","SDCAR_PY","SDCAR_CY","SEITC_PY","SEITC_CY","DIVINC"
2545235,1,"2012","2011",2,0,0,"3",-0.4,-0.4,"02","D",0,0,0,"D",0,"D",0,"D",0,"D",13,"D",0,"D",0,"D",0,"D",0,"D",1006,"D",1,"D",0,"D",0,"D",7030,"D",0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545245,1,"2012","2011",2,0,0,"3",-0.4,-0.4,"43","D",0,0,1,"D",1,"D",0,"D",0,"D",2,"D",4012,"D",29759,"D",0,"D",0,"D",1900,"D",329,"D",0,"D",1,"D",1200,"D",0,0,0,0,0,0,0,0,4014,4014,0,0,0,0,0,0,0,0,0,0,4014,4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545255,1,"2012","2011",0,0.133,0.133,"1",0.1765,0.1765,"47","D",0,0.0653,0,"D",0,"D",11000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",1500,"D",0,"D",0,"D",0,"D",0,"D",-65,137,-53.13,-101.37,182.87,0,1463,1463,11000,11000,11000.01,11000.01,0,0,0,0,0,0,203.13,226.37,11000,11000,0,0,150,125,150,125,3000,3000,0,0,0,0,0,0,40.63,45.27,0
2545275,1,"2012","2011",0,0.029,0.029,"1",0.2639,0.2639,"47","D",0.0575,0.0575,0,"D",0,"D",163794,"D",0,"D",-6000,"D",0,"D",0,"D",0,"D",0,"D",9400,"D",1557,"D",0,"D",0,"D",3788,"D",30373,7914,30418.7,30234.2,7914.34,7914.34,15857.23,16200.43,157794,157794,157794.01,157794.01,0,0,0,0,0,0,0,0,154006,154006,0,0,30418.7,30234.2,30418.7,30234.2,3000,3000,14745,14745,0,0,0,0,0,0,0
2545305,1,"2012","2011",0,0.133,0.133,"2",0.2381,0.2381,"21","D",0.0475,0.0475,0,"D",0,"D",56000,"D",60000,"D",-3978,"D",0,"D",0,"D",0,"D",0,"D",1914,"D",330,"D",0,"D",0,"D",5524,"D",15269,4539,15328.86,15088.86,4538.57,4538.57,15428,15428,112022,112022,110822.01,110822.01,0,0,0,0,0,0,0,0,106498,106498,0,0,15328.86,15088.86,15328.86,15088.86,4000,4000,7768,7768,0,0,0,0,0,0,0
2545355,1,"2012","2011",0,0.029,0.029,"1",0.2614,0.2586,"33","D",0.0665,0.0764,0,"D",0,"D",120000,"D",0,"D",-5000,"D",0,"D",0,"D",0,"D",33952,"D",0,"D",0,"D",0,"D",0,"D",0,"D",22746,7102,22796.96,22594.85,7085.85,7148.75,14587.2,14930.4,115000,115000,115000.01,115000.01,0,0,0,0,0,0,0,0,115000,115000,0,0,22796.96,22594.85,22796.96,22594.85,7500,7500,0,0,0,0,0,0,0,0,0
2545365,1,"2012","2011",2,0.133,0.133,"2",0.2106,0.2106,"21","D",0.093,0.093,0,"D",0,"D",8000,"D",22000,"D",0,"D",0,"D",0,"D",0,"D",10776,"D",0,"D",90,"D",3200,"D",2,"D",960,"D",-5425,-483,-5361.91,-5614.38,-467.38,-530.49,3990,3990,30000,30000,25600.01,25600.01,0,0,2000,2000,880,880,3361.91,3614.38,30000,30000,0,0,360,290,360,290,3840,3840,0,0,0,0,117,94.25,1680.96,1807.19,0
2545375,1,"2012","2011",2,0,0,"3",-0.4,-0.4,"05","D",0,0,0,"D",0,"D",0,"D",0,"D",200,"D",0,"D",0,"D",0,"D",0,"D",4650,"D",20,"D",0,"D",0,"D",801,"D",0,0,0,0,0,0,0,0,200,200,200.01,200.01,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,7538,7682,5471,5471,0,0,0,0,0,0,0
2545385,1,"2012","2011",0,0.133,0.133,"1",0.25,0.25,"07","D",0.061,0.061,0,"D",0,"D",60000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",6000,"D",0,"D",700,"D",0,"D",0,"D",0,"D",8711,2871,8750,8592.5,2871,2871,7980,7980,60000,60000,60000.01,60000.01,0,0,0,0,0,0,0,0,60000,60000,0,0,8750,8592.5,8750,8592.5,0,0,0,0,0,0,0,0,0,0,0
2545405,1,"2012","2011",1,0.133,0.133,"3",0.1487,0.1487,"05","D",0.04,0.04,0,"D",0,"D",59259,"D",0,"D",90,"D",6000,"D",0,"D",0,"D",0,"D",2000,"D",2980,"D",0,"D",0,"D",18388,"D",4434,416,4444.61,4401.34,422.14,398.02,7881.45,7881.45,65349,65349,65349.01,65349.01,0,0,0,0,0,0,0,0,46961,46961,0,0,4444.61,4401.35,4444.61,4401.34,7538,7682,23368,23368,0,0,0,0,0,0,0
