"NEWID","TAX_UNIT","TAXYR_CY","TAXYR_PY","DEPCNT","FICAR_CY","FICAR_PY","FILESTAT","FRATE_CY","FRATE_PY","SOI_ST","SOI_ST_","SRATE_CY","SRATE_PY","T65CT_CY","T65C__CY","T65CT_PY","T65C__PY","WAGE_HD","WAGE_HD_","WAGE_SP","WAGE_SP_","OTHTXINC","OTHT_INC","TAXPENS","TAXPENS_","SOSSECB","SOSSECB_","NONTXINC","NONT_INC","RNTPAID","RNTPAID_","PROPTXPD","PROP_XPD","AMTDEDCT","AMTD_DCT","CHLDCARE","CHLD_ARE","DEPUND17","DEPU_D17","OTHDEDCT","OTHD_DCT","FTAXOWE","STAXOWE","FTAXO_PY","FTAXO_CY","STAXO_PY","STAXO_CY","FICA_PY","FICA_CY","FDAGI_PY","FDAGI_CY","STAGI_PY","STAGI_CY","CHDTX_PY","CHDTX_CY","ADDTX_PY","ADDTX_CY","DPCAR_PY","DPCAR_CY","EITCR_PY","EITCR_CY","AMTIN_PY","AMTIN_CY","AMTOW_PY","AMTOW_CY","FRGTX_PY","FRGTX_CY","FTXBC_PY","FTXBC_CY","SSTDD_PY","SSTDD_CY","SITDD_PY","SITDD_CY","SPRCR_PY","SPRCR_CY","SDCAR_PY","SDCAR_CY","SEITC_PY","SEITC_CY","DIVINC"
2647775,1,"2011","2010",2,0,0,"3",0.1425,0.0807,"22","D",0.05,0.0489,0,"D",0,"D",0,"D",0,"D",54140,"D",0,"D",0,"D",0,"D",0,"D",6800,"D",1045,"D",0,"D",0,"D",6600,"D",3411,2021,3411.04,3378.54,2021.42,2021.42,0,0,54140,54140,54140.01,54140.01,0,0,0,0,0,0,0,0,47540,47540,0,0,3411.04,3378.54,3411.04,3378.54,0,0,0,0,0,0,0,0,0,0,0
2647805,1,"2011","2010",0,0.133,0.153,"1",0.15,0.15,"0","T",0,0,0,"D",0,"D",26000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",6300,"D",0,"D",180,"D",0,"D",0,"D",340,"D",1679,0,1678.75,2050,0,0,3978,3458,26000,26000,0,0,0,0,0,0,0,0,0,0,26000,26000,0,0,2078.75,2050,2078.75,2050,0,0,0,0,0,0,0,0,0,0,0
2647805,2,"2011","2010",0,0.133,0.153,"1",-0.0765,-0.1385,"0","T",0,0,0,"D",0,"D",4000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",-554,0,-554,-306,0,0,612,532,4000,4000,0,0,0,0,0,0,0,0,306,306,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2647845,1,"2011","2010",1,0.133,0.153,"2",0.15,0.15,"02","D",0,0,0,"D",0,"D",40000,"D",7000,"D",800,"D",0,"D",0,"D",0,"D",21600,"D",30,"D",0,"D",0,"D",1,"D",4972,"D",1180,0,1180,1915,0,0,7191,6251,47800,47800,0,0,1000,1000,0,0,0,0,0,0,47800,47800,0,0,2980,2915,2980,2915,0,0,0,0,0,0,0,0,0,0,0
2647865,1,"2011","2010",0,0.133,0.153,"1",0.1,0.1,"44","D",0,0,0,"D",0,"D",14400,"D",0,"D",0,"D",0,"D",0,"D",0,"D",3660,"D",0,"D",0,"D",0,"D",0,"D",0,"D",105,0,105,490,0,0,2203.2,1915.2,14400,14400,0,0,0,0,0,0,0,0,0,0,14400,14400,0,0,505,490,505,490,0,0,0,0,0,0,0,0,0,0,0
2647875,1,"2011","2010",0,0,0,"1",-0.0765,-0.0765,"12","D",0,0,0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",7739,"D",0,"D",13500,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,-135,0,0,-135,-135,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,204.74,207.06,0,0,0,0,0,0,0
2647895,1,"2011","2010",1,0.133,0.153,"3",0.1384,0.1384,"38","D",0.0775,0.0775,0,"D",0,"D",48000,"D",0,"D",-6240,"D",0,"D",0,"D",0,"D",0,"D",3600,"D",0,"D",0,"D",0,"D",7228,"D",2278,1795,2278.12,2659.47,1794.85,1752.53,7344,6384,41760,41760,41760.01,41760.01,0,0,0,0,0,0,0,0,34532,34532,0,0,2678.12,2659.47,2678.12,2659.47,3138.96,3187.27,10828,10828,0,0,0,0,0,0,0
2647925,1,"2011","2010",0,0.133,0.153,"1",0.0993,0.0993,"33","D",0.0404,0.0404,0,"D",0,"D",17874,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",8000,"D",0,"D",0,"D",0,"D",3708,"D",-169,160,-168.75,226.07,159.82,159.82,2734.72,2377.24,17874,17874,17874.01,17874.01,0,0,0,0,0,0,0,0,14166,14166,0,0,231.25,226.07,231.25,226.07,7500,7500,11708,11708,41,41,0,0,0,0,0
2647925,2,"2011","2010",0,0.133,0.153,"1",0.15,0.15,"33","D",0.0454,0.0454,0,"D",0,"D",18200,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",509,396,508.75,880,395.81,395.81,2784.6,2420.6,18200,18200,18200.01,18200.01,0,0,0,0,0,0,0,0,18200,18200,0,0,908.75,880,908.75,880,7500,7500,0,0,0,0,0,0,0,0,0
2647925,3,"2011","2010",0,0.133,0.153,"1",0.1765,0.1765,"33","D",0.0404,0.0404,0,"D",0,"D",12794,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",-106,164,-106.08,263.51,163.99,163.99,1957.48,1701.6,12794,12794,12794.01,12794.01,0,0,0,0,0,0,50.48,65.89,12794,12794,0,0,344.4,329.4,344.4,329.4,7500,7500,0,0,0,0,0,0,0,0,0
