metric,old_baseline,revised_paperspecific,high_plausibility,delta_high_minus_old,delta_high_minus_revised
E_M,-0.4174725358486355,1.3798298947272083,-0.9419539392448899,-0.5244814033962544,-2.3217838339720984
E_GE,-1.80355727604862,-0.8267745800704022,-0.9544109913408183,0.8491462847078017,-0.12763641127041614
