"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CONTCODE","CONT_ODE","CONTMO","CONTMO_","CONTEXPX","CONT_XPX"
"20131",2514805,23,0,"1","130","D","12","D",100,"D"
"20131",2514805,24,0,"1","160","D","12","D",800,"D"
"20131",2514815,16,0,"1","100","D","11","D",100,"D"
"20131",2514815,17,0,"1","170","D","10","D",200,"D"
"20131",2514815,18,0,"1","150","D","11","D",80,"D"
"20131",2514815,19,0,"1","140","D","11","D",100,"D"
"20131",2514815,20,0,"1","160","D","12","D",300,"D"
"20131",2514815,21,0,"1","160","D","11","D",300,"D"
"20131",2514815,22,0,"1","160","D","12","D",200,"D"
"20131",2514815,23,0,"1","160","D","10","D",100,"D"
"20131",2514835,16,0,"1","100","D","13","D",400,"D"
"20131",2514845,15,0,"1","160","D","12","D",150,"D"
"20131",2514895,17,0,"1","160","D","10","D",200,"D"
"20131",2514895,18,0,"1","160","D","12","D",50,"D"
"20131",2514925,16,0,"1","170","D","12","D",500,"D"
"20131",2514925,17,0,"1","150","D","13","D",350,"D"
"20131",2514935,25,0,"1","150","D","13","D",120,"D"
"20131",2514955,17,0,"1","170","D","12","D",100,"D"
"20131",2514955,18,0,"1","160","D","12","D",200,"D"
"20131",2514965,25,0,"1","170","D","12","D",100,"D"
"20131",2514975,15,0,"1","170","D","12","D",200,"D"
"20131",2514975,16,0,"1","150","D","13","D",80,"D"
"20131",2514975,17,0,"1","150","D","12","D",120,"D"
"20131",2514985,23,0,"1","150","D","13","D",100,"D"
"20131",2514995,25,0,"1","100","D","11","D",120,"D"
"20131",2514995,26,0,"1","170","D","12","D",120,"D"
"20131",2514995,27,0,"1","160","D","12","D",3000,"D"
"20131",2514995,28,0,"2","160","D","10","D",50,"D"
"20131",2515005,14,0,"1","150","D","13","D",100,"D"
"20131",2515025,28,0,"1","150","D","13","D",100,"D"
"20131",2515025,29,0,"1","160","D","11","D",120,"D"
"20131",2515035,13,0,"1","170","D","13","D",400,"D"
"20131",2515035,14,0,"1","110","D","13","D",400,"D"
"20131",2515055,23,0,"1","170","D","10","D",120,"D"
"20131",2515055,24,0,"1","140","D","10","D",100,"D"
"20131",2515055,25,0,"1","130","D","12","D",100,"D"
"20131",2515055,26,0,"1","160","D","13","D",20,"D"
"20131",2515145,18,0,"1","170","D","12","D",1200,"D"
"20131",2515145,19,0,"1","150","D","13","D",175,"D"
"20131",2515155,15,0,"1","170","D","12","D",300,"D"
"20131",2515155,16,0,"1","140","D","11","D",400,"D"
"20131",2515285,13,0,"1","170","D","12","D",1000,"D"
"20131",2515285,14,0,"1","170","D","10","D",500,"D"
"20131",2515285,15,0,"1","150","D","13","D",100,"D"
"20131",2515295,19,0,"1","100","D","12","D",1500,"D"
"20131",2515295,20,0,"1","170","D","12","D",5000,"D"
"20131",2515295,21,0,"1","150","D","13","D",150,"D"
"20131",2515345,14,0,"1","130","D","12","D",100,"D"
"20131",2515355,14,0,"1","150","D","10","D",30,"D"
"20131",2515355,15,0,"1","150","D","11","D",30,"D"
"20131",2515355,16,0,"1","150","D","12","D",30,"D"
"20131",2515375,15,0,"1","170","D","12","D",1306,"D"
"20131",2515375,16,0,"1","150","D","13","D",540,"D"
"20131",2515375,17,0,"1","160","D","12","D",265,"D"
"20131",2515415,16,0,"1","150","D","13","D",100,"D"
"20131",2515475,13,0,"1","170","D","12","D",1140,"D"
"20131",2515475,14,0,"1","170","D","13","D",80,"D"
"20131",2515475,15,0,"1","150","D","13","D",467,"D"
"20131",2515475,16,0,"1","140","D","13","D",100,"D"
"20131",2515475,17,0,"1","160","D","13","D",200,"D"
"20131",2515525,18,0,"1","170","D","13","D",1200,"D"
"20131",2515525,19,0,"2","180","D","10","D",12000,"D"
"20131",2515575,13,0,"1","150","D","13","D",200,"D"
"20131",2515605,17,0,"1","170","D","13","D",250,"D"
"20131",2515635,13,0,"1","150","D","13","D",20,"D"
"20131",2515635,14,0,"1","160","D","12","D",20,"D"
"20131",2515655,13,0,"1","150","D","13","D",50,"D"
"20131",2515715,18,0,"1","170","D","12","D",2000,"D"
"20131",2515765,13,0,"1","150","D","12","D",100,"D"
"20131",2515805,20,0,"1","170","D","12","D",2000,"D"
"20131",2515865,13,0,"1","150","D","13","D",20,"D"
"20131",2515875,24,0,"1","170","D","12","D",150,"D"
"20131",2515875,25,0,"1","150","D","13","D",1000,"D"
"20131",2515895,21,0,"1","170","D","13","D",300,"D"
"20131",2516015,16,0,"1","170","D","11","D",25,"D"
"20131",2516055,23,0,"1","170","D","12","D",50,"D"
"20131",2516055,24,0,"1","150","D","13","D",280,"D"
"20131",2516065,14,0,"1","160","D","13","D",50,"D"
"20131",2516085,28,0,"1","170","D","12","D",60,"D"
"20131",2516085,29,0,"1","160","D","10","D",200,"D"
"20131",2516145,16,0,"1","150","D","13","D",25,"D"
"20131",2516215,13,0,"1","150","D","13","D",214,"F"
"20131",2516285,16,0,"1","110","D","13","D",700,"D"
"20131",2516335,24,0,"1","100","D","12","D",500,"D"
"20131",2516335,25,0,"1","150","D","13","D",80,"D"
"20131",2516335,26,0,"1","160","D","13","D",55,"D"
"20131",2516335,27,0,"1","160","D","12","D",200,"D"
"20131",2516475,13,0,"1","160","D","10","D",20,"D"
"20131",2516475,14,0,"1","160","D","11","D",20,"D"
"20131",2516475,15,0,"1","160","D","11","D",200,"D"
"20131",2516495,21,0,"1","170","D","12","D",25,"D"
"20131",2516495,22,0,"1","160","D","12","D",50,"D"
"20131",2516545,18,0,"1","160","D","13","D",150,"D"
"20131",2516545,19,0,"2","140","D","10","D",100,"D"
"20131",2516595,22,0,"1","160","D","12","D",20,"D"
"20131",2516625,13,0,"1","160","D","10","D",10,"D"
"20131",2516655,17,0,"1","170","D","12","D",40,"D"
"20131",2516655,18,0,"1","160","D","12","D",50,"D"
"20131",2516665,16,0,"1","160","D","13","D",20,"D"
"20131",2516685,18,0,"1","150","D","13","D",150,"D"
"20131",2516695,19,0,"1","160","D","10","D",50,"D"
"20131",2516695,20,0,"1","160","D","10","D",100,"D"
"20131",2516695,21,0,"1","160","D","10","D",425,"D"
"20131",2516695,22,0,"1","150","D","11","D",1000,"D"
"20131",2516695,23,0,"1","150","D","13","D",40,"D"
"20131",2516695,24,0,"1","160","D","12","D",50,"D"
"20131",2516765,23,0,"1","170","D","13","D",25,"D"
"20131",2516795,16,0,"1","160","D","12","D",125,"D"
"20131",2516805,13,0,"1","150","D","13","D",400,"D"
"20131",2516815,32,0,"1","170","D","12","D",30,"D"
"20131",2516815,33,0,"1","170","D","12","D",50,"D"
"20131",2516815,34,0,"1","150","D","13","D",90,"D"
"20131",2516815,35,0,"1","150","D","12","D",50,"D"
"20131",2516815,36,0,"1","150","D","12","D",30,"D"
"20131",2516835,26,0,"1","160","D","12","D",50,"D"
"20131",2516865,26,0,"1","170","D","12","D",650,"D"
"20131",2516865,27,0,"1","160","D","13","D",30,"D"
"20131",2516895,13,0,"1","150","D","13","D",215,"F"
"20131",2516965,15,0,"1","170","D","12","D",400,"D"
"20131",2516965,16,0,"1","160","D","12","D",200,"D"
"20131",2516975,19,0,"1","170","D","11","D",150,"D"
"20131",2516975,20,0,"1","160","D","12","D",50,"D"
"20131",2517045,17,0,"1","160","D","12","D",50,"D"
"20131",2517075,21,0,"1","130","D","12","D",40,"D"
"20131",2517075,22,0,"1","160","D","12","D",100,"D"
"20131",2517075,23,0,"1","150","D","13","D",100,"D"
"20131",2517155,21,0,"1","160","D","12","D",10,"D"
"20131",2517185,21,0,"1","170","D","12","D",50,"D"
"20131",2517185,22,0,"1","170","D","12","D",30,"D"
"20131",2517185,23,0,"1","170","D","12","D",75,"D"
"20131",2517185,24,0,"1","170","D","12","D",60,"D"
"20131",2517185,25,0,"1","150","D","13","D",500,"D"
"20131",2517185,26,0,"1","150","D","12","D",209,"D"
"20131",2517185,27,0,"1","160","D","13","D",35,"D"
"20131",2517185,28,0,"1","160","D","13","D",25,"D"
"20131",2517185,29,0,"1","160","D","13","D",20,"D"
"20131",2517185,30,0,"1","160","D","12","D",50,"D"
"20131",2517185,31,0,"1","160","D","12","D",50,"D"
"20131",2517185,32,0,"1","160","D","12","D",125,"D"
"20131",2517185,33,0,"1","160","D","12","D",100,"D"
"20131",2517185,34,0,"1","160","D","12","D",100,"D"
"20131",2517185,35,0,"1","160","D","12","D",40,"D"
"20131",2517185,36,0,"1","160","D","12","D",25,"D"
"20131",2517185,37,0,"1","160","D","12","D",50,"D"
"20131",2517215,14,0,"1","160","D","11","D",200,"D"
"20131",2517245,16,0,"1","170","D","13","D",300,"D"
"20131",2517295,27,0,"1","170","D","12","D",250,"D"
"20131",2517295,28,0,"1","170","D","12","D",300,"D"
"20131",2517295,29,0,"1","170","D","12","D",100,"D"
"20131",2517295,30,0,"1","160","D","12","D",100,"D"
"20131",2517295,31,0,"1","160","D","12","D",8,"D"
"20131",2517295,32,0,"1","160","D","11","D",100,"D"
"20131",2517325,16,0,"1","150","D","13","D",40,"D"
"20131",2517325,17,0,"1","160","D","10","D",70,"D"
"20131",2517325,18,0,"1","160","D","11","D",70,"D"
"20131",2517325,19,0,"1","160","D","12","D",81,"D"
"20131",2517325,20,0,"2","160","D","10","D",20,"D"
"20131",2517355,22,0,"1","100","D","12","D",25,"D"
"20131",2517355,23,0,"1","170","D","12","D",25,"D"
"20131",2517355,24,0,"1","150","D","13","D",25,"D"
"20131",2517355,25,0,"2","130","D","10","D",50,"D"
"20131",2517395,27,0,"1","170","D","12","D",300,"D"
"20131",2517395,28,0,"1","160","D","13","D",15,"D"
"20131",2517415,24,0,"1","160","D","12","D",200,"D"
"20131",2517435,19,0,"1","150","D","12","D",90,"D"
"20131",2517475,19,0,"1","110","D","13","D",494,"F"
"20131",2517485,17,0,"1","170","D","12","D",400,"D"
"20131",2517485,18,0,"1","160","D","13","D",100,"D"
"20131",2517585,25,0,"1","100","D","10","D",180,"D"
"20131",2517585,26,0,"1","170","D","12","D",500,"D"
"20131",2517585,27,0,"1","140","D","10","D",100,"D"
"20131",2517585,28,0,"1","150","D","13","D",700,"D"
"20131",2517585,29,0,"1","160","D","13","D",40,"D"
"20131",2517585,30,0,"1","160","D","10","D",100,"D"
"20131",2517635,20,0,"1","170","D","10","D",50,"D"
"20131",2517635,21,0,"1","170","D","11","D",75,"D"
"20131",2517635,22,0,"1","170","D","12","D",125,"D"
"20131",2517635,23,0,"1","100","D","13","D",75,"D"
"20131",2517635,24,0,"1","150","D","13","D",50,"D"
"20131",2517635,25,0,"1","160","D","13","D",30,"D"
"20131",2517805,23,0,"1","170","D","11","D",100,"D"
"20131",2517805,24,0,"1","150","D","10","D",100,"D"
"20131",2517805,25,0,"1","150","D","11","D",100,"D"
"20131",2517865,20,0,"1","170","D","12","D",75,"D"
"20131",2517865,21,0,"1","150","D","13","D",450,"D"
"20131",2517905,18,0,"1","110","D","13","D",125,"D"
"20131",2517915,15,0,"1","170","D","12","D",2000,"D"
"20131",2517915,16,0,"1","140","D","10","D",700,"D"
"20131",2517915,17,0,"1","140","D","11","D",200,"D"
"20131",2517915,18,0,"1","130","D","12","D",700,"D"
"20131",2517915,19,0,"1","160","D","10","D",325,"D"
"20131",2517915,20,0,"1","160","D","11","D",350,"D"
"20131",2517915,21,0,"1","160","D","12","D",230,"D"
"20131",2517925,15,0,"1","170","D","12","D",50,"D"
"20131",2517925,16,0,"2","170","D","10","D",40,"D"
"20131",2518025,14,0,"1","170","D","12","D",1300,"D"
"20131",2518025,15,0,"1","150","D","13","D",80,"D"
"20131",2518025,16,0,"1","160","D","13","D",20,"D"
"20131",2518065,15,0,"1","170","D","13","D",100,"D"
"20131",2518065,16,0,"1","150","D","13","D",250,"D"
"20131",2518115,16,0,"1","150","D","13","D",673,"D"
"20131",2518115,17,0,"1","150","D","12","D",50,"D"
"20131",2518115,18,0,"1","160","D","12","D",120,"D"
"20131",2518125,13,0,"1","170","D","12","D",190,"D"
"20131",2518125,14,0,"1","170","D","10","D",20,"D"
"20131",2518125,15,0,"1","170","D","11","D",3600,"D"
"20131",2518125,16,0,"1","150","D","13","D",30,"D"
"20131",2518125,17,0,"1","150","D","13","D",30,"D"
"20131",2518135,23,0,"1","170","D","12","D",80,"D"
"20131",2518135,24,0,"1","170","D","10","D",80,"D"
"20131",2518135,25,0,"1","160","D","12","D",590,"D"
"20131",2518225,13,0,"1","160","D","12","D",200,"D"
"20131",2518245,13,0,"1","160","D","13","D",25,"D"
"20131",2518265,24,0,"1","100","D","12","D",500,"D"
"20131",2518265,25,0,"1","130","D","13","D",100,"D"
"20131",2518265,26,0,"1","150","D","13","D",400,"D"
"20131",2518265,27,0,"1","160","D","13","D",100,"D"
"20131",2518275,13,0,"1","150","D","13","D",120,"D"
"20131",2518315,19,0,"1","110","D","10","D",450,"D"
"20131",2518315,20,0,"1","110","D","11","D",450,"D"
"20131",2518315,21,0,"1","110","D","12","D",450,"D"
"20131",2518315,22,0,"1","150","D","13","D",80,"D"
"20131",2518385,16,0,"1","100","D","10","D",100,"D"
"20131",2518385,17,0,"1","100","D","11","D",300,"D"
"20131",2518385,18,0,"1","100","D","12","D",500,"D"
"20131",2518385,19,0,"1","170","D","10","D",50,"D"
"20131",2518385,20,0,"1","170","D","11","D",200,"D"
"20131",2518385,21,0,"1","170","D","12","D",1800,"D"
"20131",2518385,22,0,"1","150","D","13","D",60,"D"
"20131",2518385,23,0,"1","150","D","12","D",40,"D"
"20131",2518455,23,0,"1","160","D","13","D",15,"D"
"20131",2518505,13,0,"1","150","D","13","D",50,"D"
"20131",2518575,16,0,"1","170","D","12","D",150,"D"
"20131",2518575,17,0,"1","150","D","13","D",40,"D"
"20131",2518585,14,0,"1","160","D","13","D",25,"D"
"20131",2518635,15,0,"1","170","D","12","D",260,"D"
"20131",2518635,16,0,"1","160","D","12","D",45,"D"
"20131",2518655,20,0,"1","110","D","13","D",550,"D"
"20131",2518675,14,0,"1","150","D","13","D",400,"D"
"20131",2518695,18,0,"1","150","D","13","D",400,"D"
"20131",2518805,19,0,"1","150","D","13","D",200,"D"
"20131",2518825,17,0,"1","140","D","10","D",300,"D"
"20131",2518825,18,0,"1","150","D","10","D",360,"D"
"20131",2518825,19,0,"1","160","D","11","D",1000,"D"
"20131",2518825,20,0,"1","160","D","12","D",70,"D"
"20131",2518835,17,0,"1","170","D","11","D",50,"D"
"20131",2518835,18,0,"1","170","D","12","D",948,"D"
"20131",2518835,19,0,"1","150","D","10","D",250,"D"
"20131",2518835,20,0,"1","150","D","11","D",430,"D"
"20131",2518835,21,0,"1","150","D","12","D",750,"D"
"20131",2518905,17,0,"1","170","D","12","D",20,"D"
"20131",2518905,18,0,"1","160","D","13","D",18,"D"
"20131",2518945,27,0,"1","170","D","12","D",425,"D"
"20131",2518945,28,0,"1","130","D","10","D",80,"D"
"20131",2518945,29,0,"1","130","D","12","D",120,"D"
"20131",2518945,30,0,"1","140","D","11","D",100,"D"
"20131",2518945,31,0,"1","150","D","13","D",85,"D"
"20131",2518975,18,0,"1","160","D","12","D",100,"D"
"20131",2519045,14,0,"1","160","D","12","D",1,"D"
"20131",2519085,14,0,"1","160","D","11","D",1675,"D"
"20131",2519145,18,0,"1","160","D","12","D",1000,"D"
"20131",2519165,13,0,"1","150","D","13","D",720,"D"
"20131",2519205,23,0,"1","170","D","12","D",2000,"D"
"20131",2519205,24,0,"1","150","D","13","D",1000,"D"
"20131",2519235,19,0,"1","170","D","12","D",600,"D"
"20131",2519235,20,0,"1","140","D","12","D",100,"D"
"20131",2519245,15,0,"1","110","D","13","D",235,"D"
"20131",2519265,19,0,"1","170","D","11","D",1500,"D"
"20131",2519265,20,0,"1","150","D","11","D",50,"D"
"20131",2519385,17,0,"1","160","D","13","D",50,"D"
"20131",2519465,13,0,"1","170","D","11","D",1500,"D"
"20131",2519465,14,0,"1","160","D","12","D",1000,"D"
"20131",2519475,15,0,"1","170","D","10","D",200,"D"
"20131",2519505,16,0,"1","170","D","10","D",25,"D"
"20131",2519505,17,0,"1","170","D","12","D",25,"D"
"20131",2519505,18,0,"1","150","D","10","D",35,"D"
"20131",2519505,19,0,"1","150","D","11","D",35,"D"
"20131",2519505,20,0,"1","150","D","12","D",60,"D"
"20131",2519535,15,0,"1","160","D","12","D",500,"D"
"20131",2519545,33,0,"1","160","D","12","D",10,"D"
"20131",2519595,13,0,"1","160","D","13","D",125,"D"
"20131",2519605,14,0,"1","160","D","13","D",10,"D"
"20131",2519655,13,0,"1","170","D","12","D",100,"D"
"20131",2519685,14,0,"1","150","D","13","D",700,"D"
"20131",2519715,17,0,"1","160","D","13","D",400,"D"
"20131",2519755,21,0,"1","170","D","12","D",75,"D"
"20131",2519755,22,0,"1","170","D","12","D",100,"D"
"20131",2519755,23,0,"1","150","D","13","D",70,"D"
"20131",2519755,24,0,"1","150","D","11","D",20,"D"
"20131",2519755,25,0,"1","160","D","12","D",30,"D"
"20131",2519765,13,0,"1","160","D","13","D",5,"D"
"20131",2519775,16,0,"1","170","D","12","D",100,"D"
"20131",2519795,29,0,"1","150","D","13","D",16,"D"
"20131",2519875,19,0,"1","100","D","12","D",1200,"D"
"20131",2519875,20,0,"1","160","D","13","D",30,"D"
"20131",2519885,16,0,"1","150","D","13","D",200,"D"
"20131",2519925,19,0,"1","170","D","12","D",200,"D"
"20131",2519935,22,0,"1","170","D","12","D",600,"D"
"20131",2519935,23,0,"1","160","D","12","D",10,"D"
"20131",2519935,24,0,"1","150","D","13","D",30,"D"
"20131",2519955,13,0,"1","160","D","13","D",20,"D"
"20131",2520025,33,0,"1","170","D","10","D",100,"D"
"20131",2520025,34,0,"1","150","D","13","D",550,"D"
"20131",2520025,35,0,"1","150","D","11","D",7,"D"
"20131",2520025,36,0,"1","150","D","12","D",25,"D"
"20131",2520025,37,0,"1","160","D","13","D",30,"D"
"20131",2520025,38,0,"1","150","D","12","D",300,"D"
"20131",2520105,18,0,"1","170","D","13","D",100,"D"
"20131",2520105,19,0,"1","170","D","12","D",450,"D"
"20131",2520105,20,0,"1","150","D","13","D",17,"D"
