"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOF","PROP0NOF","OWNYF","OWNYF_","NEWMRRT","NEWMRRT_","ORGMRTX","ORGMRTX_","QMRTTERM","QMRT_ERM","MRTPMTX","MRTPMTX_","PAYPROTX","PAYP_OTX","PAYPROIN","PAYP_OIN","PAYMORIN","PAYM_RIN","PAYOTHER","PAYO_HER","QESCROWX","QESC_OWX","QPRINM1X","QPRI_M1X","QPRINM2X","QPRI_M2X","QPRINM3X","QPRI_M3X","QADINT1X","QADI_T1X","QADINT2X","QADI_T2X","QADINT3X","QADI_T3X","QRFINDAT","QRFI_DAT","FRSTPYMO","FRST_YMO","FRSTPYYR","FRST_YYR","FIXEDRTE","FIXE_RTE","QNEWDATE","QNEW_ATE","QBLNCM1X","QBLN_M1X","QBLNCM2X","QBLN_M2X","QBLNCM3X","QBLN_M3X","LOAN_NOF","LOAN0NOF","VARRTE","VARRTE_","INTONLY","INTONLY_","OTHRTE","OTHRTE_","PAYMT1X","PAYMT1X_","PAYMT2X","PAYMT2X_","PAYMT3X","PAYMT3X_","PAYPRINI","PAYP_INI","PAYINT","PAYINT_"
"20132",2575495,43,0,"5","01","D","100","D",0.0784,"F",38000,"F",30,"F",350,"F","3","F",,"A",,"A",,"A",75,"F",32,"F",32,"F",33,"F",243,"F",243,"F",242,"F",,"A","10","F","2010","F","1","F",,"A",37182,"F",37149,"F",37117,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2575585,29,0,"5","01","D","100","D",0.04,"D",167000,"D",30,"D",1159,"D","3","D",,"A",,"A",,"A",362,"D",349,"D",350,"D",351,"D",448,"D",447,"D",446,"D",,"A","11","D","2003","D","1","D",,"A",134435,"D",134086,"D",133736,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2575755,9,0,"5","01","D","100","D",0.05,"F",106000,"F",30,"F",638,"F",,"B",,"B",,"B",,"B",69,"F",150,"F",151,"F",152,"F",419,"F",418,"F",417,"F",,"A","11","F","2009","F","1","F",,"A",100470,"F",100320,"F",100169,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A",,"C",,"A"
"20132",2575775,20,0,"5","01","D","100","D",0.04,"D",179500,"D",30,"D",1656,"D","3","D","4","D","5","D",,"A",799,"D",340,"D",341,"D",342,"D",517,"D",516,"D",515,"D",,"A","05","D","2006","D","1","D",,"A",155154,"D",154814,"D",154473,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2575785,8,0,"5","01","D","100","D",0.0784,"F",100000,"F",30,"F",897,"F","3","F","4","F",,"A",,"A",174,"F",102,"F",103,"F",103,"F",398,"F",397,"F",397,"F",,"A","06","F","2003","F","2","F",,"A",88029,"F",87881,"F",87733,"F","01","D",,"A",,"A",,"A",645,"F",645,"F",645,"F","1","D","2","D"
"20132",2575795,36,0,"5","01","D","100","D",0.065,"D",180000,"D",30,"D",1138,"D",,"A",,"A",,"A",,"A",0,"D",317,"D",318,"D",320,"D",821,"D",820,"D",818,"D",,"A","12","D","2002","D","1","D",,"A",151610,"D",151293,"D",150975,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2575795,37,0,"5","02","D","300","D",0.055,"D",135000,"D",30,"D",767,"D",,"A",,"A",,"A",,"A",0,"D",225,"D",226,"D",227,"D",542,"D",541,"D",540,"D",,"A","08","D","2005","D","1","D",,"A",118307,"D",118082,"D",117856,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2575835,10,0,"5","01","D","100","D",0.05,"D",92000,"D",30,"D",664,"D","3","D","4","D",,"A",,"A",170,"D",179,"D",180,"D",181,"D",315,"D",314,"D",313,"D",,"A","07","D","2003","D","1","D",,"A",75537,"D",75358,"D",75178,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2575885,17,0,"5","02","D","100","D",0.0784,"D",66976,"D",30,"D",687,"D","3","D","4","D",,"A",,"A",203,"D",46,"D",47,"D",47,"D",438,"D",437,"D",437,"D",,"A","03","D","2013","D","1","D",,"A",66976,"D",66930,"D",66883,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2575985,14,0,"5","01","D","100","D",0.055,"D",57000,"D",30,"D",770,"D","3","D","4","D",,"A",,"A",446,"D",165,"D",166,"D",167,"D",159,"D",158,"D",157,"D",,"A","07","D","1995","D","1","D",,"A",34595,"D",34430,"D",34263,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576045,30,0,"5","01","D","100","D",0.0425,"D",220000,"D",30,"D",1275,"D",,"B",,"B",,"B",,"B",193,"D",339,"D",340,"D",342,"D",743,"D",742,"D",740,"D",,"A","07","D","2010","D","1","D",,"A",209758,"D",209419,"D",209079,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576055,11,0,"5","01","D","100","D",0.07,"F",115000,"F",30,"F",1700,"F","3","F","4","F",,"A",,"A",935,"F",259,"F",261,"F",262,"F",506,"F",504,"F",503,"F",,"A","08","F","1998","F","1","F",,"A",86730,"F",86471,"F",86210,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576135,24,0,"5","01","D","100","D",0.0475,"D",180000,"D",30,"D",1475,"D","3","D","4","D",,"A",,"A",536,"D",294,"D",295,"D",296,"D",645,"D",644,"D",643,"D",,"A","09","D","2007","D","1","D",,"A",162955,"D",162661,"D",162366,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576165,58,0,"5","01","D","100","D",0.0784,"D",165251,"D",15,"D",1895,"D","3","D","4","D",,"A",,"A",331,"D",.,"A",484,"D",488,"D",.,"A",1080,"D",1076,"D",,"A","04","D","2013","D","1","D","042013","D",.,"A",165251,"D",164767,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576165,92,0,"5","01","D","100","D",0.0437,"D",172000,"D",15,"D",1693,"D","3","D","4","D",,"A",,"A",389,"D",737,"D",.,"A",.,"A",567,"D",.,"A",.,"A","042013","D","04","D","2011","D","1","D",,"A",155774,"D",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576175,29,0,"5","01","D","100","D",0.0784,"D",64209,"D",30,"D",464,"D",,"A",,"A",,"A",,"A",0,"D",172,"D",174,"D",175,"D",292,"D",290,"D",289,"D",,"A","11","D","1995","D","1","D",,"A",44627,"D",44455,"D",44281,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576205,15,0,"5","01","D","100","D",0.14,"D",140000,"D",30,"D",750,"D",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","05","D","1981","D","1","D",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576215,10,0,"5","02","D","300","D",0.07,"D",105215,"D",30,"D",700,"D",,"A",,"A",,"A",,"A",0,"D",415,"D",417,"D",420,"D",285,"D",283,"D",280,"D",,"A","09","D","1990","D","1","D",,"A",48904,"D",48489,"D",48072,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576335,39,0,"5","01","D","100","D",0.0784,"D",34610,"D",10,"D",417,"D",,"A",,"A",,"A",,"A",0,"D",198,"D",200,"D",201,"D",219,"D",217,"D",216,"D",,"A","09","D","2012","D","1","D",,"A",33446,"D",33247,"D",33048,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576395,12,0,"1","01","D","100","D",0.05,"D",96000,"D",30,"D",600,"D",,"B",,"B",,"B",,"B",85,"D",133,"D",134,"D",134,"D",382,"D",381,"D",381,"D",,"A","04","D","2010","D","1","D",,"A",91676,"D",91543,"D",91410,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576405,14,0,"5","01","D","100","D",0.0784,"F",200000,"F",30,"F",1450,"F",,"B",,"B",,"B",,"B",5,"F",265,"F",267,"F",269,"F",1180,"F",1178,"F",1176,"F",,"A","09","F","2004","F","1","F",,"A",180566,"F",180300,"F",180033,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576485,39,0,"5","01","D","100","D",0.0784,"D",174338,"D",15,"D",2058,"D","3","D","4","D","5","D",,"A",408,"D",521,"D",524,"D",528,"D",1129,"D",1126,"D",1122,"D",,"A","12","D","2012","D","1","D",,"A",172795,"D",172274,"D",171749,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576495,38,0,"5","01","D","100","D",0.045,"D",220000,"D",15,"D",2028,"D","3","D",,"A",,"A",,"A",345,"D",1631,"T",1642,"T",1641,"T",223,"D",218,"D",212,"D",,"A","05","D","2001","D","1","D",,"A",59499,"D",58039,"D",56574,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576525,17,0,"5","01","D","100","D",0.0784,"D",24900,"D",10,"D",300,"D",,"A",,"A",,"A",,"A",0,"D",144,"D",145,"D",146,"D",156,"D",155,"D",154,"D",,"A","08","D","2012","D","1","D",,"A",23920,"D",23776,"D",23631,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576585,20,0,"5","01","D","100","D",0.0525,"D",125000,"D",30,"D",990,"D","3","D","4","D",,"A",,"A",300,"D",200,"D",201,"D",202,"D",490,"D",489,"D",488,"D",,"A","10","D","2006","D","1","D",,"A",111929,"D",111729,"D",111528,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576635,18,0,"5","01","D","100","D",0.0784,"D",193734,"D",30,"D",1400,"D",,"A",,"A",,"A",,"A",0,"D",141,"D",142,"D",143,"D",1259,"D",1258,"D",1257,"D",,"A","07","D","2012","D","1","D",,"A",192635,"D",192493,"D",192351,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576685,13,0,"5","01","D","100","D",0.065,"F",112100,"F",17,"F",1000,"F","3","F","4","F","5","F",,"A",91,"F",764,"F",768,"F",773,"F",145,"F",141,"F",136,"F",,"A","11","F","1998","F","1","F",,"A",26724,"F",25960,"F",25191,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576705,16,0,"5","01","D","100","D",0.0784,"D",243016,"D",15,"D",2300,"D",,"A",,"A",,"A",,"A",0,"D",860,"D",866,"D",872,"D",1296,"D",1291,"D",1285,"D",,"A","10","D","2010","D","1","D",,"A",220354,"D",219494,"D",218628,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576735,7,0,"5","01","D","100","D",0.05,"D",132000,"D",30,"D",1088,"D","3","D","4","D",,"A",,"A",379,"D",177,"D",178,"D",179,"D",532,"D",531,"D",530,"D",,"A","01","D","2011","D","1","D",,"A",127643,"D",127466,"D",127288,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576785,26,0,"5","01","D","100","D",0.0425,"D",214000,"D",15,"D",2000,"D","3","D","4","D",,"A",,"A",390,"D",1631,"T",1642,"T",1641,"T",232,"D",227,"D",222,"D",,"A","11","D","2001","D","1","D",,"A",65462,"D",64084,"D",62701,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576805,21,0,"5","01","D","100","D",0.0784,"D",304439,"D",30,"D",2200,"D",,"A",,"A",,"A",,"A",0,"D",304,"D",306,"D",308,"D",1896,"D",1894,"D",1892,"D",,"A","07","D","2008","D","1","D",,"A",290227,"D",289923,"D",289618,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576805,22,0,"5","02","D","300","D",0.0784,"D",38000,"D",15,"D",700,"D",,"B",,"B",,"B",,"B",340,"D",187,"D",188,"D",189,"D",173,"D",172,"D",171,"D",,"A","08","D","2006","D","1","D",,"A",26495,"D",26308,"D",26120,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576865,14,0,"5","01","D","100","D",0.05,"D",113810,"D",15,"D",900,"D",,"A",,"A",,"A",,"A",0,"D",759,"D",762,"D",765,"D",141,"D",138,"D",135,"D",,"A","08","D","2001","D","1","D",,"A",33856,"D",33097,"D",32335,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576975,59,0,"5","01","D","100","D",0.0784,"D",147923,"D",15,"D",1400,"D",,"A",,"A",,"A",,"A",0,"D",451,"D",454,"D",457,"D",949,"D",946,"D",943,"D",,"A","09","D","2012","D","1","D",,"A",145279,"D",144828,"D",144374,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2576985,29,0,"5","01","D","100","D",0.0585,"D",146000,"D",30,"D",1350,"D","3","D","4","D",,"A",,"A",489,"D",235,"D",236,"D",237,"D",626,"D",625,"D",624,"D",,"A","06","D","2005","D","1","D",,"A",128492,"D",128257,"D",128021,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577095,22,0,"5","01","D","100","D",0.0784,"D",69000,"D",20,"D",639,"D",,"A","4","D",,"A",,"A",69,"D",121,"D",122,"D",122,"D",449,"D",448,"D",448,"D",,"A","01","D","2013","D","1","D",,"A",68761,"D",68640,"D",68519,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577175,9,0,"5","01","D","100","D",0.0784,"D",70000,"D",30,"D",1000,"D",,"B",,"B",,"B",,"B",494,"D",116,"D",116,"D",117,"D",390,"D",390,"D",389,"D",,"A","02","D","2002","D","1","D",,"A",59738,"D",59622,"D",59506,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20132",2577235,43,0,"5","01","D","100","D",0.0588,"D",150000,"D",30,"D",1424,"D","3","D","4","D",,"A",,"A",536,"D",236,"D",238,"D",239,"D",652,"D",650,"D",649,"D",,"A","10","D","2005","D","1","D",,"A",132982,"D",132746,"D",132508,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577275,45,0,"5","01","D","100","D",0.04,"D",604198,"T",30,"D",5124,"T","3","D",,"A",,"A",,"A",1955,"D",900,"D",903,"D",906,"D",1845,"D",1842,"D",1839,"D",,"A","02","D","2011","D","1","D",,"A",552549,"T",551756,"T",551375,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577275,46,0,"5","02","D","200","D",0.0425,"D",604198,"T",30,"D",5124,"T","3","D",,"A",,"A",,"A",1469,"D",1631,"T",1642,"T",1641,"T",2755,"D",2750,"D",2745,"D",,"A","01","D","2008","D","1","D",,"A",552549,"T",551756,"T",551375,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577515,19,0,"5","01","D","100","D",0.0475,"D",90000,"D",30,"D",557,"D",,"B",,"B",,"B",,"B",88,"D",334,"D",335,"D",337,"D",135,"D",134,"D",132,"D",,"A","04","D","1990","D","1","D",,"A",34069,"D",33735,"D",33400,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577615,35,0,"5","01","D","100","D",0.0425,"D",75000,"D",30,"D",565,"D","3","D",,"A",,"A",,"A",196,"D",349,"D",350,"D",351,"D",18,"D",17,"D",16,"D",,"A","07","D","1984","D","1","D",,"A",5699,"D",5350,"D",5000,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577645,38,0,"5","01","D","100","D",0.06,"D",108088,"D",10,"D",1200,"D",,"A",,"A",,"A",,"A",0,"D",930,"D",935,"D",940,"D",270,"D",265,"D",260,"D",,"A","06","D","2007","D","1","D",,"A",53902,"D",52971,"D",52036,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577705,28,0,"5","01","D","100","D",0.0525,"D",100000,"D",30,"D",789,"D","3","D","4","D",,"A",,"A",237,"D",138,"D",138,"D",139,"D",414,"D",414,"D",413,"D",,"A","09","D","2009","D","1","D",,"A",94733,"D",94596,"D",94458,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577715,16,0,"5","01","D","100","D",0.0784,"F",230000,"F",30,"F",1897,"F",,"B",,"B",,"B",,"B",235,"F",304,"F",306,"F",308,"F",1358,"F",1356,"F",1354,"F",,"A","12","F","2004","F","1","F",,"A",207919,"F",207616,"F",207310,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577725,23,0,"5","01","D","100","D",0.05,"D",200000,"D",30,"D",1350,"D","3","D","4","D",,"A",,"A",276,"D",311,"D",313,"D",314,"D",763,"D",761,"D",760,"D",,"A","01","D","2008","D","1","D",,"A",183014,"D",182703,"D",182390,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577815,40,0,"5","01","D","100","D",0.05,"D",121000,"D",30,"D",870,"D","3","D","4","D",,"A",,"A",220,"D",168,"D",169,"D",169,"D",482,"D",481,"D",481,"D",,"A","05","D","2010","D","1","D",,"A",115685,"D",115517,"D",115348,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577895,25,0,"5","01","D","100","D",0.05,"D",130000,"D",30,"D",800,"D",,"B",,"B",,"B",,"B",102,"D",321,"D",322,"D",324,"D",377,"D",376,"D",374,"D",,"A","10","D","1998","D","1","D",,"A",90489,"D",90168,"D",89846,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577915,15,0,"5","01","D","100","D",0.1,"D",53263,"D",25,"D",484,"D",,"A",,"A",,"A",,"A",0,"D",191,"D",193,"D",194,"D",293,"D",291,"D",290,"D",,"A","07","D","1997","D","1","D",,"A",35153,"D",34962,"D",34769,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577955,15,0,"5","01","D","100","D",0.048,"D",139000,"D",30,"D",915,"D","3","D","4","D",,"A",,"A",186,"D",.,"A",.,"A",337,"D",.,"A",.,"A",392,"D",,"A","06","D","1999","D","1","D","052013","D",.,"A",.,"A",98010,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577955,40,0,"5","01","D","100","D",0.048,"D",139000,"D",30,"D",1049,"D","3","D","4","D",,"A",,"A",320,"D",334,"D",336,"D",.,"A",395,"D",393,"D",.,"A","052013","D","06","D","1999","D","1","D",,"A",98680,"D",98346,"D",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577965,10,0,"1","01","D","400","D",0.055,"D",15000,"D",8,"D",250,"D",,"B",,"B",,"B",,"B",57,"D",173,"D",174,"D",175,"D",20,"D",19,"D",18,"D",,"A","02","D","2007","D","1","D",,"A",4257,"D",4083,"D",3909,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2577985,17,0,"5","01","D","100","D",0.06,"D",125000,"D",30,"D",1712,"D","3","D","4","D",,"A",,"A",963,"D",271,"D",273,"D",274,"D",478,"D",476,"D",475,"D",,"A","02","D","2000","D","1","D",,"A",95535,"D",95263,"D",94991,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578035,31,0,"5","01","D","100","D",0.0784,"D",114112,"D",15,"D",1300,"D","3","D","4","D",,"A",,"A",220,"D",355,"D",357,"D",359,"D",725,"D",723,"D",721,"D",,"A","06","D","2012","D","1","D",,"A",111022,"D",110667,"D",110310,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578175,15,0,"5","01","D","100","D",0.07,"D",119000,"D",30,"D",1138,"D","3","D","4","D",,"A",,"A",346,"D",135,"D",135,"D",136,"D",657,"D",657,"D",656,"D",,"A","08","D","2008","D","1","D",,"A",112677,"D",112543,"D",112407,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578195,33,0,"5","01","D","100","D",0.0638,"D",140000,"D",30,"D",1318,"D","3","D","4","D","5","D",,"A",444,"D",252,"D",253,"D",254,"D",622,"D",621,"D",620,"D",,"A","10","D","2002","D","1","D",,"A",117068,"D",116817,"D",116564,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578205,33,0,"5","01","D","100","D",0.11,"F",189011,"F",30,"F",1800,"F",,"A",,"A",,"A",,"A",0,"F",148,"F",149,"F",150,"F",1652,"F",1651,"F",1650,"F",,"A","01","F","2006","F","1","F",,"A",180248,"F",180100,"F",179951,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578205,34,0,"5","01","D","100","D",0.0713,"D",49000,"D",30,"D",426,"D",,"B",,"B",,"B",,"B",96,"D",64,"D",64,"D",65,"D",266,"D",266,"D",265,"D",,"A","03","D","2006","D","1","D",,"A",44783,"D",44719,"D",44655,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578225,22,0,"5","01","D","100","D",0.0534,"D",15100,"D",30,"D",1330,"D","3","D",,"A",,"A",,"A",1246,"D",27,"D",27,"D",27,"D",57,"D",57,"D",57,"D",,"A","05","D","2004","D","1","D",,"A",12830,"D",12803,"D",12776,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578235,23,0,"5","01","D","100","D",0.0784,"F",234564,"F",15,"F",2220,"F",,"A",,"A",,"A",,"A",0,"F",847,"F",852,"F",858,"F",1373,"F",1368,"F",1362,"F",,"A","07","F","2010","F","1","F",,"A",210183,"F",209336,"F",208484,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578245,36,0,"5","01","D","100","D",0.05,"D",25000,"D",20,"D",450,"D",,"B",,"B",,"B",,"B",285,"D",104,"D",104,"D",105,"D",61,"D",61,"D",60,"D",,"A","06","D","2002","D","1","D",,"A",14637,"D",14533,"D",14428,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578255,18,0,"5","01","D","100","D",0.056,"D",160000,"D",30,"D",1300,"D","3","D","4","D","5","D",,"A",381,"D",263,"D",264,"D",266,"D",558,"D",557,"D",555,"D",,"A","08","D","2005","D","1","D",,"A",140518,"D",140254,"D",139990,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578255,19,0,"5","01","D","100","D",0.09,"D",31070,"D",30,"D",250,"D",,"A",,"A",,"A",,"A",0,"D",23,"D",23,"D",24,"D",193,"D",193,"D",192,"D",,"A","09","D","2009","D","1","D",,"A",30236,"D",30212,"D",30189,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578265,26,0,"5","01","D","100","D",0.0784,"D",30000,"D",30,"D",1200,"D",,"B",,"B",,"B",,"B",983,"D",37,"D",38,"D",38,"D",180,"D",179,"D",179,"D",,"A","10","D","2005","D","1","D",,"A",27476,"D",27438,"D",27401,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578275,39,0,"5","01","D","100","D",0.0428,"D",227435,"D",20,"D",1412,"D",,"A",,"A",,"A",,"A",0,"D",636,"D",638,"D",641,"D",776,"D",774,"D",771,"D",,"A","11","D","2011","D","1","D",,"A",217560,"D",216924,"D",216286,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578305,51,0,"5","01","D","100","D",0.0425,"D",604198,"T",30,"D",5124,"T","3","D","4","D",,"A",,"A",579,"D",957,"D",960,"D",964,"D",2364,"D",2361,"D",2357,"D",,"A","07","D","2012","D","1","D",,"A",552549,"T",551756,"T",551375,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578515,22,0,"5","01","D","200","D",0.0784,"F",221410,"F",30,"F",1600,"F","3","F","4","F",,"A",,"A",0,"F",424,"F",427,"F",429,"F",1176,"F",1173,"F",1171,"F",,"A","03","F","2000","F","1","F",,"A",180029,"F",179605,"F",179178,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578525,14,0,"5","01","D","100","D",0.0784,"D",190000,"D",15,"D",1900,"D","3","D","4","D",,"A",,"A",102,"D",1631,"T",1642,"T",1641,"T",659,"D",651,"D",644,"D",,"A","01","D","2004","D","1","D",,"A",100799,"D",99660,"D",98513,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578565,30,0,"5","01","D","100","D",0.102,"D",56030,"D",30,"D",500,"D",,"A",,"A",,"A",,"A",0,"D",366,"D",369,"D",372,"D",134,"D",131,"D",128,"D",,"A","04","D","1986","D","1","D",,"A",15823,"D",15458,"D",15089,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578645,30,0,"5","01","D","100","D",0.0784,"D",50232,"D",30,"D",363,"D",,"A",,"A",,"A",,"A",0,"D",119,"D",120,"D",121,"D",244,"D",243,"D",242,"D",,"A","06","D","1997","D","1","D",,"A",37314,"D",37195,"D",37075,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578695,30,0,"5","01","D","100","D",0.069,"D",116000,"D",30,"D",903,"D","3","D","4","D",,"A",,"A",139,"D",214,"D",215,"D",216,"D",302,"D",301,"D",301,"D",,"A","09","D","2002","D","2","D",,"A",98132,"D",97933,"D",97732,"D","01","D","1","D",,"A",,"A",1170,"D",1170,"D",1170,"D","1","D","2","D"
"20132",2578735,21,0,"5","01","D","100","D",0.0625,"D",228000,"D",30,"D",1454,"D",,"B",,"B",,"B",,"B",50,"D",351,"D",353,"D",355,"D",211,"D",210,"D",210,"D",,"A","06","D","2005","D","1","D",,"A",202181,"D",201830,"D",201477,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578745,11,0,"5","01","D","100","D",0.0784,"F",62000,"F",20,"F",583,"F",,"B",,"B",,"B",,"B",71,"F",160,"F",161,"F",162,"F",352,"F",351,"F",350,"F",,"A","12","F","2007","F","1","F",,"A",53858,"F",53698,"F",53537,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578775,19,0,"5","01","D","100","D",0.06,"D",23000,"D",15,"D",269,"D","3","D","4","D",,"A",,"A",75,"D",105,"D",106,"D",107,"D",89,"D",88,"D",87,"D",,"A","05","D","2008","D","1","D",,"A",17700,"D",17594,"D",17488,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20132",2578785,28,0,"5","01","D","100","D",0.0784,"D",295001,"D",15,"D",3439,"D","3","D","4","D",,"A",,"A",647,"D",865,"D",870,"D",876,"D",1927,"D",1922,"D",1916,"D",,"A","03","D","2013","D","1","D",,"A",295001,"D",294136,"D",293266,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
