"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOF","PROP0NOF","OWNYF","OWNYF_","NEWMRRT","NEWMRRT_","ORGMRTX","ORGMRTX_","QMRTTERM","QMRT_ERM","MRTPMTX","MRTPMTX_","PAYPROTX","PAYP_OTX","PAYPROIN","PAYP_OIN","PAYMORIN","PAYM_RIN","PAYOTHER","PAYO_HER","QESCROWX","QESC_OWX","QPRINM1X","QPRI_M1X","QPRINM2X","QPRI_M2X","QPRINM3X","QPRI_M3X","QADINT1X","QADI_T1X","QADINT2X","QADI_T2X","QADINT3X","QADI_T3X","QRFINDAT","QRFI_DAT","FRSTPYMO","FRST_YMO","FRSTPYYR","FRST_YYR","FIXEDRTE","FIXE_RTE","QNEWDATE","QNEW_ATE","QBLNCM1X","QBLN_M1X","QBLNCM2X","QBLN_M2X","QBLNCM3X","QBLN_M3X","LOAN_NOF","LOAN0NOF","VARRTE","VARRTE_","INTONLY","INTONLY_","OTHRTE","OTHRTE_","PAYMT1X","PAYMT1X_","PAYMT2X","PAYMT2X_","PAYMT3X","PAYMT3X_","PAYPRINI","PAYP_INI","PAYINT","PAYINT_"
"20131",2511575,49,0,"5","01","D","100","D",0.048,"D",249492,"D",30,"D",1309,"D",,"A",,"A",,"A",,"A",0,"D",371,"D",372,"D",374,"D",938,"D",937,"D",935,"D",,"A","02","D","2009","D","1","D",,"A",234561,"D",234190,"D",233818,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2511595,59,0,"5","01","D","100","D",0.046,"D",160000,"D",30,"D",1300,"D","3","D","4","D",,"A",,"A",480,"D",725,"D",728,"D",730,"D",95,"D",92,"D",90,"D",,"A","06","D","1985","D","1","D",,"A",24808,"D",24083,"D",23356,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2511615,28,0,"5","01","D","100","D",0.0784,"D",438115,"D",30,"D",5124,"T","3","D","4","D",,"A",,"A",534,"D",539,"D",542,"D",546,"D",2627,"D",2624,"D",2620,"D",,"A","06","D","2005","D","1","D",,"A",552549,"T",551756,"T",551375,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2511735,54,0,"5","01","D","100","D",0.05,"D",45266,"D",30,"D",481,"D","3","D","4","D",,"A",,"A",238,"D",162,"D",163,"D",164,"D",81,"D",80,"D",79,"D",,"A","11","D","1990","D","1","D",,"A",19355,"D",19193,"D",19030,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2511765,37,0,"5","01","D","100","D",0.05,"F",149500,"F",30,"F",2084,"F","3","F","4","F","5","F",,"A",1281,"F",329,"F",330,"F",332,"F",474,"F",473,"F",471,"F",,"A","10","F","2000","F","1","F",,"A",113738,"F",113409,"F",113079,"F","01","D",,"A",,"A","3","D",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2511815,32,0,"5","01","D","100","D",0.05,"D",36500,"D",20,"D",281,"D","3","D","4","D",,"A",,"A",40,"D",273,"D",274,"D",275,"D",57,"D",56,"D",55,"D",,"A","08","D","1996","D","2","D",,"A",10064,"D",9866,"D",9666,"D","01","D","1","D",,"A",,"A",353,"D",353,"D",353,"D","1","D","2","D"
"20131",2511825,29,0,"5","01","D","100","D",0.04,"D",208500,"D",30,"D",1300,"D","3","D","4","D","5","D",,"A",305,"D",304,"D",305,"D",306,"D",691,"D",690,"D",689,"D",,"A","06","D","2012","D","1","D",,"A",207294,"D",206990,"D",206685,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2511825,30,0,"5","02","D","200","D",0.0425,"D",167000,"D",30,"D",1100,"D","3","D","4","D","5","D",,"A",278,"D",251,"D",252,"D",253,"D",571,"D",570,"D",569,"D",,"A","10","D","2010","D","1","D",,"A",161236,"D",160985,"D",160733,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2511825,31,0,"5","03","D","300","D",0.06,"D",80000,"D",25,"D",525,"D",,"B",,"B",,"B",,"B",10,"D",145,"D",145,"D",146,"D",370,"D",370,"D",369,"D",,"A","12","D","2008","D","1","D",,"A",74069,"D",73924,"D",73779,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2511855,20,0,"1","01","D","100","D",0.0784,"F",135000,"F",30,"F",1665,"F","3","F","4","F","5","F",,"A",689,"F",158,"F",159,"F",160,"F",818,"F",817,"F",816,"F",,"A","02","F","2006","F","1","F",,"A",125164,"F",125005,"F",124846,"F","01","D",,"A","2","D",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2511955,30,0,"5","01","D","100","D",0.06,"D",28500,"D",30,"D",1400,"D",,"B",,"B",,"B",,"B",1229,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","1976","D","1","D",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2511965,28,0,"1","01","D","100","D",0.0784,"F",351765,"F",30,"F",2542,"F",,"A",,"A",,"A",,"A",0,"F",.,"A",.,"A",349,"F",.,"A",.,"A",2193,"F",,"A","05","F","2008","F","1","F","122012","F",.,"A",.,"A",335693,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2512165,46,0,"5","01","D","100","D",0.05,"D",150000,"D",30,"D",1140,"D","3","D","4","D",,"A",,"A",335,"D",208,"D",209,"D",210,"D",597,"D",596,"D",595,"D",,"A","11","D","2009","D","1","D",,"A",143233,"D",143024,"D",142815,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2512195,38,0,"5","01","D","100","D",0.0784,"D",195256,"D",30,"D",1825,"D","3","D",,"A",,"A",,"A",414,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","1999","D","1","D","012013","D",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2512195,53,0,"5","01","D","100","D",0.06,"D",163000,"D",30,"D",1400,"D","3","D",,"A",,"A",,"A",423,"D",369,"D",371,"D",373,"D",608,"D",606,"D",604,"D","012013","D","01","D","1999","D","1","D",,"A",121619,"D",121250,"D",120879,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2512265,25,0,"5","01","D","100","D",0.05,"D",320000,"D",30,"D",2100,"D","3","D","4","D",,"A",,"A",382,"D",481,"D",484,"D",486,"D",1237,"D",1234,"D",1232,"D",,"A","04","D","2008","D","1","D",,"A",296760,"D",296278,"D",295795,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2512305,54,0,"5","01","D","100","D",0.0488,"D",185000,"D",30,"D",1360,"D","3","D","4","D","5","D",,"A",380,"D",243,"D",244,"D",245,"D",737,"D",736,"D",735,"D",,"A","06","D","2011","D","1","D",,"A",181244,"D",181001,"D",180757,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2512305,55,0,"5","01","D","100","D",0.0784,"D",124820,"D",30,"D",1252,"D","3","D","4","D","5","D",,"A",350,"D",.,"A",87,"D",87,"D",.,"A",815,"D",815,"D",,"A","11","D","2012","D","1","D","112012","D",.,"A",124820,"D",124733,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2512305,85,0,"5","01","D","100","D",0.0784,"D",43000,"D",15,"D",407,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","112012","D","12","D","2011","D","2","D",,"A",41702,"D",41567,"D",41432,"D","02","D",,"A",,"A","3","D",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2512395,49,0,"5","01","D","100","D",0.0784,"D",235386,"D",30,"D",1701,"D","3","D","4","D",,"A",,"A",0,"D",171,"D",172,"D",173,"D",1530,"D",1529,"D",1528,"D",,"A","03","D","2012","D","1","D",,"A",234221,"D",234051,"D",233879,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2512475,26,0,"5","01","D","100","D",0.0784,"D",76000,"D",30,"D",690,"D","3","D","4","D",,"A",,"A",141,"D",143,"D",144,"D",145,"D",406,"D",405,"D",404,"D",,"A","12","D","1999","D","1","D",,"A",62139,"D",61996,"D",61852,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2512475,27,0,"5","02","D","300","D",0.0784,"F",10000,"F",30,"F",250,"F","3","F",,"A",,"A",,"A",178,"F",9,"F",9,"F",10,"F",63,"F",63,"F",62,"F",,"A","06","F","2008","F","1","F",,"A",9579,"F",9570,"F",9561,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2512525,62,0,"5","01","D","100","D",0.0525,"D",144000,"D",30,"D",1113,"D","3","D","4","D",,"A",,"A",318,"D",176,"D",177,"D",178,"D",619,"D",618,"D",617,"D","012013","D","07","D","2011","D","1","D",,"A",141448,"D",141272,"D",141095,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2512635,32,0,"5","01","D","100","D",0.0534,"D",42900,"D",30,"D",460,"D",,"B",,"B",,"B",,"B",221,"D",0,"D",0,"D",0,"D",239,"D",239,"D",239,"D",,"A","07","D","2011","D","1","D",,"A",42900,"D",42900,"D",42900,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20131",2512655,43,0,"5","01","D","100","D",0.1,"F",125000,"F",30,"F",1400,"F",,"B",,"B",,"B",,"B",303,"F",123,"F",124,"F",125,"F",974,"F",973,"F",972,"F",,"A","11","F","2004","F","1","F",,"A",116911,"F",116789,"F",116665,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2512735,55,0,"5","01","D","100","D",0.0485,"D",303207,"D",30,"D",1600,"D",,"A",,"A",,"A",,"A",0,"D",1631,"T",1642,"T",1641,"T",418,"D",413,"D",408,"D",,"A","01","D","1989","D","1","D",,"A",103339,"D",102157,"D",100970,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2512925,35,0,"5","01","D","100","D",0.0784,"F",604198,"V",30,"F",5124,"V",,"C",,"C",,"C",,"C",0,"F",423,"F",426,"F",429,"F",3377,"F",3374,"F",3371,"F",,"A","12","F","2010","F","1","F",,"A",552549,"V",551756,"V",551375,"V","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20131",2512925,36,0,"5","01","D","100","D",0.09,"F",113000,"F",30,"F",925,"F",,"B",,"B",,"B",,"B",16,"F",93,"F",93,"F",94,"F",816,"F",816,"F",815,"F",,"A","05","F","2008","F","1","F",,"A",108832,"F",108739,"F",108646,"F","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513015,45,0,"5","01","D","100","D",0.05,"D",256000,"D",30,"D",2100,"D","3","D","4","D","5","D",,"A",726,"D",363,"D",364,"D",366,"D",1011,"D",1010,"D",1008,"D",,"A","06","D","2009","D","1","D",,"A",242653,"D",242290,"D",241926,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513115,38,0,"5","01","D","100","D",0.0575,"D",50000,"D",20,"D",575,"D","3","D",,"A",,"A",,"A",224,"D",183,"D",184,"D",185,"D",168,"D",167,"D",166,"D",,"A","02","D","2004","D","1","D","102012","D",35025,"D",34842,"D",34658,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513185,35,0,"5","01","D","100","D",0.0725,"D",65000,"D",30,"D",647,"D","3","D","4","D",,"A",,"A",204,"D",187,"D",188,"D",189,"D",256,"D",255,"D",254,"D",,"A","08","D","1994","D","1","D",,"A",42377,"D",42190,"D",42002,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513245,53,0,"5","01","D","100","D",0.048,"F",200000,"F",30,"F",1229,"F","3","F","4","F","5","F",,"A",180,"F",253,"F",254,"F",255,"F",796,"F",795,"F",794,"F",,"A","07","F","2012","F","1","F",,"A",198998,"F",198745,"F",198491,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513265,41,0,"5","01","D","100","D",0.0784,"D",249086,"D",30,"D",1800,"D",,"A",,"A",,"A",,"A",0,"D",228,"D",230,"D",231,"D",1572,"D",1570,"D",1569,"D",,"A","03","D","2009","D","1","D",,"A",240547,"D",240318,"D",240089,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513275,35,0,"5","01","D","100","D",0.0784,"D",100000,"D",30,"D",733,"D","3","D","4","D",,"A",,"A",10,"D",72,"D",73,"D",73,"D",651,"D",650,"D",650,"D",,"A","04","D","2012","D","1","D",,"A",99575,"D",99503,"D",99430,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513285,27,0,"5","01","D","100","D",0.045,"F",300000,"F",30,"F",1600,"F",,"B",,"B",,"B",,"B",80,"F",455,"F",457,"F",459,"F",1065,"F",1063,"F",1061,"F",,"A","08","F","2009","F","1","F",,"A",283900,"F",283445,"F",282988,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513345,27,0,"5","01","D","100","D",0.104,"F",25000,"F",30,"F",390,"F",,"A","4","F","5","F",,"A",163,"F",90,"F",91,"F",92,"F",137,"F",136,"F",135,"F",,"A","01","F","1992","F","1","F",,"A",15792,"F",15702,"F",15611,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513355,38,0,"5","01","D","100","D",0.065,"D",250000,"D",30,"D",2000,"D","3","D","4","D","5","D",,"A",420,"D",299,"D",301,"D",302,"D",1281,"D",1279,"D",1278,"D",,"A","06","D","2008","D","1","D",,"A",236478,"D",236179,"D",235878,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513405,45,0,"5","01","D","100","D",0.051,"D",275000,"D",15,"D",2400,"D","3","D",,"A",,"A",,"A",211,"D",1631,"T",1642,"T",1641,"T",541,"D",534,"D",527,"D",,"A","05","D","2003","D","1","D",,"A",127404,"D",125756,"D",124102,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513615,66,0,"5","01","D","100","D",0.0825,"F",30000,"F",30,"F",225,"F",,"A",,"A",,"A",,"A",0,"F",27,"F",27,"F",27,"F",198,"F",198,"F",198,"F",,"A","08","F","2008","F","1","F","122012","F",28833,"F",28806,"F",28779,"F","01","D",,"C",,"C",,"C",0,"F",0,"F",0,"F","1","D","2","D"
"20131",2513645,42,0,"5","01","D","100","D",0.0784,"D",133500,"D",30,"D",1139,"D","3","D","4","D",,"A",,"A",174,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","07","D","2002","D","2","D",,"A",116113,"D",115906,"D",115699,"D","01","D","1","D",,"A",,"A",1300,"D",1300,"D",1300,"D","1","D","2","D"
"20131",2513735,31,0,"5","01","D","100","D",0.0784,"F",115000,"F",30,"F",892,"F",,"B",,"B",,"B",,"B",61,"F",177,"F",179,"F",180,"F",654,"F",652,"F",651,"F",,"A","09","F","2002","F","1","F",,"A",100029,"F",99852,"F",99673,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513775,38,0,"5","01","D","100","D",0.04,"D",130000,"D",30,"D",1250,"D","3","D","4","D",,"A",,"A",629,"D",326,"D",327,"D",328,"D",295,"D",294,"D",293,"D",,"A","12","D","1998","D","1","D",,"A",88482,"D",88156,"D",87829,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513825,65,0,"5","01","D","100","D",0.0588,"D",131957,"D",30,"D",990,"D","3","D","4","D",,"A",,"A",209,"D",243,"D",244,"D",245,"D",538,"D",537,"D",536,"D","012013","D","09","D","2002","D","1","D",,"A",109831,"D",109588,"D",109344,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513855,46,0,"5","01","D","100","D",0.0425,"D",130000,"D",30,"D",1100,"D","3","D","4","D","5","D",,"A",460,"D",200,"D",200,"D",201,"D",440,"D",440,"D",439,"D",,"A","04","D","2010","D","1","D",,"A",124326,"D",124127,"D",123926,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513885,31,0,"5","01","D","100","D",0.0784,"D",56000,"D",30,"D",405,"D",,"A",,"A",,"A",,"A",0,"D",90,"D",91,"D",91,"D",210,"D",209,"D",209,"D",,"A","03","D","1998","D","2","D",,"A",43373,"D",43251,"D",43129,"D","01","D","1","D",,"A",,"A",300,"D",300,"D",300,"D","1","D","2","D"
"20131",2513935,60,0,"5","01","D","100","D",0.0475,"D",115000,"D",20,"D",950,"D",,"B",,"B",,"B",,"B",207,"D",374,"D",375,"D",376,"D",369,"D",368,"D",367,"D",,"A","04","D","2007","D","1","D",,"A",93342,"D",92969,"D",92594,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513965,31,0,"5","01","D","100","D",0.11,"D",50000,"D",15,"D",767,"D",,"A","4","D",,"A",,"A",199,"D",328,"D",331,"D",334,"D",240,"D",237,"D",234,"D",,"A","10","D","2002","D","1","D",,"A",26203,"D",25875,"D",25544,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513975,33,0,"5","01","D","100","D",0.0738,"D",58175,"D",30,"D",409,"D",,"A","4","D",,"A",,"A",7,"D",55,"D",56,"D",56,"D",347,"D",346,"D",346,"D",,"A","09","D","2009","D","1","D",,"A",56344,"D",56288,"D",56233,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2513985,26,0,"5","01","D","100","D",0.065,"D",126252,"D",30,"D",920,"D","3","D","4","D","5","D",,"A",122,"D",156,"D",157,"D",158,"D",642,"D",641,"D",640,"D",,"A","12","D","2007","D","1","D",,"A",118499,"D",118343,"D",118186,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2514195,45,0,"5","01","D","100","D",0.0784,"D",80090,"D",15,"D",758,"D",,"A",,"A",,"A",,"A",0,"D",644,"D",648,"D",653,"D",114,"D",110,"D",105,"D",,"A","11","D","1999","D","1","D",,"A",17432,"D",16788,"D",16139,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2514245,27,0,"5","01","D","100","D",0.06,"D",36861,"D",30,"D",1486,"D","3","D",,"A",,"A",,"A",1265,"D",91,"D",92,"D",92,"D",130,"D",129,"D",129,"D",,"A","07","D","1997","D","1","D",,"A",25918,"D",25826,"D",25735,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2514515,72,0,"5","01","D","100","D",0.0784,"D",235248,"D",30,"D",1700,"D","3","D",,"A",,"A",,"A",0,"D",.,"A",.,"A",227,"D",.,"A",.,"A",1473,"D",,"A","09","D","2008","D","1","D","122012","D",.,"A",.,"A",225417,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2514515,73,0,"5","02","D","300","D",0.0575,"F",210000,"F",.,"A",1850,"D",,"A","4","F",,"A",,"A",624,"F",363,"F",365,"F",366,"F",863,"F",861,"F",860,"F",,"A","12","F","1999","F","2","D",,"A",180104,"F",179741,"F",179376,"F","01","D",,"C",,"C",,"C",0,"D",0,"D",0,"D",,"C",,"A"
"20131",2514515,101,0,"5","01","D","100","D",0.0525,"D",274000,"D",30,"D",2027,"D","3","D","4","D","5","D",,"A",514,"D",389,"D",391,"D",.,"A",1124,"D",1122,"D",.,"A","122012","D","09","D","2008","D","1","D",,"A",256868,"D",256479,"D",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2514535,51,0,"5","01","D","100","D",0.0784,"F",340000,"F",30,"F",2658,"F","3","F","4","F","5","F",,"A",201,"F",236,"F",237,"F",239,"F",2221,"F",2220,"F",2218,"F",,"A","11","F","2012","F","1","F",,"A",340000,"F",339764,"F",339527,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2514595,55,0,"5","01","D","100","D",0.061,"D",119638,"D",30,"D",725,"D",,"A",,"A",,"A",,"A",0,"D",178,"D",179,"D",180,"D",547,"D",546,"D",545,"D",,"A","11","D","2005","D","1","D",,"A",107611,"D",107433,"D",107254,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2514645,33,0,"5","01","D","100","D",0.07,"D",120000,"D",15,"D",1167,"D",,"B",,"B",,"B",,"B",88,"D",611,"D",614,"D",618,"D",468,"D",465,"D",461,"D",,"A","12","D","2005","D","1","D",,"A",80293,"D",79683,"D",79068,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2514725,32,0,"5","01","D","100","D",0.0784,"D",40103,"D",6,"D",700,"D",,"A",,"A",,"A",,"A",0,"D",522,"D",526,"D",529,"D",178,"D",174,"D",171,"D",,"A","07","D","2010","D","1","D",,"A",27216,"D",26694,"D",26168,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2514755,38,0,"5","01","D","100","D",0.0488,"D",120000,"D",30,"D",860,"D","3","D","4","D","5","D",,"A",225,"D",499,"D",501,"D",503,"D",136,"D",134,"D",132,"D",,"A","09","D","1987","D","1","D",,"A",33515,"D",33016,"D",32515,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2514835,30,0,"1","01","D","100","D",0.0784,"D",117209,"D",30,"D",1106,"D","3","D",,"A","5","D",,"A",259,"D",82,"D",82,"D",83,"D",765,"D",765,"D",764,"D",,"A","09","D","2012","D","1","D",,"A",117128,"D",117046,"D",116964,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2514895,59,0,"5","01","D","100","D",0.0465,"D",114277,"D",15,"D",883,"D",,"A",,"A",,"A",,"A",0,"D",470,"D",472,"D",474,"D",413,"D",411,"D",409,"D",,"A","05","D","2011","D","1","D",,"A",106557,"D",106087,"D",105615,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2514925,40,0,"5","02","D","400","D",0.05,"D",65000,"D",15,"D",560,"D",,"B",,"B",,"B",,"B",46,"D",266,"D",268,"D",269,"D",248,"D",246,"D",245,"D",,"A","12","D","2010","D","1","D",,"A",59410,"D",59143,"D",58876,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2514935,39,0,"5","01","D","100","D",0.0784,"D",88000,"D",30,"D",680,"D","3","D",,"A",,"A",,"A",44,"D",159,"D",160,"D",161,"D",477,"D",476,"D",475,"D",,"A","07","D","2000","D","1","D",,"A",73002,"D",72843,"D",72683,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2514955,43,0,"5","01","D","100","D",0.0485,"D",158426,"D",30,"D",1033,"D","3","D","4","D",,"A",,"A",197,"D",212,"D",213,"D",214,"D",624,"D",623,"D",622,"D",,"A","02","D","2011","D","1","D",,"A",154358,"D",154146,"D",153933,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2514985,61,0,"5","01","D","100","D",0.0725,"D",59000,"D",30,"D",600,"D","3","D",,"A",,"A",,"A",198,"D",103,"D",104,"D",105,"D",299,"D",298,"D",297,"D",,"A","06","D","2001","D","1","D",,"A",49437,"D",49334,"D",49230,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2514995,56,0,"5","01","D","100","D",0.058,"D",80000,"D",15,"D",1280,"D","3","D","4","D",,"A",,"A",614,"D",477,"D",479,"D",482,"D",189,"D",187,"D",184,"D",,"A","07","D","2003","D","1","D",,"A",39094,"D",38617,"D",38137,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2515005,31,0,"5","01","D","100","D",0.0575,"D",250000,"D",30,"D",3200,"D","3","D","4","D",,"A",,"A",1741,"D",814,"D",818,"D",822,"D",645,"D",641,"D",637,"D",,"A","12","D","1992","D","1","D",,"A",134511,"D",133697,"D",132879,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2515005,32,0,"5","01","D","100","D",0.0784,"F",10000,"F",5,"F",396,"F",,"B",,"B",,"B",,"B",194,"F",168,"F",169,"F",171,"F",34,"F",33,"F",31,"F",,"A","02","F","2010","F","1","F",,"A",5153,"F",4985,"F",4816,"F","02","D","1","D",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20131",2515025,56,0,"5","01","D","100","D",0.05,"D",145000,"D",30,"D",1722,"D","3","D","4","D",,"A",,"A",944,"D",434,"D",436,"D",438,"D",344,"D",342,"D",340,"D",,"A","06","D","1994","D","1","D",,"A",82579,"D",82145,"D",81710,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2515035,27,0,"5","01","D","100","D",0.0784,"D",100500,"D",30,"D",1100,"D","3","D",,"A",,"A",,"A",374,"D",81,"D",81,"D",82,"D",645,"D",645,"D",644,"D",,"A","11","D","2010","D","1","D",,"A",98784,"D",98703,"D",98622,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2515055,57,0,"5","01","D","100","D",0.0784,"D",180783,"D",15,"D",2000,"D","3","D","4","D",,"A",,"A",289,"D",1085,"D",1092,"D",1099,"D",626,"D",619,"D",612,"D",,"A","08","D","2003","D","1","D",,"A",95874,"D",94789,"D",93698,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2515155,47,0,"5","01","D","100","D",0.0784,"D",70052,"D",15,"D",663,"D",,"A",,"A",,"A",,"A",0,"D",258,"D",260,"D",261,"D",405,"D",403,"D",402,"D","012013","D","11","D","2009","D","1","D",,"A",62007,"D",61749,"D",61489,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2515285,58,0,"5","01","D","100","D",0.0425,"D",150000,"D",15,"D",1700,"D","3","D","4","D",,"A",,"A",572,"D",862,"D",865,"D",868,"D",266,"D",263,"D",260,"D",,"A","02","D","2004","D","1","D",,"A",75124,"D",74262,"D",73397,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2515345,31,0,"5","01","D","100","D",0.06,"F",604198,"V",30,"F",5124,"V","3","F","4","F",,"A",,"A",1155,"F",1631,"V",1642,"V",1641,"V",2243,"F",2235,"F",2226,"F",,"A","08","F","1996","F","1","F",,"A",552549,"V",551756,"V",551375,"V","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2515355,37,0,"5","01","D","100","D",0.05,"F",105000,"F",30,"F",1600,"F","3","F","4","F",,"A",,"A",1036,"F",261,"F",262,"F",263,"F",303,"F",302,"F",301,"F",,"A","04","F","1998","F","1","F",,"A",72769,"F",72508,"F",72246,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
