"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","LSDNUM","LSDNUM_","LSDCODE","LSDCODE_","MODELYR","MODELYR_","PRCBSNSZ","PRCB_NSZ","NUMPAY","NUMPAY_","PMTMONTH","PMTM_NTH","PAYEXPX","PAYEXPX_","PAYTIME","PAYTIME_","EMPLYEXP","EMPL_EXP","TRADEEXP","TRAD_EXP","DOWNEXP","DOWNEXP_","DNEMPEXP","DNEM_EXP","LSDENDMO","LSDE_DMO","QADPMT1X","QADP_T1X","QADPMT2X","QADP_T2X","QADPMT3X","QADP_T3X","QEXTRA1X","QEXT_A1X","QEXTRA2X","QEXT_A2X","QEXTRA3X","QEXT_A3X","QADDOWNX","QADD_WNX","QADFEEX","QADFEEX_","MKMDEL","MKMDEL_","LSDENDYR","LSDE_DYR","PMTYEAR","PMTYEAR_"
"20132",2559075,15,0,"5","01","D","105","D","2011","D",.,"A",36,"D","08","D",245,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",245,"D",245,"D",245,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAF","D",,"A","2011","D"
"20132",2559795,20,0,"5","01","D","105","D","2012","D",.,"A",36,"D","11","D",189,"D","3","D",.,"A",.,"C",3800,"D",.,"A",,"A",189,"D",189,"D",189,"D",.,"A",.,"A",.,"A",3800,"D",.,"A","HYUAB","D",,"A","2011","D"
"20132",2561805,11,0,"5","01","D","105","D","2010","D",.,"A",36,"D","02","D",450,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",450,"D",450,"D",450,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","LEXXX","D",,"A","2010","D"
"20132",2561805,12,0,"5","02","D","105","D","2011","D",.,"A",36,"D","06","D",403,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",403,"D",403,"D",403,"D",.,"A",.,"A",.,"A",.,"A",.,"A","GMCAM","D",,"A","2012","D"
"20132",2561845,34,0,"5","01","D","105","D","2011","D",0.9,"D",36,"D","09","D",300,"D","3","D",.,"A",2000,"D",2000,"D",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","JEEAD","D",,"A","2011","D"
"20132",2562215,16,0,"5","01","D","105","D","2011","D",.,"A",48,"D","06","D",240,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",240,"D",240,"D",240,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","CHEBT","D",,"A","2011","D"
"20132",2564405,13,0,"5","03","D","105","D","2012","D",.,"A",24,"D","09","D",365,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",365,"D",365,"D",365,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBT","D",,"A","2012","D"
"20132",2565495,5,0,"5","01","D","105","D","2012","D",.,"A",36,"D","06","D",287,"D","3","D",.,"A",15000,"D",.,"A",.,"A","02","D",287,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","NISAN","D",,"A","2012","D"
"20132",2566295,19,0,"5","01","D","105","D","2008","D",.,"A",60,"D","10","D",400,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"A",.,"A","KIAAC","D",,"A","1998","D"
"20132",2566595,13,0,"5","01","D","105","D","2010","D",.,"A",36,"D","06","D",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",225,"F",225,"F",225,"F",.,"A",.,"A",.,"A",.,"A",.,"A","NISAD","D",,"A","2010","D"
"20132",2566795,9,0,"1","01","D","105","D","2010","D",.,"A",48,"D","05","D",310,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",310,"D",310,"D",310,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","TOYAF","D",,"A","2010","D"
"20132",2567665,11,0,"5","01","D","105","D","2011","D",.,"A",60,"D","01","D",445,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",445,"D",445,"D",445,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAI","D",,"A","2011","D"
"20132",2567835,21,0,"5","01","D","105","D","2012","D",.,"A",36,"D","09","D",350,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAK","D",,"A","2012","D"
"20132",2568705,33,0,"5","01","D","105","D","2011","D",.,"A",39,"D","08","D",359,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",359,"D",359,"D",359,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","NISAW","D",,"A","2011","D"
"20132",2569385,18,0,"5","01","D","105","D","2013","D",.,"A",36,"D","05","D",262,"D","3","D",.,"A",10500,"D",.,"A",.,"A",,"A",262,"D",262,"D",262,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HYUAB","D",,"A","2012","D"
"20132",2569935,16,0,"5","01","D","105","D","2012","D",.,"A",36,"D","01","D",300,"D","3","D",.,"A",.,"A",.,"C",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"B",.,"A","NISAW","D",,"A","2013","D"
"20132",2569985,3,0,"5","01","D","105","D","2011","D",0.7,"D",36,"D","02","D",400,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","VOKAU","D",,"A","2011","D"
"20132",2570915,16,0,"5","01","D","105","D","2010","D",.,"A",42,"D","05","D",201,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",201,"D",201,"D",201,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","MAZAP","D",,"A","2010","D"
"20132",2571435,21,0,"5","01","D","105","D","2012","D",.,"A",36,"D","09","D",219,"D","3","D",.,"A",4000,"D",1600,"D",.,"A",,"A",219,"D",219,"D",219,"D",.,"A",.,"A",.,"A",1600,"D",.,"A","NISAY","D",,"A","2012","D"
"20132",2571495,12,0,"5","01","D","105","D","2011","D",.,"A",36,"D","05","D",350,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORAO","D",,"A","2011","D"
"20132",2572885,14,0,"5","01","D","105","D","2011","D",.,"A",12,"D","06","D",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",375,"F",375,"F",375,"F",.,"A",.,"A",.,"A",.,"A",.,"A","AUDAF","D",,"A","2011","D"
"20132",2573065,16,0,"5","01","D","105","D","2013","D",.,"A",36,"D","08","D",530,"D","3","D",.,"A",5000,"D",.,"A",.,"A",,"A",530,"D",530,"D",530,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOKAU","D",,"A","2012","D"
"20132",2573455,22,0,"5","01","D","105","D","2007","D",0.3,"D",72,"D","10","D",350,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",21,"D",21,"D",21,"D",.,"A",.,"A","NISAP","D",,"A","2011","D"
"20132",2574145,15,0,"5","01","D","105","D","2011","D",0.3,"D",36,"D","08","D",540,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",540,"D",540,"D",540,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BMWAA","D",,"A","2010","D"
"20132",2574215,8,0,"5","01","D","105","D","2006","D",.,"A",86,"D","01","D",352,"D","3","D",.,"A",.,"A",.,"A",.,"A","03","D",352,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","FORAW","D",,"A","2009","D"
"20132",2574265,15,0,"5","01","D","105","D","2013","D",.,"A",18,"D","10","D",440,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",440,"D",440,"D",440,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORAL","D",,"A","2012","D"
"20132",2575795,21,0,"5","01","D","105","D","2010","D",.,"A",27,"D","05","D",421,"D","3","D",.,"A",.,"A",2000,"D",.,"A","04","D",421,"D",421,"D",.,"A",.,"A",.,"A",.,"A",2000,"D",.,"A","CHRAM","D",,"A","2010","D"
"20132",2575795,22,0,"1","02","D","105","D","2013","D",.,"A",36,"D","05","D",420,"D","3","D",.,"A",.,"A",1434,"D",.,"A",,"A",.,"A",.,"A",420,"D",.,"A",.,"A",.,"A",1434,"D",.,"A","FORAM","D",,"A","2013","D"
"20132",2576345,9,0,"5","01","D","105","D","2009","D",.,"A",36,"D","09","D",990,"D","3","D",.,"A",.,"C",.,"C",.,"A",,"A",990,"D",990,"D",990,"D",.,"A",.,"A",.,"A",.,"B",.,"A","LEXAG","D",,"A","2009","D"
"20132",2576395,10,0,"1","01","D","105","D","2010","D",.,"A",39,"D","03","D",225,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",225,"D",225,"D",225,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAN","D",,"A","2010","D"
"20132",2578275,24,0,"5","01","D","105","D","2012","D",.,"A",36,"D","05","D",589,"D","3","D",.,"A",.,"A",6000,"D",.,"A",,"A",589,"D",589,"D",589,"D",.,"A",.,"A",.,"A",6000,"D",.,"A","MRBAH","D",,"A","2012","D"
"20132",2578275,25,0,"5","02","D","105","D","2011","D",.,"A",36,"D","12","D",559,"D","3","D",.,"A",.,"A",10000,"D",.,"A",,"A",559,"D",559,"D",559,"D",.,"A",.,"A",.,"A",10000,"D",.,"A","MRBAY","D",,"A","2010","D"
"20132",2578415,11,0,"5","01","D","105","D","2010","D",.,"A",36,"D","05","D",297,"D","3","D",.,"A",.,"A",.,"A",.,"A","05","D",297,"D",297,"D",297,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOKAI","D",,"A","2010","D"
"20132",2579555,14,0,"5","01","D","105","D","2011","D",.,"A",24,"D","06","D",380,"D","3","D",.,"A",.,"A",2600,"D",.,"A",,"A",380,"D",380,"D",380,"D",.,"A",.,"A",.,"A",2600,"D",.,"A","MRBAA","D",,"A","2011","D"
"20132",2579914,5,0,"1","01","D","105","D","2012","D",.,"A",24,"D","03","F",630,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",630,"D",630,"D",630,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","CHEBE","D",,"A","2012","D"
"20132",2580064,19,0,"5","01","D","105","D","2011","D",0.3,"D",60,"D","06","D",405,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",405,"D",405,"D",405,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAM","D",,"A","2011","D"
"20132",2580774,15,0,"5","01","D","105","D","2011","D",.,"A",36,"D","07","D",235,"D","3","D",.,"A",2000,"D",.,"A",.,"A",,"A",235,"D",235,"D",235,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORBC","D",,"A","2010","D"
"20132",2581594,13,0,"5","01","D","105","D","2005","D",.,"A",48,"D","02","D",350,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",350,"D",350,"D",350,"D",100,"D",100,"D",100,"D",1000,"D",.,"A","TOYAF","D",,"A","2011","D"
"20132",2582594,15,0,"1","01","D","105","D","2012","D",.,"A",36,"D","06","D",155,"D","3","D",.,"A",.,"A",400,"D",.,"A",,"A",155,"D",155,"D",155,"D",.,"A",.,"A",.,"A",400,"D",.,"A","HONAB","D",,"A","2012","D"
"20132",2583704,20,0,"5","01","D","105","D","2013","D",.,"A",39,"D","01","D",.,"B","3","D",.,"A",.,"A",4000,"D",.,"A",,"A",190,"F",190,"F",190,"F",.,"A",.,"A",.,"A",4000,"D",.,"A","BMWAA","D",,"A","2013","D"
"20132",2584214,6,0,"5","01","D","105","D","2012","D",.,"A",72,"D","11","D",385,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",385,"D",385,"D",385,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","CHEBT","D",,"A","2012","D"
"20132",2584374,9,0,"5","01","D","105","D","2010","D",.,"A",35,"D","04","D",413,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",413,"D",413,"D",413,"D",.,"A",.,"A",.,"A",.,"A",.,"A","DODBK","D",,"A","2010","D"
"20132",2584554,13,0,"5","01","D","105","D","2011","D",.,"A",36,"D","09","F",1100,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",1100,"D",1100,"D",1100,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CADAG","D",,"A","2011","D"
"20132",2584554,14,0,"5","02","D","105","D","2012","D",.,"A",36,"D","11","D",700,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",700,"D",700,"D",700,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISBA","D",,"A","2011","D"
"20132",2585304,17,0,"5","01","D","105","D","2012","D",.,"A",36,"D","05","D",335,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",335,"D",335,"D",335,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAC","D",,"A","2012","D"
"20132",2586514,17,0,"5","01","D","105","D","2011","D",.,"A",36,"D","09","D",500,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",500,"D",500,"D",500,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","LINAK","D",,"A","2011","D"
"20132",2586814,11,0,"5","01","D","105","D","2012","D",.,"A",36,"D","04","D",355,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",355,"D",355,"D",355,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","ACUAG","D",,"A","2012","D"
"20132",2587174,27,0,"5","01","D","105","D","2012","D",.,"A",36,"D","03","D",498,"D","3","D",.,"A",2500,"D",.,"A",.,"A",,"A",498,"D",498,"D",498,"D",.,"A",.,"A",.,"A",.,"A",.,"A","DODBK","D",,"A","2012","D"
"20132",2587254,13,0,"5","01","D","105","D","2012","D",.,"A",24,"D","08","D",.,"C","3","D",.,"A",.,"C",.,"A",.,"A",,"A",500,"F",500,"F",500,"F",.,"A",.,"A",.,"A",.,"A",.,"A","FORBC","D",,"A","2011","D"
"20132",2588514,5,0,"1","01","D","105","D","2013","D",.,"A",36,"D","11","D",350,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","INFAN","D",,"A","2012","D"
"20132",2589144,19,0,"5","01","D","105","D","2011","D",.,"A",27,"D","06","D",355,"D","3","D",.,"A",4000,"D",4000,"D",.,"A",,"A",355,"D",355,"D",355,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","BMWAA","D",,"A","2011","D"
"20132",2589144,20,0,"5","02","D","105","D","2011","D",.,"A",36,"D","06","D",256,"D","3","D",.,"A",4000,"D",.,"A",.,"A",,"A",256,"D",256,"D",256,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MINXX","D",,"A","2011","D"
"20132",2589254,32,0,"5","01","D","105","D","2008","D",.,"A",72,"D","02","D",370,"D","3","D",.,"A",2200,"D",5000,"D",.,"A",,"A",370,"D",370,"D",370,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","FORBK","D",,"A","2011","D"
"20132",2589414,23,0,"5","01","D","105","D","2012","D",.,"A",48,"D","04","D",466,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",466,"D",466,"D",466,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BUIAG","D",,"A","2012","D"
"20132",2589724,47,0,"5","01","D","105","D","2002","D",.,"A",36,"D","02","D",302,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",302,"D",302,"D",302,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","FORAM","D",,"A","2012","D"
"20132",2590414,15,0,"1","01","D","105","D","2010","D",.,"A",60,"D","03","D",340,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",.,"A",340,"D",340,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","CHEBS","D",,"A","2013","D"
"20132",2590674,16,0,"5","01","D","105","D","2012","D",.,"A",36,"D","01","D",1807,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",1807,"D",1807,"D",1807,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BMWAB","D",,"A","2012","D"
"20132",2590674,17,0,"1","02","D","105","D","2012","D",.,"A",36,"D","01","D",858,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",858,"D",858,"D",858,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","BMWAD","D",,"A","2012","D"
"20132",2592244,14,0,"5","01","D","105","D","2010","D",.,"A",.,"C","08","F",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",300,"F",300,"F",300,"F",50,"F",50,"F",50,"F",.,"A",.,"A","TOYAN","D",,"A","2010","D"
"20132",2592274,7,0,"5","01","D","105","D","2012","D",.,"A",36,"D","06","D",214,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",214,"D",214,"D",214,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","VOKAK","D",,"A","2012","D"
"20132",2593184,14,0,"5","01","D","105","D","2012","D",0.7,"D",39,"D","03","D",1850,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",1850,"D",1850,"D",1850,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MRBAJ","D",,"A","2012","D"
"20132",2593304,20,0,"5","01","D","105","D","2012","D",.,"A",36,"D","11","D",375,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",375,"D",375,"D",375,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A","2011","D"
"20132",2594804,22,0,"5","01","D","105","D","2011","D",.,"A",36,"D","08","D",500,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",500,"D",500,"D",500,"D",10,"D",10,"D",10,"D",.,"A",.,"A","HONAI","D",,"A","2011","D"
"20132",2595584,17,0,"5","01","D","105","D","2011","D",.,"A",36,"D","07","F",1100,"D","3","D",.,"A",.,"A",4000,"D",.,"A","04","F",1100,"D",1100,"D",1100,"D",.,"A",.,"A",.,"A",4000,"D",3000,"D","LEXAC","D",,"A","2011","D"
"20132",2596814,21,0,"5","01","D","105","D","2013","D",.,"A",24,"D","12","D",485,"D","3","D",.,"A",.,"A",.,"A",.,"A","03","D",485,"D",485,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","FORBC","D",,"A","2012","D"
"20132",2598004,13,0,"5","01","D","105","D","2013","D",0.7,"D",36,"D","06","D",237,"D","3","D",.,"A",5500,"D",.,"A",.,"A",,"A",237,"D",237,"D",237,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MAZAT","D",,"A","2012","D"
"20132",2598214,15,0,"5","01","D","105","D","2010","D",0.8,"D",36,"D","04","D",870,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",870,"D",870,"D",870,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LEXAH","D",,"A","2010","D"
"20132",2598354,11,0,"5","01","D","105","D","2012","D",.,"A",39,"D","08","D",249,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",249,"D",249,"D",249,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAD","D",,"A","2012","D"
"20132",2601084,30,0,"5","01","D","105","D","2011","D",.,"A",24,"D","11","D",457,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",457,"D",457,"D",457,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","MRBAY","D",,"A","2011","D"
"20132",2601334,8,0,"5","01","D","105","D","2010","D",.,"A",48,"D","04","D",311,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",311,"D",311,"D",311,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEAS","D",,"A","2010","D"
"20132",2601394,14,0,"5","01","D","105","D","2011","D",.,"A",48,"D","09","D",650,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",650,"D",650,"D",650,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","GMCAM","D",,"A","2011","D"
"20132",2601394,15,0,"5","02","D","105","D","2012","D",.,"A",36,"D","02","D",575,"D","3","D",.,"A",1500,"D",.,"A",.,"A",,"A",575,"D",575,"D",575,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOVAH","D",,"A","2012","D"
"20132",2601754,19,0,"5","01","D","105","D","2010","D",.,"A",24,"D","11","D",370,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",370,"D",370,"D",370,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAN","D",,"A","2011","D"
"20132",2601894,15,0,"5","01","D","105","D","2012","D",.,"A",36,"D","02","D",240,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",240,"D",240,"D",240,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MAZAP","D",,"A","2012","D"
"20132",2602604,29,0,"5","01","D","105","D","2012","D",.,"A",36,"D","06","D",225,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",225,"D",225,"D",225,"D",.,"A",.,"A",.,"A",.,"A",.,"A","KIAAG","D",,"A","2012","D"
"20132",2602874,25,0,"5","01","D","105","D","2012","D",.,"A",60,"D","05","D",889,"D","3","D",.,"A",.,"A",3000,"D",.,"A","05","D",889,"D",889,"D",889,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","INFAK","D",,"A","2012","D"
"20132",2602874,26,0,"1","02","D","105","D","2013","D",.,"A",36,"D","05","D",777,"D","3","D",.,"A",3000,"F",.,"A",.,"A",,"A",.,"A",.,"A",777,"D",.,"A",.,"A",1,"D",.,"A",.,"A","INFXX","D",,"A","2013","D"
"20132",2602934,12,0,"5","01","D","105","D","2012","D",.,"A",72,"D","08","D",201,"D","3","D",.,"A",14000,"D",.,"A",.,"A",,"A",201,"D",201,"D",201,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAB","D",,"A","2011","D"
"20132",2604194,15,0,"5","01","D","105","D","2010","D",.,"A",48,"D","01","D",724,"D","3","D",.,"A",.,"A",2500,"D",.,"A",,"A",724,"D",724,"D",724,"D",.,"A",.,"A",.,"A",2500,"D",.,"A","LEXAB","D",,"A","2010","D"
"20132",2604204,7,0,"5","01","D","105","D","2010","D",.,"A",36,"D","02","F",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",395,"F",395,"F",395,"F",.,"A",.,"A",.,"A",.,"A",.,"A","HONAB","D",,"A","2010","F"
"20132",2605784,11,0,"5","01","D","105","D","2012","D",.,"A",39,"D","03","D",548,"D","3","D",.,"A",6000,"D",3000,"D",.,"A",,"A",548,"D",548,"D",548,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","CADAM","D",,"A","2012","D"
"20132",2606484,24,0,"5","01","D","105","D","2013","D",.,"A",36,"D","11","D",175,"D","3","D",.,"A",.,"A",5369,"D",.,"A",,"A",175,"D",175,"D",175,"D",.,"A",.,"A",.,"A",5369,"D",.,"A","DODBM","D",,"A","2012","D"
"20132",2607834,11,0,"5","01","D","105","D","2010","D",0.25,"D",42,"D","04","D",325,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",325,"D",325,"D",325,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MAZAT","D",,"A","2010","D"
"20132",2608394,31,0,"5","01","D","105","D","2010","D",.,"A",39,"D","08","D",249,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",249,"D",249,"D",249,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAD","D",,"A","2010","D"
"20132",2609174,21,0,"5","01","D","105","D","2010","D",.,"A",36,"D","02","D",1000,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",1000,"D",1000,"D",1000,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORBA","D",,"A","2010","D"
"20132",2609395,14,0,"5","01","D","105","D","2004","D",.,"A",60,"D","04","D",360,"D","3","D",.,"A",.,"A",600,"D",.,"A","04","D",360,"D",360,"D",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A","JEEAB","D",,"A","2010","D"
"20132",2610174,7,0,"5","01","D","105","D","2003","D",.,"A",48,"D","10","F",.,"C","3","D",.,"A",8000,"D",.,"A",.,"A",,"A",250,"F",250,"F",250,"F",.,"A",.,"A",.,"A",.,"A",.,"A","SATAG","D",,"A","2003","D"
"20132",2610174,8,0,"5","02","D","105","D","2004","D",.,"A",60,"D","11","D",550,"D","3","D",.,"A",11000,"D",.,"A",.,"A",,"A",550,"D",550,"D",550,"D",.,"A",.,"A",.,"A",.,"A",.,"A","DODBF","D",,"A","2004","D"
"20132",2612034,15,0,"1","01","D","105","D","2011","D",.,"A",48,"D","11","D",500,"D","3","D",.,"A",.,"A",15000,"D",.,"A",,"A",500,"D",500,"D",500,"D",.,"A",.,"A",.,"A",15000,"D",.,"A","TOYBA","D",,"A","2011","D"
"20132",2612514,9,0,"5","01","D","105","D","2012","D",0.6,"D",12,"D","01","D",300,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORAO","D",,"A","2012","D"
"20132",2613063,12,0,"1","01","D","105","D","2011","D",.,"A",36,"D","04","F",684,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",684,"D",684,"D",684,"D",.,"A",.,"A",.,"A",.,"A",.,"A","GMCAO","D",,"A","2011","D"
"20132",2613063,13,0,"1","02","D","105","D","2007","D",.,"A",36,"D","02","F",289,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",289,"D",289,"D",289,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LEXAG","D",,"A","2011","D"
"20132",2613683,25,0,"5","01","D","105","D","2007","D",.,"A",72,"D","06","F",369,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",369,"D",369,"D",369,"D",.,"A",.,"A",.,"A",.,"A",.,"A","PONAW","D",,"A","2006","D"
"20132",2613703,14,0,"1","01","D","105","D","2013","D",.,"A",39,"D","02","D",335,"D","3","D",.,"A",8000,"D",.,"A",.,"A",,"A",.,"A",335,"D",335,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CADAL","D",,"A","2013","D"
"20132",2613743,5,0,"5","01","D","105","D","2005","D",.,"A",.,"C","04","F",256,"D","3","D",.,"A",.,"A",.,"A",.,"A","02","D",256,"D",256,"D",256,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MAZAP","D",,"A","2010","F"
"20132",2613983,19,0,"5","01","D","105","D","2010","D",.,"A",60,"D","04","D",411,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",411,"D",411,"D",411,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYBA","D",,"A","2010","D"
"20132",2614243,7,0,"5","01","D","105","D","2008","D",.,"A",.,"C","03","F",375,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",375,"D",375,"D",375,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LEXAJ","D",,"A","2012","F"
"20132",2614783,17,0,"5","01","D","105","D","2011","D",.,"A",36,"D","03","D",300,"D","3","D",.,"A",.,"A",1400,"D",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",1400,"D",.,"A","CADAM","D",,"A","2011","D"
"20132",2614883,21,0,"1","01","D","105","D","2011","D",.,"A",36,"D","11","D",303,"D","3","D",.,"A",500,"D",1000,"D",.,"A",,"A",303,"D",303,"D",303,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","VOKAI","D",,"A","2010","D"
"20132",2614923,20,0,"5","01","D","105","D","2010","D",.,"A",39,"D","02","D",350,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","HYUAM","D",,"A","2010","D"
"20132",2615673,9,0,"5","01","D","105","D","2012","D",.,"A",24,"D","03","D",.,"C","3","D",.,"A",.,"C",.,"A",.,"A",,"A",189,"F",189,"F",189,"F",.,"A",.,"A",.,"A",.,"A",.,"A","NISAD","D",,"A","2012","D"
