era_id,source_file,release_date,page_number,metadata_type,text_raw,ocr_confidence
3,1980s/1982-10-14_491170_October_14_1982.pdf,1982-10-14,1,revision_notice,"-Wewehe ; : ESB.
. ae eX. —
Bo, ae
G.6(408) DEBITS AND DEPOSIT TURNOVER October 14, 1982
REVISED SERIES
The debits and deposit turnover series have been revised, reflect-
ing new benchmark corrections to previously estimated data and revisions in
seasonal factors. In addition, the format of the G.6 release is changed with
this issue, eliminating the business savings series, which had been published
since July 1977, and adding estimates for total savings accounts including
business savings and excluding ATS/NOW accounts. ATS/NOW data and the demand
deposit breakdowns published previously will be continued and all data will
be shown both with and without seasonal adjustment. Previously, seasonally
: adjusted data were shown only for the demand deposit breakdowns.
The benchmark corrections--derived from condition reports for all
insured banks for December 1980, June 1981, and December 1981—affect monthly
> estimates for all series from July 1980 to date. Seasonal factor revisions
for the demand deposit series--deposits, debits, and turnover--affect the
| seasonally adjusted data from 1970 to date. Seasonally adjusted data for
>» ATS/NOW and savings accounts are available for the first time for the period
from July 1977 to date.
This issue of the G.6 release provides revised data for the latest
] 13 months ending with August 1982. Back data prior to August 1981 are avail-
able on request from the Banking Section, Division of Research and Statistics,
board of Governors of the Federal Reserve Systen, Washington, D.C. 20551.
Jigitized for FRASER
‘ederal Reserve Bank of St. Louis",85.37
3,1980s/1982-10-14_491170_October_14_1982.pdf,1982-10-14,3,other_non_table_material,"1/ REPRESENTS ACCOURTS OF INDIVIDUALS, PARTUERSHIPS, AND CCRPORATIONS AND OF STATES AND POLITICAL
SUBDIVISIOBS.
2/ ACCOUBIS AUTHORIZED FOR NEGOTIABLE ORDERS OF WITHDRAWL (NOW) AND ACCOUNTS AUTHOBIZED FOR AOTORATIC
TRANSFER TO CEHAND DEPOSITS (ATS). ATS DATA AVAILABILITY STARTS WITH DECEABER 1978.
3/ BXCLUDES ATS AND WOW ACCOUNTS AS WELL AS SPECIAL CLOB ACCOUNTS, SUCH AS CARISTAAS AND VACATION CLOBS. q
MOTE: HISTORICAL DATA FOR DEAAWD DEFOSITS ARE AVAILABLE BACK TO 1970 ESTIMATED IN PART FROG THE OEBITS
SERIBS POR 233 SHSA°S WHICH WERE AVAILABLE THROUGH JUNE 1977. HISTORICAL DATA FOR ATS/NO® AND
SAVINGS DEPOSI2S ARE AVAILABLE BACK TO JOLY 1977. BACK DATA ABE AVAILABLE OW REQUEST P8OH BANKING
SECTION, DIVISION OF RESEARCH AWD STATISTICS, BOARD OF GOVERMCRS OF THE PEDBRAL RESERVE SISTER,
WASBIRGTON, D.C. 20551.
Jigitized for FRASER |",73.81
3,1980s/1982-11-10_491171_November_10_1982.pdf,1982-11-10,2,footnotes,"1/ REPRESESTS ACCOONTS OF IBDIVIDUALS, PARTNERSHIPS, AND CORPORATIONS AND OF STATES AND POLITICAL
. SUBDIVISIONS.
2/7 ACCOUNTS AUTHORIZED POR NEGOTIABLE ORDERS OF WITHDRAWL (NOW) AND ACCOUNTS AUTHOBIZED POR AUTOMATIC
TRANSFER TO DESAWD DEPOSZIS (ATS). ATS DATA AVAILABILITY STABIS GITH DECESBEE 1978.
3/ EXCLODES ATS AND WOW ACCOUNTS AS @ELL AS SPECIAL CLOB ACCOUNTS, SOCH AS CHRISTSAS AND VACATION CLUBS.
MOTE: HISTORICAL DATA FOR DESAND DEFOSITS ARE AVAILABLE BACK TO 1970 ESTISATED IM PART FROA THE DEBITS
SERIES FOB 233 SMSA‘S WHICH WERE AVAILABLE THROUGH JONE 1977. HISTORICAL DATA FOR ATS/NOW AMD
SAVINGS DEPOSIZS ARE AVAILABLE BACK TO JOLY 1977. BACK DATA ARE AVAILABLE OB BEQUEST PROA BANKING
SECTION, DIVISION OF RESEARCH AND STATISTICS, BOARD OF GOVERNORS OF THE PEDEBAL BESBRVE SYSTES,
WASHINGTON, D.C. 20551.
for FRASER",80.58
3,1980s/1982-12-10_491172_December_10_1982.pdf,1982-12-10,1,other_non_table_material,"1/ REPRESENTS ACCOUBTS OF IBDIVIDUALS, PARTMERSHIPS, AND CORPORATIONS AND OF STATES ABD POLITICAL
SUBDIVISIONS.
2/ ACCOUNTS AUTHORIZED FOR WEGOTIABLE ORDERS OF WITHDRAWL (NOB) AND ACCOONTS AUTHORIZED FOR AUTOAATIC .
TRANSFER TO CBSAMD DEPOSITS (ATS). ATS DATA AVAILABILITY STABIS WITH DECESBEB 1978.
3/ BICLUDES ATS ABD MOW ACCOUNTS AS WELL AS SPECIAL CLUB ACCOUBZS, SOCH AS CHRISTHAS AND VACATION CLUBS.
MOTE: HISTORICAL DATA POR DEAAND DEPOSITS ARE AVAILABLE BACK TO 1970 BSTXSATED I# PART PROG TAB DBBITS
SERIES POR 233 SASA°S WBICH WERE AVAILABLE THROUGH JONEZ 1977. BISTORICAL DATA FOR ATS/BOW AND
SAVINGS DRPOSITS ARE AVAILABLE BACK TO JOLY 1977. BACK DATA ARE AVAILABLE OB BRQUBST PRON BABKING
SEC1IOW, DIVISION OF RESEARCH ABD STATISTICS, BOARD OP GOVERBCRS OF THB FEDERAL RESERVE SYSTES,
WASHINGTON, D.C. 20551.
gitized for FRASER",78.16
3,1980s/1982-12-10_491172_December_10_1982.pdf,1982-12-10,2,footnotes,"q
v bhais Accouays OF [¥PIVIOGALS, PARTBERSAIPS, ABD CCRPOBATICES ASD QP STATES AWD POLITICAL
4 one, PART HBRSE $ as .
3/ ekchLongs Rs i ip presstta is! ut AG Sein uty AccoostS, Soce AS Char3zeas aud VacaTJON CLOBS.
us og S) gu 8 °
oat $ POR 233 shsh+s patce inaz drattial thgdece 3osR 1977. alstobteht biza Pog Arsysoe kup
WOTE: MISTOBICAL Data B ORBAYD DRFOSITS 2 AVAILABLE BACK TO 1970 BSTIBATED IB PART PROB THE DEBITS
states DEPOSIZS ate aVAILAaEE Back go JeLy 1977. pick’ odta iH avatradLs on ascosss 730"" BAEKIEG
Cttd8, pivision | ? asbuates aud SsazrSzics, poanb oF GovsRhORS'Of TAB PEDRRAL RBSRAVE SystEB, r
udsbruczon, b.c. 20551. ‘ “ . , “ ,
for FRASER",41.39
3,1980s/1983-01-13_491173_January_13_1983.pdf,1983-01-13,2,other_non_table_material,"1/ BEPRESENTS ACCOUNTS OF INDIVIDUALS, PARTNERSHIPS, AND CORPORATIONS AND OP STATES AND POLITICAL
2/ ACCOUNTS AUTHORIZED POR NEGOTIABLE ORDERS OF WITHDRAWL (NOW) AND ACCOUNTS AUTHORIZED POR AUTOMATIC e
SUBDIVISIONS.
TRANSPEBR TO DEMAND DEPOSITS (ATS). ATS DATA AVAILABILITY STARTS WITH DECEMBER 1978.
3/ BXCLUDES ATS AND WOW ACCOUNTS AS WELL AS SPECIAL CLUB ACCOUNTS, SUCH AS CHRISTMAS AND VACATION CLUBS.
MOTE: HISTORICAL DATA FOR DEMAND DEPOSITS ARE AVAILABLE BACK TO 1970 ESTIMATED IN PART PROM THE DEBITS
SERIBS POR 233 SSSA'S WHICH WEBB AVAILABLE THROUGH JUNE 1977. HISTORICAL DATA POR ATS/NOW AND
SAVINGS DEPOSITS ARE AVAILABLE BACK TO JULY 1977. BACK DATA ARE AVAILABLE ON REQUEST PROM RANKING
SECTION, DIVISION OF RESEARCH AND STATISTICS, BOARD OF GOVERNORS OP THE PEDERAL RESERVE SYSTES,
WASHINGTON, D.C. 20551.
Jigitized for FRASER td",87.24
3,1980s/1983-02-09_491174_February_9_1983.pdf,1983-02-09,1,other_non_table_material,"ee ee a Ca
1/ REPRESENTS ACCOUSTS OF INDIVIDUALS, PARTNERSHIPS, AND CORPORATIONS ABD OF STATES AND POLITICAL
r ) SUBDIVISIONS.
2/ ACCOUNTS AUTHORIZED POR NEGOTIABLE ORDERS OP WITHDRAWL (NOW) AWD ACCOUNTS AUTHORIZED POR AUTOMATIC
TRANSPER TO DEMAND DEPOSITS (ATS). ATS DATA AVAILABILITY STARTS WITH DECEMBER 1978.
3/7. EXCLUDES ATS AND SOW ACCOUNTS AS WELL AS SPECIAL CLUB ACCOUNTS, SUCH AS CHRISTMAS AND VACATION CLOBS.
MOTE: HISTORICAL DATA POR DEMAND DEPOSITS ARE AVAILABLE BACK TO 1970 ESTIMATED IN PART PROS THE DEBITS
SERIES FOR 233 SSSA'S WHICH WERE AVAILABLE THROUGH JUNE 1977. HISTORICAL DATA POR ATS/NOW AND
SAVINGS DEPOSITS ARE AVAILABLE BACK TO JULY 1977. BACK DATA ARB AVAILABLE OM REQUEST PROM BANKING
SECTION, DIVISION OP BBSBARCH AND STATISTICS, BOARD OP GOVERNORS OF THE PEDERAL RESERVE SYSTEA,
WASALEGTON, D.C. 20551.
for FRASER",72.43
3,1980s/1983-02-09_491174_February_9_1983.pdf,1983-02-09,2,other_non_table_material,for FRASER,96.63
4,1980s/1983-03-22_491175_March_22_1983.pdf,1983-03-22,1,other_non_table_material,"1/ REPRESENTS ACCOUNTS OF INDIVIDUALS, PARTNERSHIPS, ABD CORPORATIONS AWD OP STATES AND POLITICAL
SUBDIVISIONS.
2/ ACCOUNTS AUTHORIZED FOR NEGOTIABLE ORDERS OF WITHDRAWL (NOW) AND ACCOUNTS AUTHORIZED POR AUTOMATIC
TRANSPER TO DEMAND DEPOSITS (ATS). ATS DATA AVAILABILITY STARTS WITH DECEMBER 1978.
3/ MONEY MARKET DEPOSIT ACCOUNTS.
e 4/ EXCLUDES ATS AWD NOW ACCOUNTS, ANDA, AWD SPECIAL CLOB ACCOUNTS, SUCH AS CHRISTMAS AND VACATION CLUBS.
MOTE: HISTORICAL DATA POR DEAAWD DEPOSITS ARE AVAILABLE BACK TO 1970 ESTIMATED IN PART PROM THE DEBITS
SERIES POR 233 SMSA'S SHICH WERK AVAILABLE THROUGH JONE 1977. HISTORICAL DATA FOR ATS/NOW AND
SAVINGS DEPOSITS ARE AVAILABLE BACK TO JULY 1977. BACK DATA ARE AVAILABLE OW REQUEST PROM BANKING
SECTION, DIVISION OF RESEARCH AND STATISTICS, BOARD OP GOVERNORS OF THE FEDERAL RESERVE SY¥STEA,
WASHINGTON, D.C. 20551.
© od FRASER",81.88
4,1980s/1983-03-22_491175_March_22_1983.pdf,1983-03-22,2,other_non_table_material,"1/ REPRESENTS ACCOUNTS OP INDIVIDUALS, PARTEERSHEPS, AND CORPORATIONS AND OF STATES AND POLITICAL
SUBDIVI SIOWS.
2/ ACCOOBTS AUTHORIZED POR NEGOTIABLE ORDERS OP WITHDRAWL (HOW) AND ACCOUNTS AUTHORIZED FOR AUTOMATIC
TRANSFER TO DBAAMD DEPOSITS (ATS). ATS DATA AVAILABILITY STARTS WITH DECBABER 1978.
3/ SONEY SARKET DEPOSIT ACCOUNTS.
: MOTE: HISTORICAL DATA FOR DEAAND DEPOSITS ARB AVAILABLE BACK TO 1970 ESTIMATED IW PART PROM THE DEBITS
SERIES POR 233 SMSA*S WHICH WERE AVAILABLE THROUGH JUNE 1977. HISTORICAL DATA POR ATS/NOW AND
SAVINGS DEPOSITS ARB AVAILABLE BACK TO JOLY 1977. BACK DATA ARE AVAILABLE ON REQUEST PROM BANKING
SECTION, DIVISION OF RESEARCH AUD STATISTICS, BOARD OP GOVERNORS OP THE PEDERAL RESERVE SYSTEM, @
WASHINGTON, D.C. 20551.
for FRASER",75.42
4,1980s/1983-04-15_491176_April_15_1983.pdf,1983-04-15,1,other_non_table_material,"a es bs a ee | ee rs |
17 REPRESEWTS ACCOUNTS OF IYDIVIDUALS, PARTNERSHIPS, AWD CORPORATIONS AND OF STATES AND POLITICAL
SUBDIVISIOSS.
r ) 2/ ACCOUBTS AUTHORIZED POR WEGOTIABLE ORDERS OF WITHDRAWL (NOW) AND ACCOOSTS AUTHORIZED FOR AUTOMATIC
TRAWSPER TO DESAND DEPOSITS (ATS). ATS DATA AVAILABILITY STARTS WITH DECEABER 1978.
3/ SONRY BARKET DEPOSIT ACCOUNTS.
&/ EXCLUDES ATS AND NOW ACCOUNTS, SSDA, AND S@BCIAL CLOB ACCOUSTS, SUCH AS CARISTAAS ABD VACATIOB CLUBS.
BOTE: HISTORICAL DATA POR DESAND DEPOSITS ARE AVAILABLE BACK TO 1970 BSTISATED IN PART PROB THE DEBITS
SERIES FOR 233 SMSA*°S WHICH WERB AVAILABLE THROUGH JUNE 2977, AESTORICAL DATA POR ATS/BOW AND
SAVINGS DEPOSITS ARE AVAILABLE BACK TO JULY 1977. BACK DATA ARB AVAILABLE ON REQUEST FROM BAKING
SECTION, DIVISION OP AZSZARCH AMD STATISTICS, BOARD OF GOVERUORS OF THE FEDERAL RESBRVE SISTER,
WASHINGTON, D.C. 20551.
for FRASER",68.63
4,1980s/1983-04-15_491176_April_15_1983.pdf,1983-04-15,2,other_non_table_material,"1/ BEPRESESTS ACCOUNTS OP INDIVIDUALS, PARTBEBSHIPS, AND CORPORATIONS AMD OP STATES AND POLITICAL
SUBDIVISIONS.
2/ ACCOUNTS ADTHORIZED FOR MEGOTIABLE CRDEBS OF WITHDRAWL (NOW) AND ACCOUNTS AUTHORIZED POR AUTOMATIC
TRABSFER TO DEMABD DEPOSITS (ATS). ATS DATA AVALLABILITY STARTS WITH DECEABBR 1978. e
3/ MONEY BARKET DEPOSIT ACCOUNTS.
NOTE: HISTORICAL DATA POR DEBAND CEPOSITS ARE AVAILABLE BACK TO 1970 ESTIMATED IW PART PROM THE DEBITS
SERIES FOR 233 SSSA'S WHICH WERE AVAILABLE THROUGH JUNE 1977. HISTORICAL DATA POR ATS/BOW AND
SAVINGS DEPOSITS ARE AVAILABLE BACK TO JULY 1977. BACK DATA ARE AVAILABLE ON REQUEST PROM BANKING
SECTION, DIVISAON OP RESEARCH AND STATISTICS, BOARD OF GOVERNORS OP THB FEDERAL RESERVE SYSTEA,
WASAIYGTON, D.C. 20551.
for FRASER",79.99
4,1980s/1983-05-09_491177_May_9_1983.pdf,1983-05-09,1,other_non_table_material,"a SG CO
1/ REPRESENTS ACCOUNTS OF INDIVIDUALS, PARTNERSHIPS, AND CORPORATIONS AND OF STATES AND POLITICAL
SUBDIVISIONS.
2/ ACCOUNTS AUTHORIZED FOR NECOTIABLE ORDERS OF WITHORAWAL (NOW) AND ACCOUNTS AUTHORIZED FOR AUTOMATIC
TRANSPER TO DEMAND DEPOSITS (ATS). ATS DATA AVAILABILITY STARTS WITH DECEMBER 1978.
@ 3/ EXCLUDES ATS AND NOW ACCOUNTS, MMDA, AND SPECIAL CLUB ACCOUNTS, SUCH AS CHRISTMAS AND VACATION CLUBS.
MOTE: HISTORICAL OATA FOR DEMAND DEPOSITS ARE AVAILABLE BACK TO 1970 ESTIMATED IN PART FROM THE DEBITS
SERIES FOR 233 SMSA'S WHICH WERE AVAILABLE THROUCH JUNE 1977. HISTORICAL DATA FOR ATS/NOW AND
SAVINGS DEPOSITS ARE AVAILABLE BACK TO JULY 1977. 8ACK DATA ARE AVAILABLE ON REQUEST FROM BANKING
SECTION, DIVISION OF RESEARCH AND STATISTICS, BOARD OF COVERNORS OF THE FEDERAL RESERVE SYSTEM,
WASHINGTON, D.C. 20551.
eee ery :
‘ aan :
- MAY ip (se |
L: Yue U ib
igitized for FRASER",74.29
4,1980s/1983-05-09_491177_May_9_1983.pdf,1983-05-09,2,other_non_table_material,"1/ RBPRESEWTS ACCOUNTS OP IUDIVIDUALS, PABTBERSHIPS, AND CORPORATIONS AUD OF STATES AND POLITICAL
SUBDIVISIONS.
2/ ACCOUNTS AUTHORIZED POR MEGCTIABLE ORDERS OF WITHDRAWL (BOW) AND ACCOUNTS AOTHORIZED POR AUTOMATIC
TRABSPRR TO DEAAND DEPOSITS (ATS). ATS OATA AVAILABILITY STARTS WITH DECZSBES 1978.
3/ BOBEY MARKET DEPOSIT accooNts.
&/ EXCLUDES ATS AND BOW ACCOURTS, BDA, AND SPECIAL CLOB ACCOUBTS, SUCH AS CHRISTBAS AMD VACATION CLOBS. e
BOTE: BISTORICAL DATA POR DEGAUD DEPOSITS ABE AVAILABLE BACK TO 1970 ESTIMATED IM PART PROA THE DEBITS
SERIRS POR 233 SBSA°S WAICH WERE AVAILABLE THROUGH JONE 1977. BISTORICAL DATA POR ATS/BOW AND
SAVINGS DEPOSITS ARE AVAILABLE BACK TO JOLY 1977. BACK DATA ARE AVAILABLE O¥ REQUEST PROB BABKIEG
SECTION, DIVISION OF RESEARCH ABD STATISTICS, BOARD OF GOVERUORS OP THE PEDERAL SESERVE SYSTER,
WASHIBCTOB, D.C. 20551.
igitized for FRASER e",75.03
4,1980s/1983-06-21_491178_June_21_1983.pdf,1983-06-21,1,other_non_table_material,"| \/ REPRESENTS ACCOUNTS OF INDIVIDUALS, PARTUEBSHIPS, ABD CORPORATIONS AND OF STATES ABD POLITICAL
r) SUBDIVISIONS.
2/ ACCOUNTS AUTHORIZED FOR NEGCTIABLE ORDERS OP WITHDRAWL (WOW) ABD ACCOUBTS AUTHORIZED POR AUTOMATIC
TRANSFER TO DEHAUD DEPOSITS (ATS). ATS DATA AVAILABILITY STARTS GITH DECEMBER 1978.
3/ MONEY SABRKEY DEPOSIT ACCOUNTS.
&/ BXCLUDES ATS AND NOW ACCOUNTS, BDA, ABD SPRCIAL CLUB ACCOUNTS, SUCH AS CHRISTMAS AND VACATION CLOBS.
NOTE: HISTORICAL DATA FOR DEAAWD CEPOSITS ABE AVAILABLE BACK TO 1970 ESTIMATED IN PART PRON THE DBBITS
SBBIES POR 233 SMSA°S WHICH WRBEZ AVAILABLE THROUGH JUNE 1977, HISTORICAL DATA POR ATS/NOW AND
| SAVINGS DEPOSITS ARE AVAILABLE BACK TO JULY 1977. BACK DATA ABB AVAILABLE OM BEQUEST PROM BASKING
| SECTION, OLVISION OF RESEARCH AND STATISTICS, BUARD OF GOVERNORS OF THE PEDEZBAL RESERVE SYSTEA,
e WASHINGTON, D.C. 20551.
for FRASER",69.55
4,1980s/1983-06-21_491178_June_21_1983.pdf,1983-06-21,2,other_non_table_material,"1/ REPRESENTS ACCOUBTS OF IUDIVICOALS, PARTBERSBIPS, AND CORPORATIOBS AND OP STATES AND POLITICAL
SOBD1VI SIONS.
2/ ACCOOBTS AGTHORIZRD FOR BEGCTIABLE ORDERS OF SITHDRAML (BOW) AUD ACCOUNTS AUTHORIZED FOR AGTORATIC e
TRAUSFER TO OBMABD DRPOSITS (ATS). ATS DATA AVAILABILITY STARTS WITH ORCERBER 1978.
3/ BOWRY SARKEY DEPOSIT ACCOUsTS.
NOTE: HISTORECAL DATA FOR DEAAUD DEPOSETS ARE AVAILABLE BACK TO 1970 RSTIGATED ID PART PROS THE DSBITS
SERIES POR 233 SHSA°S WHICH WERE AVAILABLE THROUGH JUNE 1977. HISTORICAL DATA POR ATS/#OU ABD
SAVINGS DEPOSITS ARE AVAILASLE BACK TO JULY 1977. BACK DATA ARR AVAILABLE OB REQUEST PROB BAUKIEG
SECTION, DEVISIOS OP RESEARCH AUD STATISTICS, BOARD OF GOVERNORS OF THE PEDRRAL RESERVE StsTES,
| WASHINGTOB, D.C. 20551.",64.11
4,1980s/1983-07-12_491179_July_12_1983.pdf,1983-07-12,1,other_non_table_material,"1/ REPRESEUTS ACCOUNTS OF INDIVIDUALS, PABTSERSAIPS, AND CORPORATIONS AND OP STATES AND POLITICAL
SUBDIVISIONS.
2/ ACCOUNTS AUTHORIZED POR NEGOTIABLE ORDERS OP WITHDRAWL (WOW) ABD ACCOUNTS AUTHORIZED POR AUTOMATIC
r) TRAMSPER TO DEMAND DEPOSITS (ATS). ATS DATA AVAILABILITY STARTS WITH DECEMBER 1978.
3/ MOMEY MARKET DBPOSIT ACCOUNTS.
&/ EXCLUDES ATS AMD NOW ACCOUNTS, ANDA, AND SPECIAL CLUB ACCOUNTS, SUCH AS CHRISTAAS AND VACATION CLOBS.
MOTE: HISTORICAL DATA POR DEMAND DEPOSITS ARE AVAILABLE RACK TO 1970 ESTEMATED IW PART PRON THE DEBITS
SERIES POR 233 SMSA°S WHICH WERE AVAILABLE THROUGH JUNE 1977. HISTORICAL DATA POR ATS/ROW AND
SAVINGS DEPOSITS ARE AVALLABLE BACK TO JULY 1977. BACK DATA ARE AVAILABLE O8 REQUEST PRON BANKING
SECTION, DIVISION OF RESEARCH AND STATISTICS, BOARD OP GOVERNORS OF THE PEDERAL RESERVE SISTER,
WASHIUGTON, D.C. 20551.
igitized for FRASER",80.77
4,1980s/1983-08-12_491180_August_12_1983.pdf,1983-08-12,1,other_non_table_material,"1/ BEPRESENTS ACCOUNTS OP [HDIVIDUALS, PARTNERSHIPS, AND CORPORATICUS AND OP STATES AND POLITICAL
SUBDIVISIONS.
2/ ACCOUNTS AUTHORIZED POR NEGOTIABLE ORDERS OP dITHDRAWL (NOW) AND ACCOUNTS AUTHORIZED POR ADTOAATIC
@ TRAUSPE@ TO DEMAWO DEPOSITS (ATS). ATS CATA AVAILABILITY STARTS WITA DECEMBER 1978.
3/ MONEY SARKET CEPOSIT ACCOUNTS.
WOTE: HISTORICAL DATA FOR DEMAND DEPOSITS ARE AVAILABLE BACK TO 1970 ESTISATZD IN PART FROM THE DEBITS
SBBIZS POR 233 SASA'S GHICH WERE AVAILABLE THROOGH JONE 1977. AISTORICAL DATA POR ATS/NOW AND
SAVINGS DEPOSITS ARE AVAILABLE BACK TO JOLY 1977. BACK DATA ARE AVAILABLE ON REQUEST PROM BANKING
SECTION, OLVISIOW OF RBSEARCH AND STATISTICS, BOARD OF GOVE@HORS OF THE PRDERAL RESERVE SYSTEA,
WASHINGTON, D.C. 20551.",68.1
4,1980s/1983-09-26_491181_September_26_1983.pdf,1983-09-26,1,footnotes,"1 |
1/ REPRESEUTS ACCCOMTS OF INDIVICOUALS, PARTNERSHIPS, AND CORPORATIONS AMD OF STATES AMD POLITICAL
SUBDIVISIONS.
2/ ACCOUNTS AUTHORIZED FOR MEGCTIABLE CRDBES OF WITHDRAWAL (NOB) AND ACCOUNTS AUTHORIZED FOR AUTOMATIC
@ TRABSPEB TO DEMAMD DEPOSITS (ATS). ATS OATA AVAILABILITY STABTS WITH DECEABER 1978.
3/ BICLUDES ATS AND WOW ACCOUNTS, ADA, AWD SPECIAL CLOB ACCOUBTS, SUCH AS CARISTMAS ABD VACATION CLUBS.
MOTE: HISTOBICAL DATA FOR DEBAND DEPOSITS ARE AVAILABLE BACK TO 1970 ESTIMATED IM PART PROM THE DEBITS
SERIES POR 233 SHSA*S GAICH WERE AVAILABLE THROUGH JUNE 1977. HISTORICAL DATA POR ATS/NOW AND
SAVINGS DEPOSITS ARE AVAILABLE BACK TC JOLY 1977. BACK DATA ARE AVAILABLE ON REQUEST PRON BAWKING
SECTION, DIVISION OF RESEARCH AND STATISTICS, BOARD OF GOVERNCBS OF THE PEDESAL RESERVE SYSTEA,
WASHIBGTON, D.C. 20551.",74.0
4,1980s/1983-09-26_491181_September_26_1983.pdf,1983-09-26,2,footnotes,"1/7 REPRESENTS ACCOUBTS OF INDIVIDUALS, PARTWERSHIPS, AWD CORPORATIONS AUD OF STATES AND POLITICAL | a
SUBDIVISIONS.
2/ ACCOBUTS AUTHORIZES FOR BEGCTIABLE ORDERS OF WITHDRAWAL (NOW) ABD ACCOUNTS AUTHORIZED POR AUTOMATIC ®
TRANSPER TO DESAUD DEPOSITS (ATS). ATS CATA AVAILABILITY STARTS WITH DECEABER 1978.
3/ SONEY MARKET DEPOSI? aCCOUBTS.
¥/ BICLUDES ATS AND BOW ACCOUNTS, BADA, AWD SPECIAL CLUB ACCOUNTS, SUCH AS CHRISTAAS AND VACATION CLUBS. |
NOTE: HISTORICAL DATA FOR DEBABD DEPOSITS ABZ AVAILABLE BACK TO 1970 BSTISATED IN PART PROM TRE DEBITS |
SERIES POR 233 SSSA°S SHICH WERB AVAILABLE THROUGH JUNE 1977, BISTORICAL DATA FOR ATS/HOW AND
SAVINGS DEPOSITS ARE AVAILABLE BACK TO JULY 1977. BACK DATA ARE AVAILABLE OW REQUEST FROM BAMKING
SECTION, DIVISION OF RESEARCH ABD STATISTICS, BOARD OF GOVERBORS OF THE PEDERAL RESERVE SYSTEA,
WASHISGTON, D.C. 20551. °",73.28
4,1980s/1983-10-13_491182_October_13_1983.pdf,1983-10-13,1,other_non_table_material,"1/ REPRESEBTS ACCCONTS OF INDIVIDUALS, PARTWERSHIPS, ABD CORPORATIONS AND OF STATES AND POLITICAL
SUBDIVISIONS.
2/ ACCOUNTS AUTHORIZED POR MEGOTIABLE ORDERS OF WITHDRAWAL (NOW) AMD ACCOUNTS AUTHORIZED POR AUTOMATIC
TRABSFER TO DEBAMD DEPOSITS (ATS). ATS DATA AVAILABILITY STARTS WITH DECESBEB 1978.
D 3/ BXCLUDES ATS AND NOW ACCOUNTS, BSHDA, AWD SPECIAL CLUB ACCOUBTS, SUCH AS CHRISTRAS ABD VACATION CLOPS.
MOTE: HISTOSICAL DATA POR DESAND DEPOSITS ARE AVAILABLE BACK TO 1970 ESTIMATED IM PART PROM THZ DEBITS
SERIES POR 233 SMHSA°S WHICH WERE AVAILABLE THROUGH JUNE 1977. HISTORICAL DATA FOP ATS/NOW AND
SAVINGS DEPOSITS ARE AVAILABLE BACK TO JULY 1977. BACK DATA ARE AVAILABLE OB BECUEST PRON BAUKING
SECTION, DIVISION OP BESEABCH AMD STATISTICS, BOARD OF GOVERNCRS OF THE PEDERAL RESERVE SYSTEB,
WASHIBGTON, D.C. 20551.",80.96
4,1980s/1983-10-13_491182_October_13_1983.pdf,1983-10-13,2,other_non_table_material,"REPRESENTS ACCOUNTS OF INDIVIDUALS, PARTNERSHIPS, ABD CCRPORATIONS AND OF STATES AND POLITICAL OT
SUBDIVISIONS.
2/ ACCCUNTS AUTHORIZED POR NEGOTIABLE ORDERS OF WITHDRAWAL (NOW) AND ACCOUNTS AUTHORIZED POR AUTOMATIC
TRAMSPER TO DEMAND DEPOSITS (ATS). ATS DATA AVAILABILITY STARTS WITH DECEABEB 1978. r
3/ MOMEY MARKET DBPCSIZ ACCOUNTS.
G/ EXCLUDES ATS AMD HOW ACCOUNTS, BMDA, AND SPECIAL CLUB ACCOUNTS, SUCH AS CHRISTAAS AUD VACATION CLUBS.
WOTE: HISTORICAL DATA POR DEBAND DEPOSITS ABE AVAILABLE BACK TO 1970 BSTIMATED IN PART FROM THE DEBITS
SERIES FOR 233 SMSA‘'S WHICH WERE AVAILABLE THB8OUGH JUNE 1977. HISTORICAL DATA POR ATS/NOW AND
SAVINGS DEPOSITS ARE AVAILABLE BACK TO JULY 1977. BACK DATA ABE AVAILABLE C8 REQUEST PROS BASKING
SECTION, DIVISION OF RESEARCH AND STATISTICS, BOARD OP GOVERMORS OP THE PEDERAL RESERVE SYSTEN,
WASHINGTON, D.C. 20551.
for FRASER",77.44
