era_id,source_file,total_pages,page_number,printed_release_code,printed_release_title,printed_release_date,page_adjustment_status,direct_table_title_count,inferred_table_title_count,detected_month_row_count,detected_numeric_column_count,cells_extracted,page_classification,classification_score,classification_reason
4,1990s/1990-03-20_491256_March_20_1990.pdf,2,1,G.6,"DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS March 20, 1990",1990-03-20,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-03-20_491256_March_20_1990.pdf,2,2,G.6,"DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS March 20, 1990",1990-03-20,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-04-19_491257_April_19_1990.pdf,2,1,G.6,"DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS April 19, 1990",1990-04-19,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-04-19_491257_April_19_1990.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS ;,1990-04-19,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-05-22_491258_May_22_1990.pdf,2,1,G.6,"DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS May 22, 1990",1990-05-22,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-05-22_491258_May_22_1990.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1990-05-22,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-06-12_491259_June_12_1990.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1990-06-12,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-06-12_491259_June_12_1990.pdf,2,2,G.6,"DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS June 12, 1990",1990-06-12,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-07-19_491260_July_19_1990.pdf,2,1,G.6,"| DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS July 19, 1990",1990-07-19,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-07-19_491260_July_19_1990.pdf,2,2,G.6,"DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS July 19, 1990",1990-07-19,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-08-16_491261_August_16_1990.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS A t 16. 1990,1990-08-16,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-08-16_491261_August_16_1990.pdf,2,2,G.6,"DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS August 16, 1990",1990-08-16,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-09-19_491262_September_19_1990.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1990-09-19,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-09-19_491262_September_19_1990.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1990-09-19,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-10-15_491263_October_15_1990.pdf,2,1,G.6,"DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS October 15, 1990",1990-10-15,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-10-15_491263_October_15_1990.pdf,2,2,G.6,"DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS october 15, 1990",1990-10-15,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-12-06_491264_December_6_1990.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1990-12-06,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-12-06_491264_December_6_1990.pdf,2,2,G.6,"DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS December 6, 1990",1990-12-06,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-12-14_491265_December_14_1990.pdf,2,1,G.6,DBBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1990-12-14,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1990-12-14_491265_December_14_1990.pdf,2,2,G.6,"DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS December 14, 1990",1990-12-14,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1991-01-22_491266_January_22_1991.pdf,2,1,G.6,"DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS January 22,",1991-01-22,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
4,1990s/1991-01-22_491266_January_22_1991.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1991-01-22,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-02-19_491267_February_19_1991.pdf,3,1,G.6,The bank debits and deposit turnover series have been revised,,unknown,0,0,0,0,0,metadata_page,0.94,Explicit G.6 page without a structurally valid monthly table grid.
5,1990s/1991-02-19_491267_February_19_1991.pdf,3,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1991-02-19,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-02-19_491267_February_19_1991.pdf,3,3,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1991-02-19,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-03-22_491268_March_22_1991.pdf,1,1,G.6,@ DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1991-03-22,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-04-19_491269_April_19_1991.pdf,2,1,G.6,} DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1991-04-19,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-04-19_491269_April_19_1991.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1991-04-19,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-05-22_491270_May_22_1991.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1991-05-22,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-05-22_491270_May_22_1991.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1991-05-22,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-06-27_491271_June_27_1991.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1991-06-27,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-06-27_491271_June_27_1991.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1991-06-27,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-07-15_491272_July_15_1991.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Releese,1991-07-15,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-07-15_491272_July_15_1991.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For immediate Reiesso @,1991-07-15,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-08-16_491273_August_16_1991.pdf,3,1,G.10,MAJOR NONDEPOSIT FUNDS OF COMMERCIAL BANKS For immediate release,1991-08-16,SA,0,0,0,0,0,unrelated_release_page,1.0,Explicit conflicting release code/title: G.10
5,1990s/1991-08-16_491273_August_16_1991.pdf,3,2,G.6,e DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1991-08-16,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-08-16_491273_August_16_1991.pdf,3,3,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release @,1991-08-16,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-09-19_491274_September_19_1991.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1991-09-19,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-09-19_491274_September_19_1991.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1991-09-19,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-10-22_491275_October_22_1991.pdf,2,1,G.6,>EBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1991-10-22,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
5,1990s/1991-10-22_491275_October_22_1991.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1991-10-22,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1991-11-18_491276_November_18_1991.pdf,2,1,G.6,e DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1991-11-18,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1991-11-18_491276_November_18_1991.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release @,1991-11-18,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1991-12-16_491277_December_16_1991.pdf,2,1,G.6,e DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Imm diate Release,1991-12-16,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1991-12-16_491277_December_16_1991.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1991-12-16,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-01-15_491278_January_15_1992.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-01-15,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-01-15_491278_January_15_1992.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-01-15,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-02-14_491279_February_14_1992.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-02-14,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-02-14_491279_February_14_1992.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-02-14,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-03-24_491280_March_24_1992.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-03-24,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-03-24_491280_March_24_1992.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-03-24,SA,2,1,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-04-28_491281_April_28_1992.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For immediate Release,1992-04-28,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-04-28_491281_April_28_1992.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-04-28,NSA,2,1,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-05-28_491282_May_28_1992.pdf,2,1,G.6,@ DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-05-28,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-05-28_491282_May_28_1992.pdf,2,2,G.6,: DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release e,1992-05-28,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-06-15_491283_June_15_1992.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1992-06-15,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-06-15_491283_June_15_1992.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-06-15,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-07-17_491284_July_17_1992.pdf,2,1,G.6,r ) DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-07-17,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-07-17_491284_July_17_1992.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release e,1992-07-17,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-08-21_491285_August_21_1992.pdf,2,1,G.6,@ DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For immediate Release,1992-08-21,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-08-21_491285_August_21_1992.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For immediate Release,1992-08-21,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-09-18_491286_September_18_1992.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-09-18,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-09-18_491286_September_18_1992.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-09-18,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-10-21_491287_October_21_1992.pdf,2,1,G.6,@ DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-10-21,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-10-21_491287_October_21_1992.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-10-21,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-11-16_491288_November_16_1992.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-11-16,NSA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
6,1990s/1992-11-16_491288_November_16_1992.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-11-16,SA,3,0,14,6,252,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1992-12-17_491289_December_17_1992.pdf,2,1,G.6,@ DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1992-12-17,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1992-12-17_491289_December_17_1992.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release >,1992-12-17,NSA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-01-25_491290_January_25_1993.pdf,3,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1993-01-25,NSA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-01-25_491290_January_25_1993.pdf,3,2,G.6,| DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1993-01-25,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-01-25_491290_January_25_1993.pdf,3,3,G.6,,1993-01-25,unknown,0,0,0,0,0,metadata_page,0.94,Explicit G.6 page without a structurally valid monthly table grid.
7,1990s/1993-02-17_491291_February_17_1993.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1993-02-17,NSA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-02-17_491291_February_17_1993.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1993-02-17,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-03-15_491292_March_15_1993.pdf,2,1,G.6,@ DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1993-03-15,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-03-15_491292_March_15_1993.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1993-03-15,NSA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-04-15_491293_April_15_1993.pdf,2,1,G.6,@ DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For immediate Release,1993-04-15,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-04-15_491293_April_15_1993.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For immediate Release e,1993-04-15,NSA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-05-18_491294_May_18_1993.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1993-05-18,NSA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-05-18_491294_May_18_1993.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For immediate Release,1993-05-18,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-06-15_491295_June_15_1993.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1993-06-15,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-06-15_491295_June_15_1993.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release e,1993-06-15,NSA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-07-15_491296_July_15_1993.pdf,1,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1993-07-15,NSA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-08-16_491297_August_16_1993.pdf,2,1,G.6,DEBITSAND DEPOSITTURNOVER AT COMMERCIAL BANKS,1993-08-16,NSA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-08-16_491297_August_16_1993.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1993-08-16,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-09-15_491298_September_15_1993.pdf,2,1,G.6,e DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1993-09-15,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-09-15_491298_September_15_1993.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release @,1993-09-15,NSA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-10-15_491299_October_15_1993.pdf,2,1,G.6,e DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1993-10-15,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-10-15_491299_October_15_1993.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release @,1993-10-15,NSA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-11-16_491300_November_16_1993.pdf,2,1,G.6,@ DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1993-11-16,NSA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-11-16_491300_November_16_1993.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release @,1993-11-16,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-12-15_491301_December_15_1993.pdf,2,1,G.6,r } DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1993-12-15,NSA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1993-12-15_491301_December_15_1993.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1993-12-15,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1994-01-24_491302_January_24_1994.pdf,2,1,G.6,@ DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For immediate Release,1994-01-24,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1994-01-24_491302_January_24_1994.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For immediate Release,1994-01-24,NSA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1994-02-15_491303_February_15_1994.pdf,2,1,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1994-02-15,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
7,1990s/1994-02-15_491303_February_15_1994.pdf,2,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS,1994-02-15,NSA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
8,1990s/1994-03-21_491304_March_21_1994.pdf,3,1,G.6,y DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For Immediate Release,1994-03-21,SA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
8,1990s/1994-03-21_491304_March_21_1994.pdf,3,2,G.6,DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For immediate Release,1994-03-21,NSA,3,0,14,5,210,table_page,0.99,"Three semantic G.6 title bands have credible grids, month rows, and aligned numeric columns."
8,1990s/1994-03-21_491304_March_21_1994.pdf,3,3,G.6,ad DEBITS AND DEPOSIT TURNOVER AT COMMERCIAL BANKS For immediate Release,1994-03-21,unknown,0,0,0,0,0,metadata_page,0.94,Explicit G.6 page without a structurally valid monthly table grid.
