"NEWID","TAX_UNIT","TAXYR_CY","TAXYR_PY","DEPCNT","FICAR_CY","FICAR_PY","FILESTAT","FRATE_CY","FRATE_PY","SOI_ST","SOI_ST_","SRATE_CY","SRATE_PY","T65CT_CY","T65C__CY","T65CT_PY","T65C__PY","WAGE_HD","WAGE_HD_","WAGE_SP","WAGE_SP_","OTHTXINC","OTHT_INC","TAXPENS","TAXPENS_","SOSSECB","SOSSECB_","NONTXINC","NONT_INC","RNTPAID","RNTPAID_","PROPTXPD","PROP_XPD","AMTDEDCT","AMTD_DCT","CHLDCARE","CHLD_ARE","DEPUND17","DEPU_D17","OTHDEDCT","OTHD_DCT","FTAXOWE","STAXOWE","FTAXO_PY","FTAXO_CY","STAXO_PY","STAXO_CY","FICA_PY","FICA_CY","FDAGI_PY","FDAGI_CY","STAGI_PY","STAGI_CY","CHDTX_PY","CHDTX_CY","ADDTX_PY","ADDTX_CY","DPCAR_PY","DPCAR_CY","EITCR_PY","EITCR_CY","AMTIN_PY","AMTIN_CY","AMTOW_PY","AMTOW_CY","FRGTX_PY","FRGTX_CY","FTXBC_PY","FTXBC_CY","SSTDD_PY","SSTDD_CY","SITDD_PY","SITDD_CY","SPRCR_PY","SPRCR_CY","SDCAR_PY","SDCAR_CY","SEITC_PY","SEITC_CY","DIVINC"
"03386764",1,"2015","2014",0,0.153,0.153,"1",0.25,0.25,"18","D",0.058,0.058,0,"D",0,"D",105257,"D",0,"D",-34800,"D",0,"D",0,"D",0,"D",4800,"D",0,"D",260,"D",0,"D",0,"D",0,"D",10933,3753,10933,10833,3753.31,3750.99,16104.32,16104.32,70457,70457,70457.01,70457.01,0,0,0,0,0,0,0,0,70457,70457,0,0,10933,10833,10933,10833,2400,2440,260,260,0,0,0,0,0,0,0
"03386774",1,"2015","2014",0,0.153,0.153,"1",0.1,0.1,"36","D",0.0198,0.0211,0,"D",0,"D",16000,"D",0,"D",1,"D",0,"D",11916,"D",0,"D",6660,"D",0,"D",25,"D",0,"D",0,"D",1008,"D",585,134,585.1,570.1,134.28,124.56,2448,2448,16001,16001,16001.01,16001.01,0,0,0,0,0,0,0,0,16001,16001,0,0,585.1,570.1,585.1,570.1,0,0,0,0,0,0,0,0,0,0,0
"03386804",1,"2015","2014",1,0.153,0.153,"3",0.2598,0.2598,"33","D",0.0929,0.0929,0,"D",0,"D",25000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",13200,"D",0,"D",25,"D",0,"D",0,"D",0,"D",-1359,-223,-1359.23,-1489.37,-222.77,-262.53,3825,3825,25000,25000,25000.01,25000.01,0,0,0,0,0,0,2159.23,2264.37,25000,25000,0,0,800,775,800,775,10950,11100,0,0,0,0,0,0,587.77,619.31,0
"03386804",2,"2015","2014",0,0.153,0.153,"1",0.15,0.15,"33","D",0.0645,0.0645,0,"D",0,"D",40000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",4024,1748,4023.75,3993.75,1748.01,1733.8,6120,6120,40000,40000,40000.01,40000.01,0,0,0,0,0,0,0,0,40000,40000,0,0,4023.75,3993.75,4023.75,3993.75,7800,7900,0,0,0,0,0,0,0,0,0
"03386874",1,"2015","2014",0,0,0,"1",-0.0765,-0.0765,"12","D",0,0,0,"D",0,"D",0,"D",0,"D",0,"D",450,"D",0,"D",0,"D",0,"D",1400,"D",0,"D",0,"D",0,"D",26868,"D",0,-85,0,0,-85,-85,0,0,450,450,450.01,450.01,0,0,0,0,0,0,0,0,450,450,0,0,0,0,0,0,2200,2200,28304.82,28304.82,0,0,0,0,0,0,0
"03386884",1,"2015","2014",2,0,0,"3",-0.4,-0.4,"36","D",0,0,0,"D",0,"D",0,"D",0,"D",0,"D",228,"D",0,"D",0,"D",0,"D",3000,"D",1599,"D",0,"D",0,"D",210,"D",0,0,0,0,0,0,0,0,228,228,228.01,228.01,0,0,0,0,0,0,0,0,228,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03386894",1,"2015","2014",0,0.153,0.153,"1",0.15,0.15,"10","D",0,0,0,"D",0,"D",21515,"D",0,"D",0,"D",0,"D",0,"D",0,"D",20400,"D",0,"D",0,"D",0,"D",0,"D",0,"D",1251,0,1251,1221,0,0,3291.79,3291.79,21515,21515,0,0,0,0,0,0,0,0,0,0,21515,21515,0,0,1251,1221,1251,1221,0,0,0,0,0,0,0,0,0,0,0
"03386894",2,"2015","2014",0,0.153,0.153,"1",0.25,0.25,"10","D",0,0,0,"D",0,"D",57280,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",7639,0,7638.75,7538.75,0,0,8763.84,8763.84,57280,57280,0,0,0,0,0,0,0,0,0,0,57280,57280,0,0,7638.75,7538.75,7638.75,7538.75,0,0,0,0,0,0,0,0,0,0,0
"03386904",1,"2015","2014",0,0,0,"1",-0.0765,-0.0765,"36","D",0,0,0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",8760,"D",0,"D",2880,"D",0,"D",11,"D",0,"D",0,"D",0,"D",0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03386924",1,"2015","2014",0,0.0764,0.0764,"2",0.28,0.28,"34","D",0.0575,0.058,0,"D",0,"D",131000,"D",81000,"D",-17646,"D",0,"D",0,"D",0,"D",5720,"D",0,"D",563,"D",0,"D",0,"D",0,"D",35982,10403,35982.12,35702.62,10402.53,10312.86,30700,30886,194354,194354,194354.01,194354.01,0,0,0,0,0,0,0,0,194354,194354,0,0,35982.12,35702.62,35982.12,35702.62,15000,15000,0,0,0,0,0,0,0,0,0
