"NEWID","AGE","AGE_","AMTFED","AMTFED_","ANFEDTX","ANFEDTX_","ANGOVRTX","ANGO_RTX","ANPRVPNX","ANPR_PNX","ANRRDEDX","ANRR_EDX","ANSLTX","ANSLTX_","ARM_FORC","ARM__ORC","CU_CODE","EARNER","EARNER_","EARNTYPE","EARN_YPE","EDUCA","EDUCA_","EMPLCONT","EMPL_ONT","FARMINCX","FARM_NCX","FARMLOSS","FARM_OSS","GOVRETX","GOVRETX_","GROSPAYX","GROS_AYX","IN_COLL","IN_COLL_","INC_HRSQ","INC__RSQ","INCMEDCR","INCM_DCR","INCNONWK","INCN_NWK","INCOMEY","INCOMEY_","INCORP","INCORP_","INCWEEKQ","INCW_EKQ","INDRETX","INDRETX_","JSSDEDX","JSSDEDX_","MARITAL","MEDICOV","MEDICOV_","MEMBNO","NFRMLOSS","NFRM_OSS","NONFARMX","NONF_RMX","OCCUCODE","OCCU_ODE","PAYPERD","PAYPERD_","PRIVPENX","PRIV_ENX","PWRKSTAT","PWRK_TAT","RRRDEDX","RRRDEDX_","RRRETIRX","RRRE_IRX","SALARYX","SALARYX_","SCHMLWKQ","SCHM_WKQ","SCHMLWKX","SCHM_WKX","SEX","SLFEMPSS","SLFE_PSS","SLTAXX","SLTAXX_","SOCRRX","SOCRRX_","SS_RRQ","SS_RRQ_","SSIX","SSIX_","SSNORM","SSNORM_","SALARYB","SALARYB_","SALARYBX","SALA_YBX","NONFARMB","NONF_RMB","NONFRMBX","NONF_MBX","FARMINCB","FARM_NCB","FRMINCBX","FRMI_CBX","RRRETIRB","RRRE_IRB","RRRETRBX","RRRE_RBX","SSIB","SSIB_","SSIBX","SSIBX_","HORIGIN","HISPANIC","HISP_NIC","MEMBRACE","RC_WHITE","RC_W_ITE","RC_BLACK","RC_B_ACK","RC_NATAM","RC_N_TAM","RC_ASIAN","RC_A_IAN","RC_PACIL","RC_P_CIL","RC_OTHER","RC_O_HER","RC_DK","RC_DK_","ASIAN","ASIAN_","ANFEDTXM","ANFE_TXM","ANGOVRTM","ANGO_RTM","ANPRVPNM","ANPR_PNM","ANRRDEDM","ANRR_EDM","ANSLTXM","ANSLTXM_","FARMINCM","FARM_NCM","FARMINC1","FARMINC2","FARMINC3","FARMINC4","FARMINC5","FARMINCI","JSSDEDXM","JSSD_DXM","JSSDEDX1","JSSDEDX2","JSSDEDX3","JSSDEDX4","JSSDEDX5","NONFARMM","NONF_RMM","NONFARM1","NONFARM2","NONFARM3","NONFARM4","NONFARM5","NONFARMI","RRRETIRM","RRRE_IRM","RRRETIR1","RRRETIR2","RRRETIR3","RRRETIR4","RRRETIR5","RRRETIRI","SALARYXM","SALA_YXM","SALARYX1","SALARYX2","SALARYX3","SALARYX4","SALARYX5","SALARYXI","SLFEMPSM","SLFE_PSM","SLFEMPS1","SLFEMPS2","SLFEMPS3","SLFEMPS4","SLFEMPS5","SOCRRXM","SOCRRXM_","SOCRRX1","SOCRRX2","SOCRRX3","SOCRRX4","SOCRRX5","SSIXM","SSIXM_","SSIX1","SSIX2","SSIX3","SSIX4","SSIX5","SSIXI"
2511675,33,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","3","2","D",,"A","7","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",.,"A",,"A","3","D",,"A",,"A",0,"D",.,"A",.,"A","5",,"A",3,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1",.,"A",.,"A",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","4",,"A",,"A",,"A","4","D",,"A",,"A",,"A","5","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2511695,64,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","2","D",,"A","8","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",.,"A","2","D","1","D",,"A",,"A",0,"D",.,"A",.,"A","1",,"A",1,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",1526,"D",.,"A",.,"A",.,"A","2",.,"A",.,"A",18312,"D",12,"D",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,1526,"D",1526,1526,1526,1526,1526,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,18312,"D",18312,18312,18312,18312,18312,.,"A",.,.,.,.,.,100
2511695,68,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","2","2","D",,"A","8","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",.,"A","1","D","1","D",,"A",,"A",0,"D",.,"A",.,"A","1",,"A",2,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",1749,"D",.,"A",.,"A",.,"A","1",.,"A",.,"A",22247,"D",12,"D",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,1749,"D",1749,1749,1749,1749,1749,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,22247,"D",22247,22247,22247,22247,22247,.,"A",.,.,.,.,.,100
2511735,61,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","1","D","1","D","4","D","2","D",.,"A",,"A",.,"A",700,"D","3","D",40,"D",,"A",,"A","5","D","2","D",52,"D",3000,"D",2785,"D","1",,"A",1,,"B",.,"B","15","D","1","D",.,"A","2","D",.,"A",.,"A",36400,"D",.,"A",.,"A","1",0,"D",.,"A",0,"D",.,"A",.,"A","2","D",,"A",.,"A",,"B",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,10597.7,"T",10598,10598,10598,10598,10598,68128,"D",42528,36056,127238,84923,49895,201,.,"A",.,.,.,.,.,100,36400,"D",36400,36400,36400,36400,36400,100,10088,"D",6507,5517,17789,12993,7634,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2511735,60,"D",15,"D",780,"D",.,"A",.,"A",.,"A",.,"B","2","D","2","1","D","2","D","4","D","2","D",.,"A",,"A",.,"A",95,"D","3","D",15,"D",,"A",,"A","1","D",,"A",52,"D",3000,"D",378,"D","1","2","D",2,,"A",.,"A","04","D","1","D",.,"A","1","D",.,"A",.,"A",4940,"D",.,"A",.,"A","2",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",780,"D",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,378,"D",378,378,378,378,378,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,4940,"D",4940,4940,4940,4940,4940,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2511765,67,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","1","2","D",,"A","5","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",.,"A","1","D","1","D",,"A",,"A",0,"D",.,"A",.,"A","1",,"A",1,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",1002,"D",.,"A",.,"A",.,"A","1",.,"A",.,"A",13283,"D",12,"D",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,1002,"D",1002,1002,1002,1002,1002,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,13283,"D",13283,13283,13283,13283,13283,.,"A",.,.,.,.,.,100
2511765,65,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","2","D",,"A","7","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",.,"A","1","D","1","D",,"A",,"A",0,"D",.,"A",.,"A","1",,"A",2,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",750,"D",.,"A",.,"A",.,"A","2",.,"A",.,"A",10259,"D",12,"D",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,750,"D",750,750,750,750,750,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,10259,"D",10259,10259,10259,10259,10259,.,"A",.,.,.,.,.,100
2511795,23,"D",215,"D",5160,"D",.,"A",.,"B",.,"A",1200,"D","2","D","1","1","D","3","D","7","D","1","D",.,"A",,"A",.,"A",1000,"D","3","D",50,"D",,"A",,"A","1","D",,"A",48,"D",550,"D",1836,"D","5","1","D",1,,"A",.,"A","01","D","2","D",.,"C","1","D",.,"A",.,"A",.,"C",.,"A",.,"A","2",0,"D",50,"D",0,"D",.,"A",.,"A",,"A","05","D",24000,"D",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",5986,"D",.,"A",.,"B",.,"A",1392,"D",.,"A",.,.,.,.,.,100,2129.8,"D",2295,2143,1971,2231,2009,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,27841,"D",29997,28019,25764,29161,26264,301,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2511795,21,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","0","2","D",,"A","5","D",,"A",.,"A",,"A",.,"A",.,"A","1","D",.,"A",,"A","3","D",,"A",,"A",0,"D",.,"A",.,"A","5",,"A",2,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1",.,"A",.,"A",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2511815,67,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","1","2","D",,"A","5","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",.,"A","1","D","1","D",,"A",,"A",0,"D",.,"A",.,"A","3",,"A",1,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",1253,"D",.,"A",.,"A",.,"A","2",.,"A",.,"A",16295,"D",12,"D",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,1253,"D",1253,1253,1253,1253,1253,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,16295,"D",16295,16295,16295,16295,16295,.,"A",.,.,.,.,.,100
2511815,40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","3","2","D",,"A","7","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",.,"A",,"A","4","D",,"A",,"A",0,"D",.,"A",.,"A","3",,"A",2,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2",.,"A",.,"A",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2511815,12,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","4",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",3,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2511825,49,"D",900,"D",10750,"D",.,"A",.,"A",.,"A",4778,"D","2","D","1","1","D","1","D","7","D","2","D",.,"A",,"A",.,"A",17881,"T","3","D",45,"D",,"A",,"A","3","D",,"A",52,"D",.,"A",6579,"D","3","2","D",1,,"A",.,"A","01","D","3","D",.,"A","1","D",.,"A",.,"A",86000,"D",.,"A",.,"A","1",0,"D",674,"T",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",10750,"D",.,"A",.,"A",.,"A",4778,"D",.,"A",.,.,.,.,.,100,6579,"D",6579,6579,6579,6579,6579,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,86000,"D",86000,86000,86000,86000,86000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2511825,33,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"A","2","D","0","1","D","1","D","7","D","2","D",.,"A",,"A",.,"A",6000,"D","3","D",40,"D",,"A",,"A","3","D",,"A",52,"D",.,"A",5738,"D","5","2","D",2,,"A",.,"A","03","D","3","D",.,"A","1","D",.,"A",.,"A",75000,"D",.,"A",.,"A","2",0,"D",.,"A",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","1","2","D","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,5738,"D",5738,5738,5738,5738,5738,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,75000,"D",75000,75000,75000,75000,75000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2511855,66,"D",.,"B",.,"B",.,"B",.,"B",.,"B",.,"B",,"A","1","1","D","2","D","3","D",,"B",.,"A",,"A",.,"B",.,"B",,"A",16,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",0,"D","1",,"A",1,,"A",.,"A","10","D",,"B",.,"B","1","D",.,"B",.,"A",.,"B",.,"A",.,"A","2",0,"D",.,"B",0,"D",.,"A",.,"A",,"A",,"B",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"B",.,"B",.,"B",.,"B",.,"A",.,.,.,.,.,100,1224.8,"D",392,2258,470,2667,337,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,16011.6,"D",5128,29519,6138,34863,4410,201,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2511855,63,"D",.,"B",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","1","D","1","D","3","D",,"B",.,"A",,"A",.,"B",.,"B",,"A",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",0,"D","1",,"A",2,,"A",.,"A","10","D",,"B",.,"B","1","D",.,"B",.,"A",.,"B",.,"A",.,"A","1",0,"D",.,"B",0,"D",.,"A",.,"A",,"A",,"B",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"B",.,"B",.,"B",.,"B",.,"A",.,.,.,.,.,100,1653.4,"D",1377,2464,1925,1270,1231,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,21613.8,"D",18000,32211,25165,16598,16095,201,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2511905,68,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","1","2","D",,"A","8","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",.,"A","1","D","1","D",,"A",,"A",0,"D",.,"A",.,"A","1",,"A",1,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",1600,"D",.,"A",.,"A",.,"A","1",.,"A",.,"A",20459,"D",12,"D",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,1600,"D",1600,1600,1600,1600,1600,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,20459,"D",20459,20459,20459,20459,20459,.,"A",.,.,.,.,.,100
2511905,67,"D",.,"C",.,"B",.,"A",.,"B",.,"A",.,"B",,"A","2","1","D","2","D","4","D","1","D",.,"A",,"A",.,"A",900,"D","3","D",24,"D","1","D",,"A","1","D",,"A",52,"D",.,"A",1530,"D","1","2","D",2,,"A",.,"A","04","D","2","D",.,"C","1","D",.,"A",1000,"D",20000,"D",.,"A",.,"A","2",0,"D",.,"C",13259,"D",12,"D",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"B",.,"A",.,"B",.,"A",.,.,.,.,.,100,1530,"D",1530,1530,1530,1530,1530,.,"A",.,.,.,.,.,100,1000,"D",1000,1000,1000,1000,1000,100,20000,"D",20000,20000,20000,20000,20000,100,0,"D",0,0,0,0,0,13259,"D",13259,13259,13259,13259,13259,.,"A",.,.,.,.,.,100
2511955,56,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"A","2","D","1","1","D","1","D","4","D","2","D",.,"A",,"A",.,"A",.,"C","2","D",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",1836,"D","1","1","D",1,,"A",.,"A","05","D","2","D",.,"A","1","D",.,"A",.,"A",24000,"D",.,"A",.,"A","2",0,"D",.,"A",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,1836,"D",1836,1836,1836,1836,1836,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,24000,"D",24000,24000,24000,24000,24000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2511955,60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","2","D",,"A","4","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",.,"A","2","D","4","D",,"A",,"A",0,"D",.,"A",.,"A","1",,"A",2,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",1600,"D",.,"A",.,"A",.,"A","1",.,"A",.,"A",3200,"D",2,"D",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,1600,"D",1600,1600,1600,1600,1600,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,3200,"D",3200,3200,3200,3200,3200,.,"A",.,.,.,.,.,100
2511965,4,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",1,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2511965,40,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","1","D","1","D","8","D","2","D",.,"A",,"A",.,"A",.,"C","3","D",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",7650,"D","1","2","D",2,,"A",.,"A","03","D","2","D",.,"A","1","D",.,"A",.,"A",100000,"D",.,"A",.,"A","1",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","4",,"A",,"A",,"A","4","D",,"A",,"A",,"A","7","D",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,7650,"D",7650,7650,7650,7650,7650,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,100000,"D",100000,100000,100000,100000,100000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2511965,7,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",3,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","4",,"A",,"A",,"A","4","D",,"A",,"A",,"A","7","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2511965,38,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","1","1","D","1","D","2","D","2","D",.,"A",,"A",.,"A",.,"C",,"A",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",7650,"D","1","2","D",4,,"A",.,"A","03","D","3","D",.,"A","1","D",.,"A",.,"A",100000,"D",.,"A",.,"A","2",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","4",,"A",,"A",,"A","4","D",,"A",,"A",,"A","7","D",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,7650,"D",7650,7650,7650,7650,7650,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,100000,"D",100000,100000,100000,100000,100000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2511975,87,"T",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","1","2","D",,"A","5","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",.,"A","1","D","1","D",,"A",,"A",0,"D",.,"A",.,"A","3",,"A",1,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",1200,"D",.,"A",.,"A",.,"A","2",.,"A",.,"A",15659,"D",12,"D",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,1200,"D",1200,1200,1200,1200,1200,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,15659,"D",15659,15659,15659,15659,15659,.,"A",.,.,.,.,.,100
2511985,18,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","1","1","D","4","D","3","D","2","D",.,"A",,"A",.,"A",80,"D",,"A",20,"D",,"A",,"A","1","D",,"A",15,"D",.,"A",77,"D","5","2","D",2,,"A",.,"A","05","D","1","D",.,"A","1","D",.,"A",.,"A",1000,"D",.,"A",.,"A","2",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,77,"D",77,77,77,77,77,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,1000,"D",1000,1000,1000,1000,1000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
