"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","TELBSNZ","TELBSNZ_","TELRESD","TELRESD_","TELCELL","TELCELL_","TINTNET","TINTNET_","TCABLE","TCABLE_","BILPERD","BILPERD_","QADINE1X","QADI_E1X","QADINE2X","QADI_E2X","QADINE3X","QADI_E3X","QADCAB1X","QADC_B1X","QADCAB2X","QADC_B2X","QADCAB3X","QADC_B3X","TELRES1X","TELR_S1X","TELRES2X","TELR_S2X","TELRES3X","TELR_S3X","TELCEL1X","TELC_L1X","TELCEL2X","TELC_L2X","TELCEL3X","TELC_L3X","QADAPG1X","QADA_G1X","QADAPG2X","QADA_G2X","QADAPG3X","QADA_G3X","TELBLPRS","TELB_PRS"
"20161","03207913",9,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",,"A"
"20161","03207923",16,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",120,"D",120,"D",.,"A",.,"A",.,"A",,"A"
"20161","03207953",39,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",50,"F",50,"F",50,"F",100,"F",100,"F",100,"F",20,"F",20,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03207963",55,0,"1",.,"A","1","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",26,"G",29,"G",27,"G",64,"G",61,"G",63,"G",.,"A",.,"A",.,"A",,"A"
"20161","03207993",41,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",65,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"F",135,"F",200,"F",.,"A",.,"A",.,"A","2","D"
"20161","03208013",34,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",120,"D",120,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208083",22,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",80,"D",80,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208103",29,0,"1",0.75,"D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",28,"D",28,"D",28,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208103",30,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",70,"D",70,"D",70,"D",.,"A",.,"A",.,"A",26,"F",26,"F",26,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D"
"20161","03208113",33,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",30,"D",30,"D",30,"D",69,"D",69,"D",69,"D",25,"F",25,"F",25,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D"
"20161","03208123",27,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",35,"F",45,"F",35,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",125,"F",115,"F",125,"F",.,"A",.,"A",.,"A","2","D"
"20161","03208153",18,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",56,"D",56,"D",56,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03208163",54,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208173",31,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",50,"F",30,"F",50,"F",100,"F",100,"F",100,"F",20,"F",40,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03208173",32,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",50,"F",40,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"F",40,"F",40,"F",.,"A",.,"A",.,"A","2","D"
"20161","03208223",55,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",240,"D",240,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208243",52,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",55,"D",55,"D",55,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03208243",53,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",59,"F",50,"F",50,"F",90,"F",100,"F",100,"F",27,"F",26,"F",26,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03208283",23,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",10,"F",60,"F",60,"F",20,"F",80,"F",80,"F",129,"F",19,"F",19,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03208303",36,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208353",22,0,"1",.,"A","1","D",,"A","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03208353",23,0,"1",.,"A",,"A","2","D","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",155,"F",56,"F",220,"F",.,"A",.,"A",.,"A",,"A"
"20161","03208363",36,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",61,"D",66,"D",65,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03208393",14,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",59,"F",40,"F",50,"F",90,"F",30,"F",100,"F",26,"F",5,"F",25,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03208523",43,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",10,"F",60,"F",60,"F",20,"F",80,"F",80,"F",130,"F",20,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03208523",44,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",45,"F",60,"F",60,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"F",65,"F",65,"F",.,"A",.,"A",.,"A","2","D"
"20161","03208523",45,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",40,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"F",20,"F",60,"F",.,"A",.,"A",.,"A","2","D"
"20161","03208553",42,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",120,"D",120,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208563",12,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208573",13,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208593",61,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208623",24,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",360,"D",360,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208623",25,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",42,"F",42,"F",42,"F",89,"F",89,"F",89,"F",67,"F",67,"F",67,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03208653",23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",181,"D",180,"D",180,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208673",28,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",150,"D",150,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208693",16,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208703",33,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",45,"F",50,"F",45,"F",.,"A",.,"A",.,"A",58,"F",53,"F",58,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03208703",34,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",101,"D",101,"D",101,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208703",35,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",75,"D",75,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208713",50,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",46,"D",46,"D",46,"D",.,"A",.,"A",.,"A",49,"F",49,"F",49,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D"
"20161","03208713",51,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",84,"D",84,"D",84,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208743",48,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",40,"F",0,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"F",140,"F",140,"F",.,"A",.,"A",.,"A","2","D"
"20161","03208753",68,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",160,"D",160,"D",160,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208753",69,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",70,"D",70,"D",70,"D",30,"D",30,"D",30,"D",11,"F",11,"F",11,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D"
"20161","03208763",23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",155,"D",155,"D",250,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208803",7,0,"1",.,"A",,"A","2","D","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",79,"F",48,"F",20,"F",.,"A",.,"A",.,"A",,"A"
"20161","03208843",19,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",97,"D",97,"D",97,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208863",10,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",60,"F",60,"F",60,"F",.,"A",.,"A",.,"A",130,"F",130,"F",130,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03208863",11,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208883",16,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",134,"D",134,"D",134,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208953",26,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",10,"F",40,"F",40,"F",20,"F",40,"F",40,"F",127,"F",77,"F",77,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03208953",27,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",114,"D",114,"D",114,"D",.,"A",.,"A",.,"A",,"A"
"20161","03208973",21,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"F",40,"F",60,"F",40,"F",40,"F",47,"F",70,"F",70,"F",43,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03208973",22,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",40,"F",40,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",280,"F",280,"F",280,"F",.,"A",.,"A",.,"A","2","D"
"20161","03209063",9,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",180,"D",180,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209073",21,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",171,"D",171,"D",171,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209093",48,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",153,"D",153,"D",138,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209093",49,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",76,"F",86,"F",76,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D"
"20161","03209103",31,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",107,"F",57,"F",50,"F",82,"F",45,"F",45,"F",61,"F",148,"F",155,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03209113",49,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",15,"D",15,"D",15,"D",.,"A",.,"A",.,"A",96,"F",85,"F",85,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D"
"20161","03209113",50,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",55,"F",55,"F",47,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"F",10,"F",18,"F",.,"A",.,"A",.,"A","2","D"
"20161","03209123",62,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",11,"F",45,"F",47,"F",128,"F",160,"F",142,"F",101,"F",35,"F",51,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03209123",63,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",0,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",245,"F",245,"F",245,"F",0,"F",0,"F",0,"F","2","D"
"20161","03209173",35,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",0,"F",0,"F",50,"F",.,"A",.,"A",.,"A",93,"F",93,"F",43,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D"
"20161","03209173",36,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",57,"D",57,"D",57,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209183",21,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",59,"F",59,"F",30,"F",45,"F",45,"F",40,"F",30,"F",30,"F",68,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03209193",50,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",60,"F",15,"F",39,"F",110,"F",78,"F",129,"F",10,"F",87,"F",12,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03209193",51,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",227,"D",227,"D",227,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209233",21,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",60,"F",60,"F",60,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",134,"F",134,"F",134,"F",.,"A",.,"A",.,"A","2","D"
"20161","03209243",47,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",325,"D",325,"D",325,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209283",24,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",20,"F",20,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"F",30,"F",50,"F",.,"A",.,"A",.,"A","2","D"
"20161","03209303",26,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",73,"D",73,"D",73,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209333",8,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209333",9,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",100,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209343",56,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209353",25,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",61,"D",61,"D",61,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209353",26,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209434",35,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",65,"D",65,"D",65,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209453",24,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",57,"D",57,"D",57,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209453",25,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",98,"D",98,"D",98,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209473",26,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209493",24,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",246,"V",254,"V",256,"V",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",170,"F",170,"F",170,"F",.,"A",.,"A",.,"A","2","D"
"20161","03209533",23,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",78,"F",60,"F",60,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",52,"F",70,"F",70,"F",.,"A",.,"A",.,"A","2","D"
"20161","03209583",9,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",15,"F",15,"F",15,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A","2","D"
"20161","03209593",47,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209593",48,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",9,"D",9,"D",9,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03209613",21,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"D",45,"D",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03209653",24,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",59,"D",59,"D",59,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03209653",25,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",101,"D",101,"D",101,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209703",30,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",25,"F",70,"F",95,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",95,"F",50,"F",25,"F",.,"A",.,"A",.,"A","2","D"
"20161","03209713",58,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",79,"D",95,"D",135,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209723",53,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",215,"D",215,"D",215,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209723",54,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",20,"D",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03209743",5,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",50,"F",50,"F",50,"F",100,"F",100,"F",100,"F",20,"F",20,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03209753",12,0,"1",.,"A",,"A","2","D","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"F",105,"F",55,"F",.,"A",.,"A",.,"A",,"A"
"20161","03209763",36,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",68,"D",68,"D",68,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03209763",37,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209773",12,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",42,"D",42,"D",42,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209813",82,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",0,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"F",75,"F",75,"F",.,"A",.,"A",.,"A","1","D"
"20161","03209823",32,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",125,"F",125,"F",125,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D"
"20161","03209833",72,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",8,"D",8,"D",8,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03209833",73,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",101,"D",101,"D",101,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209843",16,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",179,"D",179,"D",179,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209843",17,0,"1",.,"A","1","D",,"A","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",179,"F",179,"F",179,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A"
"20161","03209853",48,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",0,"F",0,"F",0,"F",24,"F",24,"F",24,"F",16,"F",16,"F",16,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D"
"20161","03209853",49,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",95,"F",95,"F",25,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"F",25,"F",95,"F",.,"A",.,"A",.,"A","2","D"
"20161","03209873",38,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",536,"T",537,"T",522,"T",.,"A",.,"A",.,"A",,"A"
"20161","03209883",14,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",106,"D",106,"D",106,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209913",20,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",60,"D",60,"D",.,"A",.,"A",.,"A",,"A"
"20161","03209913",21,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",95,"D",95,"D",95,"D",.,"A",.,"A",.,"A",25,"F",25,"F",25,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D"
"20161","03209983",47,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",76,"D",76,"D",.,"A",.,"A",.,"A",,"A"
"20161","03210003",54,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",54,"F",80,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"F",36,"F",10,"F",.,"A",.,"A",.,"A","2","D"
"20161","03210003",55,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",40,"F",53,"F",53,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",140,"F",127,"F",127,"F",.,"A",.,"A",.,"A","2","D"
